comp_name,A2BBX6,A,B1,B2,X,nA,nB1,nB2,nX,rA,rB1,rB2,rBavg,rX,tau,NotSim
CsKYbF,Cs2KYbF6,Cs,K,Yb,F,1,1,3,-1,188.0,138.0,86.8,112.4,133.0,3.4349639891816977,False
CsKYbCl,Cs2KYbCl6,Cs,K,Yb,Cl,1,1,3,-1,188.0,138.0,86.8,112.4,181.0,3.862010252526893,False
CsKYbBr,Cs2KYbBr6,Cs,K,Yb,Br,1,1,3,-1,188.0,138.0,86.8,112.4,196.0,3.995462209822267,False
CsKLuF,Cs2KLuF6,Cs,K,Lu,F,1,1,3,-1,188.0,138.0,86.1,112.05,133.0,3.429159275641971,False
CsKLuCl,Cs2KLuCl6,Cs,K,Lu,Cl,1,1,3,-1,188.0,138.0,86.1,112.05,181.0,3.857539463058303,False
CsKLuBr,Cs2KLuBr6,Cs,K,Lu,Br,1,1,3,-1,188.0,138.0,86.1,112.05,196.0,3.9914082716259065,False
CsKTaF,Cs2KTaF6,Cs,K,Ta,F,1,1,3,-1,188.0,138.0,72.0,105.0,133.0,3.3405425651031595,False
CsKTaCl,Cs2KTaCl6,Cs,K,Ta,Cl,1,1,3,-1,188.0,138.0,72.0,105.0,181.0,3.797685422246017,False
CsKTaBr,Cs2KTaBr6,Cs,K,Ta,Br,1,1,3,-1,188.0,138.0,72.0,105.0,196.0,3.94054256510316,False
CsKTaI,Cs2KTaI6,Cs,K,Ta,I,1,1,3,-1,188.0,138.0,72.0,105.0,220.00000000000003,4.169113993674588,False
CsKIrF,Cs2KIrF6,Cs,K,Ir,F,1,1,3,-1,188.0,138.0,68.0,103.0,133.0,3.324673073519306,False
CsKIrCl,Cs2KIrCl6,Cs,K,Ir,Cl,1,1,3,-1,188.0,138.0,68.0,103.0,181.0,3.790692490995034,False
CsKIrBr,Cs2KIrBr6,Cs,K,Ir,Br,1,1,3,-1,188.0,138.0,68.0,103.0,196.0,3.936323558956199,False
CsKIrI,Cs2KIrI6,Cs,K,Ir,I,1,1,3,-1,188.0,138.0,68.0,103.0,220.00000000000003,4.169333267694063,False
CsKAuF,Cs2KAuF6,Cs,K,Au,F,1,1,3,-1,188.0,138.0,85.0,111.5,133.0,3.4203185786441237,False
CsKAuCl,Cs2KAuCl6,Cs,K,Au,Cl,1,1,3,-1,188.0,138.0,85.0,111.5,181.0,3.850811852186724,False
CsKAuBr,Cs2KAuBr6,Cs,K,Au,Br,1,1,3,-1,188.0,138.0,85.0,111.5,196.0,3.985341000168787,False
CsKTlF,Cs2KTlF6,Cs,K,Tl,F,1,1,3,-1,188.0,138.0,88.5,113.25,133.0,3.449648241521947,False
CsKTlCl,Cs2KTlCl6,Cs,K,Tl,Cl,1,1,3,-1,188.0,138.0,88.5,113.25,181.0,3.873489301124596,False
CsKTlBr,Cs2KTlBr6,Cs,K,Tl,Br,1,1,3,-1,188.0,138.0,88.5,113.25,196.0,4.005939632250424,False
CsKBiF,Cs2KBiF6,Cs,K,Bi,F,1,1,3,-1,188.0,138.0,103.0,120.5,133.0,3.6113632615194695,False
CsKBiCl,Cs2KBiCl6,Cs,K,Bi,Cl,1,1,3,-1,188.0,138.0,103.0,120.5,181.0,4.009703510482125,False
CsKBiBr,Cs2KBiBr6,Cs,K,Bi,Br,1,1,3,-1,188.0,138.0,103.0,120.5,196.0,4.134184838282955,False
CsKAcF,Cs2KAcF6,Cs,K,Ac,F,1,1,3,-1,188.0,138.0,112.0,125.0,133.0,3.7491163578690383,False
CsKAcCl,Cs2KAcCl6,Cs,K,Ac,Cl,1,1,3,-1,188.0,138.0,112.0,125.0,181.0,4.133116357869039,False
CsKThF,Cs2KThF6,Cs,K,Th,F,1,1,3,-1,188.0,138.0,120.9,129.45,133.0,3.919448000540348,False
CsKPaF,Cs2KPaF6,Cs,K,Pa,F,1,1,3,-1,188.0,138.0,104.0,121.0,133.0,3.625132957231333,False
CsKPaCl,Cs2KPaCl6,Cs,K,Pa,Cl,1,1,3,-1,188.0,138.0,104.0,121.0,181.0,4.021827172107366,False
CsKPaBr,Cs2KPaBr6,Cs,K,Pa,Br,1,1,3,-1,188.0,138.0,104.0,121.0,196.0,4.145794114256127,False
CsKUF,Cs2KUF6,Cs,K,U,F,1,1,3,-1,188.0,138.0,102.5,120.25,133.0,3.604614541652195,False
CsKUCl,Cs2KUCl6,Cs,K,U,Cl,1,1,3,-1,188.0,138.0,102.5,120.25,181.0,4.003782940820594,False
CsKUBr,Cs2KUBr6,Cs,K,U,Br,1,1,3,-1,188.0,138.0,102.5,120.25,196.0,4.128523065560719,False
CsKNpF,Cs2KNpF6,Cs,K,Np,F,1,1,3,-1,188.0,138.0,101.0,119.5,133.0,3.5849038507579527,False
CsKNpCl,Cs2KNpCl6,Cs,K,Np,Cl,1,1,3,-1,188.0,138.0,101.0,119.5,181.0,3.986577490925317,False
CsKNpBr,Cs2KNpBr6,Cs,K,Np,Br,1,1,3,-1,188.0,138.0,101.0,119.5,196.0,4.112100503477619,False
CsKPuF,Cs2KPuF6,Cs,K,Pu,F,1,1,3,-1,188.0,138.0,100.0,119.0,133.0,3.5722023356874697,False
CsKPuCl,Cs2KPuCl6,Cs,K,Pu,Cl,1,1,3,-1,188.0,138.0,100.0,119.0,181.0,3.9755636802252847,False
CsKPuBr,Cs2KPuBr6,Cs,K,Pu,Br,1,1,3,-1,188.0,138.0,100.0,119.0,196.0,4.101614100393352,False
CsKAmF,Cs2KAmF6,Cs,K,Am,F,1,1,3,-1,188.0,138.0,97.5,117.75,133.0,3.54194437932612,False
CsKAmCl,Cs2KAmCl6,Cs,K,Am,Cl,1,1,3,-1,188.0,138.0,97.5,117.75,181.0,3.949587691428031,False
CsKAmBr,Cs2KAmBr6,Cs,K,Am,Br,1,1,3,-1,188.0,138.0,97.5,117.75,196.0,4.076976226459878,False
CsKCmF,Cs2KCmF6,Cs,K,Cm,F,1,1,3,-1,188.0,138.0,97.0,117.5,133.0,3.5361439259921306,False
CsKCmCl,Cs2KCmCl6,Cs,K,Cm,Cl,1,1,3,-1,188.0,138.0,97.0,117.5,181.0,3.944654564290003,False
CsKCmBr,Cs2KCmBr6,Cs,K,Cm,Br,1,1,3,-1,188.0,138.0,97.0,117.5,196.0,4.072314138758088,False
CsCaTiF,Cs2CaTiF6,Cs,Ca,Ti,F,1,2,2,-1,188.0,100.0,86.0,93.0,133.0,3.3022067016766927,False
CsCaTiCl,Cs2CaTiCl6,Cs,Ca,Ti,Cl,1,2,2,-1,188.0,100.0,86.0,93.0,181.0,3.818335733934757,False
CsCaTiBr,Cs2CaTiBr6,Cs,Ca,Ti,Br,1,2,2,-1,188.0,100.0,86.0,93.0,196.0,3.979626056515402,False
CsCaVF,Cs2CaVF6,Cs,Ca,V,F,1,2,2,-1,188.0,100.0,79.0,89.5,133.0,3.3161995306009606,False
CsCaVCl,Cs2CaVCl6,Cs,Ca,V,Cl,1,2,2,-1,188.0,100.0,79.0,89.5,181.0,3.852512379762972,False
CsCaVBr,Cs2CaVBr6,Cs,Ca,V,Br,1,2,2,-1,188.0,100.0,79.0,89.5,196.0,4.0201101451261,False
CsCaCrF,Cs2CaCrF6,Cs,Ca,Cr,F,1,2,2,-1,188.0,100.0,76.5,88.25,133.0,3.3239550903184143,False
CsCaCrCl,Cs2CaCrCl6,Cs,Ca,Cr,Cl,1,2,2,-1,188.0,100.0,76.5,88.25,181.0,3.867864438760341,False
CsCaCrBr,Cs2CaCrBr6,Cs,Ca,Cr,Br,1,2,2,-1,188.0,100.0,76.5,88.25,196.0,4.037836110148443,False
CsCaMnF,Cs2CaMnF6,Cs,Ca,Mn,F,1,2,2,-1,188.0,100.0,75.0,87.5,133.0,3.32931292435743,False
CsCaMnCl,Cs2CaMnCl6,Cs,Ca,Mn,Cl,1,2,2,-1,188.0,100.0,75.0,87.5,181.0,3.8778843529288585,False
CsCaMnBr,Cs2CaMnBr6,Cs,Ca,Mn,Br,1,2,2,-1,188.0,100.0,75.0,87.5,196.0,4.04931292435743,False
CsCaFeF,Cs2CaFeF6,Cs,Ca,Fe,F,1,2,2,-1,188.0,100.0,69.5,84.75,133.0,3.3535417556389646,False
CsCaFeCl,Cs2CaFeCl6,Cs,Ca,Fe,Cl,1,2,2,-1,188.0,100.0,69.5,84.75,181.0,3.919913437054894,False
CsCaFeBr,Cs2CaFeBr6,Cs,Ca,Fe,Br,1,2,2,-1,188.0,100.0,69.5,84.75,196.0,4.096904587497372,False
CsCaCoF,Cs2CaCoF6,Cs,Ca,Co,F,1,2,2,-1,188.0,100.0,69.75,84.875,133.0,3.352282384895454,False
CsCaCoCl,Cs2CaCoCl6,Cs,Ca,Co,Cl,1,2,2,-1,188.0,100.0,69.75,84.875,181.0,3.917819940123731,False
CsCaCoBr,Cs2CaCoBr6,Cs,Ca,Co,Br,1,2,2,-1,188.0,100.0,69.75,84.875,196.0,4.094550426132567,False
CsCaNiF,Cs2CaNiF6,Cs,Ca,Ni,F,1,2,2,-1,188.0,100.0,69.0,84.5,133.0,3.356106175630019,False
CsCaNiCl,Cs2CaNiCl6,Cs,Ca,Ni,Cl,1,2,2,-1,188.0,100.0,69.0,84.5,181.0,3.924153512908125,False
CsCaNiBr,Cs2CaNiBr6,Cs,Ca,Ni,Br,1,2,2,-1,188.0,100.0,69.0,84.5,196.0,4.101668305807534,False
CsCaCuF,Cs2CaCuF6,Cs,Ca,Cu,F,1,2,2,-1,188.0,100.0,73.0,86.5,133.0,3.337285338224339,False
CsCaCuCl,Cs2CaCuCl6,Cs,Ca,Cu,Cl,1,2,2,-1,188.0,100.0,73.0,86.5,181.0,3.8921986330220255,False
CsCaCuBr,Cs2CaCuBr6,Cs,Ca,Cu,Br,1,2,2,-1,188.0,100.0,73.0,86.5,196.0,4.065609037646304,False
CsCaZnF,Cs2CaZnF6,Cs,Ca,Zn,F,1,2,2,-1,188.0,100.0,74.0,87.0,133.0,3.333180312407561,False
CsCaZnCl,Cs2CaZnCl6,Cs,Ca,Zn,Cl,1,2,2,-1,188.0,100.0,74.0,87.0,181.0,3.884904450338595,False
CsCaZnBr,Cs2CaZnBr6,Cs,Ca,Zn,Br,1,2,2,-1,188.0,100.0,74.0,87.0,196.0,4.057318243442044,False
CsCaGeF,Cs2CaGeF6,Cs,Ca,Ge,F,1,2,2,-1,188.0,100.0,73.0,86.5,133.0,3.337285338224339,False
CsCaGeCl,Cs2CaGeCl6,Cs,Ca,Ge,Cl,1,2,2,-1,188.0,100.0,73.0,86.5,181.0,3.8921986330220255,False
CsCaGeBr,Cs2CaGeBr6,Cs,Ca,Ge,Br,1,2,2,-1,188.0,100.0,73.0,86.5,196.0,4.065609037646304,False
CsCaSrF,Cs2CaSrF6,Cs,Ca,Sr,F,1,2,2,-1,188.0,100.0,118.0,109.0,133.0,3.3843540461183674,False
CsCaSrCl,Cs2CaSrCl6,Cs,Ca,Sr,Cl,1,2,2,-1,188.0,100.0,118.0,109.0,181.0,3.824721018595432,False
CsCaSrBr,Cs2CaSrBr6,Cs,Ca,Sr,Br,1,2,2,-1,188.0,100.0,118.0,109.0,196.0,3.962335697494514,False
CsCaPdF,Cs2CaPdF6,Cs,Ca,Pd,F,1,2,2,-1,188.0,100.0,86.0,93.0,133.0,3.3022067016766927,False
CsCaPdCl,Cs2CaPdCl6,Cs,Ca,Pd,Cl,1,2,2,-1,188.0,100.0,86.0,93.0,181.0,3.818335733934757,False
CsCaPdBr,Cs2CaPdBr6,Cs,Ca,Pd,Br,1,2,2,-1,188.0,100.0,86.0,93.0,196.0,3.979626056515402,False
CsCaAgF,Cs2CaAgF6,Cs,Ca,Ag,F,1,2,2,-1,188.0,100.0,94.0,97.0,133.0,3.3000347005063624,False
CsCaAgCl,Cs2CaAgCl6,Cs,Ca,Ag,Cl,1,2,2,-1,188.0,100.0,94.0,97.0,181.0,3.7948800613311047,False
CsCaAgBr,Cs2CaAgBr6,Cs,Ca,Ag,Br,1,2,2,-1,188.0,100.0,94.0,97.0,196.0,3.949519236588837,False
CsCaCdF,Cs2CaCdF6,Cs,Ca,Cd,F,1,2,2,-1,188.0,100.0,95.0,97.5,133.0,3.300800271111852,False
CsCaCdCl,Cs2CaCdCl6,Cs,Ca,Cd,Cl,1,2,2,-1,188.0,100.0,95.0,97.5,181.0,3.793107963419544,False
CsCaCdBr,Cs2CaCdBr6,Cs,Ca,Cd,Br,1,2,2,-1,188.0,100.0,95.0,97.5,196.0,3.946954117265698,False
CsCaBaF,Cs2CaBaF6,Cs,Ca,Ba,F,1,2,2,-1,188.0,100.0,135.0,117.5,133.0,3.5361439259921306,False
CsCaBaCl,Cs2CaBaCl6,Cs,Ca,Ba,Cl,1,2,2,-1,188.0,100.0,135.0,117.5,181.0,3.944654564290003,False
CsCaBaBr,Cs2CaBaBr6,Cs,Ca,Ba,Br,1,2,2,-1,188.0,100.0,135.0,117.5,196.0,4.072314138758088,False
CsCaNdF,Cs2CaNdF6,Cs,Ca,Nd,F,1,2,2,-1,188.0,100.0,129.0,114.5,133.0,3.4727844023955257,False
CsCaNdCl,Cs2CaNdCl6,Cs,Ca,Nd,Cl,1,2,2,-1,188.0,100.0,129.0,114.5,181.0,3.891998376194653,False
CsCaNdBr,Cs2CaNdBr6,Cs,Ca,Nd,Br,1,2,2,-1,188.0,100.0,129.0,114.5,196.0,4.023002743006879,False
CsCaSmF,Cs2CaSmF6,Cs,Ca,Sm,F,1,2,2,-1,188.0,100.0,122.0,111.0,133.0,3.412576425048752,False
CsCaSmCl,Cs2CaSmCl6,Cs,Ca,Sm,Cl,1,2,2,-1,188.0,100.0,122.0,111.0,181.0,3.8450088574811847,False
CsCaSmBr,Cs2CaSmBr6,Cs,Ca,Sm,Br,1,2,2,-1,188.0,100.0,122.0,111.0,196.0,3.98014399261632,False
CsCaEuF,Cs2CaEuF6,Cs,Ca,Eu,F,1,2,2,-1,188.0,100.0,117.0,108.5,133.0,3.3779708572043026,False
CsCaEuCl,Cs2CaEuCl6,Cs,Ca,Eu,Cl,1,2,2,-1,188.0,100.0,117.0,108.5,181.0,3.8203671705683577,False
CsCaEuBr,Cs2CaEuBr6,Cs,Ca,Eu,Br,1,2,2,-1,188.0,100.0,117.0,108.5,196.0,3.9586160184946246,False
CsCaEuI,Cs2CaEuI6,Cs,Ca,Eu,I,1,2,2,-1,188.0,100.0,117.0,108.5,220.00000000000003,4.179814175176652,False
CsCaDyF,Cs2CaDyF6,Cs,Ca,Dy,F,1,2,2,-1,188.0,100.0,107.0,103.5,133.0,3.328273195849312,False
CsCaDyCl,Cs2CaDyCl6,Cs,Ca,Dy,Cl,1,2,2,-1,188.0,100.0,107.0,103.5,181.0,3.792041311791341,False
CsCaDyBr,Cs2CaDyBr6,Cs,Ca,Dy,Br,1,2,2,-1,188.0,100.0,107.0,103.5,196.0,3.936968848023225,False
CsCaDyI,Cs2CaDyI6,Cs,Ca,Dy,I,1,2,2,-1,188.0,100.0,107.0,103.5,220.00000000000003,4.16885290599424,False
CsCaTmF,Cs2CaTmF6,Cs,Ca,Tm,F,1,2,2,-1,188.0,100.0,103.0,101.5,133.0,3.3153210435206497,False
CsCaTmCl,Cs2CaTmCl6,Cs,Ca,Tm,Cl,1,2,2,-1,188.0,100.0,103.0,101.5,181.0,3.788227447461536,False
CsCaTmBr,Cs2CaTmBr6,Cs,Ca,Tm,Br,1,2,2,-1,188.0,100.0,103.0,101.5,196.0,3.936010698693064,False
CsCaTmI,Cs2CaTmI6,Cs,Ca,Tm,I,1,2,2,-1,188.0,100.0,103.0,101.5,220.00000000000003,4.172463900663507,False
CsCaYbF,Cs2CaYbF6,Cs,Ca,Yb,F,1,2,2,-1,188.0,100.0,102.0,101.0,133.0,3.3126821413025835,False
CsCaYbCl,Cs2CaYbCl6,Cs,Ca,Yb,Cl,1,2,2,-1,188.0,100.0,102.0,101.0,181.0,3.787929666055059,False
CsCaYbBr,Cs2CaYbBr6,Cs,Ca,Yb,Br,1,2,2,-1,188.0,100.0,102.0,101.0,196.0,3.936444517540208,False
CsCaYbI,Cs2CaYbI6,Cs,Ca,Yb,I,1,2,2,-1,188.0,100.0,102.0,101.0,220.00000000000003,4.174068279916446,False
CsCaPtF,Cs2CaPtF6,Cs,Ca,Pt,F,1,2,2,-1,188.0,100.0,80.0,90.0,133.0,3.3135058746284662,False
CsCaPtCl,Cs2CaPtCl6,Cs,Ca,Pt,Cl,1,2,2,-1,188.0,100.0,80.0,90.0,181.0,3.8468392079618,False
CsCaPtBr,Cs2CaPtBr6,Cs,Ca,Pt,Br,1,2,2,-1,188.0,100.0,80.0,90.0,196.0,4.013505874628466,False
CsCaHgF,Cs2CaHgF6,Cs,Ca,Hg,F,1,2,2,-1,188.0,100.0,102.0,101.0,133.0,3.3126821413025835,False
CsCaHgCl,Cs2CaHgCl6,Cs,Ca,Hg,Cl,1,2,2,-1,188.0,100.0,102.0,101.0,181.0,3.787929666055059,False
CsCaHgBr,Cs2CaHgBr6,Cs,Ca,Hg,Br,1,2,2,-1,188.0,100.0,102.0,101.0,196.0,3.936444517540208,False
CsCaHgI,Cs2CaHgI6,Cs,Ca,Hg,I,1,2,2,-1,188.0,100.0,102.0,101.0,220.00000000000003,4.174068279916446,False
CsCaPbF,Cs2CaPbF6,Cs,Ca,Pb,F,1,2,2,-1,188.0,100.0,119.0,109.5,133.0,3.391003481471805,False
CsCaPbCl,Cs2CaPbCl6,Cs,Ca,Pb,Cl,1,2,2,-1,188.0,100.0,119.0,109.5,181.0,3.829359645855367,False
CsCaPbBr,Cs2CaPbBr6,Cs,Ca,Pb,Br,1,2,2,-1,188.0,100.0,119.0,109.5,196.0,3.96634594722523,False
CsCaRaF,Cs2CaRaF6,Cs,Ca,Ra,F,1,2,2,-1,188.0,100.0,148.0,124.0,133.0,3.7157169031235737,False
CsCaRaCl,Cs2CaRaCl6,Cs,Ca,Ra,Cl,1,2,2,-1,188.0,100.0,148.0,124.0,181.0,4.102813677317122,False
CsCaNpF,Cs2CaNpF6,Cs,Ca,Np,F,1,2,2,-1,188.0,100.0,110.0,105.0,133.0,3.3405425651031595,False
CsCaNpCl,Cs2CaNpCl6,Cs,Ca,Np,Cl,1,2,2,-1,188.0,100.0,110.0,105.0,181.0,3.797685422246017,False
CsCaNpBr,Cs2CaNpBr6,Cs,Ca,Np,Br,1,2,2,-1,188.0,100.0,110.0,105.0,196.0,3.94054256510316,False
CsCaNpI,Cs2CaNpI6,Cs,Ca,Np,I,1,2,2,-1,188.0,100.0,110.0,105.0,220.00000000000003,4.169113993674588,False
CsCaAmF,Cs2CaAmF6,Cs,Ca,Am,F,1,2,2,-1,188.0,100.0,121.0,110.5,133.0,3.4051118414236434,False
CsCaAmCl,Cs2CaAmCl6,Cs,Ca,Am,Cl,1,2,2,-1,188.0,100.0,121.0,110.5,181.0,3.839500981695136,False
CsCaAmBr,Cs2CaAmBr6,Cs,Ca,Am,Br,1,2,2,-1,188.0,100.0,121.0,110.5,196.0,3.975247588029978,False
CsScCuF,Cs2ScCuF6,Cs,Sc,Cu,F,1,3,1,-1,188.0,74.5,77.0,75.75,133.0,3.4860710433843978,False
CsScCuCl,Cs2ScCuCl6,Cs,Sc,Cu,Cl,1,3,1,-1,188.0,74.5,77.0,75.75,181.0,4.119734409721032,False
CsScRbF,Cs2ScRbF6,Cs,Sc,Rb,F,1,3,1,-1,188.0,74.5,152.0,113.25,133.0,3.449648241521947,False
CsScRbCl,Cs2ScRbCl6,Cs,Sc,Rb,Cl,1,3,1,-1,188.0,74.5,152.0,113.25,181.0,3.873489301124596,False
CsScRbBr,Cs2ScRbBr6,Cs,Sc,Rb,Br,1,3,1,-1,188.0,74.5,152.0,113.25,196.0,4.005939632250424,False
CsScPdF,Cs2ScPdF6,Cs,Sc,Pd,F,1,3,1,-1,188.0,74.5,59.0,66.75,133.0,3.712463926206297,False
CsScAgF,Cs2ScAgF6,Cs,Sc,Ag,F,1,3,1,-1,188.0,74.5,115.0,94.75,133.0,3.299444838031423,False
CsScAgCl,Cs2ScAgCl6,Cs,Sc,Ag,Cl,1,3,1,-1,188.0,74.5,115.0,94.75,181.0,3.806041144100025,False
CsScAgBr,Cs2ScAgBr6,Cs,Sc,Ag,Br,1,3,1,-1,188.0,74.5,115.0,94.75,196.0,3.9643524897464624,False
CsScCsF,Cs2ScCsF6,Cs,Sc,Cs,F,1,3,1,-1,188.0,74.5,167.0,120.75,133.0,3.618202476682622,False
CsScCsCl,Cs2ScCsCl6,Cs,Sc,Cs,Cl,1,3,1,-1,188.0,74.5,167.0,120.75,181.0,4.015718004632933,False
CsScCsBr,Cs2ScCsBr6,Cs,Sc,Cs,Br,1,3,1,-1,188.0,74.5,167.0,120.75,196.0,4.139941607117405,False
CsScAuF,Cs2ScAuF6,Cs,Sc,Au,F,1,3,1,-1,188.0,74.5,137.0,105.75,133.0,3.34751387893643,False
CsScAuCl,Cs2ScAuCl6,Cs,Sc,Au,Cl,1,3,1,-1,188.0,74.5,137.0,105.75,181.0,3.801414588156288,False
CsScAuBr,Cs2ScAuBr6,Cs,Sc,Au,Br,1,3,1,-1,188.0,74.5,137.0,105.75,196.0,3.943258559787494,False
CsScAuI,Cs2ScAuI6,Cs,Sc,Au,I,1,3,1,-1,188.0,74.5,137.0,105.75,220.00000000000003,4.170208914397423,False
CsScHgF,Cs2ScHgF6,Cs,Sc,Hg,F,1,3,1,-1,188.0,74.5,119.0,96.75,133.0,3.2997386217658318,False
CsScHgCl,Cs2ScHgCl6,Cs,Sc,Hg,Cl,1,3,1,-1,188.0,74.5,119.0,96.75,181.0,3.7958626527735833,False
CsScHgBr,Cs2ScHgBr6,Cs,Sc,Hg,Br,1,3,1,-1,188.0,74.5,119.0,96.75,196.0,3.9509014124635056,False
CsScTlF,Cs2ScTlF6,Cs,Sc,Tl,F,1,3,1,-1,188.0,74.5,150.0,112.25,133.0,3.43245912498748,False
CsScTlCl,Cs2ScTlCl6,Cs,Sc,Tl,Cl,1,3,1,-1,188.0,74.5,150.0,112.25,181.0,3.86007605149082,False
CsScTlBr,Cs2ScTlBr6,Cs,Sc,Tl,Br,1,3,1,-1,188.0,74.5,150.0,112.25,196.0,3.993706341023114,False
CsScFrF,Cs2ScFrF6,Cs,Sc,Fr,F,1,3,1,-1,188.0,74.5,180.0,127.25,133.0,3.830610522649616,False
CsTiVF,Cs2TiVF6,Cs,Ti,V,F,1,2,2,-1,188.0,86.0,79.0,82.5,133.0,3.378836920870364,False
CsTiVCl,Cs2TiVCl6,Cs,Ti,V,Cl,1,2,2,-1,188.0,86.0,79.0,82.5,181.0,3.960655102688545,False
CsTiVBr,Cs2TiVBr6,Cs,Ti,V,Br,1,2,2,-1,188.0,86.0,79.0,82.5,196.0,4.142473284506727,False
CsTiCrF,Cs2TiCrF6,Cs,Ti,Cr,F,1,2,2,-1,188.0,86.0,76.5,81.25,133.0,3.395077116190766,False
CsTiCrCl,Cs2TiCrCl6,Cs,Ti,Cr,Cl,1,2,2,-1,188.0,86.0,76.5,81.25,181.0,3.985846346959997,False
CsTiCrBr,Cs2TiCrBr6,Cs,Ti,Cr,Br,1,2,2,-1,188.0,86.0,76.5,81.25,196.0,4.170461731575381,False
CsTiMnF,Cs2TiMnF6,Cs,Ti,Mn,F,1,2,2,-1,188.0,86.0,75.0,80.5,133.0,3.405587775407976,False
CsTiMnCl,Cs2TiMnCl6,Cs,Ti,Mn,Cl,1,2,2,-1,188.0,86.0,75.0,80.5,181.0,4.001861067333442,False
CsTiFeF,Cs2TiFeF6,Cs,Ti,Fe,F,1,2,2,-1,188.0,86.0,69.5,77.75,133.0,3.4491855666296534,False
CsTiFeCl,Cs2TiFeCl6,Cs,Ti,Fe,Cl,1,2,2,-1,188.0,86.0,69.5,77.75,181.0,4.0665489106811,False
CsTiCoF,Cs2TiCoF6,Cs,Ti,Co,F,1,2,2,-1,188.0,86.0,69.75,77.875,133.0,3.447027645266057,False
CsTiCoCl,Cs2TiCoCl6,Cs,Ti,Co,Cl,1,2,2,-1,188.0,86.0,69.75,77.875,181.0,4.063400036919347,False
CsTiNiF,Cs2TiNiF6,Cs,Ti,Ni,F,1,2,2,-1,188.0,86.0,69.0,77.5,133.0,3.453552781306235,False
CsTiNiCl,Cs2TiNiCl6,Cs,Ti,Ni,Cl,1,2,2,-1,188.0,86.0,69.0,77.5,181.0,4.072907620015913,False
CsTiCuF,Cs2TiCuF6,Cs,Ti,Cu,F,1,3,1,-1,188.0,67.0,77.0,72.0,133.0,3.567764865528653,False
CsTiZnF,Cs2TiZnF6,Cs,Ti,Zn,F,1,2,2,-1,188.0,86.0,74.0,80.0,133.0,3.412918821571924,False
CsTiZnCl,Cs2TiZnCl6,Cs,Ti,Zn,Cl,1,2,2,-1,188.0,86.0,74.0,80.0,181.0,4.012918821571924,False
CsTiGeF,Cs2TiGeF6,Cs,Ti,Ge,F,1,2,2,-1,188.0,86.0,73.0,79.5,133.0,3.4205117424621267,False
CsTiGeCl,Cs2TiGeCl6,Cs,Ti,Ge,Cl,1,2,2,-1,188.0,86.0,73.0,79.5,181.0,4.024285327367787,False
CsTiRbF,Cs2TiRbF6,Cs,Ti,Rb,F,1,3,1,-1,188.0,67.0,152.0,109.5,133.0,3.391003481471805,False
CsTiRbCl,Cs2TiRbCl6,Cs,Ti,Rb,Cl,1,3,1,-1,188.0,67.0,152.0,109.5,181.0,3.829359645855367,False
CsTiRbBr,Cs2TiRbBr6,Cs,Ti,Rb,Br,1,3,1,-1,188.0,67.0,152.0,109.5,196.0,3.96634594722523,False
CsTiSrF,Cs2TiSrF6,Cs,Ti,Sr,F,1,2,2,-1,188.0,86.0,118.0,102.0,133.0,3.3181983416607475,False
CsTiSrCl,Cs2TiSrCl6,Cs,Ti,Sr,Cl,1,2,2,-1,188.0,86.0,118.0,102.0,181.0,3.7887865769548648,False
CsTiSrBr,Cs2TiSrBr6,Cs,Ti,Sr,Br,1,2,2,-1,188.0,86.0,118.0,102.0,196.0,3.935845400484277,False
CsTiSrI,Cs2TiSrI6,Cs,Ti,Sr,I,1,2,2,-1,188.0,86.0,118.0,102.0,220.00000000000003,4.171139518131335,False
CsTiPdF,Cs2TiPdF6,Cs,Ti,Pd,F,1,3,1,-1,188.0,67.0,59.0,63.0,133.0,3.840560697348322,False
CsTiAgF,Cs2TiAgF6,Cs,Ti,Ag,F,1,3,1,-1,188.0,67.0,115.0,91.0,133.0,3.308815222379253,False
CsTiAgCl,Cs2TiAgCl6,Cs,Ti,Ag,Cl,1,3,1,-1,188.0,67.0,115.0,91.0,181.0,3.83628774985178,False
CsTiAgBr,Cs2TiAgBr6,Cs,Ti,Ag,Br,1,3,1,-1,188.0,67.0,115.0,91.0,196.0,4.001122914686945,False
CsTiCdF,Cs2TiCdF6,Cs,Ti,Cd,F,1,2,2,-1,188.0,86.0,95.0,90.5,133.0,3.3110446358913306,False
CsTiCdCl,Cs2TiCdCl6,Cs,Ti,Cd,Cl,1,2,2,-1,188.0,86.0,95.0,90.5,181.0,3.8414313762228223,False
CsTiCdBr,Cs2TiCdBr6,Cs,Ti,Cd,Br,1,2,2,-1,188.0,86.0,95.0,90.5,196.0,4.007177232576414,False
CsTiCsF,Cs2TiCsF6,Cs,Ti,Cs,F,1,3,1,-1,188.0,67.0,167.0,117.0,133.0,3.524789094471191,False
CsTiCsCl,Cs2TiCsCl6,Cs,Ti,Cs,Cl,1,3,1,-1,188.0,67.0,167.0,117.0,181.0,3.9350455047276016,False
CsTiCsBr,Cs2TiCsBr6,Cs,Ti,Cs,Br,1,3,1,-1,188.0,67.0,167.0,117.0,196.0,4.063250632932729,False
CsTiBaF,Cs2TiBaF6,Cs,Ti,Ba,F,1,2,2,-1,188.0,86.0,135.0,110.5,133.0,3.4051118414236434,False
