comp_name,A2BBX6,A,B1,B2,X,nA,nB1,nB2,nX,rA,rB1,rB2,rBavg,rX,tau,NotSim
CsNiBaCl,Cs2NiBaCl6,Cs,Ni,Ba,Cl,1,2,2,-1,188.0,69.0,135.0,102.0,181.0,3.7887865769548648,False
CsNiBaBr,Cs2NiBaBr6,Cs,Ni,Ba,Br,1,2,2,-1,188.0,69.0,135.0,102.0,196.0,3.935845400484277,False
CsNiBaI,Cs2NiBaI6,Cs,Ni,Ba,I,1,2,2,-1,188.0,69.0,135.0,102.0,220.00000000000003,4.171139518131335,False
CsNiNdF,Cs2NiNdF6,Cs,Ni,Nd,F,1,2,2,-1,188.0,69.0,129.0,99.0,133.0,3.304489110451174,False
CsNiNdCl,Cs2NiNdCl6,Cs,Ni,Nd,Cl,1,2,2,-1,188.0,69.0,129.0,99.0,181.0,3.789337595299659,False
CsNiNdBr,Cs2NiNdBr6,Cs,Ni,Nd,Br,1,2,2,-1,188.0,69.0,129.0,99.0,196.0,3.9408527468148105,False
CsNiSmF,Cs2NiSmF6,Cs,Ni,Sm,F,1,2,2,-1,188.0,69.0,122.0,95.5,133.0,3.299123296778356,False
CsNiSmCl,Cs2NiSmCl6,Cs,Ni,Sm,Cl,1,2,2,-1,188.0,69.0,122.0,95.5,181.0,3.801741097825477,False
CsNiSmBr,Cs2NiSmBr6,Cs,Ni,Sm,Br,1,2,2,-1,188.0,69.0,122.0,95.5,196.0,3.958809160652701,False
CsNiEuF,Cs2NiEuF6,Cs,Ni,Eu,F,1,2,2,-1,188.0,69.0,117.0,93.0,133.0,3.3022067016766927,False
CsNiEuCl,Cs2NiEuCl6,Cs,Ni,Eu,Cl,1,2,2,-1,188.0,69.0,117.0,93.0,181.0,3.818335733934757,False
CsNiEuBr,Cs2NiEuBr6,Cs,Ni,Eu,Br,1,2,2,-1,188.0,69.0,117.0,93.0,196.0,3.979626056515402,False
CsNiDyF,Cs2NiDyF6,Cs,Ni,Dy,F,1,2,2,-1,188.0,69.0,107.0,88.0,133.0,3.325682101996964,False
CsNiDyCl,Cs2NiDyCl6,Cs,Ni,Dy,Cl,1,2,2,-1,188.0,69.0,107.0,88.0,181.0,3.8711366474515096,False
CsNiDyBr,Cs2NiDyBr6,Cs,Ni,Dy,Br,1,2,2,-1,188.0,69.0,107.0,88.0,196.0,4.041591192906055,False
CsNiTmF,Cs2NiTmF6,Cs,Ni,Tm,F,1,2,2,-1,188.0,69.0,103.0,86.0,133.0,3.341629156577969,False
CsNiTmCl,Cs2NiTmCl6,Cs,Ni,Tm,Cl,1,2,2,-1,188.0,69.0,103.0,86.0,181.0,3.8997686914616905,False
CsNiTmBr,Cs2NiTmBr6,Cs,Ni,Tm,Br,1,2,2,-1,188.0,69.0,103.0,86.0,196.0,4.074187296112854,False
CsNiYbF,Cs2NiYbF6,Cs,Ni,Yb,F,1,2,2,-1,188.0,69.0,102.0,85.5,133.0,3.3462130058909194,False
CsNiYbCl,Cs2NiYbCl6,Cs,Ni,Yb,Cl,1,2,2,-1,188.0,69.0,102.0,85.5,181.0,3.907616514662849,False
CsNiYbBr,Cs2NiYbBr6,Cs,Ni,Yb,Br,1,2,2,-1,188.0,69.0,102.0,85.5,196.0,4.083055111154077,False
CsNiPtF,Cs2NiPtF6,Cs,Ni,Pt,F,1,2,2,-1,188.0,69.0,80.0,74.5,133.0,3.5114375239317708,False
CsNiPtCl,Cs2NiPtCl6,Cs,Ni,Pt,Cl,1,2,2,-1,188.0,69.0,80.0,74.5,181.0,4.1557328259451936,False
CsNiAuF,Cs2NiAuF6,Cs,Ni,Au,F,1,3,1,-1,188.0,58.0,137.0,97.5,133.0,3.300800271111852,False
CsNiAuCl,Cs2NiAuCl6,Cs,Ni,Au,Cl,1,3,1,-1,188.0,58.0,137.0,97.5,181.0,3.793107963419544,False
CsNiAuBr,Cs2NiAuBr6,Cs,Ni,Au,Br,1,3,1,-1,188.0,58.0,137.0,97.5,196.0,3.946954117265698,False
CsNiHgF,Cs2NiHgF6,Cs,Ni,Hg,F,1,3,1,-1,188.0,58.0,119.0,88.5,133.0,3.3222868550572944,False
CsNiHgCl,Cs2NiHgCl6,Cs,Ni,Hg,Cl,1,3,1,-1,188.0,58.0,119.0,88.5,181.0,3.8646597364132265,False
CsNiHgBr,Cs2NiHgBr6,Cs,Ni,Hg,Br,1,3,1,-1,188.0,58.0,119.0,88.5,196.0,4.034151261836955,False
CsNiTlF,Cs2NiTlF6,Cs,Ni,Tl,F,1,3,1,-1,188.0,58.0,150.0,104.0,133.0,3.3321170937378657,False
CsNiTlCl,Cs2NiTlCl6,Cs,Ni,Tl,Cl,1,3,1,-1,188.0,58.0,150.0,104.0,181.0,3.793655555276328,False
CsNiTlBr,Cs2NiTlBr6,Cs,Ni,Tl,Br,1,3,1,-1,188.0,58.0,150.0,104.0,196.0,3.937886324507097,False
CsNiTlI,Cs2NiTlI6,Cs,Ni,Tl,I,1,3,1,-1,188.0,58.0,150.0,104.0,220.00000000000003,4.168655555276327,False
CsNiPbF,Cs2NiPbF6,Cs,Ni,Pb,F,1,2,2,-1,188.0,69.0,119.0,94.0,133.0,3.300283698799204,False
CsNiPbCl,Cs2NiPbCl6,Cs,Ni,Pb,Cl,1,2,2,-1,188.0,69.0,119.0,94.0,181.0,3.810921996671544,False
CsNiPbBr,Cs2NiPbBr6,Cs,Ni,Pb,Br,1,2,2,-1,188.0,69.0,119.0,94.0,196.0,3.9704964647566494,False
CsNiFrF,Cs2NiFrF6,Cs,Ni,Fr,F,1,3,1,-1,188.0,58.0,180.0,119.0,133.0,3.5722023356874697,False
CsNiFrCl,Cs2NiFrCl6,Cs,Ni,Fr,Cl,1,3,1,-1,188.0,58.0,180.0,119.0,181.0,3.9755636802252847,False
CsNiFrBr,Cs2NiFrBr6,Cs,Ni,Fr,Br,1,3,1,-1,188.0,58.0,180.0,119.0,196.0,4.101614100393352,False
CsNiRaF,Cs2NiRaF6,Cs,Ni,Ra,F,1,2,2,-1,188.0,69.0,148.0,108.5,133.0,3.3779708572043026,False
CsNiRaCl,Cs2NiRaCl6,Cs,Ni,Ra,Cl,1,2,2,-1,188.0,69.0,148.0,108.5,181.0,3.8203671705683577,False
CsNiRaBr,Cs2NiRaBr6,Cs,Ni,Ra,Br,1,2,2,-1,188.0,69.0,148.0,108.5,196.0,3.9586160184946246,False
CsNiRaI,Cs2NiRaI6,Cs,Ni,Ra,I,1,2,2,-1,188.0,69.0,148.0,108.5,220.00000000000003,4.179814175176652,False
CsNiNpF,Cs2NiNpF6,Cs,Ni,Np,F,1,2,2,-1,188.0,69.0,110.0,89.5,133.0,3.3161995306009606,False
CsNiNpCl,Cs2NiNpCl6,Cs,Ni,Np,Cl,1,2,2,-1,188.0,69.0,110.0,89.5,181.0,3.852512379762972,False
CsNiNpBr,Cs2NiNpBr6,Cs,Ni,Np,Br,1,2,2,-1,188.0,69.0,110.0,89.5,196.0,4.0201101451261,False
CsNiAmF,Cs2NiAmF6,Cs,Ni,Am,F,1,2,2,-1,188.0,69.0,121.0,95.0,133.0,3.2992801592625494,False
CsNiAmCl,Cs2NiAmCl6,Cs,Ni,Am,Cl,1,2,2,-1,188.0,69.0,121.0,95.0,181.0,3.804543317157286,False
CsNiAmBr,Cs2NiAmBr6,Cs,Ni,Am,Br,1,2,2,-1,188.0,69.0,121.0,95.0,196.0,3.962438053999392,False
CsCuCuF,Cs2CuCuF6,Cs,Cu,Cu,F,1,1,3,-1,188.0,77.0,54.0,65.5,133.0,3.7526998238625695,False
CsCuZnF,Cs2CuZnF6,Cs,Cu,Zn,F,1,2,2,-1,188.0,73.0,74.0,73.5,133.0,3.5330560164237115,False
CsCuGaF,Cs2CuGaF6,Cs,Cu,Ga,F,1,1,3,-1,188.0,77.0,62.0,69.5,133.0,3.6319834300953326,False
CsCuGeF,Cs2CuGeF6,Cs,Cu,Ge,F,1,2,2,-1,188.0,73.0,73.0,73.0,133.0,3.544317436888376,False
CsCuAsF,Cs2CuAsF6,Cs,Cu,As,F,1,1,3,-1,188.0,77.0,57.99999999999999,67.5,133.0,3.689443030566008,False
CsCuRbF,Cs2CuRbF6,Cs,Cu,Rb,F,1,3,1,-1,188.0,54.0,152.0,103.0,133.0,3.324673073519306,False
CsCuRbCl,Cs2CuRbCl6,Cs,Cu,Rb,Cl,1,3,1,-1,188.0,54.0,152.0,103.0,181.0,3.790692490995034,False
CsCuRbBr,Cs2CuRbBr6,Cs,Cu,Rb,Br,1,3,1,-1,188.0,54.0,152.0,103.0,196.0,3.936323558956199,False
CsCuRbI,Cs2CuRbI6,Cs,Cu,Rb,I,1,3,1,-1,188.0,54.0,152.0,103.0,220.00000000000003,4.169333267694063,False
CsCuSrF,Cs2CuSrF6,Cs,Cu,Sr,F,1,2,2,-1,188.0,73.0,118.0,95.5,133.0,3.299123296778356,False
CsCuSrCl,Cs2CuSrCl6,Cs,Cu,Sr,Cl,1,2,2,-1,188.0,73.0,118.0,95.5,181.0,3.801741097825477,False
CsCuSrBr,Cs2CuSrBr6,Cs,Cu,Sr,Br,1,2,2,-1,188.0,73.0,118.0,95.5,196.0,3.958809160652701,False
CsCuYF,Cs2CuYF6,Cs,Cu,Y,F,1,1,3,-1,188.0,77.0,90.0,83.5,133.0,3.366976469120194,False
CsCuYCl,Cs2CuYCl6,Cs,Cu,Y,Cl,1,1,3,-1,188.0,77.0,90.0,83.5,181.0,3.941826768521392,False
CsCuYBr,Cs2CuYBr6,Cs,Cu,Y,Br,1,1,3,-1,188.0,77.0,90.0,83.5,196.0,4.121467487084265,False
CsCuNbF,Cs2CuNbF6,Cs,Cu,Nb,F,1,1,3,-1,188.0,77.0,72.0,74.5,133.0,3.5114375239317708,False
CsCuNbCl,Cs2CuNbCl6,Cs,Cu,Nb,Cl,1,1,3,-1,188.0,77.0,72.0,74.5,181.0,4.1557328259451936,False
CsCuMoF,Cs2CuMoF6,Cs,Cu,Mo,F,1,1,3,-1,188.0,77.0,69.0,73.0,133.0,3.544317436888376,False
CsCuRuF,Cs2CuRuF6,Cs,Cu,Ru,F,1,1,3,-1,188.0,77.0,68.0,72.5,133.0,3.5558856552595204,False
CsCuRhF,Cs2CuRhF6,Cs,Cu,Rh,F,1,1,3,-1,188.0,77.0,66.5,71.75,133.0,3.573822444483305,False
CsCuPdF,Cs2CuPdF6,Cs,Cu,Pd,F,1,2,2,-1,188.0,73.0,86.0,79.5,133.0,3.4205117424621267,False
CsCuPdCl,Cs2CuPdCl6,Cs,Cu,Pd,Cl,1,2,2,-1,188.0,73.0,86.0,79.5,181.0,4.024285327367787,False
CsCuAgF,Cs2CuAgF6,Cs,Cu,Ag,F,1,2,2,-1,188.0,73.0,94.0,83.5,133.0,3.366976469120194,False
CsCuAgCl,Cs2CuAgCl6,Cs,Cu,Ag,Cl,1,2,2,-1,188.0,73.0,94.0,83.5,181.0,3.941826768521392,False
CsCuAgBr,Cs2CuAgBr6,Cs,Cu,Ag,Br,1,2,2,-1,188.0,73.0,94.0,83.5,196.0,4.121467487084265,False
CsCuCdF,Cs2CuCdF6,Cs,Cu,Cd,F,1,2,2,-1,188.0,73.0,95.0,84.0,133.0,3.361418400860302,False
CsCuCdCl,Cs2CuCdCl6,Cs,Cu,Cd,Cl,1,2,2,-1,188.0,73.0,95.0,84.0,181.0,3.9328469722888735,False
CsCuCdBr,Cs2CuCdBr6,Cs,Cu,Cd,Br,1,2,2,-1,188.0,73.0,95.0,84.0,196.0,4.111418400860302,False
CsCuInF,Cs2CuInF6,Cs,Cu,In,F,1,1,3,-1,188.0,77.0,80.0,78.5,133.0,3.4364931152727736,False
CsCuInCl,Cs2CuInCl6,Cs,Cu,In,Cl,1,1,3,-1,188.0,77.0,80.0,78.5,181.0,4.047958083425639,False
CsCuSbF,Cs2CuSbF6,Cs,Cu,Sb,F,1,1,3,-1,188.0,77.0,76.0,76.5,133.0,3.471713401034854,False
CsCuSbCl,Cs2CuSbCl6,Cs,Cu,Sb,Cl,1,1,3,-1,188.0,77.0,76.0,76.5,181.0,4.099164381427011,False
CsCuCsF,Cs2CuCsF6,Cs,Cu,Cs,F,1,3,1,-1,188.0,54.0,167.0,110.5,133.0,3.4051118414236434,False
CsCuCsCl,Cs2CuCsCl6,Cs,Cu,Cs,Cl,1,3,1,-1,188.0,54.0,167.0,110.5,181.0,3.839500981695136,False
CsCuCsBr,Cs2CuCsBr6,Cs,Cu,Cs,Br,1,3,1,-1,188.0,54.0,167.0,110.5,196.0,3.975247588029978,False
CsCuBaF,Cs2CuBaF6,Cs,Cu,Ba,F,1,2,2,-1,188.0,73.0,135.0,104.0,133.0,3.3321170937378657,False
CsCuBaCl,Cs2CuBaCl6,Cs,Cu,Ba,Cl,1,2,2,-1,188.0,73.0,135.0,104.0,181.0,3.793655555276328,False
CsCuBaBr,Cs2CuBaBr6,Cs,Cu,Ba,Br,1,2,2,-1,188.0,73.0,135.0,104.0,196.0,3.937886324507097,False
CsCuBaI,Cs2CuBaI6,Cs,Cu,Ba,I,1,2,2,-1,188.0,73.0,135.0,104.0,220.00000000000003,4.168655555276327,False
CsCuLaF,Cs2CuLaF6,Cs,Cu,La,F,1,1,3,-1,188.0,77.0,103.2,90.1,133.0,3.312995053573004,False
CsCuLaCl,Cs2CuLaCl6,Cs,Cu,La,Cl,1,1,3,-1,188.0,77.0,103.2,90.1,181.0,3.845736452019175,False
CsCuLaBr,Cs2CuLaBr6,Cs,Cu,La,Br,1,1,3,-1,188.0,77.0,103.2,90.1,196.0,4.012218139033603,False
CsCuCeF,Cs2CuCeF6,Cs,Cu,Ce,F,1,1,3,-1,188.0,77.0,101.0,89.0,133.0,3.319126274265052,False
CsCuCeCl,Cs2CuCeCl6,Cs,Cu,Ce,Cl,1,1,3,-1,188.0,77.0,101.0,89.0,181.0,3.858452116961681,False
CsCuCeBr,Cs2CuCeBr6,Cs,Cu,Ce,Br,1,1,3,-1,188.0,77.0,101.0,89.0,196.0,4.026991442804377,False
CsCuPrF,Cs2CuPrF6,Cs,Cu,Pr,F,1,1,3,-1,188.0,77.0,99.0,88.0,133.0,3.325682101996964,False
CsCuPrCl,Cs2CuPrCl6,Cs,Cu,Pr,Cl,1,1,3,-1,188.0,77.0,99.0,88.0,181.0,3.8711366474515096,False
CsCuPrBr,Cs2CuPrBr6,Cs,Cu,Pr,Br,1,1,3,-1,188.0,77.0,99.0,88.0,196.0,4.041591192906055,False
CsCuNdF,Cs2CuNdF6,Cs,Cu,Nd,F,1,1,3,-1,188.0,77.0,98.3,87.65,133.0,3.328198884883557,False
CsCuNdCl,Cs2CuNdCl6,Cs,Cu,Nd,Cl,1,1,3,-1,188.0,77.0,98.3,87.65,181.0,3.8758315146610816,False
CsCuNdBr,Cs2CuNdBr6,Cs,Cu,Nd,Br,1,1,3,-1,188.0,77.0,98.3,87.65,196.0,4.046966711466558,False
CsCuPmF,Cs2CuPmF6,Cs,Cu,Pm,F,1,1,3,-1,188.0,77.0,97.0,87.0,133.0,3.333180312407561,False
CsCuPmCl,Cs2CuPmCl6,Cs,Cu,Pm,Cl,1,1,3,-1,188.0,77.0,97.0,87.0,181.0,3.884904450338595,False
CsCuPmBr,Cs2CuPmBr6,Cs,Cu,Pm,Br,1,1,3,-1,188.0,77.0,97.0,87.0,196.0,4.057318243442044,False
CsCuSmF,Cs2CuSmF6,Cs,Cu,Sm,F,1,1,3,-1,188.0,77.0,95.8,86.4,133.0,3.3381349600735195,False
CsCuSmCl,Cs2CuSmCl6,Cs,Cu,Sm,Cl,1,1,3,-1,188.0,77.0,95.8,86.4,181.0,3.893690515629075,False
CsCuSmBr,Cs2CuSmBr6,Cs,Cu,Sm,Br,1,1,3,-1,188.0,77.0,95.8,86.4,196.0,4.067301626740186,False
CsCuEuF,Cs2CuEuF6,Cs,Cu,Eu,F,1,1,3,-1,188.0,77.0,94.7,85.85,133.0,3.3429790495668623,False
CsCuEuCl,Cs2CuEuCl6,Cs,Cu,Eu,Cl,1,1,3,-1,188.0,77.0,94.7,85.85,181.0,3.902093784569775,False
CsCuEuBr,Cs2CuEuBr6,Cs,Cu,Eu,Br,1,1,3,-1,188.0,77.0,94.7,85.85,196.0,4.076817139258185,False
CsCuGdF,Cs2CuGdF6,Cs,Cu,Gd,F,1,1,3,-1,188.0,77.0,93.8,85.4,133.0,3.347158694399494,False
CsCuGdCl,Cs2CuGdCl6,Cs,Cu,Gd,Cl,1,1,3,-1,188.0,77.0,93.8,85.4,181.0,3.9092195843292368,False
CsCuGdBr,Cs2CuGdBr6,Cs,Cu,Gd,Br,1,1,3,-1,188.0,77.0,93.8,85.4,196.0,4.084863612432281,False
CsCuTbF,Cs2CuTbF6,Cs,Cu,Tb,F,1,1,3,-1,188.0,77.0,92.3,84.65,133.0,3.354560208299494,False
CsCuTbCl,Cs2CuTbCl6,Cs,Cu,Tb,Cl,1,1,3,-1,188.0,77.0,92.3,84.65,181.0,3.921600964353835,False
CsCuTbBr,Cs2CuTbBr6,Cs,Cu,Tb,Br,1,1,3,-1,188.0,77.0,92.3,84.65,196.0,4.098801200620818,False
CsCuDyF,Cs2CuDyF6,Cs,Cu,Dy,F,1,1,3,-1,188.0,77.0,91.2,84.1,133.0,3.3603363403465227,False
CsCuDyCl,Cs2CuDyCl6,Cs,Cu,Dy,Cl,1,1,3,-1,188.0,77.0,91.2,84.1,181.0,3.931085448551041,False
CsCuDyBr,Cs2CuDyBr6,Cs,Cu,Dy,Br,1,1,3,-1,188.0,77.0,91.2,84.1,196.0,4.109444544864953,False
CsCuHoF,Cs2CuHoF6,Cs,Cu,Ho,F,1,1,3,-1,188.0,77.0,90.1,83.55000000000001,133.0,3.3664095523641397,False
CsCuHoCl,Cs2CuHoCl6,Cs,Cu,Ho,Cl,1,1,3,-1,188.0,77.0,90.1,83.55000000000001,181.0,3.9409158360266168,False
CsCuHoBr,Cs2CuHoBr6,Cs,Cu,Ho,Br,1,1,3,-1,188.0,77.0,90.1,83.55000000000001,196.0,4.120449049671141,False
CsCuErF,Cs2CuErF6,Cs,Cu,Er,F,1,1,3,-1,188.0,77.0,89.0,83.0,133.0,3.3727820541814637,False
CsCuErCl,Cs2CuErCl6,Cs,Cu,Er,Cl,1,1,3,-1,188.0,77.0,89.0,83.0,181.0,3.951095307193512,False
CsCuErBr,Cs2CuErBr6,Cs,Cu,Er,Br,1,1,3,-1,188.0,77.0,89.0,83.0,196.0,4.131818198759777,False
CsCuTmF,Cs2CuTmF6,Cs,Cu,Tm,F,1,1,3,-1,188.0,77.0,88.0,82.5,133.0,3.378836920870364,False
CsCuTmCl,Cs2CuTmCl6,Cs,Cu,Tm,Cl,1,1,3,-1,188.0,77.0,88.0,82.5,181.0,3.960655102688545,False
CsCuTmBr,Cs2CuTmBr6,Cs,Cu,Tm,Br,1,1,3,-1,188.0,77.0,88.0,82.5,196.0,4.142473284506727,False
CsCuYbF,Cs2CuYbF6,Cs,Cu,Yb,F,1,1,3,-1,188.0,77.0,86.8,81.9,133.0,3.386434434488657,False
CsCuYbCl,Cs2CuYbCl6,Cs,Cu,Yb,Cl,1,1,3,-1,188.0,77.0,86.8,81.9,181.0,3.9725150205692423,False
CsCuYbBr,Cs2CuYbBr6,Cs,Cu,Yb,Br,1,1,3,-1,188.0,77.0,86.8,81.9,196.0,4.155665203719426,False
CsCuLuF,Cs2CuLuF6,Cs,Cu,Lu,F,1,1,3,-1,188.0,77.0,86.1,81.55,133.0,3.3910346666521014,False
CsCuLuCl,Cs2CuLuCl6,Cs,Cu,Lu,Cl,1,1,3,-1,188.0,77.0,86.1,81.55,181.0,3.979630620054922,False
CsCuLuBr,Cs2CuLuBr6,Cs,Cu,Lu,Br,1,1,3,-1,188.0,77.0,86.1,81.55,196.0,4.163566855493303,False
CsCuTaF,Cs2CuTaF6,Cs,Cu,Ta,F,1,1,3,-1,188.0,77.0,72.0,74.5,133.0,3.5114375239317708,False
CsCuTaCl,Cs2CuTaCl6,Cs,Cu,Ta,Cl,1,1,3,-1,188.0,77.0,72.0,74.5,181.0,4.1557328259451936,False
CsCuIrF,Cs2CuIrF6,Cs,Cu,Ir,F,1,1,3,-1,188.0,77.0,68.0,72.5,133.0,3.5558856552595204,False
CsCuPtF,Cs2CuPtF6,Cs,Cu,Pt,F,1,2,2,-1,188.0,73.0,80.0,76.5,133.0,3.471713401034854,False
CsCuPtCl,Cs2CuPtCl6,Cs,Cu,Pt,Cl,1,2,2,-1,188.0,73.0,80.0,76.5,181.0,4.099164381427011,False
CsCuAuF,Cs2CuAuF6,Cs,Cu,Au,F,1,1,3,-1,188.0,77.0,85.0,81.0,133.0,3.398516257489134,False
CsCuAuCl,Cs2CuAuCl6,Cs,Cu,Au,Cl,1,1,3,-1,188.0,77.0,85.0,81.0,181.0,3.991108850081727,False
CsCuAuBr,Cs2CuAuBr6,Cs,Cu,Au,Br,1,1,3,-1,188.0,77.0,85.0,81.0,196.0,4.176294035266912,False
CsCuHgF,Cs2CuHgF6,Cs,Cu,Hg,F,1,3,1,-1,188.0,54.0,119.0,86.5,133.0,3.337285338224339,False
CsCuHgCl,Cs2CuHgCl6,Cs,Cu,Hg,Cl,1,3,1,-1,188.0,54.0,119.0,86.5,181.0,3.8921986330220255,False
CsCuHgBr,Cs2CuHgBr6,Cs,Cu,Hg,Br,1,3,1,-1,188.0,54.0,119.0,86.5,196.0,4.065609037646304,False
CsCuTlF,Cs2CuTlF6,Cs,Cu,Tl,F,1,1,3,-1,188.0,77.0,88.5,82.75,133.0,3.375778213422852,False
CsCuTlCl,Cs2CuTlCl6,Cs,Cu,Tl,Cl,1,1,3,-1,188.0,77.0,88.5,82.75,181.0,3.955838636383577,False
CsCuTlBr,Cs2CuTlBr6,Cs,Cu,Tl,Br,1,1,3,-1,188.0,77.0,88.5,82.75,196.0,4.137107518558803,False
CsCuPbF,Cs2CuPbF6,Cs,Cu,Pb,F,1,2,2,-1,188.0,73.0,119.0,96.0,133.0,3.2991965836631243,False
CsCuPbCl,Cs2CuPbCl6,Cs,Cu,Pb,Cl,1,2,2,-1,188.0,73.0,119.0,96.0,181.0,3.799196583663124,False
CsCuPbBr,Cs2CuPbBr6,Cs,Cu,Pb,Br,1,2,2,-1,188.0,73.0,119.0,96.0,196.0,3.955446583663124,False
CsCuBiF,Cs2CuBiF6,Cs,Cu,Bi,F,1,1,3,-1,188.0,77.0,103.0,90.0,133.0,3.3135058746284662,False
CsCuBiCl,Cs2CuBiCl6,Cs,Cu,Bi,Cl,1,1,3,-1,188.0,77.0,103.0,90.0,181.0,3.8468392079618,False
CsCuBiBr,Cs2CuBiBr6,Cs,Cu,Bi,Br,1,1,3,-1,188.0,77.0,103.0,90.0,196.0,4.013505874628466,False
CsCuFrF,Cs2CuFrF6,Cs,Cu,Fr,F,1,3,1,-1,188.0,54.0,180.0,117.0,133.0,3.524789094471191,False
CsCuFrCl,Cs2CuFrCl6,Cs,Cu,Fr,Cl,1,3,1,-1,188.0,54.0,180.0,117.0,181.0,3.9350455047276016,False
CsCuFrBr,Cs2CuFrBr6,Cs,Cu,Fr,Br,1,3,1,-1,188.0,54.0,180.0,117.0,196.0,4.063250632932729,False
CsCuRaF,Cs2CuRaF6,Cs,Cu,Ra,F,1,2,2,-1,188.0,73.0,148.0,110.5,133.0,3.4051118414236434,False
CsCuRaCl,Cs2CuRaCl6,Cs,Cu,Ra,Cl,1,2,2,-1,188.0,73.0,148.0,110.5,181.0,3.839500981695136,False
CsCuRaBr,Cs2CuRaBr6,Cs,Cu,Ra,Br,1,2,2,-1,188.0,73.0,148.0,110.5,196.0,3.975247588029978,False
CsCuAcF,Cs2CuAcF6,Cs,Cu,Ac,F,1,1,3,-1,188.0,77.0,112.0,94.5,133.0,3.299666993553045,False
CsCuAcCl,Cs2CuAcCl6,Cs,Cu,Ac,Cl,1,1,3,-1,188.0,77.0,112.0,94.5,181.0,3.807603501489553,False
CsCuAcBr,Cs2CuAcBr6,Cs,Cu,Ac,Br,1,1,3,-1,188.0,77.0,112.0,94.5,196.0,3.966333660219712,False
CsCuThF,Cs2CuThF6,Cs,Cu,Th,F,1,1,3,-1,188.0,77.0,120.9,98.95,133.0,3.304332388750126,False
CsCuThCl,Cs2CuThCl6,Cs,Cu,Th,Cl,1,1,3,-1,188.0,77.0,120.9,98.95,181.0,3.7894258703064674,False
CsCuThBr,Cs2CuThBr6,Cs,Cu,Th,Br,1,1,3,-1,188.0,77.0,120.9,98.95,196.0,3.941017583292824,False
CsCuPaF,Cs2CuPaF6,Cs,Cu,Pa,F,1,1,3,-1,188.0,77.0,104.0,90.5,133.0,3.3110446358913306,False
CsCuPaCl,Cs2CuPaCl6,Cs,Cu,Pa,Cl,1,1,3,-1,188.0,77.0,104.0,90.5,181.0,3.8414313762228223,False
CsCuPaBr,Cs2CuPaBr6,Cs,Cu,Pa,Br,1,1,3,-1,188.0,77.0,104.0,90.5,196.0,4.007177232576414,False
CsCuUF,Cs2CuUF6,Cs,Cu,U,F,1,1,3,-1,188.0,77.0,102.5,89.75,133.0,3.314823610401288,False
CsCuUCl,Cs2CuUCl6,Cs,Cu,U,Cl,1,1,3,-1,188.0,77.0,102.5,89.75,181.0,3.849642551905466,False
CsCuUBr,Cs2CuUBr6,Cs,Cu,U,Br,1,1,3,-1,188.0,77.0,102.5,89.75,196.0,4.016773471125521,False
CsCuNpF,Cs2CuNpF6,Cs,Cu,Np,F,1,1,3,-1,188.0,77.0,101.0,89.0,133.0,3.319126274265052,False
CsCuNpCl,Cs2CuNpCl6,Cs,Cu,Np,Cl,1,1,3,-1,188.0,77.0,101.0,89.0,181.0,3.858452116961681,False
CsCuNpBr,Cs2CuNpBr6,Cs,Cu,Np,Br,1,1,3,-1,188.0,77.0,101.0,89.0,196.0,4.026991442804377,False
CsCuPuF,Cs2CuPuF6,Cs,Cu,Pu,F,1,1,3,-1,188.0,77.0,100.0,88.5,133.0,3.3222868550572944,False
CsCuPuCl,Cs2CuPuCl6,Cs,Cu,Pu,Cl,1,1,3,-1,188.0,77.0,100.0,88.5,181.0,3.8646597364132265,False
CsCuPuBr,Cs2CuPuBr6,Cs,Cu,Pu,Br,1,1,3,-1,188.0,77.0,100.0,88.5,196.0,4.034151261836955,False
CsCuAmF,Cs2CuAmF6,Cs,Cu,Am,F,1,1,3,-1,188.0,77.0,97.5,87.25,133.0,3.3312169825938693,False
CsCuAmCl,Cs2CuAmCl6,Cs,Cu,Am,Cl,1,1,3,-1,188.0,77.0,97.5,87.25,181.0,3.881360249069514,False
CsCuAmBr,Cs2CuAmBr6,Cs,Cu,Am,Br,1,1,3,-1,188.0,77.0,97.5,87.25,196.0,4.053280019843153,False
CsCuCmF,Cs2CuCmF6,Cs,Cu,Cm,F,1,1,3,-1,188.0,77.0,97.0,87.0,133.0,3.333180312407561,False
CsCuCmCl,Cs2CuCmCl6,Cs,Cu,Cm,Cl,1,1,3,-1,188.0,77.0,97.0,87.0,181.0,3.884904450338595,False
CsCuCmBr,Cs2CuCmBr6,Cs,Cu,Cm,Br,1,1,3,-1,188.0,77.0,97.0,87.0,196.0,4.057318243442044,False
CsZnGeF,Cs2ZnGeF6,Cs,Zn,Ge,F,1,2,2,-1,188.0,74.0,73.0,73.5,133.0,3.5330560164237115,False
CsZnSrF,Cs2ZnSrF6,Cs,Zn,Sr,F,1,2,2,-1,188.0,74.0,118.0,96.0,133.0,3.2991965836631243,False
CsZnSrCl,Cs2ZnSrCl6,Cs,Zn,Sr,Cl,1,2,2,-1,188.0,74.0,118.0,96.0,181.0,3.799196583663124,False
CsZnSrBr,Cs2ZnSrBr6,Cs,Zn,Sr,Br,1,2,2,-1,188.0,74.0,118.0,96.0,196.0,3.955446583663124,False
