A2BBX6,A,B1,B2,X,nA,nB1,nB2,nX,rA,rB1,rB2,rBavg,rX,tau
K2LiCeBr6,K,Li,Ce,Br,1,1,3,-1,164.0,76.0,101.0,88.5,196.0,4.218767502730497
K2LiCeI6,K,Li,Ce,I,1,1,3,-1,164.0,76.0,101.0,88.5,220.00000000000003,4.489953943408462
K2LiPrF6,K,Li,Pr,F,1,1,3,-1,164.0,76.0,99.0,87.5,133.0,3.5034499653853954
K2LiPrCl6,K,Li,Pr,Cl,1,1,3,-1,164.0,76.0,99.0,87.5,181.0,4.052021393956824
K2LiPrBr6,K,Li,Pr,Br,1,1,3,-1,164.0,76.0,99.0,87.5,196.0,4.223449965385395
K2LiPrI6,K,Li,Pr,I,1,1,3,-1,164.0,76.0,99.0,87.5,220.00000000000003,4.49773567967111
K2LiNdF6,K,Li,Nd,F,1,1,3,-1,164.0,76.0,98.3,87.15,133.0,3.5025467437461186
K2LiNdCl6,K,Li,Nd,Cl,1,1,3,-1,164.0,76.0,98.3,87.15,181.0,4.053321270424259
K2LiNdBr6,K,Li,Nd,Br,1,1,3,-1,164.0,76.0,98.3,87.15,196.0,4.225438310011179
K2LiNdI6,K,Li,Nd,I,1,1,3,-1,164.0,76.0,98.3,87.15,220.00000000000003,4.50082557335025
K2LiPmF6,K,Li,Pm,F,1,1,3,-1,164.0,76.0,97.0,86.5,133.0,3.5012872994176636
K2LiPmCl6,K,Li,Pm,Cl,1,1,3,-1,164.0,76.0,97.0,86.5,181.0,4.056200594215351
K2LiPmBr6,K,Li,Pm,Br,1,1,3,-1,164.0,76.0,97.0,86.5,196.0,4.229610998839629
K2LiPmI6,K,Li,Pm,I,1,1,3,-1,164.0,76.0,97.0,86.5,220.00000000000003,4.507067646238474
K2LiSmF6,K,Li,Sm,F,1,1,3,-1,164.0,76.0,95.8,85.9,133.0,3.5006053473323098
K2LiSmCl6,K,Li,Sm,Cl,1,1,3,-1,164.0,76.0,95.8,85.9,181.0,4.059394637204254
K2LiSmBr6,K,Li,Sm,Br,1,1,3,-1,164.0,76.0,95.8,85.9,196.0,4.234016290289237
K2LiSmI6,K,Li,Sm,I,1,1,3,-1,164.0,76.0,95.8,85.9,220.00000000000003,4.513410935225209
K2LiEuF6,K,Li,Eu,F,1,1,3,-1,164.0,76.0,94.69999999999999,85.35,133.0,3.500384202188304
K2LiEuCl6,K,Li,Eu,Cl,1,1,3,-1,164.0,76.0,94.69999999999999,85.35,181.0,4.062774360360535
K2LiEuBr6,K,Li,Eu,Br,1,1,3,-1,164.0,76.0,94.69999999999999,85.35,196.0,4.238521284789359
K2LiEuI6,K,Li,Eu,I,1,1,3,-1,164.0,76.0,94.69999999999999,85.35,220.00000000000003,4.5197163638754745
K2LiGdF6,K,Li,Gd,F,1,1,3,-1,164.0,76.0,93.8,84.9,133.0,3.5004899876837
K2LiGdCl6,K,Li,Gd,Cl,1,1,3,-1,164.0,76.0,93.8,84.9,181.0,4.065861012418683
K2LiGdBr6,K,Li,Gd,Br,1,1,3,-1,164.0,76.0,93.8,84.9,196.0,4.242539457648364
K2LiGdI6,K,Li,Gd,I,1,1,3,-1,164.0,76.0,93.8,84.9,220.00000000000003,4.525224970015856
K2LiTbF6,K,Li,Tb,F,1,1,3,-1,164.0,76.0,92.30000000000001,84.15,133.0,3.5012385758804188
K2LiTbCl6,K,Li,Tb,Cl,1,1,3,-1,164.0,76.0,92.30000000000001,84.15,181.0,4.071648558055106
K2LiTbBr6,K,Li,Tb,Br,1,1,3,-1,164.0,76.0,92.30000000000001,84.15,196.0,4.249901677484696
K2LiTbI6,K,Li,Tb,I,1,1,3,-1,164.0,76.0,92.30000000000001,84.15,220.00000000000003,4.535106668572041
K2LiDyF6,K,Li,Dy,F,1,1,3,-1,164.0,76.0,91.2,83.6,133.0,3.502241527849664
K2LiDyCl6,K,Li,Dy,Cl,1,1,3,-1,164.0,76.0,91.2,83.6,181.0,4.076404207275502
K2LiDyBr6,K,Li,Dy,Br,1,1,3,-1,164.0,76.0,91.2,83.6,196.0,4.255830044596076
K2LiDyI6,K,Li,Dy,I,1,1,3,-1,164.0,76.0,91.2,83.6,220.00000000000003,4.542911384308995
K2LiHoF6,K,Li,Ho,F,1,1,3,-1,164.0,76.0,90.10000000000001,83.05000000000001,133.0,3.5036282755288575
K2LiHoCl6,K,Li,Ho,Cl,1,1,3,-1,164.0,76.0,90.10000000000001,83.05000000000001,181.0,4.081593356805197
K2LiHoBr6,K,Li,Ho,Br,1,1,3,-1,164.0,76.0,90.10000000000001,83.05000000000001,196.0,4.262207444704053
K2LiHoI6,K,Li,Ho,I,1,1,3,-1,164.0,76.0,90.10000000000001,83.05000000000001,220.00000000000003,4.551189985342223
K2LiErF6,K,Li,Er,F,1,1,3,-1,164.0,76.0,89.0,82.5,133.0,3.5053987316396844
K2LiErCl6,K,Li,Er,Cl,1,1,3,-1,164.0,76.0,89.0,82.5,181.0,4.087216913457866
K2LiErBr6,K,Li,Er,Br,1,1,3,-1,164.0,76.0,89.0,82.5,196.0,4.269035095276049
K2LiErI6,K,Li,Er,I,1,1,3,-1,164.0,76.0,89.0,82.5,220.00000000000003,4.55994418618514
K2LiTmF6,K,Li,Tm,F,1,1,3,-1,164.0,76.0,88.0,82.0,133.0,3.507341301290122
K2LiTmCl6,K,Li,Tm,Cl,1,1,3,-1,164.0,76.0,88.0,82.0,181.0,4.092707154948659
K2LiTmBr6,K,Li,Tm,Br,1,1,3,-1,164.0,76.0,88.0,82.0,196.0,4.275633984216951
K2LiTmI6,K,Li,Tm,I,1,1,3,-1,164.0,76.0,88.0,82.0,220.00000000000003,4.568316911046219
K2LiYbF6,K,Li,Yb,F,1,1,3,-1,164.0,76.0,86.8,81.4,133.0,3.5100914377991037
K2LiYbCl6,K,Li,Yb,Cl,1,1,3,-1,164.0,76.0,86.8,81.4,181.0,4.099772027479693
K2LiYbBr6,K,Li,Yb,Br,1,1,3,-1,164.0,76.0,86.8,81.4,196.0,4.284047211754878
K2LiYbI6,K,Li,Yb,I,1,1,3,-1,164.0,76.0,86.8,81.4,220.00000000000003,4.578887506595173
K2LiLuF6,K,Li,Lu,F,1,1,3,-1,164.0,76.0,86.1,81.05,133.0,3.511907039470104
K2LiLuCl6,K,Li,Lu,Cl,1,1,3,-1,164.0,76.0,86.1,81.05,181.0,4.104134059827908
K2LiLuBr6,K,Li,Lu,Br,1,1,3,-1,164.0,76.0,86.1,81.05,196.0,4.289205003689721
K2LiLuI6,K,Li,Lu,I,1,1,3,-1,164.0,76.0,86.1,81.05,220.00000000000003,4.585318513868623
K2LiTaF6,K,Li,Ta,F,1,1,3,-1,164.0,76.0,72.0,74.0,133.0,3.5821835745669794
K2LiTaCl6,K,Li,Ta,Cl,1,1,3,-1,164.0,76.0,72.0,74.0,181.0,4.230832223215629
K2LiTaBr6,K,Li,Ta,Br,1,1,3,-1,164.0,76.0,72.0,74.0,196.0,4.43353492591833
K2LiTaI6,K,Li,Ta,I,1,1,3,-1,164.0,76.0,72.0,74.0,220.00000000000003,4.757859250242655
K2LiIrF6,K,Li,Ir,F,1,1,3,-1,164.0,76.0,68.0,72.0,133.0,3.6142009920378224
K2LiIrCl6,K,Li,Ir,Cl,1,1,3,-1,164.0,76.0,68.0,72.0,181.0,4.280867658704489
K2LiIrBr6,K,Li,Ir,Br,1,1,3,-1,164.0,76.0,68.0,72.0,196.0,4.489200992037823
K2LiIrI6,K,Li,Ir,I,1,1,3,-1,164.0,76.0,68.0,72.0,220.00000000000003,4.822534325371156
K2LiAuF6,K,Li,Au,F,1,1,3,-1,164.0,76.0,85.0,80.5,133.0,3.515075287135235
K2LiAuCl6,K,Li,Au,Cl,1,1,3,-1,164.0,76.0,85.0,80.5,181.0,4.111348579060701
K2LiAuBr6,K,Li,Au,Br,1,1,3,-1,164.0,76.0,85.0,80.5,196.0,4.29768398278741
K2LiAuI6,K,Li,Au,I,1,1,3,-1,164.0,76.0,85.0,80.5,220.00000000000003,4.595820628750142
K2LiTlF6,K,Li,Tl,F,1,1,3,-1,164.0,76.0,88.5,82.25,133.0,3.5063303541309283
K2LiTlCl6,K,Li,Tl,Cl,1,1,3,-1,164.0,76.0,88.5,82.25,181.0,4.089916980270747
K2LiTlBr6,K,Li,Tl,Br,1,1,3,-1,164.0,76.0,88.5,82.25,196.0,4.27228780093944
K2LiTlI6,K,Li,Tl,I,1,1,3,-1,164.0,76.0,88.5,82.25,220.00000000000003,4.5640811140093485
K2LiBiF6,K,Li,Bi,F,1,1,3,-1,164.0,76.0,103.0,89.5,133.0,3.511657883133365
K2LiBiCl6,K,Li,Bi,Cl,1,1,3,-1,164.0,76.0,103.0,89.5,181.0,4.047970732295376
K2LiBiBr6,K,Li,Bi,Br,1,1,3,-1,164.0,76.0,103.0,89.5,196.0,4.215568497658504
K2LiBiI6,K,Li,Bi,I,1,1,3,-1,164.0,76.0,103.0,89.5,220.00000000000003,4.48372492223951
K2LiAcF6,K,Li,Ac,F,1,1,3,-1,164.0,76.0,112.00000000000001,94.0,133.0,3.5495859158476035
K2LiAcCl6,K,Li,Ac,Cl,1,1,3,-1,164.0,76.0,112.00000000000001,94.0,181.0,4.060224213719944
K2LiAcBr6,K,Li,Ac,Br,1,1,3,-1,164.0,76.0,112.00000000000001,94.0,196.0,4.219798681805051
K2LiAcI6,K,Li,Ac,I,1,1,3,-1,164.0,76.0,112.00000000000001,94.0,220.00000000000003,4.475117830741221
K2LiThF6,K,Li,Th,F,1,1,3,-1,164.0,76.0,120.9,98.45,133.0,3.615220746319869
K2LiThCl6,K,Li,Th,Cl,1,1,3,-1,164.0,76.0,120.9,98.45,181.0,4.102777881921697
K2LiThBr6,K,Li,Th,Br,1,1,3,-1,164.0,76.0,120.9,98.45,196.0,4.255139486797269
K2LiThI6,K,Li,Th,I,1,1,3,-1,164.0,76.0,120.9,98.45,220.00000000000003,4.4989180545981835
K2LiPaF6,K,Li,Pa,F,1,1,3,-1,164.0,76.0,104.0,90.0,133.0,3.5145275509701
K2LiPaCl6,K,Li,Pa,Cl,1,1,3,-1,164.0,76.0,104.0,90.0,181.0,4.047860884303433
K2LiPaBr6,K,Li,Pa,Br,1,1,3,-1,164.0,76.0,104.0,90.0,196.0,4.2145275509701
K2LiPaI6,K,Li,Pa,I,1,1,3,-1,164.0,76.0,104.0,90.0,220.00000000000003,4.481194217636767
K2LiUF6,K,Li,U,F,1,1,3,-1,164.0,76.0,102.49999999999999,89.25,133.0,3.5103464541849756
K2LiUCl6,K,Li,U,Cl,1,1,3,-1,164.0,76.0,102.49999999999999,89.25,181.0,4.048161580235396
K2LiUBr6,K,Li,U,Br,1,1,3,-1,164.0,76.0,102.49999999999999,89.25,196.0,4.216228807126152
K2LiUI6,K,Li,U,I,1,1,3,-1,164.0,76.0,102.49999999999999,89.25,220.00000000000003,4.485136370151363
K2LiNpF6,K,Li,Np,F,1,1,3,-1,164.0,76.0,101.0,88.5,133.0,3.506903095950835
K2LiNpCl6,K,Li,Np,Cl,1,1,3,-1,164.0,76.0,101.0,88.5,181.0,4.049275977306768
K2LiNpBr6,K,Li,Np,Br,1,1,3,-1,164.0,76.0,101.0,88.5,196.0,4.218767502730497
K2LiNpI6,K,Li,Np,I,1,1,3,-1,164.0,76.0,101.0,88.5,220.00000000000003,4.489953943408462
K2LiPuF6,K,Li,Pu,F,1,1,3,-1,164.0,76.0,100.0,88.0,133.0,3.505014578717417
K2LiPuCl6,K,Li,Pu,Cl,1,1,3,-1,164.0,76.0,100.0,88.0,181.0,4.050469124171963
K2LiPuBr6,K,Li,Pu,Br,1,1,3,-1,164.0,76.0,100.0,88.0,196.0,4.220923669626508
K2LiPuI6,K,Li,Pu,I,1,1,3,-1,164.0,76.0,100.0,88.0,220.00000000000003,4.493650942353781
K2LiAmF6,K,Li,Am,F,1,1,3,-1,164.0,76.0,97.5,86.75,133.0,3.501707508190396
K2LiAmCl6,K,Li,Am,Cl,1,1,3,-1,164.0,76.0,97.5,86.75,181.0,4.055021629227861
K2LiAmBr6,K,Li,Am,Br,1,1,3,-1,164.0,76.0,97.5,86.75,196.0,4.227932292052068
K2LiAmI6,K,Li,Am,I,1,1,3,-1,164.0,76.0,97.5,86.75,220.00000000000003,4.5045893525708
K2LiCmF6,K,Li,Cm,F,1,1,3,-1,164.0,76.0,97.0,86.5,133.0,3.5012872994176636
K2LiCmCl6,K,Li,Cm,Cl,1,1,3,-1,164.0,76.0,97.0,86.5,181.0,4.056200594215351
K2LiCmBr6,K,Li,Cm,Br,1,1,3,-1,164.0,76.0,97.0,86.5,196.0,4.229610998839629
K2LiCmI6,K,Li,Cm,I,1,1,3,-1,164.0,76.0,97.0,86.5,220.00000000000003,4.507067646238474
K2LiBkF6,K,Li,Bk,F,1,1,3,-1,164.0,76.0,96.0,86.0,133.0,3.5006870363816267
K2LiBkCl6,K,Li,Bk,Cl,1,1,3,-1,164.0,76.0,96.0,86.0,181.0,4.058826571265348
K2LiBkBr6,K,Li,Bk,Br,1,1,3,-1,164.0,76.0,96.0,86.0,196.0,4.23324517591651
K2LiBkI6,K,Li,Bk,I,1,1,3,-1,164.0,76.0,96.0,86.0,220.00000000000003,4.512314943358371
K2LiCfF6,K,Li,Cf,F,1,1,3,-1,164.0,76.0,95.0,85.5,133.0,3.5004062536250053
K2LiCfCl6,K,Li,Cf,Cl,1,1,3,-1,164.0,76.0,95.0,85.5,181.0,4.061809762396935
K2LiCfBr6,K,Li,Cf,Br,1,1,3,-1,164.0,76.0,95.0,85.5,196.0,4.237248358888163
K2LiCfI6,K,Li,Cf,I,1,1,3,-1,164.0,76.0,95.0,85.5,220.00000000000003,4.517950113274129
K2LiEsF6,K,Li,Es,F,1,1,3,-1,164.0,76.0,111.6,93.8,133.0,3.5473107234896677
K2LiEsCl6,K,Li,Es,Cl,1,1,3,-1,164.0,76.0,111.6,93.8,181.0,4.059037802380925
K2LiEsBr6,K,Li,Es,Br,1,1,3,-1,164.0,76.0,111.6,93.8,196.0,4.218952514534443
K2LiEsI6,K,Li,Es,I,1,1,3,-1,164.0,76.0,111.6,93.8,220.00000000000003,4.4748160539800725
K2LiFmF6,K,Li,Fm,F,1,1,3,-1,164.0,76.0,110.5,93.25,133.0,3.541342635877766
K2LiFmCl6,K,Li,Fm,Cl,1,1,3,-1,164.0,76.0,110.5,93.25,181.0,4.056087944188758
K2LiFmBr6,K,Li,Fm,Br,1,1,3,-1,164.0,76.0,110.5,93.25,196.0,4.216945853035943
K2LiFmI6,K,Li,Fm,I,1,1,3,-1,164.0,76.0,110.5,93.25,220.00000000000003,4.474318507191439
K2LiMdF6,K,Li,Md,F,1,1,3,-1,164.0,76.0,109.5,92.75,133.0,3.5362817626973246
K2LiMdCl6,K,Li,Md,Cl,1,1,3,-1,164.0,76.0,109.5,92.75,181.0,4.053801978330748
K2LiMdBr6,K,Li,Md,Br,1,1,3,-1,164.0,76.0,109.5,92.75,196.0,4.215527045716193
K2LiMdI6,K,Li,Md,I,1,1,3,-1,164.0,76.0,109.5,92.75,220.00000000000003,4.474287153532905
K2LiNoF6,K,Li,No,F,1,1,3,-1,164.0,76.0,108.5,92.25,133.0,3.53156508115058
K2LiNoCl6,K,Li,No,Cl,1,1,3,-1,164.0,76.0,108.5,92.25,181.0,4.051890284402612
K2LiNoBr6,K,Li,No,Br,1,1,3,-1,164.0,76.0,108.5,92.25,196.0,4.2144919104188725
K2LiNoI6,K,Li,No,I,1,1,3,-1,164.0,76.0,108.5,92.25,220.00000000000003,4.474654512044889
K2LiLrF6,K,Li,Lr,F,1,1,3,-1,164.0,76.0,107.4,91.7,133.0,3.5267709044808027
K2LiLrCl6,K,Li,Lr,Cl,1,1,3,-1,164.0,76.0,107.4,91.7,181.0,4.050216924110028
K2LiLrBr6,K,Li,Lr,Br,1,1,3,-1,164.0,76.0,107.4,91.7,196.0,4.213793805244162
K2LiLrI6,K,Li,Lr,I,1,1,3,-1,164.0,76.0,107.4,91.7,220.00000000000003,4.475516815058775
K2BeMgF6,K,Be,Mg,F,1,2,2,-1,164.0,45.0,72.0,58.5,133.0,3.9930530794455965
K2BeMgCl6,K,Be,Mg,Cl,1,2,2,-1,164.0,45.0,72.0,58.5,181.0,4.813565899958418
K2BeMgBr6,K,Be,Mg,Br,1,2,2,-1,164.0,45.0,72.0,58.5,196.0,5.069976156368673
K2BeMgI6,K,Be,Mg,I,1,2,2,-1,164.0,45.0,72.0,58.5,220.00000000000003,5.480232566625084
K2BeCaF6,K,Be,Ca,F,1,2,2,-1,164.0,45.0,100.0,72.5,133.0,3.605675654389354
K2BeCaCl6,K,Be,Ca,Cl,1,2,2,-1,164.0,45.0,100.0,72.5,181.0,4.267744619906596
K2BeCaBr6,K,Be,Ca,Br,1,2,2,-1,164.0,45.0,100.0,72.5,196.0,4.474641171630734
K2BeCaI6,K,Be,Ca,I,1,2,2,-1,164.0,45.0,100.0,72.5,220.00000000000003,4.805675654389354
K2BeTiF6,K,Be,Ti,F,1,2,2,-1,164.0,45.0,86.0,65.5,133.0,3.7585495697831828
K2BeTiCl6,K,Be,Ti,Cl,1,2,2,-1,164.0,45.0,86.0,65.5,181.0,4.491373997264098
K2BeTiBr6,K,Be,Ti,Br,1,2,2,-1,164.0,45.0,86.0,65.5,196.0,4.720381630851885
K2BeTiI6,K,Be,Ti,I,1,2,2,-1,164.0,45.0,86.0,65.5,220.00000000000003,5.086793844592343
K2BeVF6,K,Be,V,F,1,2,2,-1,164.0,45.0,79.0,62.0,133.0,3.8644726463722114
K2BeVCl6,K,Be,V,Cl,1,2,2,-1,164.0,45.0,79.0,62.0,181.0,4.638666194759308
K2BeVBr6,K,Be,V,Br,1,2,2,-1,164.0,45.0,79.0,62.0,196.0,4.880601678630276
K2BeVI6,K,Be,V,I,1,2,2,-1,164.0,45.0,79.0,62.0,220.00000000000003,5.267698452823825
K2BeCrF6,K,Be,Cr,F,1,2,2,-1,164.0,45.0,76.5,60.75,133.0,3.907647261027023
K2BeCrCl6,K,Be,Cr,Cl,1,2,2,-1,164.0,45.0,76.5,60.75,181.0,4.697770717817146
K2BeCrBr6,K,Be,Cr,Br,1,2,2,-1,164.0,45.0,76.5,60.75,196.0,4.94468429806406
K2BeCrI6,K,Be,Cr,I,1,2,2,-1,164.0,45.0,76.5,60.75,220.00000000000003,5.339746026459123
K2BeMnF6,K,Be,Mn,F,1,2,2,-1,164.0,45.0,75.0,60.0,133.0,3.9349897850770628
K2BeMnCl6,K,Be,Mn,Cl,1,2,2,-1,164.0,45.0,75.0,60.0,181.0,4.734989785077063
K2BeMnBr6,K,Be,Mn,Br,1,2,2,-1,164.0,45.0,75.0,60.0,196.0,4.984989785077063
K2BeMnI6,K,Be,Mn,I,1,2,2,-1,164.0,45.0,75.0,60.0,220.00000000000003,5.384989785077063
K2BeFeF6,K,Be,Fe,F,1,2,2,-1,164.0,45.0,69.5,57.25,133.0,4.045040010511272
K2BeFeCl6,K,Be,Fe,Cl,1,2,2,-1,164.0,45.0,69.5,57.25,181.0,4.8834679581095255
K2BeFeBr6,K,Be,Fe,Br,1,2,2,-1,164.0,45.0,69.5,57.25,196.0,5.14547669173398
K2BeFeI6,K,Be,Fe,I,1,2,2,-1,164.0,45.0,69.5,57.25,220.00000000000003,5.5646906655331065
K2BeCoF6,K,Be,Co,F,1,2,2,-1,164.0,45.0,69.75,57.375,133.0,4.039688769548398
K2BeCoCl6,K,Be,Co,Cl,1,2,2,-1,164.0,45.0,69.75,57.375,181.0,4.8762900767379405
K2BeCoBr6,K,Be,Co,Br,1,2,2,-1,164.0,45.0,69.75,57.375,196.0,5.1377279852346724
K2BeCoI6,K,Be,Co,I,1,2,2,-1,164.0,45.0,69.75,57.375,220.00000000000003,5.556028638829444
K2BeNiF6,K,Be,Ni,F,1,2,2,-1,164.0,45.0,69.0,57.0,133.0,4.055846305691076
K2BeNiCl6,K,Be,Ni,Cl,1,2,2,-1,164.0,45.0,69.0,57.0,181.0,4.8979515688489705
K2BeNiBr6,K,Be,Ni,Br,1,2,2,-1,164.0,45.0,69.0,57.0,196.0,5.161109463585813
K2BeNiI6,K,Be,Ni,I,1,2,2,-1,164.0,45.0,69.0,57.0,220.00000000000003,5.58216209516476
K2BeCuF6,K,Be,Cu,F,1,2,2,-1,164.0,45.0,73.0,59.0,133.0,3.9731869224255316
K2BeCuCl6,K,Be,Cu,Cl,1,2,2,-1,164.0,45.0,73.0,59.0,181.0,4.7867462444594295
K2BeCuBr6,K,Be,Cu,Br,1,2,2,-1,164.0,45.0,73.0,59.0,196.0,5.040983532595023
K2BeCuI6,K,Be,Cu,I,1,2,2,-1,164.0,45.0,73.0,59.0,220.00000000000003,5.447763193611973
K2BeZnF6,K,Be,Zn,F,1,2,2,-1,164.0,45.0,74.0,59.5,133.0,3.9538357815701657
K2BeZnCl6,K,Be,Zn,Cl,1,2,2,-1,164.0,45.0,74.0,59.5,181.0,4.760558470645796
K2BeZnBr6,K,Be,Zn,Br,1,2,2,-1,164.0,45.0,74.0,59.5,196.0,5.01265931098193
K2BeZnI6,K,Be,Zn,I,1,2,2,-1,164.0,45.0,74.0,59.5,220.00000000000003,5.4160206555197465
K2BeGeF6,K,Be,Ge,F,1,2,2,-1,164.0,45.0,73.0,59.0,133.0,3.9731869224255316
K2BeGeCl6,K,Be,Ge,Cl,1,2,2,-1,164.0,45.0,73.0,59.0,181.0,4.7867462444594295
K2BeGeBr6,K,Be,Ge,Br,1,2,2,-1,164.0,45.0,73.0,59.0,196.0,5.040983532595023
K2BeGeI6,K,Be,Ge,I,1,2,2,-1,164.0,45.0,73.0,59.0,220.00000000000003,5.447763193611973
K2BeSrF6,K,Be,Sr,F,1,2,2,-1,164.0,45.0,118.0,81.5,133.0,3.5096013123134044
K2BeSrCl6,K,Be,Sr,Cl,1,2,2,-1,164.0,45.0,118.0,81.5,181.0,4.0985583675281285
K2BeSrBr6,K,Be,Sr,Br,1,2,2,-1,164.0,45.0,118.0,81.5,196.0,4.28260744728273
K2BeSrI6,K,Be,Sr,I,1,2,2,-1,164.0,45.0,118.0,81.5,220.00000000000003,4.5770859748900925
K2BePdF6,K,Be,Pd,F,1,2,2,-1,164.0,45.0,86.0,65.5,133.0,3.7585495697831828
K2BePdCl6,K,Be,Pd,Cl,1,2,2,-1,164.0,45.0,86.0,65.5,181.0,4.491373997264098
K2BePdBr6,K,Be,Pd,Br,1,2,2,-1,164.0,45.0,86.0,65.5,196.0,4.720381630851885
K2BePdI6,K,Be,Pd,I,1,2,2,-1,164.0,45.0,86.0,65.5,220.00000000000003,5.086793844592343
K2BeAgF6,K,Be,Ag,F,1,2,2,-1,164.0,45.0,94.0,69.5,133.0,3.6621876227510217
K2BeAgCl6,K,Be,Ag,Cl,1,2,2,-1,164.0,45.0,94.0,69.5,181.0,4.3528351047654095
K2BeAgBr6,K,Be,Ag,Br,1,2,2,-1,164.0,45.0,94.0,69.5,196.0,4.568662442894906
K2BeAgI6,K,Be,Ag,I,1,2,2,-1,164.0,45.0,94.0,69.5,220.00000000000003,4.913986183902101
K2BeCdF6,K,Be,Cd,F,1,2,2,-1,164.0,45.0,95.0,70.0,133.0,3.6518633258945576
K2BeCdCl6,K,Be,Cd,Cl,1,2,2,-1,164.0,45.0,95.0,70.0,181.0,4.337577611608843
K2BeCdBr6,K,Be,Cd,Br,1,2,2,-1,164.0,45.0,95.0,70.0,196.0,4.5518633258945576
K2BeCdI6,K,Be,Cd,I,1,2,2,-1,164.0,45.0,95.0,70.0,220.00000000000003,4.894720468751701
K2BeBaF6,K,Be,Ba,F,1,2,2,-1,164.0,45.0,135.0,90.0,133.0,3.5145275509701
K2BeBaCl6,K,Be,Ba,Cl,1,2,2,-1,164.0,45.0,135.0,90.0,181.0,4.047860884303433
K2BeBaBr6,K,Be,Ba,Br,1,2,2,-1,164.0,45.0,135.0,90.0,196.0,4.2145275509701
K2BeBaI6,K,Be,Ba,I,1,2,2,-1,164.0,45.0,135.0,90.0,220.00000000000003,4.481194217636767
K2BeNdF6,K,Be,Nd,F,1,2,2,-1,164.0,45.0,129.0,87.0,133.0,3.502207931542987
K2BeNdCl6,K,Be,Nd,Cl,1,2,2,-1,164.0,45.0,129.0,87.0,181.0,4.053932069474021
K2BeNdBr6,K,Be,Nd,Br,1,2,2,-1,164.0,45.0,129.0,87.0,196.0,4.226345862577469
K2BeNdI6,K,Be,Nd,I,1,2,2,-1,164.0,45.0,129.0,87.0,220.00000000000003,4.502207931542987
K2BeSmF6,K,Be,Sm,F,1,2,2,-1,164.0,45.0,122.0,83.5,133.0,3.502465122273849
K2BeSmCl6,K,Be,Sm,Cl,1,2,2,-1,164.0,45.0,122.0,83.5,181.0,4.077315421675047
K2BeSmBr6,K,Be,Sm,Br,1,2,2,-1,164.0,45.0,122.0,83.5,196.0,4.2569561402379215
K2BeSmI6,K,Be,Sm,I,1,2,2,-1,164.0,45.0,122.0,83.5,220.00000000000003,4.544381289938521
K2BeEuF6,K,Be,Eu,F,1,2,2,-1,164.0,45.0,117.0,81.0,133.0,3.5121791370490945
K2BeEuCl6,K,Be,Eu,Cl,1,2,2,-1,164.0,45.0,117.0,81.0,181.0,4.104771729641687
K2BeEuBr6,K,Be,Eu,Br,1,2,2,-1,164.0,45.0,117.0,81.0,196.0,4.289956914826872
K2BeEuI6,K,Be,Eu,I,1,2,2,-1,164.0,45.0,117.0,81.0,220.00000000000003,4.58625321112317
K2BeDyF6,K,Be,Dy,F,1,2,2,-1,164.0,45.0,107.0,76.0,133.0,3.5556194328473274
K2BeDyCl6,K,Be,Dy,Cl,1,2,2,-1,164.0,45.0,107.0,76.0,181.0,4.187198380215749
K2BeDyBr6,K,Be,Dy,Br,1,2,2,-1,164.0,45.0,107.0,76.0,196.0,4.38456680126838
K2BeDyI6,K,Be,Dy,I,1,2,2,-1,164.0,45.0,107.0,76.0,220.00000000000003,4.700356274952592
K2BeTmF6,K,Be,Tm,F,1,2,2,-1,164.0,45.0,103.0,74.0,133.0,3.5821835745669794
K2BeTmCl6,K,Be,Tm,Cl,1,2,2,-1,164.0,45.0,103.0,74.0,181.0,4.230832223215629
K2BeTmBr6,K,Be,Tm,Br,1,2,2,-1,164.0,45.0,103.0,74.0,196.0,4.43353492591833
K2BeTmI6,K,Be,Tm,I,1,2,2,-1,164.0,45.0,103.0,74.0,220.00000000000003,4.757859250242655
K2BeYbF6,K,Be,Yb,F,1,2,2,-1,164.0,45.0,102.0,73.5,133.0,3.5896699342646308
K2BeYbCl6,K,Be,Yb,Cl,1,2,2,-1,164.0,45.0,102.0,73.5,181.0,4.2427311587544265
K2BeYbBr6,K,Be,Yb,Br,1,2,2,-1,164.0,45.0,102.0,73.5,196.0,4.4468127914074875
K2BeYbI6,K,Be,Yb,I,1,2,2,-1,164.0,45.0,102.0,73.5,220.00000000000003,4.773343403652386
K2BePtF6,K,Be,Pt,F,1,2,2,-1,164.0,45.0,80.0,62.5,133.0,3.848016948957783
K2BePtCl6,K,Be,Pt,Cl,1,2,2,-1,164.0,45.0,80.0,62.5,181.0,4.616016948957783
K2BePtBr6,K,Be,Pt,Br,1,2,2,-1,164.0,45.0,80.0,62.5,196.0,4.856016948957783
K2BePtI6,K,Be,Pt,I,1,2,2,-1,164.0,45.0,80.0,62.5,220.00000000000003,5.240016948957783
K2BeHgF6,K,Be,Hg,F,1,2,2,-1,164.0,45.0,102.0,73.5,133.0,3.5896699342646308
K2BeHgCl6,K,Be,Hg,Cl,1,2,2,-1,164.0,45.0,102.0,73.5,181.0,4.2427311587544265
K2BeHgBr6,K,Be,Hg,Br,1,2,2,-1,164.0,45.0,102.0,73.5,196.0,4.4468127914074875
K2BeHgI6,K,Be,Hg,I,1,2,2,-1,164.0,45.0,102.0,73.5,220.00000000000003,4.773343403652386
