A2BBX6,A,B1,B2,X,nA,nB1,nB2,nX,rA,rB1,rB2,rBavg,rX,tau
Au2NpAmF6,Au,Np,Am,F,1,2,2,-1,137.0,110.00000000000001,121.0,115.5,133.0,7.09981598655238
Au2NpAmCl6,Au,Np,Am,Cl,1,2,2,-1,137.0,110.00000000000001,121.0,115.5,181.0,7.5154004021367955
Au2NpAmBr6,Au,Np,Am,Br,1,2,2,-1,137.0,110.00000000000001,121.0,115.5,196.0,7.645270532006926
Au2NpAmI6,Au,Np,Am,I,1,2,2,-1,137.0,110.00000000000001,121.0,115.5,220.00000000000003,7.8530627397991335
Au2NpNoF6,Au,Np,No,F,1,2,2,-1,137.0,110.00000000000001,110.00000000000001,110.00000000000001,133.0,5.883129031143688
Au2NpNoCl6,Au,Np,No,Cl,1,2,2,-1,137.0,110.00000000000001,110.00000000000001,110.00000000000001,181.0,6.319492667507324
Au2NpNoBr6,Au,Np,No,Br,1,2,2,-1,137.0,110.00000000000001,110.00000000000001,110.00000000000001,196.0,6.45585630387096
Au2NpNoI6,Au,Np,No,I,1,2,2,-1,137.0,110.00000000000001,110.00000000000001,110.00000000000001,220.00000000000003,6.674038122052779
Au2AmNoF6,Au,Am,No,F,1,2,2,-1,137.0,121.0,110.00000000000001,115.5,133.0,7.09981598655238
Au2AmNoCl6,Au,Am,No,Cl,1,2,2,-1,137.0,121.0,110.00000000000001,115.5,181.0,7.5154004021367955
Au2AmNoBr6,Au,Am,No,Br,1,2,2,-1,137.0,121.0,110.00000000000001,115.5,196.0,7.645270532006926
Au2AmNoI6,Au,Am,No,I,1,2,2,-1,137.0,121.0,110.00000000000001,115.5,220.00000000000003,7.8530627397991335
Au2CF6,Au,C,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,16.0,133.0,11.299894564296107
Au2CCl6,Au,C,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,16.0,181.0,14.299894564296107
Au2CBr6,Au,C,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,16.0,196.0,15.237394564296107
Au2CI6,Au,C,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,16.0,220.00000000000003,16.73739456429611
Au2SiF6,Au,Si,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,40.0,133.0,5.107061494273922
Au2SiCl6,Au,Si,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,40.0,181.0,6.307061494273922
Au2SiBr6,Au,Si,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,40.0,196.0,6.682061494273922
Au2SiI6,Au,Si,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,40.0,220.00000000000003,7.282061494273923
Au2SF6,Au,S,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,37.0,133.0,5.423108321903257
Au2SCl6,Au,S,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,37.0,181.0,6.720405619200554
Au2SBr6,Au,S,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,37.0,196.0,7.12581102460596
Au2SI6,Au,S,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,37.0,220.00000000000003,7.774459673254609
Au2TiF6,Au,Ti,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,60.5,133.0,3.9688827080837883
Au2TiCl6,Au,Ti,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,60.5,181.0,4.762271137835855
Au2TiBr6,Au,Ti,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,60.5,196.0,5.010205022133375
Au2TiI6,Au,Ti,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,60.5,220.00000000000003,5.406899237009409
Au2VF6,Au,V,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,57.99999999999999,133.0,4.041171827252601
Au2VCl6,Au,V,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,57.99999999999999,181.0,4.8687580341491525
Au2VBr6,Au,V,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,57.99999999999999,196.0,5.127378723804325
Au2VI6,Au,V,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,57.99999999999999,220.00000000000003,5.541171827252601
Au2CrF6,Au,Cr,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,55.00000000000001,133.0,4.147503307854668
Au2CrCl6,Au,Cr,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,55.00000000000001,181.0,5.0202305805819405
Au2CrBr6,Au,Cr,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,55.00000000000001,196.0,5.292957853309213
Au2CrI6,Au,Cr,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,55.00000000000001,220.00000000000003,5.72932148967285
Au2MnF6,Au,Mn,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,53.0,133.0,4.231278299688286
Au2MnCl6,Au,Mn,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,53.0,181.0,5.136938677046777
Au2MnBr6,Au,Mn,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,53.0,196.0,5.419957544971305
Au2MnI6,Au,Mn,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,53.0,220.00000000000003,5.872787733650551
Au2FeF6,Au,Fe,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,58.5,133.0,4.025568274205622
Au2FeCl6,Au,Fe,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,58.5,181.0,4.846081094718443
Au2FeBr6,Au,Fe,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,58.5,196.0,5.102491351128699
Au2FeI6,Au,Fe,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,58.5,220.00000000000003,5.51274776138511
Au2CoF6,Au,Co,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,53.0,133.0,4.231278299688286
Au2CoCl6,Au,Co,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,53.0,181.0,5.136938677046777
Au2CoBr6,Au,Co,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,53.0,196.0,5.419957544971305
Au2CoI6,Au,Co,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,53.0,220.00000000000003,5.872787733650551
Au2NiF6,Au,Ni,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,48.0,133.0,4.492249548558759
Au2NiCl6,Au,Ni,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,48.0,181.0,5.492249548558759
Au2NiBr6,Au,Ni,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,48.0,196.0,5.804749548558759
Au2NiI6,Au,Ni,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,48.0,220.00000000000003,6.304749548558759
Au2GeF6,Au,Ge,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,53.0,133.0,4.231278299688286
Au2GeCl6,Au,Ge,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,53.0,181.0,5.136938677046777
Au2GeBr6,Au,Ge,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,53.0,196.0,5.419957544971305
Au2GeI6,Au,Ge,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,53.0,220.00000000000003,5.872787733650551
Au2SeF6,Au,Se,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,50.0,133.0,4.378367448229099
Au2SeCl6,Au,Se,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,50.0,181.0,5.3383674482291
Au2SeBr6,Au,Se,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,50.0,196.0,5.638367448229099
Au2SeI6,Au,Se,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,50.0,220.00000000000003,6.118367448229099
Au2ZrF6,Au,Zr,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,72.0,133.0,3.8049930641634258
Au2ZrCl6,Au,Zr,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,72.0,181.0,4.471659730830092
Au2ZrBr6,Au,Zr,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,72.0,196.0,4.679993064163426
Au2ZrI6,Au,Zr,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,72.0,220.00000000000003,5.013326397496759
Au2NbF6,Au,Nb,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,68.0,133.0,3.832089212751751
Au2NbCl6,Au,Nb,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,68.0,181.0,4.537971565692928
Au2NbBr6,Au,Nb,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,68.0,196.0,4.758559800987046
Au2NbI6,Au,Nb,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,68.0,220.00000000000003,5.111500977457634
Au2MoF6,Au,Mo,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,65.0,133.0,3.8730184404566113
Au2MoCl6,Au,Mo,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,65.0,181.0,4.611479978918149
Au2MoBr6,Au,Mo,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,65.0,196.0,4.842249209687381
Au2MoI6,Au,Mo,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,65.0,220.00000000000003,5.211479978918151
Au2TcF6,Au,Tc,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,64.5,133.0,3.88159168161706
Au2TcCl6,Au,Tc,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,64.5,181.0,4.625777728128687
Au2TcBr6,Au,Tc,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,64.5,196.0,4.8583358676635715
Au2TcI6,Au,Tc,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,64.5,220.00000000000003,5.230428890919386
Au2RuF6,Au,Ru,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,62.0,133.0,3.9321790871997804
Au2RuCl6,Au,Ru,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,62.0,181.0,4.706372635586877
Au2RuBr6,Au,Ru,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,62.0,196.0,4.948308119457845
Au2RuI6,Au,Ru,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,62.0,220.00000000000003,5.335404893651393
Au2RhF6,Au,Rh,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,60.0,133.0,3.9822102327963322
Au2RhCl6,Au,Rh,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,60.0,181.0,4.7822102327963325
Au2RhBr6,Au,Rh,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,60.0,196.0,5.0322102327963325
Au2RhI6,Au,Rh,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,60.0,220.00000000000003,5.432210232796333
Au2PdF6,Au,Pd,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,61.5,133.0,3.9438734364248664
Au2PdCl6,Au,Pd,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,61.5,181.0,4.7243612413029155
Au2PdBr6,Au,Pd,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,61.5,196.0,4.968263680327306
Au2PdI6,Au,Pd,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,61.5,220.00000000000003,5.358507582766331
Au2SnF6,Au,Sn,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,69.0,133.0,3.8223915944934896
Au2SnCl6,Au,Sn,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,69.0,181.0,4.5180437684065335
Au2SnBr6,Au,Sn,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,69.0,196.0,4.73543507275436
Au2SnI6,Au,Sn,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,69.0,220.00000000000003,5.083261159710881
Au2TeF6,Au,Te,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,97.0,133.0,4.461762657614349
Au2TeCl6,Au,Te,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,97.0,181.0,4.956608018439091
Au2TeBr6,Au,Te,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,97.0,196.0,5.111247193696823
Au2TeI6,Au,Te,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,97.0,220.00000000000003,5.358669874109195
Au2CeF6,Au,Ce,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,87.0,133.0,3.9967095315245147
Au2CeCl6,Au,Ce,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,87.0,181.0,4.548433669455549
Au2CeBr6,Au,Ce,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,87.0,196.0,4.720847462558997
Au2CeI6,Au,Ce,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,87.0,220.00000000000003,4.996709531524515
Au2PrF6,Au,Pr,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,85.0,133.0,3.9413338387050523
Au2PrCl6,Au,Pr,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,85.0,181.0,4.506039721057993
Au2PrBr6,Au,Pr,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,85.0,196.0,4.682510309293287
Au2PrI6,Au,Pr,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,85.0,220.00000000000003,4.964863250469758
Au2TbF6,Au,Tb,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,76.0,133.0,3.8092091052692356
Au2TbCl6,Au,Tb,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,76.0,181.0,4.440788052637657
Au2TbBr6,Au,Tb,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,76.0,196.0,4.638156473690288
Au2TbI6,Au,Tb,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,76.0,220.00000000000003,4.9539459473745
Au2HfF6,Au,Hf,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,71.0,133.0,3.808846291880611
Au2HfCl6,Au,Hf,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,71.0,181.0,4.48490262990878
Au2HfBr6,Au,Hf,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,71.0,196.0,4.696170235542583
Au2HfI6,Au,Hf,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,71.0,220.00000000000003,5.034198404556667
Au2TaF6,Au,Ta,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,68.0,133.0,3.832089212751751
Au2TaCl6,Au,Ta,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,68.0,181.0,4.537971565692928
Au2TaBr6,Au,Ta,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,68.0,196.0,4.758559800987046
Au2TaI6,Au,Ta,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,68.0,220.00000000000003,5.111500977457634
Au2WF6,Au,W,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,66.0,133.0,3.857385056542922
Au2WCl6,Au,W,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,66.0,181.0,4.584657783815649
Au2WBr6,Au,W,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,66.0,196.0,4.811930511088377
Au2WI6,Au,W,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,66.0,220.00000000000003,5.1755668747247405
Au2ReF6,Au,Re,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,63.0,133.0,3.9103822875425664
Au2ReCl6,Au,Re,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,63.0,181.0,4.672287049447329
Au2ReBr6,Au,Re,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,63.0,196.0,4.910382287542566
Au2ReI6,Au,Re,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,63.0,220.00000000000003,5.291334668494947
Au2OsF6,Au,Os,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,63.0,133.0,3.9103822875425664
Au2OsCl6,Au,Os,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,63.0,181.0,4.672287049447329
Au2OsBr6,Au,Os,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,63.0,196.0,4.910382287542566
Au2OsI6,Au,Os,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,63.0,220.00000000000003,5.291334668494947
Au2IrF6,Au,Ir,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,62.5,133.0,3.921017159654534
Au2IrCl6,Au,Ir,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,62.5,181.0,4.689017159654534
Au2IrBr6,Au,Ir,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,62.5,196.0,4.929017159654534
Au2IrI6,Au,Ir,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,62.5,220.00000000000003,5.313017159654534
Au2PtF6,Au,Pt,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,62.5,133.0,3.921017159654534
Au2PtCl6,Au,Pt,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,62.5,181.0,4.689017159654534
Au2PtBr6,Au,Pt,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,62.5,196.0,4.929017159654534
Au2PtI6,Au,Pt,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,62.5,220.00000000000003,5.313017159654534
Au2PbF6,Au,Pb,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,77.5,133.0,3.8190475146273917
Au2PbCl6,Au,Pb,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,77.5,181.0,4.43840235333707
Au2PbBr6,Au,Pb,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,77.5,196.0,4.631950740433844
Au2PbI6,Au,Pb,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,77.5,220.00000000000003,4.941628159788683
Au2PoF6,Au,Po,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,94.0,133.0,4.284021360197104
Au2PoCl6,Au,Po,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,94.0,181.0,4.7946596580694445
Au2PoBr6,Au,Po,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,94.0,196.0,4.954234126154551
Au2PoI6,Au,Po,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,94.0,220.00000000000003,5.209553275090721
Au2ThF6,Au,Th,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,94.0,133.0,4.284021360197104
Au2ThCl6,Au,Th,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,94.0,181.0,4.7946596580694445
Au2ThBr6,Au,Th,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,94.0,196.0,4.954234126154551
Au2ThI6,Au,Th,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,94.0,220.00000000000003,5.209553275090721
Au2PaF6,Au,Pa,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,90.0,133.0,4.100639176086773
Au2PaCl6,Au,Pa,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,90.0,181.0,4.633972509420106
Au2PaBr6,Au,Pa,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,90.0,196.0,4.800639176086772
Au2PaI6,Au,Pa,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,90.0,220.00000000000003,5.06730584275344
Au2UF6,Au,U,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,89.0,133.0,4.063050783772077
Au2UCl6,Au,U,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,89.0,181.0,4.602376626468706
Au2UBr6,Au,U,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,89.0,196.0,4.770915952311403
Au2UI6,Au,U,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,89.0,220.00000000000003,5.040578873659717
Au2NpF6,Au,Np,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,87.0,133.0,3.9967095315245147
Au2NpCl6,Au,Np,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,87.0,181.0,4.548433669455549
Au2NpBr6,Au,Np,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,87.0,196.0,4.720847462558997
Au2NpI6,Au,Np,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,87.0,220.00000000000003,4.996709531524515
Au2PuF6,Au,Pu,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,86.0,133.0,3.9677062208947533
Au2PuCl6,Au,Pu,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,86.0,181.0,4.525845755778475
Au2PuBr6,Au,Pu,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,86.0,196.0,4.700264360429637
Au2PuI6,Au,Pu,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,86.0,220.00000000000003,4.979334127871498
Au2AmF6,Au,Am,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,85.0,133.0,3.9413338387050523
Au2AmCl6,Au,Am,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,85.0,181.0,4.506039721057993
Au2AmBr6,Au,Am,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,85.0,196.0,4.682510309293287
Au2AmI6,Au,Am,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,85.0,220.00000000000003,4.964863250469758
Au2CmF6,Au,Cm,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,85.0,133.0,3.9413338387050523
Au2CmCl6,Au,Cm,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,85.0,181.0,4.506039721057993
Au2CmBr6,Au,Cm,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,85.0,196.0,4.682510309293287
Au2CmI6,Au,Cm,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,85.0,220.00000000000003,4.964863250469758
Au2BkF6,Au,Bk,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,83.0,133.0,3.8961027425577024
Au2BkCl6,Au,Bk,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,83.0,181.0,4.474415995569751
Au2BkBr6,Au,Bk,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,83.0,196.0,4.655138887136015
Au2BkI6,Au,Bk,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,83.0,220.00000000000003,4.94429551364204
Au2CfF6,Au,Cf,Vac,F,1,4,0,-1,137.0,121.0,110.00000000000001,82.1,133.0,3.8788757839492165
Au2CfCl6,Au,Cf,Vac,Cl,1,4,0,-1,137.0,121.0,110.00000000000001,82.1,181.0,4.463528646312188
Au2CfBr6,Au,Cf,Vac,Br,1,4,0,-1,137.0,121.0,110.00000000000001,82.1,196.0,4.646232665800618
Au2CfI6,Au,Cf,Vac,I,1,4,0,-1,137.0,121.0,110.00000000000001,82.1,220.00000000000003,4.938559096982104
Hg2LiBF6,Hg,Li,B,F,1,1,3,-1,119.0,76.0,27.0,51.5,133.0,4.3414073839509
Hg2LiBCl6,Hg,Li,B,Cl,1,1,3,-1,119.0,76.0,27.0,51.5,181.0,5.273446218902356
Hg2LiBBr6,Hg,Li,B,Br,1,1,3,-1,119.0,76.0,27.0,51.5,196.0,5.5647083548246865
Hg2LiBI6,Hg,Li,B,I,1,1,3,-1,119.0,76.0,27.0,51.5,220.00000000000003,6.0307277723004145
Hg2LiNF6,Hg,Li,N,F,1,1,3,-1,119.0,76.0,16.0,46.0,133.0,4.613035278826214
Hg2LiNCl6,Hg,Li,N,Cl,1,1,3,-1,119.0,76.0,16.0,46.0,181.0,5.656513539695778
Hg2LiNBr6,Hg,Li,N,Br,1,1,3,-1,119.0,76.0,16.0,46.0,196.0,5.982600496217518
Hg2LiNI6,Hg,Li,N,I,1,1,3,-1,119.0,76.0,16.0,46.0,220.00000000000003,6.5043396266523015
Hg2LiAlF6,Hg,Li,Al,F,1,1,3,-1,119.0,76.0,53.5,64.75,133.0,4.073884258882142
Hg2LiAlCl6,Hg,Li,Al,Cl,1,1,3,-1,119.0,76.0,53.5,64.75,181.0,4.815197000194884
Hg2LiAlBr6,Hg,Li,Al,Br,1,1,3,-1,119.0,76.0,53.5,64.75,196.0,5.046857231855116
Hg2LiAlI6,Hg,Li,Al,I,1,1,3,-1,119.0,76.0,53.5,64.75,220.00000000000003,5.4175136025114865
Hg2LiPF6,Hg,Li,P,F,1,1,3,-1,119.0,76.0,44.0,60.0,133.0,4.112978518372254
Hg2LiPCl6,Hg,Li,P,Cl,1,1,3,-1,119.0,76.0,44.0,60.0,181.0,4.912978518372253
Hg2LiPBr6,Hg,Li,P,Br,1,1,3,-1,119.0,76.0,44.0,60.0,196.0,5.162978518372253
Hg2LiPI6,Hg,Li,P,I,1,1,3,-1,119.0,76.0,44.0,60.0,220.00000000000003,5.562978518372254
Hg2LiScF6,Hg,Li,Sc,F,1,1,3,-1,119.0,76.0,74.5,75.25,133.0,4.217952794885155
Hg2LiScCl6,Hg,Li,Sc,Cl,1,1,3,-1,119.0,76.0,74.5,75.25,181.0,4.85582654903798
Hg2LiScBr6,Hg,Li,Sc,Br,1,1,3,-1,119.0,76.0,74.5,75.25,196.0,5.0551620972107365
Hg2LiScI6,Hg,Li,Sc,I,1,1,3,-1,119.0,76.0,74.5,75.25,220.00000000000003,5.374098974287149
Hg2LiTiF6,Hg,Li,Ti,F,1,1,3,-1,119.0,76.0,67.0,71.5,133.0,4.127219912015105
Hg2LiTiCl6,Hg,Li,Ti,Cl,1,1,3,-1,119.0,76.0,67.0,71.5,181.0,4.798548583343777
Hg2LiTiBr6,Hg,Li,Ti,Br,1,1,3,-1,119.0,76.0,67.0,71.5,196.0,5.008338793133986
Hg2LiTiI6,Hg,Li,Ti,I,1,1,3,-1,119.0,76.0,67.0,71.5,220.00000000000003,5.344003128798322
Hg2LiVF6,Hg,Li,V,F,1,1,3,-1,119.0,76.0,64.0,70.0,133.0,4.1037495112577815
Hg2LiVCl6,Hg,Li,V,Cl,1,1,3,-1,119.0,76.0,64.0,70.0,181.0,4.789463796972068
Hg2LiVBr6,Hg,Li,V,Br,1,1,3,-1,119.0,76.0,64.0,70.0,196.0,5.003749511257782
Hg2LiVI6,Hg,Li,V,I,1,1,3,-1,119.0,76.0,64.0,70.0,220.00000000000003,5.346606654114925
Hg2LiCrF6,Hg,Li,Cr,F,1,1,3,-1,119.0,76.0,61.5,68.75,133.0,4.089415268679682
Hg2LiCrCl6,Hg,Li,Cr,Cl,1,1,3,-1,119.0,76.0,61.5,68.75,181.0,4.7875970868615
Hg2LiCrBr6,Hg,Li,Cr,Br,1,1,3,-1,119.0,76.0,61.5,68.75,196.0,5.005778905043318
Hg2LiCrI6,Hg,Li,Cr,I,1,1,3,-1,119.0,76.0,61.5,68.75,220.00000000000003,5.3548698141342275
Hg2LiMnF6,Hg,Li,Mn,F,1,1,3,-1,119.0,76.0,61.25,68.625,133.0,4.088236641895957
Hg2LiMnCl6,Hg,Li,Mn,Cl,1,1,3,-1,119.0,76.0,61.25,68.625,181.0,4.787690193808525
Hg2LiMnBr6,Hg,Li,Mn,Br,1,1,3,-1,119.0,76.0,61.25,68.625,196.0,5.006269428781202
Hg2LiMnI6,Hg,Li,Mn,I,1,1,3,-1,119.0,76.0,61.25,68.625,220.00000000000003,5.355996204737487
Hg2LiFeF6,Hg,Li,Fe,F,1,1,3,-1,119.0,76.0,59.75,67.875,133.0,4.082122142405912
Hg2LiFeCl6,Hg,Li,Fe,Cl,1,1,3,-1,119.0,76.0,59.75,67.875,181.0,4.789304462847901
