Cs2AgNpCl6,Cs,Ag,2,Np,2,Cl
Cs2AuCrCl6,Cs,Au,1,Cr,3,Cl
Cs2FeNdCl6,Cs,Fe,2,Nd,2,Cl
Cs2CrSmCl6,Cs,Cr,2,Sm,2,Cl
Cs2AuMnCl6,Cs,Au,1,Mn,3,Cl
Cs2NaUCl6,Cs,Na,1,U,3,Cl
Cs2FeBaCl6,Cs,Fe,2,Ba,2,Cl
Cs2KRhCl6,Cs,K,1,Rh,3,Cl
Cs2NiNdCl6,Cs,Ni,2,Nd,2,Cl
Cs2VPbCl6,Cs,V,2,Pb,2,Cl
Cs2SrPtCl6,Cs,Sr,2,Pt,2,Cl
Cs2CdTmCl6,Cs,Cd,2,Tm,2,Cl
Cs2CoBaCl6,Cs,Co,2,Ba,2,Cl
Cs2CuThCl6,Cs,Cu,1,Th,3,Cl
Cs2NaSmCl6,Cs,Na,1,Sm,3,Cl
Cs2KFeCl6,Cs,K,1,Fe,3,Cl
Cs2TiPbCl6,Cs,Ti,2,Pb,2,Cl
Cs2PdPbCl6,Cs,Pd,2,Pb,2,Cl
Cs2AuRuCl6,Cs,Au,1,Ru,3,Cl
Cs2AuIrCl6,Cs,Au,1,Ir,3,Cl
Cs2TmYbCl6,Cs,Tm,2,Yb,2,Cl
Cs2TmHgCl6,Cs,Tm,2,Hg,2,Cl
Cs2KTiCl6,Cs,K,1,Ti,3,Cl
Cs2CdNpCl6,Cs,Cd,2,Np,2,Cl
Cs2NaBiCl6,Cs,Na,1,Bi,3,Cl
Cs2AgYCl6,Cs,Ag,1,Y,3,Cl
Cs2HgLuCl6,Cs,Hg,1,Lu,3,Cl
Cs2AgHoCl6,Cs,Ag,1,Ho,3,Cl
Cs2NaLaCl6,Cs,Na,1,La,3,Cl
Cs2CrAmCl6,Cs,Cr,2,Am,2,Cl
Cs2CrNdCl6,Cs,Cr,2,Nd,2,Cl
Cs2RbAlCl6,Cs,Rb,1,Al,3,Cl
Cs2CdYbCl6,Cs,Cd,2,Yb,2,Cl
Cs2CdHgCl6,Cs,Cd,2,Hg,2,Cl
Cs2VSrCl6,Cs,V,2,Sr,2,Cl
Cs2MnSmCl6,Cs,Mn,2,Sm,2,Cl
Cs2EuPtCl6,Cs,Eu,2,Pt,2,Cl
Cs2LiThCl6,Cs,Li,1,Th,3,Cl
Cs2HgYbCl6,Cs,Hg,1,Yb,3,Cl
Cs2AuFeCl6,Cs,Au,1,Fe,3,Cl
Cs2NaEuCl6,Cs,Na,1,Eu,3,Cl
Cs2NaPaCl6,Cs,Na,1,Pa,3,Cl
Cs2KIrCl6,Cs,K,1,Ir,3,Cl
Cs2RbCuCl6,Cs,Rb,1,Cu,3,Cl
Cs2AuMoCl6,Cs,Au,1,Mo,3,Cl
Cs2KRuCl6,Cs,K,1,Ru,3,Cl
Cs2KAsCl6,Cs,K,1,As,3,Cl
Cs2ZnSmCl6,Cs,Zn,2,Sm,2,Cl
Cs2RbPCl6,Cs,Rb,1,P,3,Cl
Cs2VEuCl6,Cs,V,2,Eu,2,Cl
Cs2KNiCl6,Cs,K,1,Ni,3,Cl
Cs2PdNpCl6,Cs,Pd,2,Np,2,Cl
Cs2FrNCl6,Cs,Fr,1,N,3,Cl
Cs2AgHgCl6,Cs,Ag,2,Hg,2,Cl
Cs2TiNpCl6,Cs,Ti,2,Np,2,Cl
Cs2MnAmCl6,Cs,Mn,2,Am,2,Cl
Cs2NaGdCl6,Cs,Na,1,Gd,3,Cl
Cs2KCoCl6,Cs,K,1,Co,3,Cl
Cs2TiAmCl6,Cs,Ti,2,Am,2,Cl
Cs2HgTmCl6,Cs,Hg,1,Tm,3,Cl
Cs2KMoCl6,Cs,K,1,Mo,3,Cl
Cs2FrBCl6,Cs,Fr,1,B,3,Cl
Cs2MgBaCl6,Cs,Mg,2,Ba,2,Cl
Cs2PdAmCl6,Cs,Pd,2,Am,2,Cl
Cs2CaDyCl6,Cs,Ca,2,Dy,2,Cl
Cs2CrPbCl6,Cs,Cr,2,Pb,2,Cl
Cs2AgTbCl6,Cs,Ag,1,Tb,3,Cl
Cs2HgTlCl6,Cs,Hg,1,Tl,3,Cl
Cs2ZnAmCl6,Cs,Zn,2,Am,2,Cl
Cs2GeSmCl6,Cs,Ge,2,Sm,2,Cl
Cs2AuNiCl6,Cs,Au,1,Ni,3,Cl
Cs2AuAsCl6,Cs,Au,1,As,3,Cl
Cs2HgSbCl6,Cs,Hg,1,Sb,3,Cl
Cs2HgPdCl6,Cs,Hg,1,Pd,3,Cl
Cs2CaCdCl6,Cs,Ca,2,Cd,2,Cl
Cs2CuSmCl6,Cs,Cu,2,Sm,2,Cl
Cs2AgInCl6,Cs,Ag,1,In,3,Cl
Cs2TlCoCl6,Cs,Tl,1,Co,3,Cl
Cs2AuCoCl6,Cs,Au,1,Co,3,Cl
Cs2VNdCl6,Cs,V,2,Nd,2,Cl
Cs2TlNiCl6,Cs,Tl,1,Ni,3,Cl
Cs2GeBaCl6,Cs,Ge,2,Ba,2,Cl
Cs2PdSmCl6,Cs,Pd,2,Sm,2,Cl
Cs2TlAsCl6,Cs,Tl,1,As,3,Cl
Cs2CuBaCl6,Cs,Cu,2,Ba,2,Cl
Cs2HgErCl6,Cs,Hg,1,Er,3,Cl
Cs2TiSmCl6,Cs,Ti,2,Sm,2,Cl
Cs2CrSrCl6,Cs,Cr,2,Sr,2,Cl
Cs2NaTbCl6,Cs,Na,1,Tb,3,Cl
Cs2GeAmCl6,Cs,Ge,2,Am,2,Cl
Cs2CuAmCl6,Cs,Cu,2,Am,2,Cl
Cs2TlPCl6,Cs,Tl,1,P,3,Cl
Cs2MgSmCl6,Cs,Mg,2,Sm,2,Cl
Cs2HgAgCl6,Cs,Hg,1,Ag,3,Cl
Cs2TeCl6,Cs,Te,4,Vac,0,Cl
Cs2MnPbCl6,Cs,Mn,2,Pb,2,Cl
Cs2CaAgCl6,Cs,Ca,2,Ag,2,Cl
Cs2AgGdCl6,Cs,Ag,1,Gd,3,Cl
Cs2AuNbCl6,Cs,Au,1,Nb,3,Cl
Cs2ZnBaCl6,Cs,Zn,2,Ba,2,Cl
Cs2AuTaCl6,Cs,Au,1,Ta,3,Cl
Cs2DyHgCl6,Cs,Dy,2,Hg,2,Cl
Cs2NdPtCl6,Cs,Nd,2,Pt,2,Cl
Cs2HgYCl6,Cs,Hg,1,Y,3,Cl
Cs2DyYbCl6,Cs,Dy,2,Yb,2,Cl
Cs2HgHoCl6,Cs,Hg,1,Ho,3,Cl
Cs2CrEuCl6,Cs,Cr,2,Eu,2,Cl
Cs2HgScCl6,Cs,Hg,1,Sc,3,Cl
Cs2NaDyCl6,Cs,Na,1,Dy,3,Cl
Cs2TiDyCl6,Cs,Ti,2,Dy,2,Cl
Cs2BeRaCl6,Cs,Be,2,Ra,2,Cl
Cs2MnSrCl6,Cs,Mn,2,Sr,2,Cl
Cs2ZnPbCl6,Cs,Zn,2,Pb,2,Cl
Cs2PdDyCl6,Cs,Pd,2,Dy,2,Cl
Cs2MgAmCl6,Cs,Mg,2,Am,2,Cl
Cs2AgEuCl6,Cs,Ag,1,Eu,3,Cl
Cs2RbCoCl6,Cs,Rb,1,Co,3,Cl
Cs2TlFeCl6,Cs,Tl,1,Fe,3,Cl
Cs2KTaCl6,Cs,K,1,Ta,3,Cl
Cs2DyTmCl6,Cs,Dy,2,Tm,2,Cl
Cs2CaNpCl6,Cs,Ca,2,Np,2,Cl
Cs2RbAsCl6,Cs,Rb,1,As,3,Cl
Cs2MnBaCl6,Cs,Mn,2,Ba,2,Cl
Cs2RbNiCl6,Cs,Rb,1,Ni,3,Cl
Cs2KNbCl6,Cs,K,1,Nb,3,Cl
Cs2HgDyCl6,Cs,Hg,1,Dy,3,Cl
Cs2NaHoCl6,Cs,Na,1,Ho,3,Cl
Cs2KCuCl6,Cs,K,1,Cu,3,Cl
Cs2ZnSrCl6,Cs,Zn,2,Sr,2,Cl
Cs2NaYCl6,Cs,Na,1,Y,3,Cl
Cs2MnEuCl6,Cs,Mn,2,Eu,2,Cl
Cs2GePbCl6,Cs,Ge,2,Pb,2,Cl
Cs2CuPbCl6,Cs,Cu,2,Pb,2,Cl
Cs2AgSmCl6,Cs,Ag,1,Sm,3,Cl
Cs2CoSmCl6,Cs,Co,2,Sm,2,Cl
Cs2KAlCl6,Cs,K,1,Al,3,Cl
Cs2FeSmCl6,Cs,Fe,2,Sm,2,Cl
Cs2TlMnCl6,Cs,Tl,1,Mn,3,Cl
Cs2HgTbCl6,Cs,Hg,1,Tb,3,Cl
Cs2AuScCl6,Cs,Au,1,Sc,3,Cl
Cs2TlCrCl6,Cs,Tl,1,Cr,3,Cl
Cs2CrBaCl6,Cs,Cr,2,Ba,2,Cl
Cs2AgSbCl6,Cs,Ag,1,Sb,3,Cl
Cs2HgTaCl6,Cs,Hg,1,Ta,3,Cl
Cs2HgNbCl6,Cs,Hg,1,Nb,3,Cl
Cs2ZnEuCl6,Cs,Zn,2,Eu,2,Cl
Cs2MgPbCl6,Cs,Mg,2,Pb,2,Cl
Cs2AuCuCl6,Cs,Au,1,Cu,3,Cl
Cs2GeSrCl6,Cs,Ge,2,Sr,2,Cl
Cs2CuSrCl6,Cs,Cu,2,Sr,2,Cl
Cs2NiSmCl6,Cs,Ni,2,Sm,2,Cl
Cs2AgPdCl6,Cs,Ag,1,Pd,3,Cl
Cs2NaErCl6,Cs,Na,1,Er,3,Cl
Cs2RbFeCl6,Cs,Rb,1,Fe,3,Cl
Cs2CoAmCl6,Cs,Co,2,Am,2,Cl
Cs2AgPmCl6,Cs,Ag,1,Pm,3,Cl
Cs2CdEuCl6,Cs,Cd,2,Eu,2,Cl
Cs2YbNpCl6,Cs,Yb,2,Np,2,Cl
Cs2HgNpCl6,Cs,Hg,2,Np,2,Cl
Cs2SrAgCl6,Cs,Sr,2,Ag,2,Cl
Cs2AuAgCl6,Cs,Au,1,Ag,3,Cl
Cs2TlGaCl6,Cs,Tl,1,Ga,3,Cl
Cs2AgCmCl6,Cs,Ag,1,Cm,3,Cl
Cs2NaTlCl6,Cs,Na,1,Tl,3,Cl
Cs2FeAmCl6,Cs,Fe,2,Am,2,Cl
Cs2AuAlCl6,Cs,Au,1,Al,3,Cl
Cs2KScCl6,Cs,K,1,Sc,3,Cl
Cs2AgAmCl6,Cs,Ag,1,Am,3,Cl
Cs2PtNpCl6,Cs,Pt,2,Np,2,Cl
Cs2MgSrCl6,Cs,Mg,2,Sr,2,Cl
Cs2NaTmCl6,Cs,Na,1,Tm,3,Cl
Cs2CuEuCl6,Cs,Cu,2,Eu,2,Cl
Cs2NiAmCl6,Cs,Ni,2,Am,2,Cl
Cs2AgAgCl6,Cs,Ag,1,Ag,3,Cl
Cs2GeEuCl6,Cs,Ge,2,Eu,2,Cl
Cs2HgGdCl6,Cs,Hg,1,Gd,3,Cl
Cs2TmNpCl6,Cs,Tm,2,Np,2,Cl
Cs2AuSbCl6,Cs,Au,1,Sb,3,Cl
Cs2AgPbCl6,Cs,Ag,2,Pb,2,Cl
Cs2AuPdCl6,Cs,Au,1,Pd,3,Cl
Cs2SrCdCl6,Cs,Sr,2,Cd,2,Cl
Cs2KAgCl6,Cs,K,1,Ag,3,Cl
Cs2AgScCl6,Cs,Ag,1,Sc,3,Cl
Cs2RbMnCl6,Cs,Rb,1,Mn,3,Cl
Cs2AgNdCl6,Cs,Ag,1,Nd,3,Cl
Cs2RbCrCl6,Cs,Rb,1,Cr,3,Cl
Cs2VNpCl6,Cs,V,2,Np,2,Cl
Cs2PdTmCl6,Cs,Pd,2,Tm,2,Cl
Cs2TiTmCl6,Cs,Ti,2,Tm,2,Cl
Cs2MgEuCl6,Cs,Mg,2,Eu,2,Cl
Cs2CuAcCl6,Cs,Cu,1,Ac,3,Cl
Cs2AgCdCl6,Cs,Ag,2,Cd,2,Cl
Cs2HgEuCl6,Cs,Hg,1,Eu,3,Cl
Cs2NaYbCl6,Cs,Na,1,Yb,3,Cl
Cs2CoPbCl6,Cs,Co,2,Pb,2,Cl
Cs2NaAcCl6,Cs,Na,1,Ac,3,Cl
Cs2AgPrCl6,Cs,Ag,1,Pr,3,Cl
Cs2RbGaCl6,Cs,Rb,1,Ga,3,Cl
Cs2VBaCl6,Cs,V,2,Ba,2,Cl
Cs2KSbCl6,Cs,K,1,Sb,3,Cl
Cs2KPdCl6,Cs,K,1,Pd,3,Cl
Cs2CdPbCl6,Cs,Cd,2,Pb,2,Cl
Cs2TlVCl6,Cs,Tl,1,V,3,Cl
Cs2FePbCl6,Cs,Fe,2,Pb,2,Cl
Cs2NaLuCl6,Cs,Na,1,Lu,3,Cl
Cs2PoCl6,Cs,Po,4,Vac,0,Cl
Cs2LiAcCl6,Cs,Li,1,Ac,3,Cl
Cs2PdHgCl6,Cs,Pd,2,Hg,2,Cl
Cs2PdYbCl6,Cs,Pd,2,Yb,2,Cl
Cs2NiPbCl6,Cs,Ni,2,Pb,2,Cl
Cs2ThCl6,Cs,Th,4,Vac,0,Cl
Cs2TiYbCl6,Cs,Ti,2,Yb,2,Cl
Cs2TiHgCl6,Cs,Ti,2,Hg,2,Cl
Cs2HgMoCl6,Cs,Hg,1,Mo,3,Cl
Cs2HgSmCl6,Cs,Hg,1,Sm,3,Cl
Cs2CoSrCl6,Cs,Co,2,Sr,2,Cl
Cs2PdNdCl6,Cs,Pd,2,Nd,2,Cl
Cs2BaPtCl6,Cs,Ba,2,Pt,2,Cl
Cs2AgPuCl6,Cs,Ag,1,Pu,3,Cl
Cs2TiNdCl6,Cs,Ti,2,Nd,2,Cl
Cs2FeSrCl6,Cs,Fe,2,Sr,2,Cl
Cs2NaAuCl6,Cs,Na,1,Au,3,Cl
Cs2DyPtCl6,Cs,Dy,2,Pt,2,Cl
Cs2NiSrCl6,Cs,Ni,2,Sr,2,Cl
Cs2AgTaCl6,Cs,Ag,1,Ta,3,Cl
Cs2AgNbCl6,Cs,Ag,1,Nb,3,Cl
Cs2HgRuCl6,Cs,Hg,1,Ru,3,Cl
Cs2HgIrCl6,Cs,Hg,1,Ir,3,Cl
Cs2CoEuCl6,Cs,Co,2,Eu,2,Cl
Cs2HgCmCl6,Cs,Hg,1,Cm,3,Cl
Cs2AgCeCl6,Cs,Ag,1,Ce,3,Cl
Cs2RbVCl6,Cs,Rb,1,V,3,Cl
Cs2HgPmCl6,Cs,Hg,1,Pm,3,Cl
Cs2CdAmCl6,Cs,Cd,2,Am,2,Cl
Cs2CrNpCl6,Cs,Cr,2,Np,2,Cl
Cs2FeEuCl6,Cs,Fe,2,Eu,2,Cl
Cs2TlRhCl6,Cs,Tl,1,Rh,3,Cl
Cs2HgAmCl6,Cs,Hg,1,Am,3,Cl
Cs2CaTiCl6,Cs,Ca,2,Ti,2,Cl
Cs2HgTiCl6,Cs,Hg,1,Ti,3,Cl
Cs2VDyCl6,Cs,V,2,Dy,2,Cl
Cs2NiEuCl6,Cs,Ni,2,Eu,2,Cl
Cs2CaPdCl6,Cs,Ca,2,Pd,2,Cl
Cs2HgRhCl6,Cs,Hg,1,Rh,3,Cl
Cs2CaEuCl6,Cs,Ca,2,Eu,2,Cl
Cs2CdSmCl6,Cs,Cd,2,Sm,2,Cl
Cs2TlTiCl6,Cs,Tl,1,Ti,3,Cl
Cs2NiRaCl6,Cs,Ni,2,Ra,2,Cl
Cs2DyNpCl6,Cs,Dy,2,Np,2,Cl
Cs2AuInCl6,Cs,Au,1,In,3,Cl
Cs2HgNdCl6,Cs,Hg,1,Nd,3,Cl
Cs2MnNpCl6,Cs,Mn,2,Np,2,Cl
Cs2AgUCl6,Cs,Ag,1,U,3,Cl
Cs2FeRaCl6,Cs,Fe,2,Ra,2,Cl
Cs2CoRaCl6,Cs,Co,2,Ra,2,Cl
Cs2TlIrCl6,Cs,Tl,1,Ir,3,Cl
Cs2TlRuCl6,Cs,Tl,1,Ru,3,Cl
Cs2HgPrCl6,Cs,Hg,1,Pr,3,Cl
Cs2CaSrCl6,Cs,Ca,2,Sr,2,Cl
Cs2KInCl6,Cs,K,1,In,3,Cl
Cs2AgBiCl6,Cs,Ag,1,Bi,3,Cl
Cs2AgLaCl6,Cs,Ag,1,La,3,Cl
Cs2ZnNpCl6,Cs,Zn,2,Np,2,Cl
Cs2AgMoCl6,Cs,Ag,1,Mo,3,Cl
Cs2RbRhCl6,Cs,Rb,1,Rh,3,Cl
Cs2CrDyCl6,Cs,Cr,2,Dy,2,Cl
Cs2EuHgCl6,Cs,Eu,2,Hg,2,Cl
Cs2RbTiCl6,Cs,Rb,1,Ti,3,Cl
Cs2CaPbCl6,Cs,Ca,2,Pb,2,Cl
Cs2HgPuCl6,Cs,Hg,1,Pu,3,Cl
Cs2AgPaCl6,Cs,Ag,1,Pa,3,Cl
Cs2EuYbCl6,Cs,Eu,2,Yb,2,Cl
Cs2TlMoCl6,Cs,Tl,1,Mo,3,Cl
Cs2CuNpCl6,Cs,Cu,2,Np,2,Cl
Cs2AgIrCl6,Cs,Ag,1,Ir,3,Cl
Cs2HgVCl6,Cs,Hg,1,V,3,Cl
Cs2TmPtCl6,Cs,Tm,2,Pt,2,Cl
Cs2GeNpCl6,Cs,Ge,2,Np,2,Cl
Cs2AgRuCl6,Cs,Ag,1,Ru,3,Cl
Cs2MgRaCl6,Cs,Mg,2,Ra,2,Cl
Cs2RbIrCl6,Cs,Rb,1,Ir,3,Cl
Cs2SrHgCl6,Cs,Sr,2,Hg,2,Cl
Cs2EuTmCl6,Cs,Eu,2,Tm,2,Cl
Cs2RbRuCl6,Cs,Rb,1,Ru,3,Cl
Cs2HgCeCl6,Cs,Hg,1,Ce,3,Cl
Cs2SrYbCl6,Cs,Sr,2,Yb,2,Cl
Cs2MnDyCl6,Cs,Mn,2,Dy,2,Cl
Cs2VTmCl6,Cs,V,2,Tm,2,Cl
Cs2MgNpCl6,Cs,Mg,2,Np,2,Cl
Cs2YbPtCl6,Cs,Yb,2,Pt,2,Cl
Cs2PtHgCl6,Cs,Pt,2,Hg,2,Cl
Cs2KPCl6,Cs,K,1,P,3,Cl
Cs2AgTiCl6,Cs,Ag,1,Ti,3,Cl
Cs2NaInCl6,Cs,Na,1,In,3,Cl
Cs2AgRhCl6,Cs,Ag,1,Rh,3,Cl
Cs2RbMoCl6,Cs,Rb,1,Mo,3,Cl
Cs2CaAmCl6,Cs,Ca,2,Am,2,Cl
Cs2SrTmCl6,Cs,Sr,2,Tm,2,Cl
Cs2GeRaCl6,Cs,Ge,2,Ra,2,Cl
Cs2PdBaCl6,Cs,Pd,2,Ba,2,Cl
Cs2CuRaCl6,Cs,Cu,2,Ra,2,Cl
Cs2HgPbCl6,Cs,Hg,2,Pb,2,Cl
Cs2YbPbCl6,Cs,Yb,2,Pb,2,Cl
Cs2TiBaCl6,Cs,Ti,2,Ba,2,Cl
Cs2PdCdCl6,Cs,Pd,2,Cd,2,Cl
Cs2ZnDyCl6,Cs,Zn,2,Dy,2,Cl
Cs2VYbCl6,Cs,V,2,Yb,2,Cl
Cs2AuPCl6,Cs,Au,1,P,3,Cl
Cs2HgGaCl6,Cs,Hg,1,Ga,3,Cl
Cs2TiCdCl6,Cs,Ti,2,Cd,2,Cl
Cs2CuPaCl6,Cs,Cu,1,Pa,3,Cl
Cs2VHgCl6,Cs,V,2,Hg,2,Cl
Cs2HgUCl6,Cs,Hg,1,U,3,Cl
Cs2HgCrCl6,Cs,Hg,1,Cr,3,Cl
Cs2TlNbCl6,Cs,Tl,1,Nb,3,Cl
Cs2CaSmCl6,Cs,Ca,2,Sm,2,Cl
Cs2HgBiCl6,Cs,Hg,1,Bi,3,Cl
Cs2ZnRaCl6,Cs,Zn,2,Ra,2,Cl
Cs2TlTaCl6,Cs,Tl,1,Ta,3,Cl
Cs2TmPbCl6,Cs,Tm,2,Pb,2,Cl
Cs2AuAuCl6,Cs,Au,1,Au,3,Cl
Cs2HgMnCl6,Cs,Hg,1,Mn,3,Cl
Cs2CuLaCl6,Cs,Cu,1,La,3,Cl
Cs2HgLaCl6,Cs,Hg,1,La,3,Cl
Cs2PdAgCl6,Cs,Pd,2,Ag,2,Cl
Cs2BeBaCl6,Cs,Be,2,Ba,2,Cl
Cs2TiAgCl6,Cs,Ti,2,Ag,2,Cl
Cs2PaCl6,Cs,Pa,4,Vac,0,Cl
Cs2CaPtCl6,Cs,Ca,2,Pt,2,Cl
Cs2CuBiCl6,Cs,Cu,1,Bi,3,Cl
Cs2CuDyCl6,Cs,Cu,2,Dy,2,Cl
Cs2GeDyCl6,Cs,Ge,2,Dy,2,Cl
Cs2LiPaCl6,Cs,Li,1,Pa,3,Cl
Cs2PdThCl6,Cs,Pd,1,Th,3,Cl
Cs2CoNpCl6,Cs,Co,2,Np,2,Cl
Cs2FeNpCl6,Cs,Fe,2,Np,2,Cl
Cs2CrTmCl6,Cs,Cr,2,Tm,2,Cl
Cs2CuUCl6,Cs,Cu,1,U,3,Cl
Cs2NaThCl6,Cs,Na,1,Th,3,Cl
Cs2YbAmCl6,Cs,Yb,2,Am,2,Cl
Cs2MnRaCl6,Cs,Mn,2,Ra,2,Cl
Cs2HgPaCl6,Cs,Hg,1,Pa,3,Cl
Cs2KAuCl6,Cs,K,1,Au,3,Cl
Cs2LiLaCl6,Cs,Li,1,La,3,Cl
Cs2AuLuCl6,Cs,Au,1,Lu,3,Cl
Cs2MgDyCl6,Cs,Mg,2,Dy,2,Cl
Cs2NiNpCl6,Cs,Ni,2,Np,2,Cl
Cs2RbBCl6,Cs,Rb,1,B,3,Cl
Cs2LiBiCl6,Cs,Li,1,Bi,3,Cl
Cs2AgVCl6,Cs,Ag,1,V,3,Cl
Cs2CaVCl6,Cs,Ca,2,V,2,Cl
Cs2HgFeCl6,Cs,Hg,1,Fe,3,Cl
Cs2CrHgCl6,Cs,Cr,2,Hg,2,Cl
Cs2CrYbCl6,Cs,Cr,2,Yb,2,Cl
Cs2LiUCl6,Cs,Li,1,U,3,Cl
Cs2AuYbCl6,Cs,Au,1,Yb,3,Cl
Cs2FrPCl6,Cs,Fr,1,P,3,Cl
Cs2RbNbCl6,Cs,Rb,1,Nb,3,Cl
Cs2EuDyCl6,Cs,Eu,2,Dy,2,Cl
Cs2TmAmCl6,Cs,Tm,2,Am,2,Cl
Cs2RbTaCl6,Cs,Rb,1,Ta,3,Cl
Cs2SmYbCl6,Cs,Sm,2,Yb,2,Cl
Cs2SmHgCl6,Cs,Sm,2,Hg,2,Cl
Cs2CdNdCl6,Cs,Cd,2,Nd,2,Cl
Cs2KLuCl6,Cs,K,1,Lu,3,Cl
Cs2CuCeCl6,Cs,Cu,1,Ce,3,Cl
Cs2MnTmCl6,Cs,Mn,2,Tm,2,Cl
Cs2NaPdCl6,Cs,Na,1,Pd,3,Cl
Cs2NaSbCl6,Cs,Na,1,Sb,3,Cl
Cs2UCl6,Cs,U,4,Vac,0,Cl
Cs2CrRaCl6,Cs,Cr,2,Ra,2,Cl
Cs2TlScCl6,Cs,Tl,1,Sc,3,Cl
Cs2KYbCl6,Cs,K,1,Yb,3,Cl
Cs2TlAgCl6,Cs,Tl,1,Ag,3,Cl
Cs2SrDyCl6,Cs,Sr,2,Dy,2,Cl
Cs2SmTmCl6,Cs,Sm,2,Tm,2,Cl
Cs2AuTmCl6,Cs,Au,1,Tm,3,Cl
Cs2AgGaCl6,Cs,Ag,1,Ga,3,Cl
Cs2NaAgCl6,Cs,Na,1,Ag,3,Cl
Cs2LiNpCl6,Cs,Li,1,Np,3,Cl
Cs2MnYbCl6,Cs,Mn,2,Yb,2,Cl
Cs2HgAsCl6,Cs,Hg,1,As,3,Cl
Cs2TlBCl6,Cs,Tl,1,B,3,Cl
Cs2LiCeCl6,Cs,Li,1,Ce,3,Cl
Cs2HgNiCl6,Cs,Hg,1,Ni,3,Cl
Cs2CuPuCl6,Cs,Cu,1,Pu,3,Cl
Cs2MnHgCl6,Cs,Mn,2,Hg,2,Cl
Cs2ZnTmCl6,Cs,Zn,2,Tm,2,Cl
Cs2CoDyCl6,Cs,Co,2,Dy,2,Cl
Cs2HgCoCl6,Cs,Hg,1,Co,3,Cl
Cs2AuTlCl6,Cs,Au,1,Tl,3,Cl
Cs2NaScCl6,Cs,Na,1,Sc,3,Cl
Cs2FeDyCl6,Cs,Fe,2,Dy,2,Cl
Cs2AgCrCl6,Cs,Ag,1,Cr,3,Cl
Cs2CaCrCl6,Cs,Ca,2,Cr,2,Cl
Cs2AgMnCl6,Cs,Ag,1,Mn,3,Cl
Cs2DyPbCl6,Cs,Dy,2,Pb,2,Cl
Cs2TlSbCl6,Cs,Tl,1,Sb,3,Cl
Cs2TlPdCl6,Cs,Tl,1,Pd,3,Cl
Cs2AuErCl6,Cs,Au,1,Er,3,Cl
Cs2KTmCl6,Cs,K,1,Tm,3,Cl
