Cs2AgLuCl6,Cs,Ag,1,Lu,3,Cl
Cs2AuVCl6,Cs,Au,1,V,3,Cl
Cs2NaPrCl6,Cs,Na,1,Pr,3,Cl
Cs2AgDyCl6,Cs,Ag,2,Dy,2,Cl
Cs2MgNdCl6,Cs,Mg,2,Nd,2,Cl
Cs2VSmCl6,Cs,V,2,Sm,2,Cl
Cs2PtAmCl6,Cs,Pt,2,Am,2,Cl
Cs2AgYbCl6,Cs,Ag,1,Yb,3,Cl
Cs2SmPtCl6,Cs,Sm,2,Pt,2,Cl
Cs2KVCl6,Cs,K,1,V,3,Cl
Cs2CaHgCl6,Cs,Ca,2,Hg,2,Cl
Cs2CaYbCl6,Cs,Ca,2,Yb,2,Cl
Cs2NaPuCl6,Cs,Na,1,Pu,3,Cl
Cs2GeNdCl6,Cs,Ge,2,Nd,2,Cl
Cs2CdDyCl6,Cs,Cd,2,Dy,2,Cl
Cs2CuNdCl6,Cs,Cu,2,Nd,2,Cl
Cs2NaNdCl6,Cs,Na,1,Nd,3,Cl
Cs2AgAuCl6,Cs,Ag,1,Au,3,Cl
Cs2KGaCl6,Cs,K,1,Ga,3,Cl
Cs2VAmCl6,Cs,V,2,Am,2,Cl
Cs2PdEuCl6,Cs,Pd,2,Eu,2,Cl
Cs2TiEuCl6,Cs,Ti,2,Eu,2,Cl
Cs2NaNpCl6,Cs,Na,1,Np,3,Cl
Cs2AgTmCl6,Cs,Ag,1,Tm,3,Cl
Cs2ZnNdCl6,Cs,Zn,2,Nd,2,Cl
Cs2NaCeCl6,Cs,Na,1,Ce,3,Cl
Cs2CaTmCl6,Cs,Ca,2,Tm,2,Cl
Cs2NaAmCl6,Cs,Na,1,Am,3,Cl
Cs2KCrCl6,Cs,K,1,Cr,3,Cl
Cs2KMnCl6,Cs,K,1,Mn,3,Cl
Cs2AgTlCl6,Cs,Ag,1,Tl,3,Cl
Cs2AuRhCl6,Cs,Au,1,Rh,3,Cl
Cs2TlAlCl6,Cs,Tl,1,Al,3,Cl
Cs2PtPbCl6,Cs,Pt,2,Pb,2,Cl
Cs2HgInCl6,Cs,Hg,1,In,3,Cl
Cs2NaCmCl6,Cs,Na,1,Cm,3,Cl
Cs2AuGaCl6,Cs,Au,1,Ga,3,Cl
Cs2NaPmCl6,Cs,Na,1,Pm,3,Cl
Cs2CoNdCl6,Cs,Co,2,Nd,2,Cl
Cs2YbHgCl6,Cs,Yb,2,Hg,2,Cl
Cs2NiBaCl6,Cs,Ni,2,Ba,2,Cl
Cs2SrPdCl6,Cs,Sr,2,Pd,2,Cl
Cs2AuTiCl6,Cs,Au,1,Ti,3,Cl
Cs2TlCuCl6,Cs,Tl,1,Cu,3,Cl
Cs2TiSrCl6,Cs,Ti,2,Sr,2,Cl
Cs2HgAuCl6,Cs,Hg,1,Au,3,Cl
Cs2AgErCl6,Cs,Ag,1,Er,3,Cl
Cs2MnNdCl6,Cs,Mn,2,Nd,2,Cl
