comp,spin,VBM,CBM,bandgap,VBMtotcontr.A,VBMorbital.A,VBMorbchar.A,VBMorborder.A,VBMorbcontr.A,CBMtotcontr.A,CBMorbital.A,CBMorbchar.A,CBMorborder.A,CBMorbcontr.A,VBMtotcontr.B1,VBMorbital.B1,VBMorbchar.B1,VBMorborder.B1,VBMorbcontr.B1,CBMtotcontr.B1,CBMorbital.B1,CBMorbchar.B1,CBMorborder.B1,CBMorbcontr.B1,VBMtotcontr.B2,VBMorbital.B2,VBMorbchar.B2,VBMorborder.B2,VBMorbcontr.B2,CBMtotcontr.B2,CBMorbital.B2,CBMorbchar.B2,CBMorborder.B2,CBMorbcontr.B2,VBMtotcontr.X,VBMorbital.X,VBMorbchar.X,VBMorborder.X,VBMorbcontr.X,CBMtotcontr.X,CBMorbital.X,CBMorbchar.X,CBMorborder.X,CBMorbcontr.X,spin_vbm,spin_cbm,spin_forbidden,cond_type
1609_CsTiVCl,1,-2.08536,0.02917,2.11453,0.0,,,,0.0,0.0,,,,0.0,0.8925578755140978,3d,d,3.0,0.8919600439386886,0.8485181066025309,3d,d,3.0,0.8475451586271581,0.0125842124777563,3d,d,3.0,0.0119482462622766,0.1159802837588521,3d,d,3.0,0.1150582221838652,0.0944500244812723,3p,p,3.0,0.0934639924780698,0.0353880311929563,3p,p,3.0,0.0347879787596093,,,,semiconductor
1609_CsTiVCl,-1,-3.29575,0.6854,3.98115,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.1360432178671592,3d,d,3.0,0.1215748784723729,0.8638324400878186,3d,d,3.0,0.8633198983958039,0.7625238936522274,3d,d,3.0,0.7611230426380179,0.1273294725812798,3p,p,3.0,0.1270450566632243,0.1012070907317516,3p,p,3.0,0.0670655661325926,,,,semiconductor
1609_CsTiVCl,combined,-2.08536,0.02917,2.11453,0.0,,,,0.0,0.0,,,,0.0,0.8925578755140978,3d,d,3.0,0.8919600439386886,0.8485181066025309,3d,d,3.0,0.8475451586271581,0.0125842124777563,3d,d,3.0,0.0119482462622766,0.1159802837588521,3d,d,3.0,0.1150582221838652,0.0944500244812723,3p,p,3.0,0.0934639924780698,0.0353880311929563,3p,p,3.0,0.0347879787596093,1.0,1.0,False,semiconductor
1610_CsTlYbCl,1,-2.16628,3.00407,5.17035,0.0,,,,0.0,0.0,,,,0.0,0.4235847380155463,6s,s,6.0,0.4194657588345998,0.6773367428941626,6p,p,6.0,0.676354259594343,0.0,,,,0.0,0.1387037082773675,6s,s,6.0,0.1371774666098165,0.5686513977729745,3p,p,3.0,0.5458717169012798,0.174399063546857,3s,s,3.0,0.11764409732447,,,,insulator
1610_CsTlYbCl,-1,-2.15431,0.01197,2.16628,0.0,,,,0.0,0.0,,,,0.0,0.4228444337020381,6s,s,6.0,0.4190434240571948,0.0,,,,0.0,0.0175223576330803,4f,f,4.0,0.0122554865779994,0.9666902962571374,4f,f,4.0,0.9665362630833946,0.5594158869587894,3p,p,3.0,0.5363690525409679,0.0281532427812957,3p,p,3.0,0.0270490391597328,,,,semiconductor
1610_CsTlYbCl,combined,-2.15431,0.01197,2.16628,0.0,,,,0.0,0.0,,,,0.0,0.4228444337020381,6s,s,6.0,0.4190434240571948,0.0,,,,0.0,0.0175223576330803,4f,f,4.0,0.0122554865779994,0.9666902962571374,4f,f,4.0,0.9665362630833946,0.5594158869587894,3p,p,3.0,0.5363690525409679,0.0281532427812957,3p,p,3.0,0.0270490391597328,-1.0,-1.0,False,semiconductor
1611_CsCoCdCl,1,-3.35945,0.06411,3.42356,0.0,,,,0.0,0.0,,,,0.0,0.1463320201954514,3d,d,3.0,0.1448232757847433,0.1520194416805069,4s,s,4.0,0.150880165121122,0.028274557005171,4d,d,4.0,0.0259359681303846,0.5493680344150295,5s,s,5.0,0.5493680344150295,0.8242903505388592,3p,p,3.0,0.8206947316018677,0.2900346591602644,3s,s,3.0,0.1765360814064887,,,,semiconductor
1611_CsCoCdCl,-1,-3.80182,0.12822,3.93004,0.0,,,,0.0,0.0,,,,0.0,0.3468008324526867,3d,d,3.0,0.3464883465359349,0.8032317690655771,3d,d,3.0,0.795904981078096,0.0,,,,0.0,0.1191671267668347,5s,s,5.0,0.1189814483607418,0.64186316022587,3p,p,3.0,0.641282012079621,0.0766986980120942,3p,p,3.0,0.0464420831733677,,,,semiconductor
1611_CsCoCdCl,combined,-3.35945,0.06411,3.42356,0.0,,,,0.0,0.0,,,,0.0,0.1463320201954514,3d,d,3.0,0.1448232757847433,0.1520194416805069,4s,s,4.0,0.150880165121122,0.028274557005171,4d,d,4.0,0.0259359681303846,0.5493680344150295,5s,s,5.0,0.5493680344150295,0.8242903505388592,3p,p,3.0,0.8206947316018677,0.2900346591602644,3s,s,3.0,0.1765360814064887,1.0,1.0,False,semiconductor
1612_CsAuPuCl,1,-3.37062,0.30546,3.67608,0.0,,,,0.0,0.0,,,,0.0,0.5773425940174308,5d,d,5.0,0.5762539589201242,0.5506486907878186,6s,s,6.0,0.5501360312095528,0.0454506328249687,6d,d,6.0,0.021535150580714,0.2116964424331031,6d,d,6.0,0.1023791555521239,0.3771147021732806,3p,p,3.0,0.3556253226817721,0.2313016239893134,3s,s,3.0,0.1464712001547526,,,,semiconductor
1612_CsAuPuCl,-1,-2.67543,0.01053,2.68596,0.0,,,,0.0,0.0,,,,0.0,0.162926813601737,5d,d,5.0,0.1576250034979761,0.074714085658676,6s,s,6.0,0.0718948111192725,0.5740289234510577,5f,f,5.0,0.562250101337992,0.8589964435650901,5f,f,5.0,0.8321572694264141,0.2628923002372247,3p,p,3.0,0.2556446117647947,0.0654578336543948,3p,p,3.0,0.0399610385863965,,,,semiconductor
1612_CsAuPuCl,combined,-2.67543,0.01053,2.68596,0.0,,,,0.0,0.0,,,,0.0,0.162926813601737,5d,d,5.0,0.1576250034979761,0.074714085658676,6s,s,6.0,0.0718948111192725,0.5740289234510577,5f,f,5.0,0.562250101337992,0.8589964435650901,5f,f,5.0,0.8321572694264141,0.2628923002372247,3p,p,3.0,0.2556446117647947,0.0654578336543948,3p,p,3.0,0.0399610385863965,-1.0,-1.0,False,semiconductor
1613_CsSrPbCl,1,-5.28293,0.00787,5.2908,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.093307204763853,5s,s,5.0,0.0925453013172758,0.2420161735732847,6s,s,6.0,0.2399023250084156,0.6919398211368359,6p,p,6.0,0.6911608698129135,0.7480307778922539,3p,p,3.0,0.7339691245516861,0.2107575127190112,3p,p,3.0,0.1183379484886517,,,,insulator
1613_CsSrPbCl,-1,-5.28293,0.00787,5.2908,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0934215116676365,5s,s,5.0,0.0926600456189087,0.2420126377688045,6s,s,6.0,0.2398962177097678,0.6918254253125241,6p,p,6.0,0.6910464799278959,0.7480302153779048,3p,p,3.0,0.7339693656292643,0.2107538916698376,3p,p,3.0,0.1183057560244365,,,,insulator
1613_CsSrPbCl,combined,-5.28293,0.00787,5.2908,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.093307204763853,5s,s,5.0,0.0925453013172758,0.2420161735732847,6s,s,6.0,0.2399023250084156,0.6919398211368359,6p,p,6.0,0.6911608698129135,0.7480307778922539,3p,p,3.0,0.7339691245516861,0.2107575127190112,3p,p,3.0,0.1183379484886517,1.0,1.0,False,insulator
1614_CsKPrCl,1,-5.40947,1.09221,6.50168,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0129251093602106,4s,s,4.0,0.0127852281911825,0.0100495717096043,4f,f,4.0,0.0068183879276911,0.9684335979176816,4f,f,4.0,0.9483930264902122,0.9871248060448184,3p,p,3.0,0.9869885536172052,0.0180446911096268,3p,p,3.0,0.0122274700503736,,,,insulator
1614_CsKPrCl,-1,-4.85046,0.0086,4.85906,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.8449245534199472,4f,f,4.0,0.8445019000053363,0.9803546390494776,4f,f,4.0,0.9799199611252364,0.1545899692119626,3p,p,3.0,0.1544560651797012,0.0193175249852372,3p,p,3.0,0.0183678441651977,,,,insulator
1614_CsKPrCl,combined,-4.85046,0.0086,4.85906,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.8449245534199472,4f,f,4.0,0.8445019000053363,0.9803546390494776,4f,f,4.0,0.9799199611252364,0.1545899692119626,3p,p,3.0,0.1544560651797012,0.0193175249852372,3p,p,3.0,0.0183678441651977,-1.0,-1.0,False,insulator
1616_CsRbAuCl,1,-1.41416,3.51911,4.93327,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.2723176892154284,5d,d,5.0,0.2719568490711315,0.695433082218938,6s,s,6.0,0.6953513799276695,0.7194649047605548,3p,p,3.0,0.7069962713619548,0.2967162887935695,3s,s,3.0,0.1543091951122805,,,,insulator
1616_CsRbAuCl,-1,-2.69147,0.00652,2.69799,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0525543000200487,5d,d,5.0,0.0523868543111886,0.3856890354683465,5d,d,5.0,0.384993626993692,0.9424619099862854,3p,p,3.0,0.9422661774042792,0.6090406674518697,3p,p,3.0,0.5915088048187466,,,,semiconductor
1616_CsRbAuCl,combined,-1.41416,0.00652,1.4206800000000002,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.2723176892154284,5d,d,5.0,0.2719568490711315,0.3856890354683465,5d,d,5.0,0.384993626993692,0.7194649047605548,3p,p,3.0,0.7069962713619548,0.6090406674518697,3p,p,3.0,0.5915088048187466,1.0,-1.0,True,semiconductor
1615_CsBaHgCl,1,-4.26989,0.026,4.29589,0.0,,,,0.0,0.0,,,,0.0,0.0254559553150867,5p,p,5.0,0.0186687833461806,0.0311965602635138,6s,s,6.0,0.0252685685034207,0.1277370013482832,5d,d,5.0,0.1265343436445078,0.5917273929591994,6s,s,6.0,0.591559378302303,0.8465809057054108,3p,p,3.0,0.8416547863140537,0.3744135577964568,3p,p,3.0,0.2796039735717123,,,,insulator
1615_CsBaHgCl,-1,-4.26989,0.026,4.29589,0.0,,,,0.0,0.0,,,,0.0,0.0254558453259665,5p,p,5.0,0.0186687833461806,0.0311956407803169,6s,s,6.0,0.0252675654308422,0.127736891359163,5d,d,5.0,0.1265342703184277,0.5917287303893042,6s,s,6.0,0.5915607157324076,0.8465806124010903,3p,p,3.0,0.8416547496510137,0.3744134742070752,3p,p,3.0,0.2796048930549093,,,,insulator
1615_CsBaHgCl,combined,-4.26989,0.026,4.29589,0.0,,,,0.0,0.0,,,,0.0,0.0254559553150867,5p,p,5.0,0.0186687833461806,0.0311965602635138,6s,s,6.0,0.0252685685034207,0.1277370013482832,5d,d,5.0,0.1265343436445078,0.5917273929591994,6s,s,6.0,0.591559378302303,0.8465809057054108,3p,p,3.0,0.8416547863140537,0.3744135577964568,3p,p,3.0,0.2796039735717123,1.0,1.0,False,insulator
1617_CsBaYbCl,1,-2.09505,0.03809,2.13314,0.0,,,,0.0,0.0203795687156481,5s,s,5.0,0.0175732938851271,0.0,,,,0.0,0.442407222549621,6s,s,6.0,0.4375884477692119,0.9918551607103224,4f,f,4.0,0.9916962094988212,0.3192598650582703,6s,s,6.0,0.3137274946781002,0.0,,,,0.0,0.2179092450719809,3s,s,3.0,0.168252211945911,,,,semiconductor
1617_CsBaYbCl,-1,-2.09505,0.03809,2.13314,0.0,,,,0.0,0.0203803013141144,5s,s,5.0,0.0175656305443902,0.0,,,,0.0,0.4306245802552048,6s,s,6.0,0.4258071629762537,0.9918653005049418,4f,f,4.0,0.9917039912389098,0.3294147128695007,6s,s,6.0,0.3239657989434961,0.0,,,,0.0,0.2195363010334493,3s,s,3.0,0.1705722562473061,,,,semiconductor
1617_CsBaYbCl,combined,-2.09505,0.03809,2.13314,0.0,,,,0.0,0.0203795687156481,5s,s,5.0,0.0175732938851271,0.0,,,,0.0,0.442407222549621,6s,s,6.0,0.4375884477692119,0.9918551607103224,4f,f,4.0,0.9916962094988212,0.3192598650582703,6s,s,6.0,0.3137274946781002,0.0,,,,0.0,0.2179092450719809,3s,s,3.0,0.168252211945911,1.0,1.0,False,semiconductor
1618_CsLiTlCl,1,-0.01044,2.95381,2.96425,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0148021900244872,2s,s,2.0,0.0143642393624089,0.0106963385015387,5d,d,5.0,0.0078931466332393,0.4812657452076265,6s,s,6.0,0.478774985559831,0.9832632677467906,3p,p,3.0,0.9822320518669756,0.502256191646125,3p,p,3.0,0.4306966805238052,,,,semiconductor
1618_CsLiTlCl,-1,-0.01044,2.95381,2.96425,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0148035459088899,2s,s,2.0,0.0143655952468116,0.0106963174494425,5d,d,5.0,0.0078931255811431,0.4812725246296401,6s,s,6.0,0.478774985559831,0.9832633098509832,3p,p,3.0,0.9822320939711682,0.5022589034149304,3p,p,3.0,0.4307007481770133,,,,semiconductor
1618_CsLiTlCl,combined,-0.01044,2.95381,2.96425,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0148021900244872,2s,s,2.0,0.0143642393624089,0.0106963385015387,5d,d,5.0,0.0078931466332393,0.4812657452076265,6s,s,6.0,0.478774985559831,0.9832632677467906,3p,p,3.0,0.9822320518669756,0.502256191646125,3p,p,3.0,0.4306966805238052,1.0,1.0,False,semiconductor
1619_CsFeCdCl,1,-3.11674,0.06309,3.17983,0.0,,,,0.0,0.0,,,,0.0,0.2297546523444119,3d,d,3.0,0.2288011242086218,0.1513892766209348,4s,s,4.0,0.1499228086225627,0.0260767947824471,4d,d,4.0,0.0237610669245817,0.5508470870765827,5s,s,5.0,0.5508470870765827,0.7436080589756742,3p,p,3.0,0.7391084704479797,0.2891969069633686,3s,s,3.0,0.1748796722645831,,,,semiconductor
1619_CsFeCdCl,-1,-2.66248,0.39748,3.05996,0.0,,,,0.0,0.0,,,,0.0,0.8670027863247936,3d,d,3.0,0.8662819620879887,0.5269445673256882,3d,d,3.0,0.5040584515018788,0.0,,,,0.0,0.3271137383391101,5s,s,5.0,0.3268831213024223,0.130937769934481,3p,p,3.0,0.1307060967093127,0.1436454408898006,3s,s,3.0,0.0768055845879373,,,,semiconductor
1619_CsFeCdCl,combined,-2.66248,0.06309,2.72557,0.0,,,,0.0,0.0,,,,0.0,0.8670027863247936,3d,d,3.0,0.8662819620879887,0.1513892766209348,4s,s,4.0,0.1499228086225627,0.0,,,,0.0,0.5508470870765827,5s,s,5.0,0.5508470870765827,0.130937769934481,3p,p,3.0,0.1307060967093127,0.2891969069633686,3s,s,3.0,0.1748796722645831,-1.0,1.0,True,semiconductor
1620_CsBePbCl,1,-0.00566,4.14074,4.1464,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.1687643711309854,2s,s,2.0,0.1687643711309854,0.1846469482140954,6s,s,6.0,0.1817606294359898,0.6165004823109027,6p,p,6.0,0.6137890670061834,0.8079485724876946,3p,p,3.0,0.799676675587902,0.2095113266982262,3s,s,3.0,0.1259191685144046,,,,insulator
1620_CsBePbCl,-1,-0.00566,4.14074,4.1464,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.1687647751041953,2s,s,2.0,0.1687647751041953,0.1846481991468221,6s,s,6.0,0.1817612549023532,0.616499370001305,6p,p,6.0,0.6137880118792474,0.8079490937096641,3p,p,3.0,0.7996770925654775,0.2095154006443509,3s,s,3.0,0.1259214668622951,,,,insulator
1620_CsBePbCl,combined,-0.00566,4.14074,4.1464,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.1687643711309854,2s,s,2.0,0.1687643711309854,0.1846469482140954,6s,s,6.0,0.1817606294359898,0.6165004823109027,6p,p,6.0,0.6137890670061834,0.8079485724876946,3p,p,3.0,0.799676675587902,0.2095113266982262,3s,s,3.0,0.1259191685144046,1.0,1.0,False,insulator
1621_CsAuBCl,1,-0.00572,0.25759,0.26331,0.0,,,,0.0,0.0,,,,0.0,0.393344437866119,5d,d,5.0,0.3925961647037637,0.2667373420846129,6s,s,6.0,0.2631827842996637,0.0374615384489681,2p,p,2.0,0.0350938315589558,0.381818748733299,2s,s,2.0,0.3116941833091686,0.5678597475611671,3p,p,3.0,0.5555288464288217,0.3445842362637648,3p,p,3.0,0.1834910538432357,,,,semiconductor
1621_CsAuBCl,-1,-0.00572,0.25759,0.26331,0.0,,,,0.0,0.0,,,,0.0,0.3933402603481135,5d,d,5.0,0.3925960257151532,0.2667529322503364,6s,s,6.0,0.2631983744653872,0.0374671639561643,2p,p,2.0,0.0351002886401424,0.3818135520113912,2s,s,2.0,0.3116889865872607,0.5678513517974558,3p,p,3.0,0.5555217993416611,0.344579039541857,3p,p,3.0,0.1834754636775122,,,,semiconductor
1621_CsAuBCl,combined,-0.00572,0.25759,0.26331,0.0,,,,0.0,0.0,,,,0.0,0.393344437866119,5d,d,5.0,0.3925961647037637,0.2667373420846129,6s,s,6.0,0.2631827842996637,0.0374615384489681,2p,p,2.0,0.0350938315589558,0.381818748733299,2s,s,2.0,0.3116941833091686,0.5678597475611671,3p,p,3.0,0.5555288464288217,0.3445842362637648,3p,p,3.0,0.1834910538432357,1.0,1.0,False,semiconductor
1622_CsLiTmCl,1,-4.07503,0.01231,4.08734,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.9802440333585302,4f,f,4.0,0.979909906360724,0.9857247218634836,3p,p,3.0,0.9852645215719492,0.0194020185505733,3p,p,3.0,0.0186505405864581,,,,insulator
1622_CsLiTmCl,-1,-4.07503,2.6223,6.69733,0.0,,,,0.0,0.015686363992751,5p,p,5.0,0.0079675666568817,0.0,,,,0.0,0.3715545663496087,2s,s,2.0,0.3714615780930648,0.0,,,,0.0,0.3495185798943263,6s,s,6.0,0.3398313309690526,0.9897872727210714,3p,p,3.0,0.9892434727642324,0.2632393745904957,3s,s,3.0,0.1629117368164698,,,,insulator
1622_CsLiTmCl,combined,-4.07503,0.01231,4.08734,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.9802440333585302,4f,f,4.0,0.979909906360724,0.9857247218634836,3p,p,3.0,0.9852645215719492,0.0194020185505733,3p,p,3.0,0.0186505405864581,1.0,1.0,False,insulator
1623_CsNaGaCl,1,-4.31687,0.03748,4.35435,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0558420529846379,3s,s,3.0,0.0557227323586024,0.0,,,,0.0,0.5297595061382088,4s,s,4.0,0.5206346182629638,0.991247554500818,3p,p,3.0,0.9906922050253824,0.4116048728868998,3p,p,3.0,0.3124682727502043,,,,insulator
1623_CsNaGaCl,-1,-4.31687,0.03748,4.35435,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0558420529846379,3s,s,3.0,0.0557227323586024,0.0,,,,0.0,0.5297563661217342,4s,s,4.0,0.5206346182629638,0.9912476049031302,3p,p,3.0,0.9906919866153636,0.4115975461817923,3p,p,3.0,0.3124640860615715,,,,insulator
1623_CsNaGaCl,combined,-4.31687,0.03748,4.35435,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0558420529846379,3s,s,3.0,0.0557227323586024,0.0,,,,0.0,0.5297595061382088,4s,s,4.0,0.5206346182629638,0.991247554500818,3p,p,3.0,0.9906922050253824,0.4116048728868998,3p,p,3.0,0.3124682727502043,1.0,1.0,False,insulator
1624_CsNiCdCl,1,-2.86187,0.63742,3.49929,0.0,,,,0.0,0.0,,,,0.0,0.096008306267134,3d,d,3.0,0.0953467607133285,0.1578181930107381,4s,s,4.0,0.1568948071085324,0.0219111054456652,4d,d,4.0,0.0216317432720764,0.5434626201844464,5s,s,5.0,0.5434626201844464,0.8784278005121036,3p,p,3.0,0.8765896665038665,0.2902432737108186,3s,s,3.0,0.1774286011088325,,,,semiconductor
1624_CsNiCdCl,-1,-3.34319,0.01301,3.3562,0.0108733139470592,5p,p,5.0,0.0108695723942828,0.0,,,,0.0,0.0296331137104736,3d,d,3.0,0.0294766287678812,0.7178483628319583,3d,d,3.0,0.7143588878871483,0.0,,,,0.0,0.1654312493362527,5s,s,5.0,0.1647478720543741,0.9543358732817192,3p,p,3.0,0.953835417016651,0.1159473340518751,3p,p,3.0,0.0683541100363112,,,,semiconductor
1624_CsNiCdCl,combined,-2.86187,0.01301,2.87488,0.0,,,,0.0,0.0,,,,0.0,0.096008306267134,3d,d,3.0,0.0953467607133285,0.7178483628319583,3d,d,3.0,0.7143588878871483,0.0219111054456652,4d,d,4.0,0.0216317432720764,0.1654312493362527,5s,s,5.0,0.1647478720543741,0.8784278005121036,3p,p,3.0,0.8765896665038665,0.1159473340518751,3p,p,3.0,0.0683541100363112,1.0,-1.0,True,semiconductor
1625_CsFrCoCl,1,-3.69439,0.00587,3.70026,0.0,,,,0.0,0.0,,,,0.0,0.010188207871578,6p,p,6.0,0.0100460009095813,0.0178706507016607,7s,s,7.0,0.011011921245971,0.1110792792684068,3d,d,3.0,0.1109582992071849,0.6222039747745498,3d,d,3.0,0.6220865942382455,0.8757580410619337,3p,p,3.0,0.8753542500701872,0.3595750830459218,3p,p,3.0,0.338068689903412,,,,semiconductor
1625_CsFrCoCl,-1,-3.69439,0.00587,3.70026,0.0,,,,0.0,0.0,,,,0.0,0.010189818961721,6p,p,6.0,0.0100460608070448,0.0178706286818357,7s,s,7.0,0.0110120726092743,0.1110811093106173,3d,d,3.0,0.1109573935748068,0.6222037607129973,3d,d,3.0,0.6220866444329769,0.8757545746080829,3p,p,3.0,0.8753501833273825,0.3595758475923676,3p,p,3.0,0.338069122568824,,,,semiconductor
1625_CsFrCoCl,combined,-3.69439,0.00587,3.70026,0.0,,,,0.0,0.0,,,,0.0,0.010188207871578,6p,p,6.0,0.0100460009095813,0.0178706507016607,7s,s,7.0,0.011011921245971,0.1110792792684068,3d,d,3.0,0.1109582992071849,0.6222039747745498,3d,d,3.0,0.6220865942382455,0.8757580410619337,3p,p,3.0,0.8753542500701872,0.3595750830459218,3p,p,3.0,0.338068689903412,1.0,1.0,False,semiconductor
1628_CsNaCrCl,1,-3.81643,0.0104,3.82683,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0325061694779231,3s,s,3.0,0.0323715731093882,0.1643302650292813,3d,d,3.0,0.1641228304738165,0.637397268519182,3d,d,3.0,0.6373543902893422,0.8266913145369151,3p,p,3.0,0.8262772870674219,0.3293242952750828,3p,p,3.0,0.2821255678642572,,,,semiconductor
1628_CsNaCrCl,-1,-3.76444,1.62224,5.38668,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0102018447764189,3s,s,3.0,0.0101908319520296,0.0,,,,0.0,0.8992513995315106,3d,d,3.0,0.8958068924820943,0.9907297622010988,3p,p,3.0,0.9902675347260872,0.0901644107239123,3p,p,3.0,0.0808271771197321,,,,insulator
1628_CsNaCrCl,combined,-3.76444,0.0104,3.77484,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0325061694779231,3s,s,3.0,0.0323715731093882,0.0,,,,0.0,0.637397268519182,3d,d,3.0,0.6373543902893422,0.9907297622010988,3p,p,3.0,0.9902675347260872,0.3293242952750828,3p,p,3.0,0.2821255678642572,-1.0,1.0,True,semiconductor
1629_CsEuAmCl,1,-6.65285,0.19992,6.85277,0.0,,,,0.0,0.0191737598409472,5s,s,5.0,0.0151153398954441,0.0,,,,0.0,0.6272266945955784,6s,s,6.0,0.5964812234283332,0.0173607149355373,6p,p,6.0,0.0062037629645209,0.1442259046570868,7s,s,7.0,0.1144434483921645,0.9718700394020672,3p,p,3.0,0.9711266166255204,0.209313729841036,3s,s,3.0,0.1748271454818181,,,,insulator
1629_CsEuAmCl,-1,-2.07693,0.02221,2.09914,0.0,,,,0.0,0.0,,,,0.0,0.0355980778737891,4f,f,4.0,0.035030054919569,0.0424204178188027,6s,s,6.0,0.0396406029759962,0.9404010959225442,5f,f,5.0,0.9368695798035916,0.8721418701699081,6d,d,6.0,0.8476314823845357,0.0239770739589051,3p,p,3.0,0.0232228568882668,0.0828808912499258,3p,p,3.0,0.0663486174634009,,,,semiconductor
1629_CsEuAmCl,combined,-2.07693,0.02221,2.09914,0.0,,,,0.0,0.0,,,,0.0,0.0355980778737891,4f,f,4.0,0.035030054919569,0.0424204178188027,6s,s,6.0,0.0396406029759962,0.9404010959225442,5f,f,5.0,0.9368695798035916,0.8721418701699081,6d,d,6.0,0.8476314823845357,0.0239770739589051,3p,p,3.0,0.0232228568882668,0.0828808912499258,3p,p,3.0,0.0663486174634009,-1.0,-1.0,False,semiconductor
1630_CsFrAsCl,1,-0.0058,4.11146,4.11726,0.0,,,,0.0,0.0,,,,0.0,0.0375183136619432,6p,p,6.0,0.0304760166278076,0.0627106987247665,7s,s,7.0,0.0597852450873646,0.2124085258441467,4s,s,4.0,0.2099245703979901,0.5974699529586075,4p,p,4.0,0.5966991060398249,0.7499302820067082,3p,p,3.0,0.7434125985283397,0.3381335997680247,3p,p,3.0,0.2715046219745392,,,,insulator
1630_CsFrAsCl,-1,-0.0058,4.11146,4.11726,0.0,,,,0.0,0.0,,,,0.0,0.0375183136619432,6p,p,6.0,0.0304760166278076,0.0627026704867774,7s,s,7.0,0.0597771714920988,0.2124084669979823,4s,s,4.0,0.2099245703979901,0.5974768472646772,4p,p,4.0,0.5967060003458946,0.7499298700835573,3p,p,3.0,0.7434120689128599,0.3381352326299886,3p,p,3.0,0.2715064362656101,,,,insulator
1630_CsFrAsCl,combined,-0.0058,4.11146,4.11726,0.0,,,,0.0,0.0,,,,0.0,0.0375183136619432,6p,p,6.0,0.0304760166278076,0.0627106987247665,7s,s,7.0,0.0597852450873646,0.2124085258441467,4s,s,4.0,0.2099245703979901,0.5974699529586075,4p,p,4.0,0.5966991060398249,0.7499302820067082,3p,p,3.0,0.7434125985283397,0.3381335997680247,3p,p,3.0,0.2715046219745392,1.0,1.0,False,insulator
1631_CsFrNiCl,1,-0.36904,0.01172,0.38076,0.0,,,,0.0,0.0,,,,0.0,0.0429725545115377,6p,p,6.0,0.035347415964307,0.0299208283181787,6p,p,6.0,0.0220853975837073,0.183832592174388,3d,d,3.0,0.1836174544459149,0.3412061384397786,3d,d,3.0,0.3411071419325504,0.772747530590373,3p,p,3.0,0.7652195431332508,0.6285211064321232,3p,p,3.0,0.616471244279746,,,,semiconductor
1631_CsFrNiCl,-1,-1.27698,1.61673,2.89371,0.0,,,,0.0,0.0,,,,0.0,0.0135584660098613,6p,p,6.0,0.0131501016801192,0.016642912694825,7s,s,7.0,0.0084850620603389,0.0,,,,0.0,0.6331650043572542,3d,d,3.0,0.6330509548323462,0.9771496486029952,3p,p,3.0,0.976815007154282,0.3499151892117936,3p,p,3.0,0.3336894622983726,,,,semiconductor
1631_CsFrNiCl,combined,-0.36904,0.01172,0.38076,0.0,,,,0.0,0.0,,,,0.0,0.0429725545115377,6p,p,6.0,0.035347415964307,0.0299208283181787,6p,p,6.0,0.0220853975837073,0.183832592174388,3d,d,3.0,0.1836174544459149,0.3412061384397786,3d,d,3.0,0.3411071419325504,0.772747530590373,3p,p,3.0,0.7652195431332508,0.6285211064321232,3p,p,3.0,0.616471244279746,1.0,1.0,False,semiconductor
