comp,spin,VBM,CBM,bandgap,VBMtotcontr.A,VBMorbital.A,VBMorbchar.A,VBMorborder.A,VBMorbcontr.A,CBMtotcontr.A,CBMorbital.A,CBMorbchar.A,CBMorborder.A,CBMorbcontr.A,VBMtotcontr.B1,VBMorbital.B1,VBMorbchar.B1,VBMorborder.B1,VBMorbcontr.B1,CBMtotcontr.B1,CBMorbital.B1,CBMorbchar.B1,CBMorborder.B1,CBMorbcontr.B1,VBMtotcontr.B2,VBMorbital.B2,VBMorbchar.B2,VBMorborder.B2,VBMorbcontr.B2,CBMtotcontr.B2,CBMorbital.B2,CBMorbchar.B2,CBMorborder.B2,CBMorbcontr.B2,VBMtotcontr.X,VBMorbital.X,VBMorbchar.X,VBMorborder.X,VBMorbcontr.X,CBMtotcontr.X,CBMorbital.X,CBMorbchar.X,CBMorborder.X,CBMorbcontr.X,spin_vbm,spin_cbm,spin_forbidden,cond_type
1000_CsAgLuCl,1,-5.28413,0.04915,5.33328,0.0,,,,0.0,0.0137313921929794,5s,s,5.0,0.010576026088588,0.4897923265193758,4d,d,4.0,0.4888377654884069,0.5036614403162766,5s,s,5.0,0.5029611287436939,0.0361060648857752,5d,d,5.0,0.023741363068704,0.2562902513986411,5d,d,5.0,0.1276179100059989,0.4738414432188529,3p,p,3.0,0.4570596652620078,0.226232350166357,3s,s,3.0,0.1719912368559446,,,,insulator
1000_CsAgLuCl,-1,-5.28413,0.04915,5.33328,0.0,,,,0.0,0.0137348403945991,5s,s,5.0,0.0105786819205515,0.4897891117937848,4d,d,4.0,0.4888344298625312,0.5036531080495258,5s,s,5.0,0.502952620616006,0.0360895006424172,5d,d,5.0,0.0237248066959079,0.2562832401112321,5d,d,5.0,0.1276155936432748,0.4738622841919485,3p,p,3.0,0.4570840862136001,0.226149063725853,3s,s,3.0,0.1719075462321706,,,,insulator
1000_CsAgLuCl,combined,-5.28413,0.04915,5.33328,0.0,,,,0.0,0.0137313921929794,5s,s,5.0,0.010576026088588,0.4897923265193758,4d,d,4.0,0.4888377654884069,0.5036614403162766,5s,s,5.0,0.5029611287436939,0.0361060648857752,5d,d,5.0,0.023741363068704,0.2562902513986411,5d,d,5.0,0.1276179100059989,0.4738414432188529,3p,p,3.0,0.4570596652620078,0.226232350166357,3s,s,3.0,0.1719912368559446,1.0,1.0,False,insulator
1001_CsAuVCl,1,-2.31513,0.77171,3.08684,0.0,,,,0.0,0.0,,,,0.0,0.5350030467033562,5d,d,5.0,0.53397385601017,0.1787055333234168,6s,s,6.0,0.1761560157830949,0.0594414823076713,3d,d,3.0,0.0544219174442563,0.7018396002474556,3d,d,3.0,0.6987848076726676,0.4048459419802511,3p,p,3.0,0.3851365158352464,0.1176224268998836,3p,p,3.0,0.069146209288508,,,,semiconductor
1001_CsAuVCl,-1,-2.28487,0.01513,2.3000000000000003,0.0,,,,0.0,0.0,,,,0.0,0.3981844887477702,5d,d,5.0,0.3973208582898932,0.0399656692427083,6s,s,6.0,0.0366508750651772,0.2190183686415266,3d,d,3.0,0.214542136260204,0.8502202299292809,3d,d,3.0,0.8487438274295973,0.3810563899061455,3p,p,3.0,0.3669078707352495,0.1088661284370945,3p,p,3.0,0.0958645514820453,,,,semiconductor
1001_CsAuVCl,combined,-2.28487,0.01513,2.3000000000000003,0.0,,,,0.0,0.0,,,,0.0,0.3981844887477702,5d,d,5.0,0.3973208582898932,0.0399656692427083,6s,s,6.0,0.0366508750651772,0.2190183686415266,3d,d,3.0,0.214542136260204,0.8502202299292809,3d,d,3.0,0.8487438274295973,0.3810563899061455,3p,p,3.0,0.3669078707352495,0.1088661284370945,3p,p,3.0,0.0958645514820453,-1.0,-1.0,False,semiconductor
1002_CsNaPrCl,1,-4.81392,0.0089,4.82282,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.7663427894009844,4f,f,4.0,0.7656139549593337,0.9801161205202498,4f,f,4.0,0.9795327861809288,0.233040889765627,3p,p,3.0,0.2327959139197446,0.0194280855715616,3p,p,3.0,0.0183638941463064,,,,insulator
1002_CsNaPrCl,-1,-5.24993,1.30803,6.55796,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0644944183053051,3s,s,3.0,0.0644857682305784,0.0,,,,0.0,0.8911638238786928,4f,f,4.0,0.8390967268656091,0.9881826391495608,3p,p,3.0,0.9878843446158896,0.0425297798675097,3p,p,3.0,0.022676681392308,,,,insulator
1002_CsNaPrCl,combined,-4.81392,0.0089,4.82282,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.7663427894009844,4f,f,4.0,0.7656139549593337,0.9801161205202498,4f,f,4.0,0.9795327861809288,0.233040889765627,3p,p,3.0,0.2327959139197446,0.0194280855715616,3p,p,3.0,0.0183638941463064,1.0,1.0,False,insulator
1003_CsAgDyCl,1,-4.36512,0.9797,5.34482,0.0,,,,0.0,0.0124725841893112,5p,p,5.0,0.0064702182251919,0.4992673358106476,4d,d,4.0,0.4981781379956279,0.3695215187549348,5s,s,5.0,0.3677378813861003,0.0,,,,0.0,0.3622084238371754,6s,s,6.0,0.3525979388903733,0.4917370817311204,3p,p,3.0,0.4806238541507035,0.2557957351655993,3s,s,3.0,0.1443833790941615,,,,insulator
1003_CsAgDyCl,-1,-4.35424,0.01089,4.36513,0.0,,,,0.0,0.0,,,,0.0,0.5009071849474612,4d,d,4.0,0.4999439697952901,0.0,,,,0.0,0.0203164293686731,4f,f,4.0,0.0131064768524125,0.9843244619537344,4f,f,4.0,0.9837954081412004,0.4786102026185408,3p,p,3.0,0.4674321606132814,0.0120738722069522,3p,p,3.0,0.0106895703207594,,,,insulator
1003_CsAgDyCl,combined,-4.35424,0.01089,4.36513,0.0,,,,0.0,0.0,,,,0.0,0.5009071849474612,4d,d,4.0,0.4999439697952901,0.0,,,,0.0,0.0203164293686731,4f,f,4.0,0.0131064768524125,0.9843244619537344,4f,f,4.0,0.9837954081412004,0.4786102026185408,3p,p,3.0,0.4674321606132814,0.0120738722069522,3p,p,3.0,0.0106895703207594,-1.0,-1.0,False,insulator
1004_CsMgNdCl,1,-5.30135,1.70307,7.0044200000000005,0.0,,,,0.0,0.0213647222008168,5s,s,5.0,0.0183208753949294,0.0,,,,0.0,0.0609790398397164,3s,s,3.0,0.0609790398397164,0.0,,,,0.0,0.7572532172304847,6s,s,6.0,0.4524004007089465,0.9891659288078584,3p,p,3.0,0.9888579379367732,0.1603914618170609,3s,s,3.0,0.1420744393927718,,,,insulator
1004_CsMgNdCl,-1,-0.00873,1.6332,1.64193,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.1333105017330964,3s,s,3.0,0.1333105017330964,0.9918811787365832,4f,f,4.0,0.9917487803673428,0.7747363134648496,4f,f,4.0,0.6227718300591039,0.0,,,,0.0,0.0865936185677337,3p,p,3.0,0.0525066036931198,,,,semiconductor
1004_CsMgNdCl,combined,-0.00873,1.6332,1.64193,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.1333105017330964,3s,s,3.0,0.1333105017330964,0.9918811787365832,4f,f,4.0,0.9917487803673428,0.7747363134648496,4f,f,4.0,0.6227718300591039,0.0,,,,0.0,0.0865936185677337,3p,p,3.0,0.0525066036931198,-1.0,-1.0,False,semiconductor
1005_CsVSmCl,1,-0.95501,0.14254,1.09755,0.0,,,,0.0,0.0,,,,0.0,0.0109402144568819,3d,d,3.0,0.0106869958076741,0.8426532123822449,3d,d,3.0,0.8401240275136532,0.981182069981567,4f,f,4.0,0.9809659111965834,0.0263394015513735,6s,s,6.0,0.0132922167701552,0.0,,,,0.0,0.1306062686289913,3p,p,3.0,0.1060946326840354,,,,semiconductor
1005_CsVSmCl,-1,-2.00979,0.02851,2.0383,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.803604900271412,3d,d,3.0,0.7791038823489913,0.986510350998988,4f,f,4.0,0.9863792160854646,0.172005997314706,4f,f,4.0,0.1632806573035213,0.0100863060157215,3p,p,3.0,0.009613008754467,0.0241496710531893,3p,p,3.0,0.0204476416858816,,,,semiconductor
1005_CsVSmCl,combined,-0.95501,0.02851,0.98352,0.0,,,,0.0,0.0,,,,0.0,0.0109402144568819,3d,d,3.0,0.0106869958076741,0.803604900271412,3d,d,3.0,0.7791038823489913,0.981182069981567,4f,f,4.0,0.9809659111965834,0.172005997314706,4f,f,4.0,0.1632806573035213,0.0,,,,0.0,0.0241496710531893,3p,p,3.0,0.0204476416858816,1.0,-1.0,True,semiconductor
1006_CsPtAmCl,1,-0.35929,0.02178,0.38107,0.0,,,,0.0,0.0,,,,0.0,0.4804735196658405,5d,d,5.0,0.4768086742984495,0.1904724948844314,5d,d,5.0,0.1868810318579139,0.3690876319498391,5f,f,5.0,0.3315771050868089,0.657475121276278,5f,f,5.0,0.633939071256922,0.1502433086713044,3p,p,3.0,0.116052928550159,0.1519076035974368,3p,p,3.0,0.1377358352750407,,,,semiconductor
1006_CsPtAmCl,-1,-0.9581,2.36259,3.32069,0.0,,,,0.0,0.0112031109813114,5s,s,5.0,0.0086299210941056,0.5993549257277025,5d,d,5.0,0.59807139171422,0.4535733924798658,6s,s,6.0,0.4516527088217263,0.0463212913994559,6d,d,6.0,0.0231066495273816,0.3051703225433009,7s,s,7.0,0.1667442833350435,0.3541827178725868,3p,p,3.0,0.3210035323620996,0.229992659304923,3s,s,3.0,0.1853696526719866,,,,semiconductor
1006_CsPtAmCl,combined,-0.35929,0.02178,0.38107,0.0,,,,0.0,0.0,,,,0.0,0.4804735196658405,5d,d,5.0,0.4768086742984495,0.1904724948844314,5d,d,5.0,0.1868810318579139,0.3690876319498391,5f,f,5.0,0.3315771050868089,0.657475121276278,5f,f,5.0,0.633939071256922,0.1502433086713044,3p,p,3.0,0.116052928550159,0.1519076035974368,3p,p,3.0,0.1377358352750407,1.0,1.0,False,semiconductor
1007_CsAgYbCl,1,-2.31652,3.04868,5.3652,0.0,,,,0.0,0.0195969402323379,5s,s,5.0,0.0151142045613123,0.4956772862505458,4d,d,4.0,0.4946342723952562,0.4202757912951628,5s,s,5.0,0.4196768050632585,0.0,,,,0.0,0.3018418289905042,6s,s,6.0,0.2984067824992969,0.4960090122839995,3p,p,3.0,0.4848923022064431,0.2581823880872587,3s,s,3.0,0.204608544248766,,,,insulator
1007_CsAgYbCl,-1,-2.29251,0.012,2.30451,0.0,,,,0.0,0.0,,,,0.0,0.4954404746452005,4d,d,4.0,0.4944884164570203,0.0,,,,0.0,0.0158544565306249,4f,f,4.0,0.0101861928545922,0.9659339118778628,4f,f,4.0,0.965600837882144,0.4884325471283233,3p,p,3.0,0.4774011546059521,0.0304656482484148,3p,p,3.0,0.0294437412215497,,,,semiconductor
1007_CsAgYbCl,combined,-2.29251,0.012,2.30451,0.0,,,,0.0,0.0,,,,0.0,0.4954404746452005,4d,d,4.0,0.4944884164570203,0.0,,,,0.0,0.0158544565306249,4f,f,4.0,0.0101861928545922,0.9659339118778628,4f,f,4.0,0.965600837882144,0.4884325471283233,3p,p,3.0,0.4774011546059521,0.0304656482484148,3p,p,3.0,0.0294437412215497,-1.0,-1.0,False,semiconductor
1008_CsSmPtCl,1,-1.01668,2.56052,3.5772,0.0,,,,0.0,0.0,,,,0.0,0.013225440886834,5p,p,5.0,0.0043995790103893,0.0881208769940705,4f,f,4.0,0.0442104408202419,0.6071019901974992,5d,d,5.0,0.6045276814923749,0.6345299494272657,6s,s,6.0,0.6321032045252409,0.3795161470422628,3p,p,3.0,0.3570365372416627,0.2686940395296366,3s,s,3.0,0.1438035686650269,,,,semiconductor
1008_CsSmPtCl,-1,-0.31065,0.00941,0.3200599999999999,0.0,,,,0.0,0.0,,,,0.0,0.3406221214749909,4f,f,4.0,0.335414100459905,0.6440719180348341,4f,f,4.0,0.6398467537834619,0.4960778397877404,5d,d,5.0,0.4941885154118318,0.2178560198820597,5d,d,5.0,0.2145252575806819,0.1631446189791905,3p,p,3.0,0.1427120512442758,0.1379506688474656,3p,p,3.0,0.1299533466727444,,,,semiconductor
1008_CsSmPtCl,combined,-0.31065,0.00941,0.3200599999999999,0.0,,,,0.0,0.0,,,,0.0,0.3406221214749909,4f,f,4.0,0.335414100459905,0.6440719180348341,4f,f,4.0,0.6398467537834619,0.4960778397877404,5d,d,5.0,0.4941885154118318,0.2178560198820597,5d,d,5.0,0.2145252575806819,0.1631446189791905,3p,p,3.0,0.1427120512442758,0.1379506688474656,3p,p,3.0,0.1299533466727444,-1.0,-1.0,False,semiconductor
1009_CsKVCl,1,-3.70268,1.09259,4.79527,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.925426323463178,3d,d,3.0,0.9211057277332716,0.9953560321571956,3p,p,3.0,0.9951289918425112,0.0739357240063176,3p,p,3.0,0.0727897160352494,,,,insulator
1009_CsKVCl,-1,-2.83771,0.01517,2.85288,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.7047750765706225,3d,d,3.0,0.7041586723423809,0.8983148429754875,3d,d,3.0,0.896387631185079,0.2921954832987763,3p,p,3.0,0.2917291587804635,0.1009725439089409,3p,p,3.0,0.1004145629834816,,,,semiconductor
1009_CsKVCl,combined,-2.83771,0.01517,2.85288,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.7047750765706225,3d,d,3.0,0.7041586723423809,0.8983148429754875,3d,d,3.0,0.896387631185079,0.2921954832987763,3p,p,3.0,0.2917291587804635,0.1009725439089409,3p,p,3.0,0.1004145629834816,-1.0,-1.0,False,semiconductor
1010_CsCaHgCl,1,-4.06813,0.03682,4.10495,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0328671293126171,4s,s,4.0,0.0309065599923319,0.0758169998594113,5d,d,5.0,0.0753945568328336,0.5910266920620905,6s,s,6.0,0.590905427218947,0.9171489498910692,3p,p,3.0,0.9137615592969356,0.3718038181724444,3p,p,3.0,0.2630212663680308,,,,insulator
1010_CsCaHgCl,-1,-4.06813,0.03682,4.10495,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0328678554494024,4s,s,4.0,0.0309072861291172,0.0758170306295348,5d,d,5.0,0.0753945876029572,0.5910259659253052,6s,s,6.0,0.5909047010821618,0.9171485498794626,3p,p,3.0,0.9137617131475536,0.3718067227195856,3p,p,3.0,0.2630212663680308,,,,insulator
1010_CsCaHgCl,combined,-4.06813,0.03682,4.10495,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0328671293126171,4s,s,4.0,0.0309065599923319,0.0758169998594113,5d,d,5.0,0.0753945568328336,0.5910266920620905,6s,s,6.0,0.590905427218947,0.9171489498910692,3p,p,3.0,0.9137615592969356,0.3718038181724444,3p,p,3.0,0.2630212663680308,1.0,1.0,False,insulator
1011_CsCaYbCl,1,-3.00618,0.02202,3.0282,0.0,,,,0.0,0.0122866576756731,5s,s,5.0,0.007963008483866,0.0,,,,0.0,0.3424904166196079,4s,s,4.0,0.3402754432936267,0.9918547546420768,4f,f,4.0,0.9916314862568816,0.4025458241707138,6s,s,6.0,0.3921787214630073,0.0,,,,0.0,0.242658942384562,3s,s,3.0,0.1396558176821395,,,,semiconductor
1011_CsCaYbCl,-1,-3.00618,0.02202,3.0282,0.0,,,,0.0,0.0127271791951707,5s,s,5.0,0.0083456840055025,0.0,,,,0.0,0.3408173528496128,4s,s,4.0,0.3386838130361012,0.9918522848938572,4f,f,4.0,0.9916341290447848,0.4024944366541341,6s,s,6.0,0.3922569046244287,0.0,,,,0.0,0.2439543792334866,3s,s,3.0,0.1424203237516952,,,,semiconductor
1011_CsCaYbCl,combined,-3.00618,0.02202,3.0282,0.0,,,,0.0,0.0122866576756731,5s,s,5.0,0.007963008483866,0.0,,,,0.0,0.3424904166196079,4s,s,4.0,0.3402754432936267,0.9918547546420768,4f,f,4.0,0.9916314862568816,0.4025458241707138,6s,s,6.0,0.3921787214630073,0.0,,,,0.0,0.242658942384562,3s,s,3.0,0.1396558176821395,1.0,1.0,False,semiconductor
1012_CsNaPuCl,1,-3.52946,0.01096,3.54042,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.9151913546252424,5f,f,5.0,0.9142729362463792,0.9527750592869106,5f,f,5.0,0.948187808042983,0.0843403017038628,3p,p,3.0,0.0835871995287324,0.0465781295736663,3p,p,3.0,0.0438463088605946,,,,semiconductor
1012_CsNaPuCl,-1,-5.6011,1.31533,6.91643,0.0,,,,0.0,0.0112847523249812,5s,s,5.0,0.0083717685361032,0.0,,,,0.0,0.3277943123379551,3s,s,3.0,0.3277943123379551,0.0159799551064031,5f,f,5.0,0.008997635705836,0.4669402858722326,7s,s,7.0,0.3401092164930368,0.9816301507991286,3p,p,3.0,0.9812150521179316,0.1938868138525842,3s,s,3.0,0.1682309335215485,,,,insulator
1012_CsNaPuCl,combined,-3.52946,0.01096,3.54042,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.9151913546252424,5f,f,5.0,0.9142729362463792,0.9527750592869106,5f,f,5.0,0.948187808042983,0.0843403017038628,3p,p,3.0,0.0835871995287324,0.0465781295736663,3p,p,3.0,0.0438463088605946,1.0,1.0,False,semiconductor
1013_CsGeNdCl,1,-0.2982,0.01704,0.31524,0.0,,,,0.0,0.0,,,,0.0,0.059945773496593,4p,p,4.0,0.0594966904299001,0.7276286621722495,4p,p,4.0,0.7274289171121889,0.9176242696382996,4f,f,4.0,0.9172289470373788,0.0636405088402556,4f,f,4.0,0.0538823310417907,0.0223629479802742,3p,p,3.0,0.0164576036319241,0.2077011279570146,3p,p,3.0,0.1614783205946449,,,,semiconductor
1013_CsGeNdCl,-1,-4.56666,0.24708,4.81374,0.0,,,,0.0,0.0,,,,0.0,0.2469156617737355,4s,s,4.0,0.24169874153105,0.7509614122847889,4p,p,4.0,0.750813804148673,0.0255283819222681,5p,p,5.0,0.0160147564699499,0.0408040765672326,4f,f,4.0,0.0280499871687289,0.727448322638298,3p,p,3.0,0.7193364312497882,0.2070733520251388,3p,p,3.0,0.1581033171858865,,,,insulator
1013_CsGeNdCl,combined,-0.2982,0.01704,0.31524,0.0,,,,0.0,0.0,,,,0.0,0.059945773496593,4p,p,4.0,0.0594966904299001,0.7276286621722495,4p,p,4.0,0.7274289171121889,0.9176242696382996,4f,f,4.0,0.9172289470373788,0.0636405088402556,4f,f,4.0,0.0538823310417907,0.0223629479802742,3p,p,3.0,0.0164576036319241,0.2077011279570146,3p,p,3.0,0.1614783205946449,1.0,1.0,False,semiconductor
1014_CsCdDyCl,1,-0.43485,0.64141,1.07626,0.0,,,,0.0,0.0,,,,0.0,0.6737194280927848,5s,s,5.0,0.6736704617777406,0.0,,,,0.0,0.0472136836790556,4f,f,4.0,0.0334412123721072,0.9792356563212942,4f,f,4.0,0.9782256048359552,0.2767589425790763,3p,p,3.0,0.2121064800933188,0.0155519953291143,3p,p,3.0,0.0147726326019166,,,,semiconductor
1014_CsCdDyCl,-1,-5.01167,0.03261,5.04428,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.7307887675360609,5s,s,5.0,0.7307372299616598,0.0,,,,0.0,0.032919074176607,6s,s,6.0,0.0317298997945114,0.9861769703029892,3p,p,3.0,0.9856581049219584,0.2329065206662665,3p,p,3.0,0.1538763575488408,,,,insulator
1014_CsCdDyCl,combined,-0.43485,0.03261,0.46746,0.0,,,,0.0,0.0,,,,0.0,0.6737194280927848,5s,s,5.0,0.6736704617777406,0.7307887675360609,5s,s,5.0,0.7307372299616598,0.0472136836790556,4f,f,4.0,0.0334412123721072,0.032919074176607,6s,s,6.0,0.0317298997945114,0.2767589425790763,3p,p,3.0,0.2121064800933188,0.2329065206662665,3p,p,3.0,0.1538763575488408,1.0,-1.0,True,semiconductor
1015_CsCuNdCl,1,-2.54525,0.00906,2.55431,0.0,,,,0.0,0.0,,,,0.0,0.7769585128650287,3d,d,3.0,0.776662095636743,0.0,,,,0.0,0.0170801992702746,4f,f,4.0,0.0121717201841292,0.9784547629368135,4f,f,4.0,0.9778633781603114,0.2058389166880997,3p,p,3.0,0.1942108469865282,0.0184885866315972,3p,p,3.0,0.0172908716829543,,,,semiconductor
1015_CsCuNdCl,-1,-2.56337,1.60324,4.16661,0.0,,,,0.0,0.0,,,,0.0,0.7744754042061143,3d,d,3.0,0.7741683442871752,0.0229586392262539,4s,s,4.0,0.0219620221996688,0.0103637704439973,4f,f,4.0,0.0050539435891074,0.9449428678519034,4f,f,4.0,0.907069700841868,0.2150396770780359,3p,p,3.0,0.2036372470203299,0.0302594445649695,3p,p,3.0,0.0165857123507145,,,,insulator
1015_CsCuNdCl,combined,-2.54525,0.00906,2.55431,0.0,,,,0.0,0.0,,,,0.0,0.7769585128650287,3d,d,3.0,0.776662095636743,0.0,,,,0.0,0.0170801992702746,4f,f,4.0,0.0121717201841292,0.9784547629368135,4f,f,4.0,0.9778633781603114,0.2058389166880997,3p,p,3.0,0.1942108469865282,0.0184885866315972,3p,p,3.0,0.0172908716829543,1.0,1.0,False,semiconductor
1016_CsNaNdCl,1,-4.89055,0.00926,4.89981,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0854030871745221,4f,f,4.0,0.0839326433178113,0.9792438379094538,4f,f,4.0,0.9787860900216518,0.912072028730295,3p,p,3.0,0.91176660220518,0.020286326768637,3p,p,3.0,0.0192412963064506,,,,insulator
1016_CsNaNdCl,-1,-4.89982,1.64871,6.54853,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0168255471438855,3s,s,3.0,0.0168185086113962,0.0,,,,0.0,0.9578615150596638,4f,f,4.0,0.932071727482358,0.9885385441588348,3p,p,3.0,0.9882270008060998,0.0242882915544972,3p,p,3.0,0.0151357164005126,,,,insulator
1016_CsNaNdCl,combined,-4.89055,0.00926,4.89981,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0854030871745221,4f,f,4.0,0.0839326433178113,0.9792438379094538,4f,f,4.0,0.9787860900216518,0.912072028730295,3p,p,3.0,0.91176660220518,0.020286326768637,3p,p,3.0,0.0192412963064506,1.0,1.0,False,insulator
1017_CsAgAuCl,1,-0.00643,0.00643,0.01286,0.0,,,,0.0,0.0,,,,0.0,0.0848415363197117,4d,d,4.0,0.073421481254798,0.1108706261312606,4d,d,4.0,0.1055059985231796,0.3053897334442486,5d,d,5.0,0.3026240361365293,0.2721334882598943,5d,d,5.0,0.2675416095389959,0.6095247262917483,3p,p,3.0,0.5928026738426335,0.6169368847241743,3p,p,3.0,0.6064354123138529,,,,metallic
1017_CsAgAuCl,-1,-0.00643,0.00643,0.01286,0.0,,,,0.0,0.0,,,,0.0,0.0842317787395982,4d,d,4.0,0.0726074500517506,0.1106126531992339,4d,d,4.0,0.1050840995861755,0.3065478548881637,5d,d,5.0,0.3038232281418527,0.2729541322896689,5d,d,5.0,0.2684285690818518,0.6089554147125471,3p,p,3.0,0.5920529572737496,0.6163708431039981,3p,p,3.0,0.6057820775547809,,,,metallic
1017_CsAgAuCl,combined,-0.00643,0.00643,0.01286,0.0,,,,0.0,0.0,,,,0.0,0.0848415363197117,4d,d,4.0,0.073421481254798,0.1108706261312606,4d,d,4.0,0.1055059985231796,0.3053897334442486,5d,d,5.0,0.3026240361365293,0.2721334882598943,5d,d,5.0,0.2675416095389959,0.6095247262917483,3p,p,3.0,0.5928026738426335,0.6169368847241743,3p,p,3.0,0.6064354123138529,1.0,1.0,False,metallic
1018_CsKGaCl,1,-4.96977,0.02877,4.998539999999999,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0440661930679239,4s,s,4.0,0.0419554157308872,0.0,,,,0.0,0.5310795349469617,4s,s,4.0,0.5242829018728997,0.9952423917998092,3p,p,3.0,0.9949156227947608,0.4224947307075695,3p,p,3.0,0.3359161355112056,,,,insulator
1018_CsKGaCl,-1,-4.96977,0.02877,4.998539999999999,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0440565747784842,4s,s,4.0,0.0419457974414475,0.0,,,,0.0,0.5310865300665543,4s,s,4.0,0.524282464677925,0.9952431661339446,3p,p,3.0,0.9949163177100104,0.4225017258271619,3p,p,3.0,0.3359170099011547,,,,insulator
1018_CsKGaCl,combined,-4.96977,0.02877,4.998539999999999,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0440661930679239,4s,s,4.0,0.0419554157308872,0.0,,,,0.0,0.5310795349469617,4s,s,4.0,0.5242829018728997,0.9952423917998092,3p,p,3.0,0.9949156227947608,0.4224947307075695,3p,p,3.0,0.3359161355112056,1.0,1.0,False,insulator
1019_CsVAmCl,1,-3.80091,0.35456,4.15547,0.0,,,,0.0,0.0,,,,0.0,0.8778515911991761,3d,d,3.0,0.8773552049618959,0.8031134022982952,3d,d,3.0,0.8014724366652085,0.018265784385041,6d,d,6.0,0.0124159434910125,0.0738171843755868,7s,s,7.0,0.0381522679800898,0.1030330948268375,3p,p,3.0,0.1029150494521243,0.1226211305006445,3p,p,3.0,0.083050330401196,,,,insulator
1019_CsVAmCl,-1,-2.29756,0.01418,2.31174,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.3558880836458659,3d,d,3.0,0.3553733301620654,0.974098304324456,5f,f,5.0,0.9729495653378984,0.6096728921175616,6d,d,6.0,0.6043873756235556,0.0202438451655934,3p,p,3.0,0.0193982056752949,0.0328147470257549,3p,p,3.0,0.0316362324707379,,,,semiconductor
1019_CsVAmCl,combined,-2.29756,0.01418,2.31174,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.3558880836458659,3d,d,3.0,0.3553733301620654,0.974098304324456,5f,f,5.0,0.9729495653378984,0.6096728921175616,6d,d,6.0,0.6043873756235556,0.0202438451655934,3p,p,3.0,0.0193982056752949,0.0328147470257549,3p,p,3.0,0.0316362324707379,-1.0,-1.0,False,semiconductor
1020_CsPdEuCl,1,-1.25836,4.00738,5.26574,0.0,,,,0.0,0.0220922009245052,5s,s,5.0,0.0180104783788611,0.5018320372104023,4d,d,4.0,0.5005924619392434,0.2216879439913275,5s,s,5.0,0.2210835162522544,0.0130753943190363,5p,p,5.0,0.0062568065051883,0.5325742503994851,6s,s,6.0,0.437285116150456,0.4849673175919818,3p,p,3.0,0.4656231556978306,0.223550168725881,3s,s,3.0,0.1934462414138225,,,,insulator
1020_CsPdEuCl,-1,-0.1452,0.00968,0.15488,0.0,,,,0.0,0.0,,,,0.0,0.4197813868703575,4d,d,4.0,0.4188726606203653,0.271192399904422,4d,d,4.0,0.2699311422862536,0.4284122535172003,4f,f,4.0,0.4250711261236145,0.5400468467115318,4f,f,4.0,0.5356726343750319,0.1516858478760507,3p,p,3.0,0.1343590672836867,0.1886618487947036,3p,p,3.0,0.1794932041192516,,,,semiconductor
1020_CsPdEuCl,combined,-0.1452,0.00968,0.15488,0.0,,,,0.0,0.0,,,,0.0,0.4197813868703575,4d,d,4.0,0.4188726606203653,0.271192399904422,4d,d,4.0,0.2699311422862536,0.4284122535172003,4f,f,4.0,0.4250711261236145,0.5400468467115318,4f,f,4.0,0.5356726343750319,0.1516858478760507,3p,p,3.0,0.1343590672836867,0.1886618487947036,3p,p,3.0,0.1794932041192516,-1.0,-1.0,False,semiconductor
