comp,basisset#,abs_charge_spilling,bandOverlap_exists,bandOverlap_maxDev,bandOverlap_perc_kpts
2219_CsCdPbF,basisset0,0.84,True,0.0002,0.0
2220_CsZnAgF,basisset0,0.63,True,0.0,0.0
2221_CsCuCdF,basisset0,0.66,True,0.0001,0.0
2222_CsGeCdF,basisset0,0.66,False,NaN,NaN
2223_CsNRbF,basisset0,0.69,False,NaN,NaN
2224_CsSmHgF,basisset0,1.225,True,0.0002,0.0
2225_CsLiDyF,basisset0,1.225,True,0.0002,0.0
2226_CsTiNdF,basisset0,0.95,True,0.0011,0.0
2227_CsBaPtF,basisset0,0.92,True,0.0,0.0
2229_CsCuHoF,basisset0,1.09,False,NaN,NaN
2230_CsBeSmF,basisset0,1.175,False,NaN,NaN
2231_CsMgCdF,basisset0,0.76,True,0.0336,0.0
2232_CsGeAgF,basisset0,0.68,True,0.0001,0.0
2233_CsCuAgF,basisset0,0.625,False,NaN,NaN
2234_CsCuYF,basisset0,0.69,True,0.0001,0.0
2235_CsPmHgF,basisset0,1.24,True,0.0001,0.0
2236_CsAgNpF,basisset0,0.845,True,0.0009,0.0
2237_CsHgCmF,basisset0,1.035,True,0.0009,0.0
2238_CsVRbF,basisset0,0.595,False,NaN,NaN
2239_CsCdAmF,basisset0,0.92,True,0.324,2.7778
2239_CsCdAmF,basisset1,0.8,True,0.0015,0.0
2240_CsAgCeF,basisset0,0.685,False,NaN,NaN
2241_CsLiHoF,basisset0,1.2,True,0.0,0.0
2242_CsCuErF,basisset0,1.075,True,0.0,0.0
2243_CsPdPtF,basisset0,0.615,True,0.0474,0.0
2244_CsLiYF,basisset0,0.75,True,0.0003,0.0
2245_CsNTlF,basisset0,0.55,True,0.0002,0.0
2246_CsTiPtF,basisset0,0.8,False,NaN,NaN
2247_CsMgAgF,basisset0,0.725,False,NaN,NaN
2248_CsNaVF,basisset0,0.565,True,0.022,0.0
2249_CsBeAmF,basisset0,1.07,True,0.0001,0.0
2250_CsRhTlF,basisset0,0.69,True,0.0008,0.0
2251_CsHgAmF,basisset0,1.03,True,0.0001,0.0
2252_CsCuTlF,basisset0,0.72,True,0.0001,0.0
2254_CsTiTlF,basisset0,0.815,True,0.0,0.0
2255_CsNiRaF,basisset0,1.005,True,0.0311,0.0
2256_CsCdSmF,basisset0,1.13,True,0.0009,0.0
2257_CsInAuF,basisset0,0.55,True,0.005,0.0
2258_CsCaEuF,basisset0,1.045,False,NaN,NaN
2259_CsLiErF,basisset0,1.18,False,NaN,NaN
2260_CsBKF,basisset0,0.77,True,0.0421,0.0
2261_CsCuTmF,basisset0,1.085,False,NaN,NaN
2262_CsTiVF,basisset0,0.6,True,0.0,0.0
2263_CsNdHgF,basisset0,1.25,True,0.0,0.0
2264_CsCoCdF,basisset0,0.69,True,0.0001,0.0
2266_CsFeRaF,basisset0,1.06,True,0.0002,0.0
2267_CsLiTlF,basisset0,0.61,True,0.0384,0.0
2268_CsFeCdF,basisset0,0.7,True,0.0,0.0
2269_CsCoRaF,basisset0,1.03,True,0.0001,0.0
2270_CsPrHgF,basisset0,1.255,True,0.0102,0.0
2271_CsKInF,basisset0,0.56,True,0.0484,0.0
2272_CsIrTlF,basisset0,0.78,True,0.0005,0.0
2273_CsAgBiF,basisset0,0.9,False,NaN,NaN
2274_CsRuTlF,basisset0,0.71,True,0.0,0.0
2275_CsCaSrF,basisset0,0.95,True,0.002,0.0
2276_CsBePbF,basisset0,1.01,True,0.1514,1.3889
2276_CsBePbF,basisset1,0.89,True,0.067,0.0
2277_CsLiTmF,basisset0,1.195,True,0.0015,0.0
2278_CsNiCdF,basisset0,0.675,True,0.0,0.0
2279_CsNaGaF,basisset0,0.56,True,0.2376,1.3889
2280_CsBAuF,basisset0,0.77,True,0.0353,0.0
2281_CsAgLaF,basisset0,1.16,True,0.0001,0.0
2282_CsCuYbF,basisset0,1.09,False,NaN,NaN
2283_CsCoAgF,basisset0,0.61,True,0.0002,0.0
2284_CsRbRhF,basisset0,0.59,False,NaN,NaN
2285_CsNaCrF,basisset0,0.59,True,0.008,0.0
2286_CsFeAgF,basisset0,0.68,True,0.0179,0.0
2287_CsNaMnF,basisset0,0.57,True,0.0,0.0
2288_CsEuYbF,basisset0,1.175,True,0.004,0.0
2290_CsCaPbF,basisset0,0.97,False,NaN,NaN
2291_CsHgPuF,basisset0,1.055,True,2.3478,1.3889
2291_CsHgPuF,basisset1,0.985,True,0.0358,0.0
2292_CsMoTlF,basisset0,0.73,True,0.0003,0.0
2293_CsTiRbF,basisset0,0.74,True,0.0,0.0
2294_CsCuLuF,basisset0,1.07,True,0.0001,0.0
2295_CsPHgF,basisset0,1.145,True,0.0001,0.0
2296_CsNiAgF,basisset0,0.61,False,NaN,NaN
2297_CsPdPaF,basisset0,0.92,False,NaN,NaN
2298_CsBeSrF,basisset0,1.0,True,0.1029,1.3889
2298_CsBeSrF,basisset1,0.87,True,0.9255,4.1667
2299_CsLiYbF,basisset0,1.2,True,0.0001,0.0
2301_CsPdLaF,basisset0,1.17,False,NaN,NaN
2302_CsLiLuF,basisset0,1.13,False,NaN,NaN
2303_CsRbIrF,basisset0,0.68,False,NaN,NaN
2304_CsHgNpF,basisset0,1.015,True,0.0016,0.0
2305_CsCeHgF,basisset0,0.825,True,0.0001,0.0
2306_CsSrYbF,basisset0,1.13,False,NaN,NaN
2307_CsEuTmF,basisset0,1.165,True,0.0068,0.0
2308_CsMgRaF,basisset0,1.15,True,0.0829,0.0
2308_CsMgRaF,basisset1,1.02,True,0.3396,11.1111
2309_CsSrHgF,basisset0,0.83,True,0.0,0.0
2310_CsRbRuF,basisset0,0.615,False,NaN,NaN
2311_CsCuAuF,basisset0,0.64,True,0.0,0.0
2312_CsBeEuF,basisset0,1.17,False,NaN,NaN
2314_CsNaFeF,basisset0,0.695,True,0.0426,0.0
2315_CsPdUF,basisset0,0.865,True,0.0001,0.0
2316_CsHgPbF,basisset0,0.87,False,NaN,NaN
2317_CsPdBaF,basisset0,0.94,True,0.2288,1.3889
2317_CsPdBaF,basisset1,0.855,True,0.1564,4.1667
2318_CsRbMoF,basisset0,0.635,True,0.0,0.0
2319_CsSrTmF,basisset0,1.345,False,NaN,NaN
2320_CsYbPbF,basisset0,1.165,True,0.0,0.0
2321_CsGeRaF,basisset0,1.0,False,NaN,NaN
2322_CsCuRaF,basisset0,0.99,False,NaN,NaN
2323_CsTiBaF,basisset0,0.96,True,0.0113,0.0
2324_CsCaAmF,basisset0,1.045,True,0.0003,0.0
2325_CsLiAuF,basisset0,0.72,True,0.0,0.0
2326_CsTiMnF,basisset0,0.68,True,0.0002,0.0
2327_CsHgUF,basisset0,1.015,True,0.028,0.0
2328_CsHgBiF,basisset0,1.045,False,NaN,NaN
2329_CsCaSmF,basisset0,1.1,False,NaN,NaN
2330_CsZnRaF,basisset0,0.98,True,0.0127,0.0
2331_CsTaTlF,basisset0,0.74,True,0.0,0.0
2332_CsTmPbF,basisset0,1.205,False,NaN,NaN
2333_CsAuAuF,basisset0,0.63,False,NaN,NaN
2334_CsNbTlF,basisset0,0.8,False,NaN,NaN
2335_CsNaNiF,basisset0,0.58,False,NaN,NaN
2336_CsNaAsF,basisset0,0.8,True,0.0001,0.0
2337_CsTiZnF,basisset0,0.72,True,0.0,0.0
2338_CsPdCeF,basisset0,0.675,True,0.0,0.0
2339_CsZnPdF,basisset0,0.66,True,0.0007,0.0
2340_CsPdNpF,basisset0,0.85,True,0.0001,0.0
2341_CsLaHgF,basisset0,1.305,True,0.0004,0.0
2342_CsNaCoF,basisset0,0.62,True,0.9604,4.1667
2342_CsNaCoF,basisset1,0.59,True,0.4419,2.7778
2344_CsMnRaF,basisset0,0.97,True,0.0184,0.0
2345_CsHgPaF,basisset0,1.06,True,1.5076,2.7778
2345_CsHgPaF,basisset1,0.985,True,0.0013,0.0
2346_CsKAuF,basisset0,0.675,True,0.0002,0.0
2347_CsYbAmF,basisset0,1.165,False,NaN,NaN
2349_CsGePdF,basisset0,0.6,True,0.0,0.0
2350_CsPdPuF,basisset0,0.86,True,0.0132,0.0
2351_CsTiGeF,basisset0,0.67,False,NaN,NaN
2352_CsPAgF,basisset0,0.82,False,NaN,NaN
2353_CsCuPdF,basisset0,0.66,False,NaN,NaN
2354_CsLuAuF,basisset0,1.1,False,NaN,NaN
2355_CsYbAuF,basisset0,1.1,False,NaN,NaN
2356_CsSmYbF,basisset0,1.18,True,0.0001,0.0
2357_CsCdNdF,basisset0,1.16,True,0.0001,0.0
2358_CsPFrF,basisset0,1.06,True,0.0069,0.0
2359_CsRbTaF,basisset0,0.665,True,0.0,0.0
2360_CsEuDyF,basisset0,1.485,True,0.0,0.0
2361_CsRbNbF,basisset0,0.745,True,0.0001,0.0
2363_CsPdPrF,basisset0,1.13,True,0.0001,0.0
2364_CsMgTiF,basisset0,0.775,True,0.0049,0.0
2365_CsMgPdF,basisset0,0.77,True,0.3259,2.7778
2365_CsMgPdF,basisset1,0.705,True,0.2271,1.3889
2365_CsMgPdF,basisset2,0.69,True,0.099,0.0
2365_CsMgPdF,basisset3,0.59,True,0.1173,1.3889
2366_CsKLuF,basisset0,1.09,False,NaN,NaN
2367_CsScTlF,basisset0,0.7,False,NaN,NaN
2368_CsCrRaF,basisset0,0.965,True,0.0,0.0
2370_CsPdNdF,basisset0,1.115,True,0.0,0.0
2371_CsKYbF,basisset0,1.11,True,0.0,0.0
2372_CsCuInF,basisset0,0.54,True,5.0603,4.1667
2372_CsCuInF,basisset1,0.47,True,0.1195,1.3889
2374_CsSrDyF,basisset0,1.45,True,0.0002,0.0
2375_CsTmAuF,basisset0,1.095,False,NaN,NaN
2376_CsCrPtF,basisset0,0.605,False,NaN,NaN
2377_CsPdAmF,basisset0,0.84,True,0.0563,0.0
2377_CsPdAmF,basisset1,0.755,True,0.2974,2.7778
2378_CsAuTlF,basisset0,0.63,True,0.0,0.0
2380_CsPdCmF,basisset0,0.875,True,0.0001,0.0
2381_CsNaCuF,basisset0,0.64,True,0.0635,0.0
2381_CsNaCuF,basisset1,0.585,True,0.0159,0.0
2382_CsLiInF,basisset0,0.56,True,0.0719,0.0
2382_CsLiInF,basisset1,0.49,True,0.0911,0.0
2383_CsPdPmF,basisset0,1.11,True,0.0005,0.0
2384_CsErAuF,basisset0,1.085,False,NaN,NaN
2385_CsDyPbF,basisset0,1.265,True,0.0001,0.0
2386_CsSbTlF,basisset0,0.99,True,0.0025,0.0
2387_CsKTmF,basisset0,1.105,True,0.0015,0.0
2389_CsTiCoF,basisset0,0.8,False,NaN,NaN
2392_CsVCrF,basisset0,0.565,True,0.0001,0.0
2393_CsNaAlF,basisset0,0.72,True,0.2687,2.7778
2394_CsKTlF,basisset0,0.58,True,0.0001,0.0
2395_CsScRbF,basisset0,0.59,True,0.0003,0.0
2396_CsMnPtF,basisset0,0.61,True,0.0007,0.0
2397_CsNiPdF,basisset0,0.665,True,0.0,0.0
2398_CsPbVacF,basisset0,0.63,True,0.0002,0.0
2400_CsBeNpF,basisset0,1.165,False,NaN,NaN
2401_CsAgAcF,basisset0,0.85,True,0.0,0.0
2402_CsYAuF,basisset0,0.7,True,0.0,0.0
2403_CsRbAgF,basisset0,0.67,False,NaN,NaN
2404_CsVRaF,basisset0,0.93,True,0.002,0.0
2405_CsKErF,basisset0,1.09,False,NaN,NaN
2406_CsEuNpF,basisset0,1.275,False,NaN,NaN
2407_CsHoAuF,basisset0,1.105,True,0.0004,0.0
2408_CsPdSmF,basisset0,1.1,True,0.0,0.0
2409_CsNKF,basisset0,0.63,False,NaN,NaN
2410_CsVMnF,basisset0,0.595,True,0.0008,0.0
2411_CsZnPtF,basisset0,0.64,False,NaN,NaN
2412_CsKYF,basisset0,0.69,False,NaN,NaN
2413_CsRbSbF,basisset0,0.93,False,NaN,NaN
2414_CsPtRaF,basisset0,1.0,True,0.0004,0.0
2415_CsSrNpF,basisset0,1.49,False,NaN,NaN
2416_CsRbPdF,basisset0,0.72,False,NaN,NaN
2417_CsDyAmF,basisset0,1.385,True,0.0,0.0
2418_CsKHoF,basisset0,1.11,False,NaN,NaN
2419_CsDyAuF,basisset0,1.12,False,NaN,NaN
2420_CsPdEuF,basisset0,1.105,True,0.0,0.0
2422_CsCuPtF,basisset0,0.625,False,NaN,NaN
2423_CsGePtF,basisset0,0.675,True,0.001,0.0
2424_CsVZnF,basisset0,0.59,True,0.0013,0.0
2425_CsCuSbF,basisset0,0.82,True,0.2968,1.3889
2425_CsCuSbF,basisset1,0.74,True,0.0016,0.0
2426_CsNAuF,basisset0,0.615,False,NaN,NaN
2427_CsCaNdF,basisset0,1.085,True,0.0,0.0
2428_CsAgBaF,basisset0,0.9,False,NaN,NaN
2429_CsPbNpF,basisset0,1.015,True,0.0215,0.0
2431_CsPdGdF,basisset0,1.08,True,0.0016,0.0
2432_CsKDyF,basisset0,1.13,False,NaN,NaN
2433_CsTbAuF,basisset0,1.105,True,0.0,0.0
2435_CsMgPtF,basisset0,0.75,True,0.0065,0.0
2436_CsLiSbF,basisset0,0.93,True,0.0857,0.0
2436_CsLiSbF,basisset1,0.84,True,0.0015,0.0
2437_CsVGeF,basisset0,0.605,True,0.0,0.0
2438_CsTbVacF,basisset0,1.52,True,0.0002,0.0
2439_CsBeDyF,basisset0,1.325,False,NaN,NaN
2440_CsLiPdF,basisset0,0.7,False,NaN,NaN
2441_CsInTlF,basisset0,0.68,True,0.0,0.0
2442_CsCdBaF,basisset0,0.93,True,0.0075,0.0
2443_CsKTbF,basisset0,1.115,False,NaN,NaN
2444_CsCrMnF,basisset0,0.61,True,0.0,0.0
2445_CsScCuF,basisset0,0.55,True,0.0861,0.0
2445_CsScCuF,basisset1,0.51,True,0.0135,0.0
2447_CsGdAuF,basisset0,1.095,True,0.0,0.0
2448_CsLiAgF,basisset0,0.675,True,0.0008,0.0
2449_CsMgVF,basisset0,0.69,True,0.3227,1.3889
2449_CsMgVF,basisset1,0.63,True,0.1473,1.3889
2450_CsNpAmF,basisset0,1.545,True,0.0022,0.0
2451_CsNdYbF,basisset0,1.21,True,0.0008,0.0
2452_CsHgAcF,basisset0,1.005,True,0.0044,0.0
2453_CsLiScF,basisset0,0.57,True,0.0,0.0
2454_CsCrZnF,basisset0,0.615,False,NaN,NaN
2455_CsPdDyF,basisset0,1.115,False,NaN,NaN
2456_CsEuAuF,basisset0,1.12,True,0.0002,0.0
2457_CsKGdF,basisset0,1.1,True,0.0,0.0
2459_CsRbInF,basisset0,0.59,True,0.0002,0.0
2460_CsSmNpF,basisset0,1.23,False,NaN,NaN
2462_CsCrGeF,basisset0,0.62,True,0.0,0.0
2464_CsPdHoF,basisset0,1.095,False,NaN,NaN
2465_CsKEuF,basisset0,1.125,True,0.0007,0.0
2466_CsCuNbF,basisset0,0.67,True,0.0001,0.0
2467_CsCuTaF,basisset0,0.615,False,NaN,NaN
2468_CsMnZnF,basisset0,0.645,True,0.0,0.0
2469_CsYPdF,basisset0,0.68,True,0.0012,0.0
2470_CsNiPtF,basisset0,0.65,True,0.0,0.0
2471_CsSmAuF,basisset0,1.115,True,0.0,0.0
2472_CsVCoF,basisset0,0.615,True,0.0023,0.0
2474_CsMgCrF,basisset0,0.72,True,0.0,0.0
2475_CsAlFrF,basisset0,0.92,True,5.037,11.1111
2476_CsBeTmF,basisset0,1.275,True,0.0001,0.0
2478_CsLiTaF,basisset0,0.655,True,0.0044,0.0
2479_CsMnGeF,basisset0,0.645,True,0.0001,0.0
2480_CsLiNbF,basisset0,0.73,True,0.0002,0.0
2482_CsKSmF,basisset0,1.12,True,0.0001,0.0
2483_CsPmAuF,basisset0,1.125,True,0.0002,0.0
2484_CsCuFrF,basisset0,0.82,True,0.0066,0.0
2485_CsTiRaF,basisset0,1.045,True,0.0035,0.0
2486_CsAuCmF,basisset0,0.885,True,0.0001,0.0
2487_CsPdRaF,basisset0,1.03,True,0.0458,0.0
2488_CsPdTlF,basisset0,0.78,True,0.0003,0.0
2489_CsAuAmF,basisset0,0.855,True,0.0001,0.0
2490_CsZnGeF,basisset0,0.65,True,0.0006,0.0
2491_CsBeYbF,basisset0,1.25,False,NaN,NaN
2492_CsBeHgF,basisset0,0.85,True,0.0023,0.0
2493_CsMgMnF,basisset0,0.755,True,0.0048,0.0
2494_CsCuZnF,basisset0,0.66,True,0.0001,0.0
2495_CsPdTmF,basisset0,1.095,False,NaN,NaN
2496_CsKPmF,basisset0,1.13,True,0.0001,0.0
2497_CsSrEuF,basisset0,1.07,False,NaN,NaN
2498_CsCaBaF,basisset0,1.07,True,0.0004,0.0
2499_CsKCmF,basisset0,0.89,False,NaN,NaN
2500_CsNdAuF,basisset0,1.125,True,0.0001,0.0
2501_CsCrCoF,basisset0,0.64,True,0.0009,0.0
2502_CsKAmF,basisset0,0.855,False,NaN,NaN
2503_CsBHgF,basisset0,0.945,True,10.8341,5.5556
2503_CsBHgF,basisset1,0.795,True,0.0658,0.0
2504_CsNaPF,basisset0,0.83,True,0.0032,0.0
2505_CsMgZnF,basisset0,0.76,True,0.0022,0.0
2506_CsCuMoF,basisset0,0.58,True,0.093,0.0
2506_CsCuMoF,basisset1,0.525,True,0.0338,0.0
2507_CsCuGeF,basisset0,0.68,True,0.0,0.0
2509_CsPdYbF,basisset0,1.095,False,NaN,NaN
2510_CsAgThF,basisset0,1.055,True,0.0046,0.0
2511_CsEuPbF,basisset0,1.09,True,0.0022,0.0
2513_CsPrAuF,basisset0,1.14,True,0.0004,0.0
2514_CsLuTlF,basisset0,1.18,False,NaN,NaN
2516_CsKNdF,basisset0,1.14,True,0.0,0.0
2517_CsPdLuF,basisset0,1.09,True,0.0013,0.0
2518_CsBeCaF,basisset0,0.99,True,0.0623,0.0
2518_CsBeCaF,basisset1,0.85,True,0.2202,1.3889
2519_CsMgCuF,basisset0,0.765,False,NaN,NaN
2520_CsMgGeF,basisset0,0.75,True,0.4434,2.7778
2520_CsMgGeF,basisset1,0.69,True,0.009,0.0
2521_CsCuRuF,basisset0,0.565,False,NaN,NaN
2522_CsLiMoF,basisset0,0.62,True,0.0004,0.0
2523_CsCuIrF,basisset0,0.63,True,0.0,0.0
2524_CsYbTlF,basisset0,1.19,True,0.0067,0.0
2525_CsMnCoF,basisset0,0.675,True,0.0,0.0
2526_CsRbAuF,basisset0,0.715,False,NaN,NaN
2527_CsBaYbF,basisset0,1.25,True,0.0,0.0
2528_CsKPrF,basisset0,1.15,True,0.0001,0.0
2529_CsAuPuF,basisset0,0.96,True,0.0003,0.0
2530_CsSrPbF,basisset0,0.98,True,0.0,0.0
2531_CsBaHgF,basisset0,0.95,False,NaN,NaN
2532_CsMnFeF,basisset0,0.695,False,NaN,NaN
2533_CsTiCuF,basisset0,0.675,True,0.0,0.0
2534_CsPdAuF,basisset0,0.65,False,NaN,NaN
2535_CsMnNiF,basisset0,0.655,True,0.0001,0.0
2536_CsLiIrF,basisset0,0.69,True,0.0101,0.0
2537_CsZrVacF,basisset0,0.77,True,0.0,0.0
2538_CsLiRuF,basisset0,0.6,True,0.0026,0.0
2539_CsCoFrF,basisset0,0.8,True,0.0137,0.0
2540_CsCoZnF,basisset0,0.68,False,NaN,NaN
2542_CsBaTmF,basisset0,1.715,True,0.0038,0.0
2543_CsCeAuF,basisset0,0.695,False,NaN,NaN
2544_CsAsFrF,basisset0,1.03,True,0.0009,0.0
2545_CsNiFrF,basisset0,0.78,True,0.0,0.0
2546_CsKPuF,basisset0,0.86,True,0.0001,0.0
2547_CsEuAmF,basisset0,1.145,True,0.0012,0.0
2548_CsTmTlF,basisset0,1.19,True,0.0005,0.0
2549_CsRbLuF,basisset0,1.23,False,NaN,NaN
2550_CsCuRhF,basisset0,0.54,True,0.0652,0.0
2550_CsCuRhF,basisset1,0.5,True,0.0194,0.0
2551_CsFeZnF,basisset0,0.695,False,NaN,NaN
2553_CsLiTiF,basisset0,0.715,True,0.0001,0.0
2554_CsNiZnF,basisset0,0.67,True,0.0001,0.0
2555_CsRbYbF,basisset0,1.165,False,NaN,NaN
2556_CsCoGeF,basisset0,0.68,True,0.0,0.0
2557_CsCoCuF,basisset0,0.66,False,NaN,NaN
2558_CsKNpF,basisset0,0.865,False,NaN,NaN
2559_CsSmEuF,basisset0,1.13,True,0.041,0.0
2560_CsErTlF,basisset0,1.18,True,0.0,0.0
2561_CsNdNpF,basisset0,1.615,False,NaN,NaN
2562_CsSrAmF,basisset0,1.06,True,0.0,0.0
2563_CsKCeF,basisset0,0.695,True,0.0,0.0
2564_CsLiRhF,basisset0,0.58,True,0.001,0.0
2565_CsFeGeF,basisset0,0.69,True,0.0,0.0
2566_CsAuUF,basisset0,1.055,True,0.0366,0.0
2567_CsNiCuF,basisset0,0.66,False,NaN,NaN
2568_CsBAgF,basisset0,0.75,True,0.1178,1.3889
2568_CsBAgF,basisset1,0.63,True,0.0099,0.0
2569_CsHfVacF,basisset0,0.81,True,0.0112,0.0
2570_CsNiGeF,basisset0,0.67,True,0.0008,0.0
2571_CsFeFrF,basisset0,0.88,True,0.6673,1.3889
2571_CsFeFrF,basisset1,0.755,True,0.1014,1.3889
2572_CsMgCoF,basisset0,0.8,True,0.0,0.0
2573_CsHgThF,basisset0,1.19,True,0.0002,0.0
2574_CsPbAmF,basisset0,1.07,True,0.203,2.7778
2575_CsYTlF,basisset0,0.81,True,0.0,0.0
2576_CsAuBiF,basisset0,0.91,False,NaN,NaN
2577_CsSrSmF,basisset0,1.075,True,0.0,0.0
2578_CsRbTmF,basisset0,1.165,False,NaN,NaN
2579_CsMgFeF,basisset0,0.825,False,NaN,NaN
2580_CsHoTlF,basisset0,1.2,True,0.2691,1.3889
2580_CsHoTlF,basisset1,0.88,True,0.0,0.0
2581_CsLaAuF,basisset0,1.17,True,0.0002,0.0
2583_CsRbTlF,basisset0,0.62,True,0.0,0.0
2584_CsMgNiF,basisset0,0.775,True,0.0413,0.0
2585_CsVCuF,basisset0,0.565,False,NaN,NaN
2586_CsRbErF,basisset0,1.145,False,NaN,NaN
2587_CsSmPbF,basisset0,1.145,True,0.0,0.0
2588_CsAuPaF,basisset0,1.15,True,0.0773,0.0
2588_CsAuPaF,basisset1,1.11,True,0.0005,0.0
2589_CsKBiF,basisset0,0.93,True,0.0,0.0
2590_CsKLaF,basisset0,1.19,False,NaN,NaN
2591_CsDyTlF,basisset0,1.225,True,0.0001,0.0
2592_CsMnFrF,basisset0,0.75,True,0.0002,0.0
2593_CsCrFrF,basisset0,0.785,True,0.0002,0.0
2594_CsBeCdF,basisset0,0.85,True,0.0003,0.0
2595_CsLiVF,basisset0,0.595,True,0.0002,0.0
2596_CsAgRaF,basisset0,0.975,False,NaN,NaN
2597_CsRbYF,basisset0,0.76,True,0.0,0.0
2598_CsBaDyF,basisset0,1.68,True,0.0001,0.0
2599_CsKPaF,basisset0,1.305,False,NaN,NaN
2600_CsGaFrF,basisset0,0.72,True,0.0057,0.0
2601_CsRbHoF,basisset0,1.16,False,NaN,NaN
2602_CsFeCoF,basisset0,0.735,False,NaN,NaN
2603_CsTbTlF,basisset0,1.21,True,0.0081,0.0
2604_CsPdInF,basisset0,0.525,True,0.0002,0.0
2605_CsCuGaF,basisset0,0.56,True,0.0011,0.0
2606_CsBeAgF,basisset0,0.79,True,0.0004,0.0
2607_CsCoNiF,basisset0,0.68,False,NaN,NaN
2608_CsCrCuF,basisset0,0.595,True,0.2158,1.3889
2608_CsCrCuF,basisset1,0.54,True,0.0982,0.0
2610_CsCdRaF,basisset0,1.01,True,0.0028,0.0
2612_CsRbDyF,basisset0,1.185,True,0.0001,0.0
2613_CsMnCuF,basisset0,0.615,True,0.0004,0.0
2614_CsLiGaF,basisset0,0.61,True,0.0157,0.0
2615_CsSnVacF,basisset0,0.62,True,0.0157,0.0
2616_CsGdTlF,basisset0,1.195,True,0.0045,0.0
2617_CsLiCrF,basisset0,0.64,True,0.4465,1.3889
2617_CsLiCrF,basisset1,0.575,True,0.0346,0.0
2618_CsVFrF,basisset0,0.715,False,NaN,NaN
2619_CsLiMnF,basisset0,0.615,True,0.0,0.0
2620_CsRbTbF,basisset0,1.17,False,NaN,NaN
2622_CsEuTlF,basisset0,1.23,True,0.0003,0.0
2624_CsNbVacF,basisset0,0.725,False,NaN,NaN
2625_CsTaVacF,basisset0,0.6,True,0.0,0.0
2626_CsLiFeF,basisset0,0.765,True,0.0571,0.0
2626_CsLiFeF,basisset1,0.715,True,0.8007,5.5556
2626_CsLiFeF,basisset2,0.695,True,2.1643,4.1667
2626_CsLiFeF,basisset3,0.63,True,0.067,0.0
2627_CsSmTlF,basisset0,1.215,True,0.0001,0.0
2628_CsRbGdF,basisset0,1.15,False,NaN,NaN
2629_CsNdEuF,basisset0,1.165,True,0.0,0.0
2630_CsCuAsF,basisset0,0.77,False,NaN,NaN
2631_CsPdSbF,basisset0,0.845,True,0.0,0.0
2632_CsNHgF,basisset0,0.705,False,NaN,NaN
2633_CsPdPdF,basisset0,0.67,True,0.1058,1.3889
2634_CsRhFrF,basisset0,0.73,True,0.027,0.0
2636_CsRbEuF,basisset0,1.185,True,0.0009,0.0
2637_CsSrNdF,basisset0,1.37,True,0.0001,0.0
2638_CsTiFrF,basisset0,0.86,False,NaN,NaN
2639_CsPmTlF,basisset0,1.225,True,0.0,0.0
2640_CsTlCmF,basisset0,0.995,True,0.0002,0.0
2641_CsLiNiF,basisset0,0.635,False,NaN,NaN
2642_CsLiAsF,basisset0,0.87,True,0.4391,2.7778
2642_CsLiAsF,basisset1,0.79,True,0.0013,0.0
2645_CsTlAmF,basisset0,0.965,True,0.0002,0.0
2646_CsLiCoF,basisset0,0.67,True,0.0003,0.0
2647_CsScPdF,basisset0,0.53,True,0.0001,0.0
2648_CsRbSmF,basisset0,1.17,True,0.0019,0.0
2649_CsIrFrF,basisset0,0.83,True,0.3672,1.3889
2649_CsIrFrF,basisset1,0.73,True,0.0323,0.0
2650_CsNdPbF,basisset0,1.26,True,0.0025,0.0
2651_CsCaRaF,basisset0,1.16,True,0.0182,0.0
2652_CsRuFrF,basisset0,0.76,False,NaN,NaN
2653_CsNdTlF,basisset0,1.24,True,0.0,0.0
2655_CsMoFrF,basisset0,0.77,True,0.0003,0.0
2656_CsPrTlF,basisset0,1.245,True,0.0007,0.0
2657_CsRbCmF,basisset0,0.935,False,NaN,NaN
2658_CsRbPmF,basisset0,1.185,True,0.0001,0.0
2659_CsAuAcF,basisset0,0.86,True,0.0,0.0
2660_CsWVacF,basisset0,0.67,False,NaN,NaN
2661_CsRbAmF,basisset0,0.905,True,0.0,0.0
2662_CsYbRaF,basisset0,1.52,False,NaN,NaN
2663_CsHgRaF,basisset0,1.02,True,0.0174,0.0
2664_CsNdAmF,basisset0,1.455,False,NaN,NaN
2665_CsKAcF,basisset0,0.87,True,0.0001,0.0
2666_CsTlPuF,basisset0,0.97,True,0.0189,0.0
2667_CsNAgF,basisset0,0.6,False,NaN,NaN
2668_CsCuCuF,basisset0,0.66,False,NaN,NaN
2669_CsBeTiF,basisset0,0.84,True,0.0001,0.0
2670_CsBePdF,basisset0,0.845,True,0.0994,0.0
2670_CsBePdF,basisset1,0.725,True,0.1108,1.3889
2670_CsBePdF,basisset2,0.755,True,0.2301,2.7778
2670_CsBePdF,basisset3,0.6,True,0.0368,0.0
2671_CsPdTaF,basisset0,0.575,False,NaN,NaN
2672_CsNbPdF,basisset0,0.685,True,0.0,0.0
2673_CsRbNdF,basisset0,1.19,True,0.0154,0.0
2674_CsAlCuF,basisset0,0.72,True,0.0304,0.0
2675_CsCeTlF,basisset0,0.81,False,NaN,NaN
2677_CsTlNpF,basisset0,0.97,True,0.1573,1.3889
2678_CsTmRaF,basisset0,1.595,False,NaN,NaN
2679_CsRbPrF,basisset0,1.2,True,0.0002,0.0
