comp,basisset#,abs_charge_spilling,bandOverlap_exists,bandOverlap_maxDev,bandOverlap_perc_kpts
1747_CsCuPtCl,basisset0,0.74,True,0.0004,0.0
1748_CsVZnCl,basisset0,0.585,True,0.0225,0.0
1749_CsAuNCl,basisset0,0.775,False,NaN,NaN
1750_CsGePtCl,basisset0,0.91,False,NaN,NaN
1751_CsRbSmCl,basisset0,1.08,False,NaN,NaN
1752_CsPdGdCl,basisset0,1.105,True,0.0001,0.0
1753_CsCaRaCl,basisset0,1.01,True,0.0082,0.0
1754_CsFrRuCl,basisset0,0.76,True,0.0089,0.0
1755_CsNdPbCl,basisset0,1.09,True,0.0001,0.0
1756_CsFrIrCl,basisset0,0.97,True,0.0645,0.0
1756_CsFrIrCl,basisset1,1.03,True,0.0218,0.0
1757_CsTlNdCl,basisset0,1.21,True,0.0038,0.0
1758_CsTbVacCl,basisset0,1.575,False,NaN,NaN
1759_CsMgPtCl,basisset0,0.76,True,0.0,0.0
1760_CsLiPdCl,basisset0,0.625,True,0.0302,0.0
1761_CsVGeCl,basisset0,0.675,True,0.0001,0.0
1762_CsBeDyCl,basisset0,1.405,False,NaN,NaN
1763_CsVCuCl,basisset0,0.59,True,0.0001,0.0
1764_CsLiSbCl,basisset0,0.93,True,0.0008,0.0
1765_CsRbPmCl,basisset0,1.1,False,NaN,NaN
1766_CsTlPrCl,basisset0,1.22,True,0.0001,0.0
1767_CsAuAcCl,basisset0,0.83,True,0.0055,0.0
1768_CsRbCmCl,basisset0,0.8,True,0.0001,0.0
1769_CsFrMoCl,basisset0,0.74,True,0.0,0.0
1770_CsCuScCl,basisset0,0.55,True,0.0351,0.0
1771_CsCrMnCl,basisset0,0.535,True,0.0001,0.0
1772_CsPdTbCl,basisset0,1.125,True,0.0,0.0
1773_CsRbAmCl,basisset0,0.785,True,0.0006,0.0
1774_CsLiAgCl,basisset0,0.575,True,0.0,0.0
1775_CsMgVCl,basisset0,0.65,True,0.1878,1.3889
1775_CsMgVCl,basisset1,0.675,True,0.0009,0.0
1776_CsTlPuCl,basisset0,0.925,True,0.028,0.0
1777_CsYbRaCl,basisset0,1.2,False,NaN,NaN
1778_CsNdAmCl,basisset0,1.18,False,NaN,NaN
1779_CsHgRaCl,basisset0,0.92,True,0.0027,0.0
1780_CsKAcCl,basisset0,0.76,False,NaN,NaN
1781_CsLiScCl,basisset0,0.52,True,0.0,0.0
1782_CsCrZnCl,basisset0,0.6,False,NaN,NaN
1783_CsRbNdCl,basisset0,1.1,True,0.0,0.0
1784_CsCoPtCl,basisset0,0.745,True,0.0007,0.0
1785_CsCrGeCl,basisset0,0.655,True,0.0001,0.0
1787_CsCrCuCl,basisset0,0.58,True,0.4096,2.7778
1787_CsCrCuCl,basisset1,0.615,True,0.4207,1.3889
1788_CsTmRaCl,basisset0,1.195,True,0.0,0.0
1789_CsRbPrCl,basisset0,1.105,True,0.0,0.0
1790_CsTlNpCl,basisset0,0.92,True,0.0008,0.0
1791_CsNdSmCl,basisset0,1.22,True,0.0277,0.0
1792_CsTlCeCl,basisset0,0.77,False,NaN,NaN
1793_CsPdHoCl,basisset0,1.125,False,NaN,NaN
1794_CsCuNbCl,basisset0,0.66,True,0.0,0.0
1795_CsNiPtCl,basisset0,0.75,True,0.0003,0.0
1796_CsPdYCl,basisset0,0.625,True,0.0014,0.0
1797_CsCuTaCl,basisset0,0.65,True,0.0001,0.0
1798_CsMnZnCl,basisset0,0.6,True,0.0001,0.0
1799_CsVCoCl,basisset0,0.63,True,0.0,0.0
1800_CsMgCrCl,basisset0,0.64,True,0.005,0.0
1801_CsVFeCl,basisset0,0.635,True,0.0,0.0
1802_CsFrNbCl,basisset0,0.84,True,0.0006,0.0
1803_CsBaEuCl,basisset0,1.11,False,NaN,NaN
1804_CsFrTaCl,basisset0,0.83,True,0.0,0.0
1805_CsRbPuCl,basisset0,0.79,False,NaN,NaN
1806_CsBeTmCl,basisset0,1.16,False,NaN,NaN
1807_CsLiNbCl,basisset0,0.69,True,0.0,0.0
1808_CsLiTaCl,basisset0,0.66,True,0.0,0.0
1809_CsMnCuCl,basisset0,0.575,True,0.0,0.0
1810_CsMnGeCl,basisset0,0.655,False,NaN,NaN
1811_CsVNiCl,basisset0,0.625,True,0.0,0.0
1813_CsTlUCl,basisset0,0.905,True,0.046,0.0
1814_CsPdTlCl,basisset0,0.85,True,0.0001,0.0
1815_CsGeSrF,basisset0,0.8,False,NaN,NaN
1816_CsNiSmF,basisset0,1.095,True,0.001,0.0
1817_CsZnEuF,basisset0,1.065,True,0.0004,0.0
1818_CsAgSbF,basisset0,0.83,False,NaN,NaN
1819_CsCuSrF,basisset0,0.795,False,NaN,NaN
1820_CsTaHgF,basisset0,0.745,True,0.0,0.0
1821_CsNbHgF,basisset0,0.84,True,0.0001,0.0
1822_CsMgPbF,basisset0,0.94,True,0.2615,2.7778
1822_CsMgPbF,basisset1,0.87,True,0.0028,0.0
1823_CsNaErF,basisset0,1.09,True,0.0001,0.0
1825_CsAlKF,basisset0,0.73,True,0.3254,1.3889
1827_CsCoSmF,basisset0,1.275,False,NaN,NaN
1828_CsAlAuF,basisset0,0.72,True,0.278,1.3889
1828_CsAlAuF,basisset1,0.61,True,0.2284,2.7778
1829_CsNaTlF,basisset0,0.57,True,0.0147,0.0
1831_CsNaYF,basisset0,0.68,True,0.0002,0.0
1832_CsCuPbF,basisset0,0.83,True,0.0001,0.0
1833_CsGePbF,basisset0,0.82,True,0.0007,0.0
1834_CsMnEuF,basisset0,0.92,True,0.0011,0.0
1835_CsZnSrF,basisset0,0.8,True,0.0015,0.0
1836_CsKCuF,basisset0,0.65,True,0.0004,0.0
1837_CsNaHoF,basisset0,1.11,True,0.0,0.0
1838_CsNaTmF,basisset0,1.105,False,NaN,NaN
1839_CsNiAmF,basisset0,0.925,True,0.0025,0.0
1840_CsGeEuF,basisset0,0.91,True,0.0026,0.0
1841_CsPtNpF,basisset0,0.915,True,0.0,0.0
1842_CsAgAgF,basisset0,0.61,False,NaN,NaN
1843_CsMgSrF,basisset0,0.92,True,0.0161,0.0
1844_CsScAgF,basisset0,0.57,True,0.0003,0.0
1845_CsMnSrF,basisset0,0.78,True,0.0137,0.0
1846_CsMgAmF,basisset0,1.015,False,NaN,NaN
1847_CsBeRaF,basisset0,1.23,True,0.7696,4.1667
1847_CsBeRaF,basisset1,1.09,True,0.7634,11.1111
1848_CsTiDyF,basisset0,1.17,True,0.0,0.0
1849_CsZnPbF,basisset0,0.84,True,0.0,0.0
1850_CsNaDyF,basisset0,1.13,False,NaN,NaN
1851_CsVNpF,basisset0,0.93,True,0.004,0.0
1852_CsCuAcF,basisset0,0.85,True,0.0394,0.0
1853_CsTiTmF,basisset0,1.015,False,NaN,NaN
1854_CsMgEuF,basisset0,1.015,False,NaN,NaN
1855_CsAgCdF,basisset0,0.645,True,0.0002,0.0
1856_CsCrEuF,basisset0,0.955,True,0.0,0.0
1857_CsScHgF,basisset0,0.69,True,0.0001,0.0
1858_CsNaYbF,basisset0,1.11,True,0.0,0.0
1859_CsCoPbF,basisset0,0.855,True,0.0005,0.0
1860_CsFePbF,basisset0,0.87,True,0.0,0.0
1861_CsCaAgF,basisset0,0.765,False,NaN,NaN
1862_CsMnPbF,basisset0,0.805,True,0.0,0.0
1863_CsAgHgF,basisset0,0.655,True,0.0,0.0
1864_CsGeAmF,basisset0,0.9,True,0.0817,0.0
1865_CsTeVacF,basisset0,1.08,False,NaN,NaN
1866_CsPTlF,basisset0,0.98,True,0.009,0.0
1867_CsMgSmF,basisset0,1.02,True,0.0091,0.0
1868_CsNaLuF,basisset0,1.08,False,NaN,NaN
1869_CsNaTbF,basisset0,1.115,True,0.0001,0.0
1870_CsPoVacF,basisset0,1.07,False,NaN,NaN
1871_CsLiAcF,basisset0,0.94,True,0.0002,0.0
1872_CsNiPbF,basisset0,0.84,True,0.0002,0.0
1873_CsThVacF,basisset0,1.14,False,NaN,NaN
1874_CsMoHgF,basisset0,0.755,True,0.0,0.0
1875_CsTiYbF,basisset0,0.995,False,NaN,NaN
1876_CsCrSrF,basisset0,0.76,True,0.0001,0.0
1877_CsCoSrF,basisset0,0.825,True,0.0,0.0
1878_CsCoAuF,basisset0,0.61,True,0.0,0.0
1880_CsFeSrF,basisset0,0.845,False,NaN,NaN
1881_CsSbHgF,basisset0,1.095,False,NaN,NaN
1882_CsAsAuF,basisset0,0.81,False,NaN,NaN
1883_CsAgInF,basisset0,0.54,True,0.0019,0.0
1884_CsCaCdF,basisset0,0.8,True,0.0001,0.0
1885_CsGeSmF,basisset0,0.975,True,0.0068,0.0
1886_CsPdHgF,basisset0,0.71,True,0.0,0.0
1887_CsZnAmF,basisset0,0.905,True,0.0001,0.0
1888_CsNiAuF,basisset0,0.635,True,0.0215,0.0
1889_CsRuHgF,basisset0,0.73,False,NaN,NaN
1890_CsNbAgF,basisset0,0.67,False,NaN,NaN
1891_CsAgTaF,basisset0,0.55,True,0.0001,0.0
1892_CsNiSrF,basisset0,0.81,True,0.0096,0.0
1893_CsIrHgF,basisset0,0.8,True,0.0,0.0
1894_CsNaAuF,basisset0,0.665,True,0.0144,0.0
1896_CsCrPbF,basisset0,0.785,True,0.0001,0.0
1898_CsKCoF,basisset0,0.64,True,0.0314,0.0
1899_CsNaGdF,basisset0,1.095,True,0.0004,0.0
1900_CsFeEuF,basisset0,1.005,False,NaN,NaN
1903_CsCrNpF,basisset0,0.815,True,0.0,0.0
1904_CsTiNpF,basisset0,0.995,True,0.0055,0.0
1905_CsPRbF,basisset0,0.91,False,NaN,NaN
1906_CsKNiF,basisset0,0.59,True,0.0,0.0
1907_CsKAsF,basisset0,0.82,True,0.0001,0.0
1908_CsZnSmF,basisset0,1.12,True,0.0008,0.0
1909_CsVEuF,basisset0,0.885,False,NaN,NaN
1910_CsNFrF,basisset0,0.85,True,0.0,0.0
1911_CsMnAmF,basisset0,0.91,True,0.0183,0.0
1913_CsTiHgF,basisset0,0.89,True,0.0,0.0
1914_CsCaTiF,basisset0,0.81,True,0.0013,0.0
1915_CsCaPdF,basisset0,0.805,True,0.003,0.0
1916_CsNiEuF,basisset0,1.025,False,NaN,NaN
1917_CsNaEuF,basisset0,1.135,False,NaN,NaN
1918_CsFeAuF,basisset0,0.68,True,0.0,0.0
1920_CsRhHgF,basisset0,0.68,False,NaN,NaN
1921_CsLiThF,basisset0,1.105,False,NaN,NaN
1922_CsVSrF,basisset0,0.73,True,0.0001,0.0
1923_CsEuPtF,basisset0,1.1,True,0.0207,0.0
1925_CsCdHgF,basisset0,0.7,True,0.0,0.0
1926_CsCdYbF,basisset0,1.14,False,NaN,NaN
1927_CsMnNpF,basisset0,1.045,True,0.0,0.0
1928_CsCrAmF,basisset0,0.87,True,0.0055,0.0
1929_CsKFeF,basisset0,0.695,True,0.0382,0.0
1930_CsNaSmF,basisset0,1.12,True,0.0,0.0
1931_CsCuThF,basisset0,1.045,True,0.0007,0.0
1932_CsVPbF,basisset0,0.77,True,0.0001,0.0
1933_CsSrPtF,basisset0,0.8,True,0.0064,0.0
1934_CsCdTmF,basisset0,1.135,False,NaN,NaN
1935_CsNiNdF,basisset0,1.245,False,NaN,NaN
1936_CsMnAuF,basisset0,0.565,True,0.0,0.0
1937_CsZnNpF,basisset0,0.865,True,0.0001,0.0
1938_CsMoAgF,basisset0,0.585,True,0.0001,0.0
1939_CsCrAuF,basisset0,0.605,True,0.0,0.0
1940_CsCrSmF,basisset0,0.99,True,0.0001,0.0
1941_CsFeNdF,basisset0,1.12,False,NaN,NaN
1942_CsCoNdF,basisset0,1.29,True,0.0005,0.0
1944_CsNaPmF,basisset0,1.13,False,NaN,NaN
1945_CsNaCmF,basisset0,0.88,True,0.0,0.0
1946_CsGaAuF,basisset0,0.57,True,0.0006,0.0
1947_CsPtPbF,basisset0,0.825,True,0.0001,0.0
1948_CsInHgF,basisset0,0.7,True,0.0002,0.0
1949_CsKMnF,basisset0,0.575,True,0.0,0.0
1950_CsRuAgF,basisset0,0.565,False,NaN,NaN
1951_CsGeNpF,basisset0,0.825,True,0.0373,0.0
1953_CsVHgF,basisset0,0.67,True,0.0028,0.0
1954_CsAgIrF,basisset0,0.63,True,0.0002,0.0
1955_CsKCrF,basisset0,0.605,True,0.0007,0.0
1956_CsNaAmF,basisset0,0.845,False,NaN,NaN
1957_CsVAmF,basisset0,0.825,True,0.004,0.0
1958_CsKGaF,basisset0,0.56,True,0.0005,0.0
1959_CsAgAuF,basisset0,0.62,False,NaN,NaN
1960_CsNaNdF,basisset0,1.135,True,0.0,0.0
1961_CsPtHgF,basisset0,0.75,False,NaN,NaN
1962_CsMnDyF,basisset0,1.195,False,NaN,NaN
1964_CsNaInF,basisset0,0.53,True,0.0459,0.0
1965_CsMgNpF,basisset0,1.125,True,0.0,0.0
1966_CsTiAgF,basisset0,0.675,True,0.0,0.0
1967_CsYbPtF,basisset0,1.105,False,NaN,NaN
1968_CsPKF,basisset0,0.85,True,0.0002,0.0
1969_CsRhAgF,basisset0,0.54,True,0.0007,0.0
1970_CsVAuF,basisset0,0.575,False,NaN,NaN
1971_CsVSmF,basisset0,0.88,True,0.0069,0.0
1972_CsMgNdF,basisset0,1.045,False,NaN,NaN
1973_CsPtAmF,basisset0,0.855,True,0.0,0.0
1974_CsNaPrF,basisset0,1.15,False,NaN,NaN
1975_CsAgLuF,basisset0,1.09,True,0.0,0.0
1976_CsTiCdF,basisset0,0.74,True,0.0001,0.0
1977_CsZnDyF,basisset0,1.155,False,NaN,NaN
1978_CsPAuF,basisset0,1.07,True,0.0646,0.0
1978_CsPAuF,basisset1,1.04,True,0.0019,0.0
1979_CsPdCdF,basisset0,0.675,True,0.0,0.0
1980_CsCuPaF,basisset0,0.93,True,0.0613,0.0
1980_CsCuPaF,basisset1,0.85,True,0.0,0.0
1981_CsVYbF,basisset0,0.945,False,NaN,NaN
1982_CsGaHgF,basisset0,0.715,True,0.0,0.0
1983_CsAgYbF,basisset0,1.09,False,NaN,NaN
1985_CsCaYbF,basisset0,1.1,True,0.0,0.0
1986_CsKVF,basisset0,0.575,True,0.0105,0.0
1987_CsNaPuF,basisset0,0.85,True,0.0,0.0
1988_CsGeNdF,basisset0,1.08,True,0.0003,0.0
1989_CsCaHgF,basisset0,0.82,False,NaN,NaN
1990_CsSmPtF,basisset0,1.115,True,0.0,0.0
1991_CsCdDyF,basisset0,1.165,True,0.0006,0.0
1992_CsMnHgF,basisset0,0.66,True,0.0,0.0
1993_CsCuLaF,basisset0,1.17,True,0.0021,0.0
1994_CsPaVacF,basisset0,0.995,True,0.0001,0.0
1995_CsCuBiF,basisset0,0.88,True,0.0267,0.0
1996_CsCaPtF,basisset0,0.785,True,0.0001,0.0
1997_CsBeBaF,basisset0,1.13,True,1.4298,9.7222
1997_CsBeBaF,basisset1,1.0,True,0.4834,5.5556
1998_CsLiPaF,basisset0,0.905,True,0.0001,0.0
2000_CsPdAgF,basisset0,0.635,False,NaN,NaN
2001_CsPdThF,basisset0,1.05,True,0.0068,0.0
2002_CsCoNpF,basisset0,0.98,True,0.0021,0.0
2003_CsCrTmF,basisset0,1.065,True,0.0,0.0
2004_CsCuUF,basisset0,0.87,True,0.0001,0.0
2006_CsZnNdF,basisset0,1.155,True,0.0001,0.0
2007_CsTiEuF,basisset0,0.935,True,0.0,0.0
2008_CsAgTmF,basisset0,1.085,False,NaN,NaN
2009_CsNaNpF,basisset0,0.85,True,0.0,0.0
2010_CsNaCeF,basisset0,0.68,False,NaN,NaN
2011_CsCaTmF,basisset0,1.095,False,NaN,NaN
2012_CsLiLaF,basisset0,1.3,True,0.0,0.0
2013_CsBRbF,basisset0,0.85,True,0.0024,0.0
2015_CsCaVF,basisset0,0.715,True,0.0,0.0
2016_CsVAgF,basisset0,0.575,True,0.0,0.0
2017_CsMgDyF,basisset0,1.27,True,0.0001,0.0
2018_CsLiBiF,basisset0,0.98,True,0.0101,0.0
2019_CsRhAuF,basisset0,0.55,True,0.0,0.0
2020_CsAgTlF,basisset0,0.57,True,0.0,0.0
2021_CsAlTlF,basisset0,0.86,True,0.1132,1.3889
2022_CsFeHgF,basisset0,0.82,True,0.0002,0.0
2023_CsLiUF,basisset0,0.9,True,0.0001,0.0
2024_CsCrYbF,basisset0,1.045,False,NaN,NaN
2025_CsSrPdF,basisset0,0.82,True,0.1631,1.3889
2025_CsSrPdF,basisset1,0.73,True,0.0062,0.0
2026_CsTiSrF,basisset0,0.825,True,0.0018,0.0
2027_CsMnNdF,basisset0,0.955,False,NaN,NaN
2028_CsTiAuF,basisset0,0.825,False,NaN,NaN
2029_CsAuHgF,basisset0,0.68,False,NaN,NaN
2030_CsNiBaF,basisset0,0.93,True,0.9212,4.1667
2030_CsNiBaF,basisset1,0.86,True,0.0594,0.0
2031_CsAgErF,basisset0,1.075,False,NaN,NaN
2033_CsNaPdF,basisset0,0.655,False,NaN,NaN
2034_CsNaSbF,basisset0,0.85,True,0.034,0.0
2035_CsCuNpF,basisset0,0.845,True,0.0069,0.0
2036_CsUVacF,basisset0,0.94,True,0.0,0.0
2037_CsCuCeF,basisset0,0.685,True,0.0,0.0
2038_CsKRhF,basisset0,0.55,True,0.037,0.0
2039_CsFeBaF,basisset0,0.975,True,0.0013,0.0
2040_CsNaUF,basisset0,0.81,True,0.0145,0.0
2041_CsCoBaF,basisset0,0.95,True,0.1965,1.3889
2041_CsCoBaF,basisset1,0.875,True,0.0012,0.0
2042_CsIrAuF,basisset0,0.63,False,NaN,NaN
2043_CsTiPbF,basisset0,0.89,True,0.0,0.0
2044_CsKTiF,basisset0,0.68,True,0.0001,0.0
2045_CsNaBiF,basisset0,0.91,True,0.0022,0.0
2046_CsYAgF,basisset0,0.69,False,NaN,NaN
2047_CsCdNpF,basisset0,0.88,True,0.0012,0.0
2048_CsPdPbF,basisset0,0.845,True,0.0018,0.0
2049_CsTmYbF,basisset0,1.16,True,0.0002,0.0
2050_CsRuAuF,basisset0,0.575,False,NaN,NaN
2051_CsAgHoF,basisset0,1.09,True,0.0,0.0
2052_CsLuHgF,basisset0,1.26,True,0.0,0.0
2053_CsNaLaF,basisset0,1.19,True,0.0,0.0
2054_CsZnTmF,basisset0,1.135,True,0.0,0.0
2056_CsBTlF,basisset0,0.9,True,0.0081,0.0
2057_CsCuPuF,basisset0,0.84,True,0.1689,1.3889
2057_CsCuPuF,basisset1,0.755,True,0.3784,2.7778
2058_CsNiHgF,basisset0,0.68,True,0.0004,0.0
2059_CsLiNpF,basisset0,0.91,True,0.0,0.0
2060_CsLiCeF,basisset0,0.735,False,NaN,NaN
2061_CsNaAgF,basisset0,0.62,True,0.0064,0.0
2062_CsGaAgF,basisset0,0.56,True,0.0167,0.0
2063_CsAsHgF,basisset0,1.07,True,0.0005,0.0
2064_CsAlRbF,basisset0,0.79,True,0.0022,0.0
2066_CsCoDyF,basisset0,1.275,True,0.0017,0.0
2067_CsCoHgF,basisset0,0.7,True,0.0,0.0
2068_CsNaScF,basisset0,0.54,True,0.3134,1.3889
2070_CsCaCrF,basisset0,0.75,True,0.0,0.0
2071_CsCrAgF,basisset0,0.595,True,0.0,0.0
2072_CsYbHgF,basisset0,1.22,False,NaN,NaN
2073_CsCuRbF,basisset0,0.695,False,NaN,NaN
2074_CsMoAuF,basisset0,0.595,True,0.0002,0.0
2075_CsKRuF,basisset0,0.575,True,0.008,0.0
2076_CsNaPaF,basisset0,0.92,True,0.0001,0.0
2077_CsKIrF,basisset0,0.65,True,0.0015,0.0
2078_CsMnAgF,basisset0,0.57,False,NaN,NaN
2079_CsAgDyF,basisset0,1.11,True,0.0,0.0
2080_CsLiPuF,basisset0,0.91,True,0.0,0.0
2081_CsZnHgF,basisset0,0.69,True,0.0001,0.0
2082_CsCuPrF,basisset0,1.13,True,0.0,0.0
2083_CsGeTmF,basisset0,1.05,False,NaN,NaN
2084_CsZnYbF,basisset0,1.135,True,0.0,0.0
2086_CsCuNdF,basisset0,1.12,True,0.0005,0.0
2087_CsCaDyF,basisset0,1.135,False,NaN,NaN
2089_CsKMoF,basisset0,0.6,True,0.0,0.0
2090_CsMgBaF,basisset0,1.06,True,0.1406,1.3889
2090_CsMgBaF,basisset1,0.97,True,0.0348,0.0
2091_CsTiAmF,basisset0,0.93,True,0.0015,0.0
2092_CsBFrF,basisset0,0.99,True,0.1256,2.7778
2093_CsGeYbF,basisset0,1.02,False,NaN,NaN
2094_CsCaMnF,basisset0,0.77,False,NaN,NaN
2095_CsCdPtF,basisset0,0.65,True,0.0,0.0
2096_CsGeHgF,basisset0,0.72,False,NaN,NaN
2097_CsLiPrF,basisset0,1.245,True,0.0005,0.0
2098_CsMgTmF,basisset0,1.16,False,NaN,NaN
2099_CsAgTbF,basisset0,1.095,True,0.0451,0.0
2100_CsHgTlF,basisset0,0.855,True,0.0,0.0
2101_CsCoTlF,basisset0,0.77,True,0.0013,0.0
2102_CsCuAmF,basisset0,0.84,True,0.0,0.0
2103_CsLiNdF,basisset0,1.235,True,0.1114,1.3889
2103_CsLiNdF,basisset1,1.13,True,0.0018,0.0
2104_CsGeBaF,basisset0,0.91,False,NaN,NaN
2105_CsAsTlF,basisset0,0.95,True,0.0515,0.0
2106_CsNiTlF,basisset0,0.73,True,0.0001,0.0
2107_CsTiSmF,basisset0,0.93,True,0.0049,0.0
2108_CsErHgF,basisset0,1.2,False,NaN,NaN
2109_CsVNdF,basisset0,0.845,True,0.0,0.0
2110_CsCuBaF,basisset0,0.915,True,0.0018,0.0
2111_CsMgYbF,basisset0,1.14,False,NaN,NaN
2112_CsCaZnF,basisset0,0.79,True,0.0,0.0
2113_CsCeVacF,basisset0,0.79,True,0.0004,0.0
2114_CsVCdF,basisset0,0.595,True,0.0,0.0
2115_CsNaNbF,basisset0,0.67,True,0.0004,0.0
2116_CsMgHgF,basisset0,0.78,True,0.0,0.0
2117_CsCuPmF,basisset0,1.115,True,0.0,0.0
2118_CsAgPtF,basisset0,0.605,False,NaN,NaN
2119_CsCuCmF,basisset0,0.875,True,0.8713,1.3889
2119_CsCuCmF,basisset1,0.79,True,0.1714,1.3889
2120_CsNpVacF,basisset0,0.945,True,0.0002,0.0
2121_CsNaTaF,basisset0,0.6,True,0.004,0.0
2122_CsBeNdF,basisset0,1.1,True,0.0001,0.0
2123_CsLiAmF,basisset0,0.905,True,0.0,0.0
2124_CsAgGdF,basisset0,1.08,True,0.0133,0.0
2125_CsDyYbF,basisset0,1.185,True,0.0005,0.0
2126_CsYHgF,basisset0,0.845,True,0.0001,0.0
2127_CsNbAuF,basisset0,0.82,True,0.0001,0.0
2128_CsZnBaF,basisset0,0.92,True,0.0076,0.0
2129_CsNdPtF,basisset0,1.14,False,NaN,NaN
2130_CsTaAuF,basisset0,0.67,True,0.0001,0.0
2131_CsHoHgF,basisset0,1.225,True,0.0,0.0
2132_CsCaGeF,basisset0,0.79,False,NaN,NaN
2133_CsCuHgF,basisset0,0.675,True,0.0006,0.0
2134_CsLiCmF,basisset0,0.935,True,0.0,0.0
2135_CsCaCuF,basisset0,0.785,False,NaN,NaN
2136_CsAsAgF,basisset0,0.79,False,NaN,NaN
2137_CsLiPmF,basisset0,1.23,True,0.0001,0.0
2138_CsCuSmF,basisset0,1.095,True,0.0,0.0
2139_CsCoTmF,basisset0,1.23,True,0.0002,0.0
2140_CsAgEuF,basisset0,1.11,True,0.0001,0.0
2141_CsAlHgF,basisset0,0.89,True,1.2044,2.7778
2141_CsAlHgF,basisset1,0.75,True,0.0334,0.0
2143_CsCoRbF,basisset0,0.66,False,NaN,NaN
2144_CsFeTlF,basisset0,0.83,True,0.0031,0.0
2145_CsKNbF,basisset0,0.68,False,NaN,NaN
2146_CsNiRbF,basisset0,0.635,True,0.0,0.0
2147_CsMnBaF,basisset0,0.89,True,0.0111,0.0
2148_CsCaNpF,basisset0,1.17,False,NaN,NaN
2150_CsKTaF,basisset0,0.615,True,0.0032,0.0
2151_CsAsRbF,basisset0,0.88,False,NaN,NaN
2152_CsDyHgF,basisset0,1.24,False,NaN,NaN
2153_CsNiTmF,basisset0,1.19,False,NaN,NaN
2154_CsMgCaF,basisset0,0.92,True,0.0038,0.0
2155_CsPuVacF,basisset0,0.99,False,NaN,NaN
2156_CsLiSmF,basisset0,1.21,True,0.0487,0.0
2157_CsCoYbF,basisset0,1.19,True,0.0001,0.0
2158_CsCuEuF,basisset0,1.1,True,0.0003,0.0
2159_CsFeYbF,basisset0,1.065,False,NaN,NaN
2160_CsCrCdF,basisset0,0.655,False,NaN,NaN
2161_CsAgSmF,basisset0,1.095,True,10.085,1.3889
2161_CsAgSmF,basisset1,0.995,True,0.0002,0.0
2162_CsNiYbF,basisset0,1.165,False,NaN,NaN
2163_CsPdAcF,basisset0,0.855,True,0.0013,0.0
2164_CsNaMoF,basisset0,0.58,True,0.1867,1.3889
2165_CsMnTlF,basisset0,0.695,True,0.0,0.0
2167_CsCuGdF,basisset0,1.085,True,0.0015,0.0
2168_CsCrBaF,basisset0,0.88,True,0.0001,0.0
2169_CsScAuF,basisset0,0.56,False,NaN,NaN
2170_CsCrTlF,basisset0,0.735,True,0.0004,0.0
2172_CsLiEuF,basisset0,1.225,True,0.0037,0.0
2173_CsFeRbF,basisset0,0.74,False,NaN,NaN
2174_CsSrAgF,basisset0,0.78,False,NaN,NaN
2175_CsAgPmF,basisset0,1.11,True,0.0002,0.0
2177_CsCdEuF,basisset0,1.095,True,0.0061,0.0
2178_CsAgCmF,basisset0,0.875,True,0.0001,0.0
2179_CsGaTlF,basisset0,0.7,True,0.0006,0.0
2180_CsAmVacF,basisset0,0.98,True,0.0001,0.0
2181_CsNaIrF,basisset0,0.63,True,0.0211,0.0
2182_CsNaRuF,basisset0,0.555,True,0.0018,0.0
2183_CsMnCdF,basisset0,0.64,True,0.0002,0.0
2184_CsPrVacF,basisset0,1.52,True,0.0015,0.0
2185_CsCmVacF,basisset0,0.995,True,0.0,0.0
2186_CsLiGdF,basisset0,1.205,True,0.0,0.0
2187_CsCaCoF,basisset0,0.82,True,0.0013,0.0
2188_CsKScF,basisset0,0.55,True,0.0,0.0
2189_CsAgAmF,basisset0,0.84,True,0.0006,0.0
2191_CsCaFeF,basisset0,0.835,True,0.0002,0.0
2193_CsGdHgF,basisset0,1.22,True,0.0003,0.0
2194_CsCuTbF,basisset0,1.095,True,0.0002,0.0
2195_CsSrCdF,basisset0,0.81,True,0.0042,0.0
2196_CsKAgF,basisset0,0.63,True,0.0162,0.0
2197_CsSbAuF,basisset0,0.85,False,NaN,NaN
2199_CsAgPbF,basisset0,0.81,False,NaN,NaN
2200_CsCaNiF,basisset0,0.795,True,0.0016,0.0
2201_CsZnCdF,basisset0,0.68,True,0.0,0.0
2202_CsNaTiF,basisset0,0.675,True,0.0001,0.0
2203_CsMnRbF,basisset0,0.61,False,NaN,NaN
2204_CsAgNdF,basisset0,1.115,True,0.0003,0.0
2205_CsCrRbF,basisset0,0.645,False,NaN,NaN
2206_CsNaRhF,basisset0,0.54,True,0.0149,0.0
2207_CsAlAgF,basisset0,0.71,True,0.6631,2.7778
2207_CsAlAgF,basisset1,0.61,True,3.3,4.1667
2209_CsEuHgF,basisset0,1.23,True,0.0005,0.0
2210_CsLiTbF,basisset0,1.21,True,0.0002,0.0
2211_CsCuDyF,basisset0,1.11,False,NaN,NaN
2212_CsAgPrF,basisset0,1.12,True,0.0001,0.0
2213_CsNaAcF,basisset0,0.86,False,NaN,NaN
2214_CsGaRbF,basisset0,0.6,True,0.0003,0.0
2215_CsVBaF,basisset0,0.845,True,0.0005,0.0
2216_CsKSbF,basisset0,0.87,True,0.0,0.0
2217_CsVTlF,basisset0,0.7,True,0.0002,0.0
2218_CsKPdF,basisset0,0.675,False,NaN,NaN
