comp,compID_num,comp_name_simple,comp_name_full,specie.A,specie.B1,specie.B2,specie.X,element.A,element.B1,element.B2,element.X,r_ionic.A,r_ionic.B1,r_ionic.B2,r_ionic.X,oct_factor,oct_mismatch,gen_t_factor,geom_stable,broken_condition,tau_factor,block.B1,row.B1,inputcharge.B1,block.B2,row.B2,inputcharge.B2,used_lobbasis,used_lobbasis_func,block_pairing,VBM,CBM,bandgap,VBMtotcontr.A,VBMorbital.A,VBMorbchar.A,VBMorborder.A,VBMorbcontr.A,CBMtotcontr.A,CBMorbital.A,CBMorbchar.A,CBMorborder.A,CBMorbcontr.A,VBMtotcontr.B1,VBMorbital.B1,VBMorbchar.B1,VBMorborder.B1,VBMorbcontr.B1,CBMtotcontr.B1,CBMorbital.B1,CBMorbchar.B1,CBMorborder.B1,CBMorbcontr.B1,VBMtotcontr.B2,VBMorbital.B2,VBMorbchar.B2,VBMorborder.B2,VBMorbcontr.B2,CBMtotcontr.B2,CBMorbital.B2,CBMorbchar.B2,CBMorborder.B2,CBMorbcontr.B2,VBMtotcontr.X,VBMorbital.X,VBMorbchar.X,VBMorborder.X,VBMorbcontr.X,CBMtotcontr.X,CBMorbital.X,CBMorbchar.X,CBMorborder.X,CBMorbcontr.X,spin_vbm,spin_cbm,spin_forbidden,cond_type,lattice_a_primitive,lattice_a_conventional,distance_B1_X,distance_B1_A,size_Oh_B1,distance_B2_X,distance_B2_A,size_Oh_B2,calc_oct_mismatch,abs_charge_spilling,bandOverlap_exists,bandOverlap_maxDev,bandOverlap_perc_kpts,popdiff.total,popdiff.B1,popdiff.B2,charge.B1,charge.B2,charge.A,charge.X,charge.total,charge.balanced,Icohp.B1.sum,Icohp.B1.avg,Icohp.B1.avg_spinup,Icohp.B1.avg_spindown,Icohp.B1.x_avg,Icohp.B1.x_spinup,Icohp.B1.x_spindown,Icohp.B1.y_avg,Icohp.B1.y_spinup,Icohp.B1.y_spindown,Icohp.B1.z_avg,Icohp.B1.z_spinup,Icohp.B1.z_spindown,Icobi.B1.sum,Icobi.B1.avg,Icobi.B1.avg_spinup,Icobi.B1.avg_spindown,Icobi.B1.x_avg,Icobi.B1.x_spinup,Icobi.B1.x_spindown,Icobi.B1.y_avg,Icobi.B1.y_spinup,Icobi.B1.y_spindown,Icobi.B1.z_avg,Icobi.B1.z_spinup,Icobi.B1.z_spindown,Icohp.B1.axial_asym_index,Icohp.B1.directional_asym_index,Icobi.B1.axial_asym_index,Icobi.B1.directional_asym_index,Icohp.B2.sum,Icohp.B2.avg,Icohp.B2.avg_spinup,Icohp.B2.avg_spindown,Icohp.B2.x_avg,Icohp.B2.x_spinup,Icohp.B2.x_spindown,Icohp.B2.y_avg,Icohp.B2.y_spinup,Icohp.B2.y_spindown,Icohp.B2.z_avg,Icohp.B2.z_spinup,Icohp.B2.z_spindown,Icobi.B2.sum,Icobi.B2.avg,Icobi.B2.avg_spinup,Icobi.B2.avg_spindown,Icobi.B2.x_avg,Icobi.B2.x_spinup,Icobi.B2.x_spindown,Icobi.B2.y_avg,Icobi.B2.y_spinup,Icobi.B2.y_spindown,Icobi.B2.z_avg,Icobi.B2.z_spinup,Icobi.B2.z_spindown,Icohp.B2.axial_asym_index,Icohp.B2.directional_asym_index,Icobi.B2.axial_asym_index,Icobi.B2.directional_asym_index,MadelungEnergy,SitePotential.B1,SitePotential.B2,vbmsite,cbmsite,vbmorbital,vbmorbchar,vbmorborder,vbmorbcontr,cbmorbital,cbmorbchar,cbmorborder,cbmorbcontr,transition_sites,transition_bands
1421_CsTlAgCl,1421,CsTlAgCl,Cs2TlAgCl6,Cs+,Tl+,Ag3+,Cl-,Cs,Tl,Ag,Cl,188.0,150.0,75.0,181.0,0.6215469613259669,0.2071823204419889,0.8853969486391206,True,,3.863314891011296,p,6,1,d,5.0,3,basisset0,"{'Tl': ' 5d 6p 6s', 'Ag': ' 4d 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-p,-0.47725,0.06538,0.54263,0.0,,,,0.0,0.0,,,,0.0,0.0358842118736455,6p,p,6.0,0.0161066727013524,0.4782464770732157,6s,s,6.0,0.4578568704928955,0.3600578832296324,4d,d,4.0,0.3594386658850466,0.0405529413243606,5s,s,5.0,0.0305634587745285,0.6040216927694916,3p,p,3.0,0.5911716037538636,0.4784140858408304,3p,p,3.0,0.3914502767639775,1.0,1.0,False,semiconductor,7.405452050188058,10.472890724879592,2.624277062658085,4.534894709402076,5.248554125316169,2.612168299781711,4.534894709402076,5.224336599563422,0.003345,0.6,False,,,0.0,0.0,0.0,0.31,0.59,1.02,-0.49,0.0,True,-22.95509,-3.825848333333333,-1.9129083333333328,-1.91294,-3.827435,-1.9146,-1.912835,-3.825555,-1.91263,-1.912925,-3.824555,-1.911495,-1.91306,3.03059,0.5050983333333333,0.2525466666666666,0.2525516666666667,0.505455,0.25283,0.252625,0.50504,0.252505,0.2525349999999999,0.5048,0.252305,0.252495,0.0030146732430814,0.0007527742213164,8.827031956699905e-05,0.0012967771951995,-6.29591,-1.0493183333333334,-0.52465,-0.5246683333333333,-1.047225,-0.521945,-0.52528,-1.049145,-0.524435,-0.52471,-1.051585,-0.52757,-0.524015,0.74963,0.1249383333333333,0.0624683333333333,0.06247,0.124645,0.06221,0.062435,0.12492,0.0624499999999999,0.06247,0.12525,0.062745,0.062505,0.0004751458710837,0.0041550784556959,8.827036113701929e-05,0.0048423889118631,-14.67,-4.67,-6.08,X,X,3p,p,3.0,0.5911716037538636,3p,p,3.0,0.3914502767639775,X-X,p-p
1434_CsMnHgCl,1434,CsMnHgCl,Cs2MnHgCl6,Cs+,Mn2+,Hg2+,Cl-,Cs,Mn,Hg,Cl,188.0,75.0,102.0,181.0,0.4889502762430939,0.074585635359116,0.9675653949854844,True,,3.8646597364132265,d,4,2,d,6.0,2,basisset0,"{'Mn': ' 3d 3p 4s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-1.27385,0.07279,1.3466399999999998,0.0,,,,0.0,0.0,,,,0.0,0.305259788260616,3d,d,3.0,0.3033085595024736,0.0586190693812395,4s,s,4.0,0.0529547692763212,0.0530843735323664,5d,d,5.0,0.0479431542723801,0.5777199904736771,6s,s,6.0,0.5777199904736771,0.64158107444996,3p,p,3.0,0.6357730888382976,0.3572757291177209,3p,p,3.0,0.228631749689429,1.0,1.0,False,semiconductor,7.276960041176146,10.29117558307838,2.4730818717727425,4.456209744876006,4.946163743545488,2.672505919766448,4.456209744876006,5.345011839532893,0.05509,0.6,True,0.0,0.0,5.04,4.75,0.05,1.22,1.2,1.01,-0.7400000000000001,-0.0,True,-9.23624,-1.5393733333333337,-0.594175,-0.9451983333333334,-1.5393750000000002,-0.594175,-0.9452,-1.539375,-0.594175,-0.9452,-1.53937,-0.594175,-0.945195,0.99537,0.165895,0.06552,0.100375,0.165895,0.06552,0.100375,0.165895,0.06552,0.1003749999999999,0.165895,0.06552,0.1003749999999999,0.0001478175548373,3.248074974253217e-06,4.997224825667336e-05,1.673080901511734e-16,-5.422129999999999,-0.9036883333333332,-0.4385133333333333,-0.4651749999999999,-0.903695,-0.438515,-0.46518,-0.90369,-0.438515,-0.465175,-0.90368,-0.43851,-0.46517,0.8873,0.1478833333333333,0.0730533333333333,0.07483,0.1478799999999999,0.07305,0.07483,0.147885,0.073055,0.07483,0.147885,0.073055,0.07483,0.0001221222571462,1.6598642968585657e-05,2.248453004185361e-05,3.381043615484789e-05,-34.75,-12.11,-10.49,X,B2,3p,p,3.0,0.6357730888382976,6s,s,6.0,0.5777199904736771,X-B,p-s
1503_CsVAgCl,1503,CsVAgCl,Cs2VAgCl6,Cs+,V2+,Ag2+,Cl-,Cs,V,Ag,Cl,188.0,79.0,94.0,181.0,0.4779005524861878,0.0414364640883977,0.9752192146886528,True,,3.8921986330220255,d,4,2,d,5.0,2,basisset0,"{'V': ' 3d 3p 3s 4s', 'Ag': ' 4d 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-2.84241,0.0152,2.85761,0.0,,,,0.0,0.0,,,,0.0,0.5003976353635267,3d,d,3.0,0.4992949505508224,0.8956692838582537,3d,d,3.0,0.8943382173558486,0.1113262622382179,4d,d,4.0,0.1108643434756544,0.0,,,,0.0,0.3838117148695655,3p,p,3.0,0.3811248696754525,0.1021270159987901,3p,p,3.0,0.1016492791006447,1.0,1.0,False,semiconductor,7.147043018835146,10.107445168100613,2.376257225600103,4.376652141466702,4.752514451200204,2.6774653584502026,4.376652141466702,5.354930716900407,0.083207,0.555,False,,,1.97,2.04,-0.01,1.17,0.56,1.02,-0.6266666666666667,0.01,True,-16.81358,-2.8022633333333338,-1.35042,-1.4518433333333334,-2.786645,-1.340785,-1.44586,-2.80133,-1.348255,-1.453075,-2.818815,-1.36222,-1.456595,2.54488,0.4241466666666666,0.2097416666666667,0.2144049999999999,0.42064,0.2075699999999999,0.2130699999999999,0.422545,0.20868,0.213865,0.429255,0.212975,0.21628,8.953573968134766e-05,0.0114800060427344,3.5197813984562827e-05,0.0203113702807204,-5.65737,-0.942895,-0.47135,-0.4715449999999999,-0.94849,-0.473715,-0.474775,-0.941155,-0.470675,-0.47048,-0.93904,-0.4696599999999999,-0.46938,0.6829899999999999,0.1138316666666666,0.0567866666666666,0.057045,0.1148,0.057235,0.057565,0.1136549999999999,0.0567099999999999,0.0569449999999999,0.11304,0.056415,0.056625,4.524615986420618e-05,0.0100223248611988,6.871830558613501e-06,0.0154614269608632,-25.7,-11.42,-6.37,B1,B1,3d,d,3.0,0.4992949505508224,3d,d,3.0,0.8943382173558486,B-B,d-d
1506_CsHgCuCl,1506,CsHgCuCl,Cs2HgCuCl6,Cs+,Hg+,Cu3+,Cl-,Cs,Hg,Cu,Cl,188.0,119.0,54.0,181.0,0.4779005524861878,0.1795580110497237,0.971831114936058,False,OL,3.8921986330220255,d,6,1,d,4.0,3,basisset0,"{'Hg': ' 5d 6s', 'Cu': ' 3d 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-0.29961,0.01912,0.31873,0.0,,,,0.0,0.0,,,,0.0,0.0723780991538522,5d,d,5.0,0.0602913882943633,0.072282154968621,6s,s,6.0,0.0544524312086477,0.2234832231113376,3d,d,3.0,0.2225409399079908,0.5584341166083446,3d,d,3.0,0.5564575994374329,0.7038656149849905,3p,p,3.0,0.6963672251883484,0.3690478644735162,3p,p,3.0,0.3442235490268298,1.0,1.0,False,semiconductor,7.148370995501121,10.109323210712148,2.6483177306702697,4.377465357772193,5.296635461340542,2.4063438746858044,4.377465357772193,4.812687749371606,0.066844,0.635,True,0.0,0.0,-1.01,-0.01,-0.6,1.2,1.0,1.01,-0.7033333333333333,0.0,True,-5.66618,-0.9443633333333332,-0.4788583333333334,-0.465505,-0.90221,-0.44542,-0.45679,-0.91077,-0.450325,-0.460445,-1.02011,-0.54083,-0.47928,0.8906999999999998,0.1484499999999999,0.0743483333333333,0.0741016666666666,0.1331399999999999,0.0643799999999999,0.06876,0.13631,0.0661249999999999,0.070185,0.1759,0.09254,0.08336,7.45355477211766e-05,0.1248460161872726,1.7950536947320224e-05,0.2880431121589762,-8.40798,-1.40133,-0.7930649999999999,-0.608265,-1.51078,-0.902615,-0.608165,-1.4762499999999998,-0.86816,-0.60809,-1.2169599999999998,-0.60842,-0.60854,1.00632,0.1677199999999999,0.1003716666666666,0.0673483333333333,0.188905,0.12095,0.067955,0.182855,0.114915,0.06794,0.1314,0.06525,0.06615,0.0002719889496432,0.2096722399434824,3.951095497041541e-05,0.342863105175292,-31.43,-10.29,-11.05,X,B2,3p,p,3.0,0.6963672251883484,3d,d,3.0,0.5564575994374329,X-B,p-d
1516_CsTiPdCl,1516,CsTiPdCl,Cs2TiPdCl6,Cs+,Ti2+,Pd2+,Cl-,Cs,Ti,Pd,Cl,188.0,86.0,86.0,181.0,0.4751381215469613,0.0,0.9772374616398354,True,,3.8997686914616905,d,4,2,d,5.0,2,basisset0,"{'Ti': ' 3d 3p 3s 4s', 'Pd': ' 4d 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-0.76306,0.01387,0.77693,0.0,,,,0.0,0.0,,,,0.0,0.0790733013054281,3d,d,3.0,0.0730578317963235,0.8690074393111565,3d,d,3.0,0.8671410792386554,0.7643567351315937,4d,d,4.0,0.763083641353393,0.0180444558765184,4d,d,4.0,0.0176320780296395,0.1564371685436317,3p,p,3.0,0.1250607476852137,0.1123811257383387,3p,p,3.0,0.1117276199231266,1.0,1.0,False,semiconductor,7.104237239649975,10.046908654628997,2.3838072546827904,4.350439062205223,4.767614509365579,2.639647072631707,4.350439062205223,5.279294145263415,0.070674,0.75,True,0.0039,0.0,0.0,0.0,0.0,1.11,-0.04,1.01,-0.52,-0.03,True,-20.11842,-3.35307,-1.6765066666666666,-1.6765633333333332,-3.35788,-1.67776,-1.68012,-3.350335,-1.67673,-1.673605,-3.350995,-1.67503,-1.675965,3.45711,0.5761850000000001,0.28809,0.288095,0.5768,0.288325,0.288475,0.57577,0.28798,0.28779,0.575985,0.287965,0.28802,0.0003951717403649,0.0022501767037372,8.180250141618017e-05,0.0017876202955647,-5.856319999999999,-0.9760533333333332,-0.48803,-0.4880233333333333,-0.9724,-0.48701,-0.48539,-0.979365,-0.488565,-0.4908,-0.976395,-0.488515,-0.48788,0.67496,0.1124933333333333,0.0562483333333333,0.0562449999999999,0.11188,0.05601,0.05587,0.1130449999999999,0.05643,0.056615,0.112555,0.056305,0.05625,0.0003565338927408,0.0071358805529753,5.421146658345987e-05,0.0103561692544742,-19.03,-9.86,-2.71,B2,B1,4d,d,4.0,0.763083641353393,3d,d,3.0,0.8671410792386554,B-B,d-d
1522_CsCoHgCl,1522,CsCoHgCl,Cs2CoHgCl6,Cs+,Co2+,Hg2+,Cl-,Cs,Co,Hg,Cl,188.0,69.75,102.0,181.0,0.4744475138121547,0.0890883977900552,0.9768040704906326,False,OL,3.901704530840876,d,4,2,d,6.0,2,basisset0,"{'Co': ' 3d 4s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-1.59027,0.07111,1.66138,0.0,,,,0.0,0.0,,,,0.0,0.1493627460403241,3d,d,3.0,0.1472241694918636,0.0900898729244255,4s,s,4.0,0.0871932087084734,0.0670948280707577,5d,d,5.0,0.0645882236431815,0.548429734800548,6s,s,6.0,0.548429734800548,0.7831731813887145,3p,p,3.0,0.7794970391092583,0.3539153177692874,3p,p,3.0,0.1994560217269904,1.0,1.0,False,semiconductor,7.1498359215985,10.111394929066936,2.384695484932286,4.37836243813456,4.769390969864572,2.671001979601182,4.37836243813456,5.342003959202364,0.07909,0.675,False,,,2.97,2.69,0.04,1.12,1.2,1.01,-0.7199999999999999,0.02,True,-9.43831,-1.573051666666667,-0.6149283333333334,-0.9581233333333332,-1.572195,-0.6145,-0.957695,-1.575535,-0.615785,-0.95975,-1.571425,-0.6145,-0.956925,1.04996,0.1749933333333333,0.06692,0.1080733333333333,0.174775,0.066925,0.10785,0.17545,0.066915,0.1085349999999999,0.174755,0.06692,0.107835,0.0001909257584018,0.0026127558853225,5.5327208313105095e-05,0.0039715798697093,-5.4728,-0.9121333333333334,-0.4467066666666666,-0.4654266666666666,-0.91257,-0.447465,-0.465105,-0.910765,-0.445185,-0.46558,-0.913065,-0.44747,-0.465595,0.8884799999999999,0.14808,0.073785,0.0742949999999999,0.14823,0.07394,0.07429,0.147705,0.0734549999999999,0.07425,0.148305,0.07396,0.074345,6.159910438059492e-05,0.0025215611752667,1.31233554767185e-05,0.0040518638573745,-33.64,-12.08,-10.3,X,B2,3p,p,3.0,0.7794970391092583,6s,s,6.0,0.548429734800548,X-B,p-s
1526_CsFeHgCl,1526,CsFeHgCl,Cs2FeHgCl6,Cs+,Fe2+,Hg2+,Cl-,Cs,Fe,Hg,Cl,188.0,69.5,102.0,181.0,0.473756906077348,0.0897790055248618,0.9772471002973564,False,OL,3.9036577605160914,d,4,2,d,6.0,2,basisset0,"{'Fe': ' 3d 4s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-0.89786,0.06323,0.96109,0.0,,,,0.0,0.0,,,,0.0,0.8647224050086496,3d,d,3.0,0.8638526809473397,0.0712952871348601,4s,s,4.0,0.0662237354019955,0.0,,,,0.0,0.5649803110416759,6s,s,6.0,0.5649499424684251,0.1331035061419085,3p,p,3.0,0.1328355388157121,0.3573233814394028,3p,p,3.0,0.2236206762743834,-1.0,1.0,True,semiconductor,7.258151153511545,10.26457579904995,2.402117909633644,4.444691700524105,4.804235819267289,2.730169989891332,4.444691700524105,5.4603399797826615,0.090622,0.685,True,0.0007,0.0,4.02,3.7,0.06,1.15,1.18,1.01,-0.7216666666666667,0.02,True,-9.70338,-1.61723,-0.6208216666666666,-0.9964083333333332,-1.652765,-0.62372,-1.029045,-1.583945,-0.6188199999999999,-0.965125,-1.61498,-0.6199250000000001,-0.995055,1.05025,0.1750416666666666,0.067065,0.1079766666666666,0.179475,0.067065,0.11241,0.17096,0.067185,0.103775,0.17469,0.066945,0.107745,0.0010712989779795,0.0425542439850856,7.001978253978076e-05,0.048645560580814,-4.98222,-0.8303699999999999,-0.4033,-0.42707,-0.8153900000000001,-0.39462,-0.42077,-0.844875,-0.41172,-0.433155,-0.8308450000000001,-0.40356,-0.427285,0.88353,0.147255,0.072955,0.0742999999999999,0.141855,0.0700649999999999,0.0717899999999999,0.152525,0.07578,0.076745,0.147385,0.07302,0.074365,0.0007287088554507,0.0355082673988703,9.881238581147878e-05,0.0724593392414518,-33.34,-12.23,-9.94,B1,B2,3d,d,3.0,0.8638526809473397,6s,s,6.0,0.5649499424684251,B-B,d-s
1529_CsNiHgCl,1529,CsNiHgCl,Cs2NiHgCl6,Cs+,Ni2+,Hg2+,Cl-,Cs,Ni,Hg,Cl,188.0,69.0,102.0,181.0,0.4723756906077348,0.0911602209944751,0.9781340048422108,False,OL,3.907616514662849,d,4,2,d,6.0,2,basisset0,"{'Ni': ' 3d 4s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-1.487,0.0705,1.5575,0.0,,,,0.0,0.0,,,,0.0,0.1345267878049032,3d,d,3.0,0.1323434962761591,0.0759302424225286,4s,s,4.0,0.0729489422039807,0.0612566801777795,5d,d,5.0,0.0585674960762359,0.5565376520442912,6s,s,6.0,0.5565376520442912,0.8036656567286374,3p,p,3.0,0.7997417296723488,0.3600586564758446,3p,p,3.0,0.2118177447958536,1.0,1.0,False,semiconductor,7.107736485671997,10.051857335811418,2.3325285305374788,4.352581904014827,4.665057061074954,2.69340013736823,4.352581904014827,5.386800274736463,0.099688,0.675,True,0.0,0.0,1.98,1.62,0.06,1.05,1.2,1.01,-0.71,0.01,True,-9.72743,-1.6212383333333331,-0.6340316666666665,-0.9872066666666668,-1.6217,-0.6340349999999999,-0.987665,-1.62097,-0.634035,-0.986935,-1.6210449999999998,-0.634025,-0.98702,1.08784,0.1813066666666666,0.0680399999999999,0.1132666666666666,0.181315,0.0680399999999999,0.113275,0.1813,0.0680399999999999,0.11326,0.181305,0.06804,0.113265,0.0001956540461812,0.0004502730937153,3.17104753706933e-05,8.273275481696759e-05,-5.29684,-0.8828066666666666,-0.4309116666666666,-0.451895,-0.88252,-0.43091,-0.4516099999999999,-0.88298,-0.430915,-0.452065,-0.8829199999999999,-0.43091,-0.45201,0.88367,0.1472783333333333,0.073435,0.0738433333333333,0.147235,0.0734249999999999,0.07381,0.1473,0.07344,0.07386,0.1473,0.07344,0.07386,0.000196779644375,0.0005210653899306,2.87228155388932e-05,0.0004413412246653,-32.44,-12.02,-10.01,X,B2,3p,p,3.0,0.7997417296723488,6s,s,6.0,0.5565376520442912,X-B,p-s
1534_CsNdHgCl,1534,CsNdHgCl,Cs2NdHgCl6,Cs+,Nd2+,Hg2+,Cl-,Cs,Nd,Hg,Cl,188.0,129.0,102.0,181.0,0.638121546961326,0.074585635359116,0.8795523723245415,True,,3.9082347771896058,f,6,2,d,6.0,2,basisset0,"{'Nd': ' 4f 5p 5s 6s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-f,-0.52129,0.01798,0.53927,0.0,,,,0.0,0.0,,,,0.0,0.0526002226872244,4f,f,4.0,0.0395638605415825,0.0339953428364161,4f,f,4.0,0.0222225368150082,0.583854593041213,6s,s,6.0,0.5835957022760775,0.6633589467127435,6s,s,6.0,0.6632418671813065,0.3617530746994769,3p,p,3.0,0.3029482786794421,0.3007062459251732,3p,p,3.0,0.2367636041824175,1.0,-1.0,True,semiconductor,7.862488634451208,11.119238060845214,2.6938997230076165,4.814771315709388,5.387799446015234,2.8657193074149907,4.814771315709388,5.73143861482998,0.047464,1.27,True,0.0,0.0,3.99,3.03,0.66,2.33,0.71,1.02,-0.8433333333333333,0.02,True,-7.02841,-1.171401666666667,-0.5766333333333332,-0.5947683333333333,-1.17085,-0.5761799999999999,-0.59467,-1.17252,-0.5775950000000001,-0.5949249999999999,-1.1708349999999998,-0.576125,-0.5947100000000001,0.85668,0.14278,0.0733883333333333,0.0693916666666666,0.142615,0.073275,0.06934,0.1431,0.073615,0.0694849999999999,0.142625,0.073275,0.06935,0.000346959016933,0.0014384476716641,4.262237352791926e-05,0.0033968342905169,-2.02197,-0.336995,-0.00552,-0.331475,-0.336945,-0.005445,-0.3315,-0.3371,-0.0056749999999999,-0.3314249999999999,-0.33694,-0.00544,-0.3315,0.22789,0.0379816666666666,0.0017,0.0362816666666666,0.037965,0.00169,0.036275,0.03801,0.00172,0.03629,0.03797,0.00169,0.03628,9.57426759171618e-06,0.0004747844923514,1.666666059858592e-06,0.0011847821317303,-47.47,-16.97,-8.37,B2,B2,6s,s,6.0,0.5835957022760775,6s,s,6.0,0.6632418671813065,B-B,s-s
1538_CsCrAgCl,1538,CsCrAgCl,Cs2CrAgCl6,Cs+,Cr2+,Ag2+,Cl-,Cs,Cr,Ag,Cl,188.0,76.5,94.0,181.0,0.4709944751381215,0.048342541436464,0.9797257449842902,True,,3.911645205663265,d,4,2,d,5.0,2,basisset0,"{'Cr': ' 3d 3p 4s', 'Ag': ' 4d 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-2.57892,0.02252,2.60144,0.0,,,,0.0,0.0,,,,0.0,0.0542255135505658,3d,d,3.0,0.0520727649112342,0.6232139303143805,3d,d,3.0,0.6223887392684153,0.2908217051592452,4d,d,4.0,0.2895487900741393,0.1012004270193424,5s,s,5.0,0.0947418987503586,0.6501364452901182,3p,p,3.0,0.6411779499326201,0.274397379941048,3p,p,3.0,0.208289858104902,1.0,1.0,False,semiconductor,7.1093331445525285,10.05411535245475,2.354009377473432,4.353559653902474,4.708018754946862,2.673048298753943,4.353559653902474,5.346096597507887,0.088132,0.54,True,0.0001,0.0,3.02,3.11,-0.03,0.97,0.57,1.02,-0.6,-0.02,True,-17.03281,-2.838801666666667,-1.3108499999999998,-1.5279516666666666,-2.83647,-1.30931,-1.52716,-2.8407,-1.312345,-1.528355,-2.839235,-1.310895,-1.52834,2.50565,0.4176083333333333,0.2017816666666666,0.2158266666666666,0.417455,0.20168,0.215775,0.417745,0.201875,0.21587,0.417625,0.20179,0.215835,0.0002817454612766,0.0014900653503444,5.722759746982866e-05,0.0006944305868736,-5.73977,-0.9566283333333332,-0.48074,-0.4758883333333333,-0.95756,-0.48139,-0.47617,-0.95549,-0.47989,-0.4756,-0.956835,-0.48094,-0.475895,0.68962,0.1149366666666666,0.0574033333333333,0.0575333333333333,0.115075,0.057485,0.05759,0.114755,0.05729,0.057465,0.11498,0.057435,0.057545,0.0002357787144976,0.0021638497709837,3.341654338696336e-05,0.0027841419912416,-22.73,-10.2,-6.18,X,B1,3p,p,3.0,0.6411779499326201,3d,d,3.0,0.6223887392684153,X-B,p-d
1558_CsMnAgCl,1558,CsMnAgCl,Cs2MnAgCl6,Cs+,Mn2+,Ag2+,Cl-,Cs,Mn,Ag,Cl,188.0,75.0,94.0,181.0,0.4668508287292817,0.0524861878453038,0.9824441670913002,True,,3.924153512908125,d,4,2,d,5.0,2,basisset0,"{'Mn': ' 3d 3p 4s', 'Ag': ' 4d 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-0.01235,0.01235,0.0247,0.0,,,,0.0,0.0,,,,0.0,0.2887212571148695,3d,d,3.0,0.286124218381822,0.250972504159771,3d,d,3.0,0.2476646912543744,0.108544620751646,4d,d,4.0,0.0946409962511672,0.1377398492779031,4d,d,4.0,0.1335805260912363,0.6024109770126788,3p,p,3.0,0.5885202783170324,0.6112173342652574,3p,p,3.0,0.6039768097803063,1.0,1.0,False,half-metal,7.111579168917256,10.057291710572768,2.391383866902622,4.354935057313334,4.782767733805244,2.637261988383762,4.354935057313334,5.274523976767524,0.067922,0.555,False,,,3.97,4.36,-0.11,1.23,0.63,1.01,-0.65,-0.02,True,-12.04547,-2.007578333333333,-0.8135633333333332,-1.1940149999999998,-2.03105,-0.8347800000000001,-1.19627,-1.977745,-0.78837,-1.189375,-2.01394,-0.8175399999999999,-1.1964,1.4788599999999998,0.2464766666666666,0.101275,0.1452016666666666,0.2537399999999999,0.106395,0.147345,0.23856,0.09573,0.14283,0.24713,0.1017,0.14543,0.0001445012760693,0.0265518904617254,6.368334033731353e-05,0.0615879799304868,-6.39133,-1.0652216666666667,-0.5668216666666667,-0.4984,-1.06323,-0.5680499999999999,-0.49518,-1.071425,-0.56774,-0.5036849999999999,-1.06101,-0.564675,-0.4963349999999999,0.7626000000000001,0.1271,0.0672416666666666,0.0598583333333333,0.12621,0.067095,0.059115,0.12857,0.06767,0.0608999999999999,0.12652,0.0669599999999999,0.05956,0.0001349589580996,0.0097773076965201,2.3333353499004257e-05,0.0185680566483082,-27.42,-11.73,-7.06,X,X,3p,p,3.0,0.5885202783170324,3p,p,3.0,0.6039768097803063,X-X,p-p
