comp,compID_num,comp_name_simple,comp_name_full,specie.A,specie.B1,specie.B2,specie.X,element.A,element.B1,element.B2,element.X,r_ionic.A,r_ionic.B1,r_ionic.B2,r_ionic.X,oct_factor,oct_mismatch,gen_t_factor,geom_stable,broken_condition,tau_factor,block.B1,row.B1,inputcharge.B1,block.B2,row.B2,inputcharge.B2,used_lobbasis,used_lobbasis_func,block_pairing,VBM,CBM,bandgap,VBMtotcontr.A,VBMorbital.A,VBMorbchar.A,VBMorborder.A,VBMorbcontr.A,CBMtotcontr.A,CBMorbital.A,CBMorbchar.A,CBMorborder.A,CBMorbcontr.A,VBMtotcontr.B1,VBMorbital.B1,VBMorbchar.B1,VBMorborder.B1,VBMorbcontr.B1,CBMtotcontr.B1,CBMorbital.B1,CBMorbchar.B1,CBMorborder.B1,CBMorbcontr.B1,VBMtotcontr.B2,VBMorbital.B2,VBMorbchar.B2,VBMorborder.B2,VBMorbcontr.B2,CBMtotcontr.B2,CBMorbital.B2,CBMorbchar.B2,CBMorborder.B2,CBMorbcontr.B2,VBMtotcontr.X,VBMorbital.X,VBMorbchar.X,VBMorborder.X,VBMorbcontr.X,CBMtotcontr.X,CBMorbital.X,CBMorbchar.X,CBMorborder.X,CBMorbcontr.X,spin_vbm,spin_cbm,spin_forbidden,cond_type,lattice_a_primitive,lattice_a_conventional,distance_B1_X,distance_B1_A,size_Oh_B1,distance_B2_X,distance_B2_A,size_Oh_B2,calc_oct_mismatch,abs_charge_spilling,bandOverlap_exists,bandOverlap_maxDev,bandOverlap_perc_kpts,popdiff.total,popdiff.B1,popdiff.B2,charge.B1,charge.B2,charge.A,charge.X,charge.total,charge.balanced,Icohp.B1.sum,Icohp.B1.avg,Icohp.B1.avg_spinup,Icohp.B1.avg_spindown,Icohp.B1.x_avg,Icohp.B1.x_spinup,Icohp.B1.x_spindown,Icohp.B1.y_avg,Icohp.B1.y_spinup,Icohp.B1.y_spindown,Icohp.B1.z_avg,Icohp.B1.z_spinup,Icohp.B1.z_spindown,Icobi.B1.sum,Icobi.B1.avg,Icobi.B1.avg_spinup,Icobi.B1.avg_spindown,Icobi.B1.x_avg,Icobi.B1.x_spinup,Icobi.B1.x_spindown,Icobi.B1.y_avg,Icobi.B1.y_spinup,Icobi.B1.y_spindown,Icobi.B1.z_avg,Icobi.B1.z_spinup,Icobi.B1.z_spindown,Icohp.B1.axial_asym_index,Icohp.B1.directional_asym_index,Icobi.B1.axial_asym_index,Icobi.B1.directional_asym_index,Icohp.B2.sum,Icohp.B2.avg,Icohp.B2.avg_spinup,Icohp.B2.avg_spindown,Icohp.B2.x_avg,Icohp.B2.x_spinup,Icohp.B2.x_spindown,Icohp.B2.y_avg,Icohp.B2.y_spinup,Icohp.B2.y_spindown,Icohp.B2.z_avg,Icohp.B2.z_spinup,Icohp.B2.z_spindown,Icobi.B2.sum,Icobi.B2.avg,Icobi.B2.avg_spinup,Icobi.B2.avg_spindown,Icobi.B2.x_avg,Icobi.B2.x_spinup,Icobi.B2.x_spindown,Icobi.B2.y_avg,Icobi.B2.y_spinup,Icobi.B2.y_spindown,Icobi.B2.z_avg,Icobi.B2.z_spinup,Icobi.B2.z_spindown,Icohp.B2.axial_asym_index,Icohp.B2.directional_asym_index,Icobi.B2.axial_asym_index,Icobi.B2.directional_asym_index,MadelungEnergy,SitePotential.B1,SitePotential.B2,vbmsite,cbmsite,vbmorbital,vbmorbchar,vbmorborder,vbmorbcontr,cbmorbital,cbmorbchar,cbmorborder,cbmorbcontr,transition_sites,transition_bands
1579_CsCuAgCl,1579,CsCuAgCl,Cs2CuAgCl6,Cs+,Cu2+,Ag2+,Cl-,Cs,Cu,Ag,Cl,188.0,73.0,94.0,181.0,0.4613259668508287,0.0580110497237569,0.98608569526291,False,OL,3.941826768521392,d,4,2,d,5.0,2,basisset0,"{'Cu': ' 3d 4s', 'Ag': ' 4d 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-0.00636,0.00636,0.01272,0.0,,,,0.0,0.0,,,,0.0,0.0714688852698068,3d,d,3.0,0.0644697564870968,0.1093680308324559,3d,d,3.0,0.1056091969336249,0.2444999059343704,4d,d,4.0,0.2408995742420046,0.2179074902835482,4d,d,4.0,0.2141528305478475,0.6821830008469943,3p,p,3.0,0.6712557236715146,0.6723530653271309,3p,p,3.0,0.6656373586208774,1.0,1.0,False,metallic,7.01552993762547,9.921457585024411,2.394489272188681,4.2961171556004745,4.788978544377364,2.566239520323525,4.2961171556004745,5.132479040647049,0.047445,0.58,True,0.0001,0.0,0.05,0.33,-0.12,0.92,0.72,1.01,-0.61,0.0,True,-8.932640000000001,-1.4887733333333335,-0.69281,-0.7959633333333334,-1.54376,-0.6793,-0.86446,-1.56236,-0.669315,-0.893045,-1.3602,-0.729815,-0.630385,1.09952,0.1832533333333333,0.08019,0.1030633333333333,0.197575,0.08018,0.117395,0.20198,0.079015,0.1229649999999999,0.1502049999999999,0.081375,0.06883,9.29754743989185e-05,0.1357896433753066,1.810462828278909e-05,0.2825323777648429,-7.51023,-1.251705,-0.6640783333333334,-0.5876266666666666,-1.235285,-0.660425,-0.5748599999999999,-1.22307,-0.64732,-0.57575,-1.29676,-0.68449,-0.61227,0.88495,0.1474916666666666,0.078195,0.0692966666666666,0.14335,0.076715,0.066635,0.140865,0.07449,0.0663749999999999,0.15826,0.08338,0.07488,8.60393824538903e-05,0.0588716990025603,1.258305531437546e-05,0.1179388666026328,-23.9,-9.71,-7.54,X,X,3p,p,3.0,0.6712557236715146,3p,p,3.0,0.6656373586208774,X-X,p-p
1585_CsTlAuCl,1585,CsTlAuCl,Cs2TlAuCl6,Cs+,Tl+,Au3+,Cl-,Cs,Tl,Au,Cl,188.0,150.0,85.0,181.0,0.649171270718232,0.1795580110497237,0.871532850659316,True,,3.944654564290003,p,6,1,d,6.0,3,basisset0,"{'Tl': ' 5d 6p 6s', 'Au': ' 5d 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-p,-0.00656,0.00656,0.01312,0.0,,,,0.0,0.0,,,,0.0,0.0502880403133125,6p,p,6.0,0.0371851542829334,0.1542960236826323,6s,s,6.0,0.1194462797987955,0.4054325676168317,5d,d,5.0,0.4036244674740837,0.3125415171340525,5d,d,5.0,0.2863723786795308,0.5441657182267713,3p,p,3.0,0.5188920890473471,0.5323878864484884,3p,p,3.0,0.497157240038459,1.0,1.0,False,metallic,7.43554893006364,10.515454140584756,2.719074967033356,4.55332520903833,5.438149934066709,2.5386521032590217,4.55332520903833,5.077304206518048,0.049841,0.98,False,,,0.0,0.0,0.0,0.14,0.72,1.02,-0.48,0.02,True,-18.68566,-3.1142766666666666,-1.5571716666666664,-1.557105,-3.1151,-1.560585,-1.554515,-3.115655,-1.55385,-1.561805,-3.112075,-1.55708,-1.554995,2.4414300000000004,0.406905,0.203455,0.20345,0.40724,0.20416,0.2030799999999999,0.40747,0.203065,0.204405,0.406005,0.20314,0.202865,8.953599093884085e-05,0.0011495446240592,1.9790603480525577e-05,0.0036003489758051,-8.31421,-1.3857016666666666,-0.6929866666666666,-0.6927150000000001,-1.3842849999999998,-0.72847,-0.655815,-1.38313,-0.6506350000000001,-0.732495,-1.38969,-0.699855,-0.689835,1.01359,0.1689316666666666,0.0844833333333333,0.0844483333333333,0.168655,0.08759,0.081065,0.168435,0.08054,0.087895,0.169705,0.08532,0.084385,5.8902048625379e-05,0.0047340637294464,9.860142759392612e-06,0.0075178326542289,-14.8,-3.42,-7.05,X,X,3p,p,3.0,0.5188920890473471,3p,p,3.0,0.497157240038459,X-X,p-p
1604_CsCuTlCl,1604,CsCuTlCl,Cs2CuTlCl6,Cs+,Cu+,Tl3+,Cl-,Cs,Cu,Tl,Cl,188.0,77.0,88.5,181.0,0.457182320441989,0.0317679558011049,0.9891617247239624,True,,3.955838636383577,d,4,1,p,6.0,3,basisset0,"{'Cu': ' 3d 4s', 'Tl': ' 5d 6p 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-p,-0.00639,0.00639,0.01278,0.0,,,,0.0,0.0,,,,0.0,0.4856024765662314,3d,d,3.0,0.4785280912215863,0.4201263315531294,3d,d,3.0,0.4038001862334446,0.1034810657943038,6s,s,6.0,0.0773873811232116,0.146124456419134,6s,s,6.0,0.1244301800576619,0.4105202143296763,3p,p,3.0,0.381392611534901,0.4331261939579726,3p,p,3.0,0.4026191078074052,1.0,1.0,False,metallic,7.236384714712135,10.23379340609526,2.411749183874208,4.431362533380087,4.823498367748414,2.7051475191734227,4.431362533380087,5.410295038346847,0.081049,0.855,True,0.0004,0.0,-0.06,-0.15,0.09,0.71,0.21,1.03,-0.4966666666666667,0.0,True,-7.862639999999999,-1.3104399999999998,-0.6812716666666666,-0.6291683333333333,-1.327325,-0.701255,-0.62607,-1.2680749999999998,-0.6372899999999999,-0.6307849999999999,-1.3359199999999998,-0.70527,-0.6306499999999999,0.8933599999999999,0.1488933333333333,0.07778,0.0711133333333333,0.152055,0.080805,0.07125,0.141445,0.0712049999999999,0.07024,0.15318,0.08133,0.07185,7.940749436368654e-05,0.0517726870364152,1.5456024214481422e-05,0.0788148114981644,-19.80766,-3.301276666666667,-1.609276666666667,-1.6920000000000002,-3.30443,-1.61615,-1.68828,-3.30344,-1.60037,-1.70307,-3.29596,-1.61131,-1.68465,2.65564,0.4426066666666666,0.2157033333333333,0.2269033333333333,0.4424249999999999,0.216515,0.22591,0.444865,0.215125,0.22974,0.44053,0.21547,0.2250599999999999,0.0001015982525002,0.0025656740877014,1.7795115498174113e-05,0.0097942492205269,-15.79,-7.61,-3.67,B1,X,3d,d,3.0,0.4785280912215863,3p,p,3.0,0.4026191078074052,B-X,d-p
1608_CsVPdCl,1608,CsVPdCl,Cs2VPdCl6,Cs+,V2+,Pd2+,Cl-,Cs,V,Pd,Cl,188.0,79.0,86.0,181.0,0.4558011049723757,0.0193370165745856,0.990174171993727,True,,3.960655102688545,d,4,2,d,5.0,2,basisset0,"{'V': ' 3d 3p 3s 4s', 'Pd': ' 4d 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-1.11122,0.03044,1.14166,0.0,,,,0.0,0.0,,,,0.0,0.0952663921219553,3d,d,3.0,0.0892609055865707,0.5881866107924455,3d,d,3.0,0.5855772564652751,0.6454029950841614,4d,d,4.0,0.6446458644095342,0.3037622355017707,4d,d,4.0,0.3016098116456928,0.2590117324431334,3p,p,3.0,0.2270945554028923,0.1075330081333623,3p,p,3.0,0.0891523736034274,1.0,1.0,False,semiconductor,7.0288358983275865,9.94027505510975,2.377038809083232,4.304265359164902,4.754077618166459,2.5930987184716434,4.304265359164902,5.18619743694329,0.059685,0.6,True,0.0004,0.0,1.0,2.01,-0.85,1.14,0.45,1.01,-0.6066666666666666,-0.03,True,-16.89841,-2.8164016666666662,-1.3475333333333337,-1.4688683333333332,-2.783405,-1.31665,-1.466755,-2.840195,-1.366155,-1.47404,-2.825605,-1.359795,-1.4658099999999998,2.50763,0.4179383333333333,0.204175,0.2137633333333333,0.3931599999999999,0.188155,0.205005,0.430955,0.2125,0.218455,0.4297,0.21187,0.21783,6.902089698505601e-05,0.0201640272664706,1.384436632163234e-05,0.0904320015313264,-7.02374,-1.1706233333333331,-0.6828183333333334,-0.487805,-1.33967,-0.86208,-0.4775899999999999,-1.081725,-0.5909500000000001,-0.4907749999999999,-1.090475,-0.595425,-0.49505,0.8149,0.1358166666666666,0.0789666666666666,0.0568499999999999,0.15645,0.100305,0.056145,0.1248,0.06794,0.0568599999999999,0.1262,0.068655,0.057545,0.0001430034228204,0.2203484183640054,2.1081840211608832e-05,0.2330347281875077,-24.04,-10.85,-5.98,B2,B1,4d,d,4.0,0.6446458644095342,3d,d,3.0,0.5855772564652751,B-B,d-d
1626_CsCoAgCl,1626,CsCoAgCl,Cs2CoAgCl6,Cs+,Co2+,Ag2+,Cl-,Cs,Co,Ag,Cl,188.0,69.75,94.0,181.0,0.4523480662983425,0.066988950276243,0.9920446457750006,False,OL,3.973018437095204,d,4,2,d,5.0,2,basisset0,"{'Co': ' 3d 4s', 'Ag': ' 4d 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-0.00651,0.00651,0.01302,0.0,,,,0.0,0.0,,,,0.0,0.0960873243910742,3d,d,3.0,0.0909375838657011,0.1214143839056283,3d,d,3.0,0.1181340062381388,0.216084335039843,4d,d,4.0,0.2093093556269678,0.2024389306959935,4d,d,4.0,0.1983456093892703,0.6857803169595684,3p,p,3.0,0.6755587498504884,0.6756814691089733,3p,p,3.0,0.6695553313869915,1.0,1.0,False,half-metal,7.008171332093058,9.911050945280325,2.329891474213128,4.291610948407267,4.659782948426253,2.625633998427034,4.291610948407267,5.251267996854069,0.081697,0.635,False,,,1.99,2.44,-0.15,1.08,0.67,1.01,-0.63,-0.01,True,-11.3143,-1.885716666666667,-0.7662733333333333,-1.1194433333333331,-1.873075,-0.7514149999999999,-1.12166,-1.88152,-0.759135,-1.122385,-1.902555,-0.78827,-1.114285,1.40173,0.2336216666666667,0.0924666666666666,0.141155,0.228735,0.08892,0.139815,0.231015,0.090535,0.14048,0.241115,0.097945,0.14317,9.675291203608713e-05,0.0156333135943009,1.7873023026187666e-05,0.0529916603054796,-6.697259999999999,-1.11621,-0.607135,-0.509075,-1.11791,-0.60714,-0.51077,-1.11538,-0.6071,-0.5082800000000001,-1.11534,-0.607165,-0.508175,0.8003,0.1333833333333333,0.0723383333333333,0.0610449999999999,0.1341399999999999,0.072485,0.061655,0.13356,0.07241,0.0611499999999999,0.13245,0.07212,0.06033,4.082488577863973e-05,0.0023024341297784,7.453570282846763e-06,0.0126702486567534,-25.87,-11.16,-7.09,X,X,3p,p,3.0,0.6755587498504884,3p,p,3.0,0.6695553313869915,X-X,p-p
1627_CsFeAgCl,1627,CsFeAgCl,Cs2FeAgCl6,Cs+,Fe2+,Ag2+,Cl-,Cs,Fe,Ag,Cl,188.0,69.5,94.0,181.0,0.4516574585635359,0.0676795580110497,0.992505157655491,False,OL,3.975546676049744,d,4,2,d,5.0,2,basisset0,"{'Fe': ' 3d 4s', 'Ag': ' 4d 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-1.57486,0.01286,1.58772,0.0,,,,0.0,0.0,,,,0.0,0.0416605188228541,3d,d,3.0,0.0396518070305783,0.8664679542454607,3d,d,3.0,0.8643384530686893,0.3234864763404548,4d,d,4.0,0.3217732965536942,0.0247131972801087,5s,s,5.0,0.0212068043000571,0.6344260381726661,3p,p,3.0,0.6299732862758349,0.107961817703931,3p,p,3.0,0.0971866617386987,1.0,-1.0,True,semiconductor,7.133238710281774,10.08792292772525,2.388557088209785,4.368198763414778,4.777114176419571,2.6554043756528403,4.368198763414778,5.31080875130568,0.073715,0.66,True,0.0001,0.0,5.02,4.12,0.06,1.48,0.56,1.01,-0.68,-0.02,True,-11.592020000000002,-1.9320033333333333,-0.6473266666666666,-1.284676666666667,-1.93291,-0.647025,-1.285885,-1.931195,-0.6476500000000001,-1.2835450000000002,-1.931905,-0.647305,-1.2846000000000002,1.43219,0.2386983333333333,0.06982,0.1688783333333333,0.23873,0.069805,0.168925,0.23867,0.069835,0.168835,0.238695,0.06982,0.168875,0.0004623905227153,0.000887679627882,0.0001021027555551,0.0002513632967693,-5.833589999999999,-0.9722649999999998,-0.4706583333333334,-0.5016066666666666,-0.971495,-0.47101,-0.5004850000000001,-0.97297,-0.470295,-0.502675,-0.97233,-0.47067,-0.50166,0.69082,0.1151366666666666,0.0574816666666666,0.057655,0.115025,0.057475,0.05755,0.11524,0.057485,0.057755,0.115145,0.057485,0.05766,0.0002967280390474,0.0015170761057942,3.8944472699001535e-05,0.0018673460525173,-31.19,-13.36,-6.86,X,B1,3p,p,3.0,0.6299732862758349,3d,d,3.0,0.8643384530686893,X-B,p-d
1640_CsNiAgCl,1640,CsNiAgCl,Cs2NiAgCl6,Cs+,Ni2+,Ag2+,Cl-,Cs,Ni,Ag,Cl,188.0,69.0,94.0,181.0,0.4502762430939226,0.0690607734806629,0.9934270960888314,False,OL,3.980659078176968,d,4,2,d,5.0,2,basisset0,"{'Ni': ' 3d 4s', 'Ag': ' 4d 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-0.00648,0.00648,0.01296,0.0,,,,0.0,0.0,,,,0.0,0.0724272674442955,3d,d,3.0,0.065835756879293,0.0935018930627673,3d,d,3.0,0.0910040920750728,0.2271274305264701,4d,d,4.0,0.2225819730063662,0.2193333195886867,4d,d,4.0,0.2150820531795066,0.6977878544354164,3p,p,3.0,0.6878535519454683,0.6865841284899927,3p,p,3.0,0.6810614560396627,1.0,1.0,False,half-metal,6.97944712534753,9.870428782532388,2.317655582426127,4.274021035959078,4.6353111648522525,2.6175588088400668,4.274021035959078,5.235117617680136,0.082846,0.625,True,0.0,0.0,1.03,1.43,-0.16,1.01,0.69,1.01,-0.62,-0.0,True,-10.82757,-1.804595,-0.7368083333333333,-1.0677866666666669,-1.809215,-0.739385,-1.06983,-1.795445,-0.729705,-1.06574,-1.809125,-0.7413350000000001,-1.06779,1.37464,0.2291066666666666,0.0898266666666666,0.13928,0.229335,0.0899399999999999,0.139395,0.226595,0.088195,0.1384,0.2313899999999999,0.091345,0.140045,4.792925610055316e-05,0.0076305209756206,9.128692141065935e-06,0.020929115986731,-6.875039999999999,-1.14584,-0.6268583333333334,-0.5189816666666666,-1.138505,-0.621345,-0.51716,-1.14196,-0.6185700000000001,-0.52339,-1.1570550000000002,-0.64066,-0.5163949999999999,0.8213,0.1368833333333333,0.0749116666666666,0.0619716666666666,0.13572,0.07404,0.06168,0.136045,0.073465,0.06258,0.1388849999999999,0.07723,0.061655,2.1213193340439224e-05,0.0161889967185648,4.0824809618292674e-06,0.0231218799464262,-25.2,-10.84,-7.15,X,X,3p,p,3.0,0.6878535519454683,3p,p,3.0,0.6810614560396627,X-X,p-p
1647_CsCrPdCl,1647,CsCrPdCl,Cs2CrPdCl6,Cs+,Cr2+,Pd2+,Cl-,Cs,Cr,Pd,Cl,188.0,76.5,86.0,181.0,0.4488950276243094,0.0262430939226519,0.9948560731904889,True,,3.985846346959997,d,4,2,d,5.0,2,basisset0,"{'Cr': ' 3d 3p 4s', 'Pd': ' 4d 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-0.93639,0.03385,0.97024,0.0,,,,0.0,0.0,,,,0.0,0.064478590961101,3d,d,3.0,0.059053350633662,0.628701292289463,3d,d,3.0,0.6269478455670892,0.6247002798233442,4d,d,4.0,0.6241393123791493,0.0782169923104457,5s,s,5.0,0.0565075784692479,0.3105556808832271,3p,p,3.0,0.27663218589921,0.2925268044121337,3p,p,3.0,0.2397115182858342,-1.0,1.0,True,semiconductor,6.9908955124107885,9.886619246784544,2.387196552222321,4.281031712629794,4.774393104444645,2.5561130711699507,4.281031712629794,5.112226142339899,0.046662,0.595,True,0.0,0.0,4.01,3.28,0.71,0.96,0.46,1.01,-0.5733333333333334,-0.0,True,-15.989620000000002,-2.664936666666667,-1.23067,-1.4342666666666666,-2.68123,-1.2338,-1.44743,-2.66874,-1.24711,-1.42163,-2.6448400000000003,-1.2111,-1.43374,2.31244,0.3854066666666666,0.1882699999999999,0.1971366666666666,0.39215,0.19073,0.20142,0.373075,0.18485,0.188225,0.390995,0.18923,0.201765,0.0002420740014654,0.0136551087518027,1.3540043464902336e-05,0.0494931760391621,-7.722239999999999,-1.28704,-0.5502933333333333,-0.7367466666666665,-1.200815,-0.555695,-0.6451199999999999,-1.4730599999999998,-0.52092,-0.95214,-1.187245,-0.574265,-0.6129800000000001,0.90911,0.1515183333333333,0.064005,0.0875133333333333,0.13903,0.06326,0.07577,0.17864,0.063665,0.114975,0.136885,0.06509,0.071795,6.032327960378615e-05,0.2220715750870213,9.574283145424975e-06,0.2755772128785294,-21.47,-9.57,-5.95,B2,B1,4d,d,4.0,0.6241393123791493,3d,d,3.0,0.6269478455670892,B-B,d-d
1659_CsCuAuCl,1659,CsCuAuCl,Cs2CuAuCl6,Cs+,Cu+,Au3+,Cl-,Cs,Cu,Au,Cl,188.0,77.0,85.0,181.0,0.4475138121546961,0.0220994475138121,0.9958290045974172,True,,3.991108850081727,d,4,1,d,6.0,3,basisset0,"{'Cu': ' 3d 4s', 'Au': ' 5d 6s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-0.00641,0.00641,0.01282,0.0,,,,0.0,0.0,,,,0.0,0.1288258028447103,3d,d,3.0,0.1191800780044035,0.159384945136938,3d,d,3.0,0.1548955665560051,0.2796353484323485,5d,d,5.0,0.2750546464281007,0.2488802828960477,5d,d,5.0,0.2433674876672184,0.5908313864667932,3p,p,3.0,0.5752552746740452,0.5915708817498759,3p,p,3.0,0.5823178349128203,1.0,1.0,False,metallic,7.016132950703201,9.92231037429723,2.4122553809426552,4.296486424187641,4.824510761885312,2.54889980620596,4.296486424187641,5.097799612411917,0.037747,0.67,True,0.005,0.0,-0.02,0.0,0.0,0.74,0.77,1.01,-0.59,-0.01,True,-8.16034,-1.3600566666666667,-0.6801183333333333,-0.6799383333333333,-1.355925,-0.66638,-0.6895450000000001,-1.36034,-0.688855,-0.671485,-1.363905,-0.68512,-0.678785,0.96292,0.1604866666666666,0.0802666666666666,0.08022,0.159515,0.077825,0.08169,0.1606199999999999,0.081765,0.078855,0.161325,0.08121,0.0801149999999999,0.0002251538524959,0.0058674025837157,4.301154694129335e-05,0.0112781954887216,-8.7203,-1.4533833333333332,-0.7257383333333333,-0.727645,-1.458115,-0.698685,-0.75943,-1.45296,-0.747065,-0.7058949999999999,-1.449075,-0.731465,-0.7176100000000001,1.12728,0.18788,0.0937983333333333,0.0940816666666666,0.18896,0.090585,0.098375,0.18774,0.096485,0.091255,0.18694,0.0943249999999999,0.092615,0.0001242085889695,0.0062199694964622,1.91485395462026e-05,0.0107515435384289,-22.01,-8.46,-7.76,X,X,3p,p,3.0,0.5752552746740452,3p,p,3.0,0.5823178349128203,X-X,p-p
1673_CsMnPdCl,1673,CsMnPdCl,Cs2MnPdCl6,Cs+,Mn2+,Pd2+,Cl-,Cs,Mn,Pd,Cl,188.0,75.0,86.0,181.0,0.4447513812154696,0.0303867403314917,0.997680884233782,True,,4.001861067333442,d,4,2,d,5.0,2,basisset0,"{'Mn': ' 3d 3p 4s', 'Pd': ' 4d 5s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-1.4969,0.02454,1.52144,0.0,,,,0.0,0.0,,,,0.0,0.3622599042604753,3d,d,3.0,0.3607146730100978,0.055723371780359,4s,s,4.0,0.0392319433254807,0.0751801241686181,4d,d,4.0,0.0638067479260704,0.6545057126637228,4d,d,4.0,0.6491370665361303,0.5610724394925383,3p,p,3.0,0.5428772822393728,0.2893191375084559,3p,p,3.0,0.2382481617834525,1.0,1.0,False,semiconductor,7.015318185436127,9.921158122206382,2.4274361808244924,4.295987484396522,4.854872361648986,2.5331428802786986,4.295987484396522,5.066285760557397,0.029201,0.585,True,0.0001,0.0,3.03,4.6,-1.17,1.16,0.69,1.01,-0.64,0.03,True,-10.808,-1.8013333333333332,-0.6996950000000001,-1.1016383333333335,-1.8008700000000002,-0.699235,-1.101635,-1.80337,-0.69902,-1.10435,-1.79976,-0.7008300000000001,-1.0989300000000002,1.18123,0.1968716666666666,0.076455,0.1204166666666666,0.196805,0.076415,0.12039,0.1969,0.076405,0.1204949999999999,0.19691,0.076545,0.120365,0.000674338228169,0.0020040710584751,9.35264532556588e-05,0.0005333423634685,-9.25027,-1.5417116666666668,-1.00835,-0.5333616666666666,-1.542205,-1.00856,-0.5336449999999999,-1.53938,-1.0088,-0.53058,-1.54355,-1.00769,-0.53586,1.15286,0.1921433333333333,0.1297566666666667,0.0623866666666666,0.19219,0.12977,0.06242,0.19157,0.12957,0.062,0.19267,0.12993,0.0627399999999999,0.0005124591834734,0.002704785914357,5.385170198546763e-05,0.0057248928751105,-27.06,-10.98,-7.87,X,B2,3p,p,3.0,0.5428772822393728,4d,d,4.0,0.6491370665361303,X-B,p-d
1699_CsTiCuCl,1699,CsTiCuCl,Cs2TiCuCl6,Cs+,Ti2+,Cu2+,Cl-,Cs,Ti,Cu,Cl,188.0,86.0,73.0,181.0,0.4392265193370165,0.0359116022099447,1.001465639022276,False,SL,4.024285327367787,d,4,2,d,4.0,2,basisset0,"{'Ti': ' 3d 3p 3s 4s', 'Cu': ' 3d 4s', 'Cs': ' 5p 5s', 'Cl': ' 3p 3s'}",d-d,-2.44492,0.01374,2.45866,0.0,,,,0.0,0.0,,,,0.0,0.3975213550545736,3d,d,3.0,0.3960726084697804,0.8977038966062235,3d,d,3.0,0.8965334251231678,0.3955758818367841,3d,d,3.0,0.395379124287641,0.0,,,,0.0,0.205684839962641,3p,p,3.0,0.1990537523239492,0.0951470451587169,3p,p,3.0,0.0923208953025174,1.0,1.0,False,semiconductor,7.004389379385641,9.90570245646924,2.432760425744849,4.289294984816139,4.865520851489699,2.5200908024897704,4.289294984816139,5.04018160497954,0.024124,0.65,True,0.0,0.0,1.02,1.02,0.0,1.07,0.54,1.02,-0.6066666666666666,0.01,True,-17.83464,-2.97244,-1.460415,-1.5120250000000002,-3.014195,-1.491285,-1.52291,-2.98548,-1.46905,-1.51643,-2.9176450000000003,-1.42091,-1.496735,2.73172,0.4552866666666667,0.2265799999999999,0.2287066666666667,0.46769,0.23428,0.23341,0.45819,0.228345,0.229845,0.43998,0.217115,0.222865,0.0004611640380577,0.0324817321796233,4.189935500616572e-05,0.0608627531372176,-6.360390000000001,-1.060065,-0.53003,-0.530035,-1.049985,-0.52548,-0.524505,-1.05408,-0.5271250000000001,-0.5269550000000001,-1.07613,-0.537485,-0.538645,0.73064,0.1217733333333333,0.0608533333333333,0.0609199999999999,0.11972,0.05987,0.05985,0.120795,0.06037,0.060425,0.124805,0.06232,0.062485,2.8136582040672864e-05,0.0246635819501635,2.3570234707434123e-06,0.0417579108726596,-23.96,-10.15,-6.86,B1,B1,3d,d,3.0,0.3960726084697804,3d,d,3.0,0.8965334251231678,B-B,d-d
