comp,abs_charge_spilling,bandOverlap_exists,bandOverlap_maxDev,bandOverlap_perc_kpts,popdiff.total,popdiff.B1,popdiff.B2,charge.B1,charge.B2,charge.A,charge.X,charge.total,charge.balanced,Icohp.B1.sum,Icohp.B1.avg,Icohp.B1.avg_spinup,Icohp.B1.avg_spindown,Icohp.B1.x_avg,Icohp.B1.x_spinup,Icohp.B1.x_spindown,Icohp.B1.y_avg,Icohp.B1.y_spinup,Icohp.B1.y_spindown,Icohp.B1.z_avg,Icohp.B1.z_spinup,Icohp.B1.z_spindown,Icobi.B1.sum,Icobi.B1.avg,Icobi.B1.avg_spinup,Icobi.B1.avg_spindown,Icobi.B1.x_avg,Icobi.B1.x_spinup,Icobi.B1.x_spindown,Icobi.B1.y_avg,Icobi.B1.y_spinup,Icobi.B1.y_spindown,Icobi.B1.z_avg,Icobi.B1.z_spinup,Icobi.B1.z_spindown,Icohp.B1.axial_asym_index,Icohp.B1.directional_asym_index,Icobi.B1.axial_asym_index,Icobi.B1.directional_asym_index,Icohp.B2.sum,Icohp.B2.avg,Icohp.B2.avg_spinup,Icohp.B2.avg_spindown,Icohp.B2.x_avg,Icohp.B2.x_spinup,Icohp.B2.x_spindown,Icohp.B2.y_avg,Icohp.B2.y_spinup,Icohp.B2.y_spindown,Icohp.B2.z_avg,Icohp.B2.z_spinup,Icohp.B2.z_spindown,Icobi.B2.sum,Icobi.B2.avg,Icobi.B2.avg_spinup,Icobi.B2.avg_spindown,Icobi.B2.x_avg,Icobi.B2.x_spinup,Icobi.B2.x_spindown,Icobi.B2.y_avg,Icobi.B2.y_spinup,Icobi.B2.y_spindown,Icobi.B2.z_avg,Icobi.B2.z_spinup,Icobi.B2.z_spindown,Icohp.B2.axial_asym_index,Icohp.B2.directional_asym_index,Icobi.B2.axial_asym_index,Icobi.B2.directional_asym_index,MadelungEnergy,SitePotential.B1,SitePotential.B2
1000_CsAgLuCl,1.07,True,0.0054,0.0,0.0,0.0,0.0,0.51,0.84,1.02,-0.56,0.03,True,-5.22009,-0.870015,-0.4349816666666666,-0.4350333333333333,-0.8700049999999999,-0.434975,-0.43503,-0.8700399999999999,-0.435005,-0.435035,-0.87,-0.434965,-0.435035,0.67493,0.1124883333333333,0.0562433333333333,0.056245,0.112485,0.05624,0.056245,0.1124899999999999,0.056245,0.056245,0.11249,0.056245,0.056245,0.0003665346283645,4.5976218800743645e-05,5.737313614030048e-05,4.444905397601233e-05,-24.05146,-4.0085766666666665,-2.00431,-2.004266666666666,-4.00867,-2.00447,-2.0042,-4.00888,-2.00469,-2.0041900000000004,-4.00818,-2.0037700000000003,-2.00441,3.33142,0.5552366666666666,0.2776216666666666,0.277615,0.55525,0.27763,0.27762,0.555255,0.27764,0.277615,0.555205,0.277595,0.27761,0.0004786324589526,0.0001746255736656,5.77831373036655e-05,9.005168967006056e-05,-19.29,-5.92,-8.22
1001_CsAuVCl,0.615,False,,,-1.98,0.02,-2.06,0.48,1.16,1.01,-0.61,0.0,True,-5.979970000000001,-0.9966616666666668,-0.4956849999999999,-0.5009766666666666,-0.994985,-0.49529,-0.499695,-0.995485,-0.49521,-0.500275,-0.999515,-0.496555,-0.5029600000000001,0.7905900000000001,0.131765,0.0658649999999999,0.0659,0.13149,0.0657649999999999,0.065725,0.13157,0.065775,0.0657949999999999,0.132235,0.066055,0.06618,4.675588295655891e-05,0.004545173303545,7.63762874349073e-06,0.0056540052365954,-16.49701,-2.7495016666666667,-1.425315,-1.3241866666666668,-2.753215,-1.426045,-1.32717,-2.7521750000000003,-1.426195,-1.32598,-2.7431150000000004,-1.423705,-1.31941,2.4813,0.41355,0.2091066666666666,0.2044433333333333,0.413995,0.20926,0.204735,0.413845,0.209225,0.20462,0.41281,0.208835,0.203975,0.000150729573487,0.003673392936053,4.183296438970177e-05,0.0028654334421472,-24.55,-5.91,-11.14
1002_CsNaPrCl,1.07,True,0.0,0.0,2.01,0.01,1.99,0.53,2.33,1.03,-0.82,0.0,True,-4.862500000000001,-0.8104166666666668,-0.4019983333333334,-0.4084183333333333,-0.81141,-0.40234,-0.40907,-0.80968,-0.401815,-0.407865,-0.81016,-0.40184,-0.40832,0.5793800000000001,0.0965633333333333,0.04826,0.0483033333333333,0.0967,0.048295,0.048405,0.0964,0.04821,0.04819,0.09659,0.048275,0.048315,0.0004605313074359,0.0021347043701799,0.0001046688382108,0.003106769305119,-7.11854,-1.1864233333333334,-0.5918816666666666,-0.5945416666666666,-1.165175,-0.5717000000000001,-0.593475,-1.19697,-0.60197,-0.595,-1.1971250000000002,-0.601975,-0.5951500000000001,0.90673,0.1511216666666666,0.0766466666666666,0.074475,0.144295,0.07195,0.0723449999999999,0.15454,0.079,0.07554,0.15453,0.07899,0.07554,0.0001738931304305,0.0269296794005513,2.8136540021074864e-05,0.0677930585731144,-45.24,-8.17,-16.52
1003_CsAgDyCl,1.115,True,0.0,0.0,4.97,0.01,4.96,0.51,2.38,1.02,-0.82,0.01,True,-5.205299999999999,-0.8675499999999999,-0.4304466666666666,-0.4371033333333334,-0.86684,-0.42985,-0.43699,-0.8663399999999999,-0.429465,-0.436875,-0.8694700000000001,-0.432025,-0.437445,0.6677,0.1112833333333333,0.05564,0.0556433333333333,0.11112,0.0555299999999999,0.05559,0.110865,0.055385,0.05548,0.1118649999999999,0.056005,0.05586,0.0003389851910221,0.0036078612183737,4.301159800440442e-05,0.0089860715890368,-7.21223,-1.202038333333333,-0.5696433333333334,-0.6323949999999999,-1.20369,-0.56912,-0.63457,-1.2049150000000002,-0.568755,-0.6361600000000001,-1.19751,-0.571055,-0.626455,0.7490300000000001,0.1248383333333333,0.0585383333333333,0.0663,0.125065,0.058495,0.06657,0.125245,0.05849,0.066755,0.124205,0.05863,0.065575,1.572328959524815e-05,0.006160369261657,5.52770366268987e-06,0.0083307744683123,-47.66,-8.0,-17.52
1004_CsMgNdCl,1.025,True,0.0002,0.0,-3.99,0.0,-3.99,1.47,1.45,1.02,-0.83,-0.02,True,-6.4617,-1.07695,-0.5439833333333334,-0.5329666666666667,-1.076825,-0.5440050000000001,-0.53282,-1.077055,-0.54434,-0.532715,-1.0769700000000002,-0.543605,-0.5333650000000001,0.74594,0.1243233333333333,0.0622433333333333,0.06208,0.12429,0.062245,0.062045,0.124265,0.062255,0.0620099999999999,0.124415,0.06223,0.062185,0.0003377784855046,0.0002135660894191,4.68448691706799e-05,0.0012065313564093,-6.0939,-1.01565,-0.5115466666666667,-0.5041033333333335,-1.01604,-0.511185,-0.504855,-1.0167199999999998,-0.51142,-0.5053000000000001,-1.01419,-0.512035,-0.502155,0.61842,0.10307,0.0519666666666666,0.0511033333333333,0.10307,0.051925,0.0511449999999999,0.1030399999999999,0.051925,0.051115,0.1031,0.05205,0.05105,0.0006774121853805,0.0024910156057694,0.0001470447071153,0.0005821286504317,-43.87,-14.23,-11.86
1005_CsVSmCl,0.91,True,0.0029,0.0,1.01,2.98,-1.97,0.94,1.44,1.03,-0.7400000000000001,-0.0,True,-12.01173,-2.001955,-0.9801816666666666,-1.0217733333333332,-2.000115,-0.9803,-1.019815,-2.0032300000000003,-0.98062,-1.02261,-2.00252,-0.979625,-1.022895,1.57314,0.26219,0.1298933333333333,0.1322966666666667,0.26193,0.1298099999999999,0.13212,0.262355,0.130005,0.13235,0.262285,0.129865,0.1324199999999999,0.000181421687464,0.0015559790304977,2.39211449455132e-05,0.0016209618978603,-6.5850800000000005,-1.0975133333333331,-0.5523250000000001,-0.5451883333333333,-1.09302,-0.554395,-0.538625,-1.100225,-0.5546,-0.545625,-1.099295,-0.54798,-0.551315,0.64245,0.1070749999999999,0.0536383333333333,0.0534366666666666,0.106075,0.053645,0.05243,0.10772,0.05408,0.05364,0.10743,0.05319,0.05424,0.0005143338739868,0.0065648405182626,7.143379005995378e-05,0.0153630632734064,-34.41,-10.74,-11.6
1006_CsPtAmCl,0.865,True,0.0918,0.0,5.01,-0.94,6.35,0.4,0.39,1.02,-0.4699999999999999,0.01,True,-9.00503,-1.5008383333333333,-0.9222566666666668,-0.5785816666666665,-1.58739,-1.024045,-0.563345,-1.58707,-1.02367,-0.5634,-1.328055,-0.719055,-0.609,1.02616,0.1710266666666666,0.1026766666666666,0.06835,0.18323,0.11571,0.06752,0.183185,0.11566,0.067525,0.146665,0.07666,0.070005,0.0001091508227149,0.1727934276732003,9.718258546018364e-06,0.2137970686832463,-24.56629,-4.094381666666666,-2.047758333333334,-2.046623333333333,-4.05112,-2.0087650000000004,-2.042355,-4.05192,-2.009315,-2.042605,-4.180104999999999,-2.125195,-2.05491,3.49002,0.58167,0.2946833333333333,0.2869866666666666,0.56068,0.279015,0.281665,0.560725,0.27905,0.281675,0.623605,0.3259849999999999,0.29762,0.0009901756411232,0.0315029253501442,0.0001903068259923,0.1081798958172159,-13.45,-5.28,-4.63
1007_CsAgYbCl,1.11,True,0.0001,0.0,0.98,0.01,0.97,0.53,2.36,1.02,-0.82,0.01,True,-5.2385,-0.8730833333333333,-0.4352733333333333,-0.43781,-0.8738699999999999,-0.435515,-0.438355,-0.87324,-0.4352749999999999,-0.437965,-0.8721399999999999,-0.43503,-0.43711,0.66655,0.1110916666666666,0.0555266666666666,0.0555649999999999,0.1114749999999999,0.05567,0.0558049999999999,0.111155,0.055545,0.05561,0.110645,0.055365,0.0552799999999999,0.0002506440289635,0.0019814832490216,2.682250576287248e-05,0.0074713074788086,-7.39977,-1.233295,-0.60555,-0.627745,-1.227145,-0.605505,-0.62164,-1.2321,-0.605765,-0.626335,-1.24064,-0.60538,-0.6352599999999999,0.77175,0.128625,0.061915,0.06671,0.127625,0.0619,0.065725,0.12841,0.06194,0.06647,0.12984,0.061905,0.067935,8.97528476997017e-06,0.0109422319882915,3.726784152714848e-06,0.0172206025267251,-48.17,-7.99,-17.76
1008_CsSmPtCl,1.075,True,0.0,0.0,-4.01,-5.29,0.98,2.02,0.43,1.02,-0.7533333333333333,-0.03,True,-7.030090000000001,-1.171681666666667,-0.5823349999999999,-0.5893466666666667,-1.16977,-0.58839,-0.58138,-1.145515,-0.58127,-0.564245,-1.1997600000000002,-0.577345,-0.6224149999999999,0.7819699999999999,0.1303283333333333,0.0617649999999999,0.0685633333333333,0.122475,0.0613,0.0611749999999999,0.119415,0.0601,0.059315,0.1490949999999999,0.063895,0.0852,0.0004531530504964,0.0462967045941091,5.951197094529593e-05,0.2277325217079938,-8.06004,-1.3433400000000002,-0.52288,-0.8204600000000001,-1.391745,-0.5045999999999999,-0.8871450000000001,-1.43447,-0.5017050000000001,-0.932765,-1.203805,-0.562335,-0.64147,0.9655,0.1609166666666666,0.0647233333333333,0.0961933333333333,0.168335,0.063135,0.1052,0.17415,0.0622999999999999,0.11185,0.140265,0.0687349999999999,0.07153,0.0009284609178824,0.1717100659550077,0.0001484924918449,0.210574831693423,-37.72,-14.73,-7.7
1009_CsKVCl,0.53,True,0.0003,0.0,-1.97,0.0,-2.03,0.63,1.2,1.03,-0.6466666666666666,0.01,True,-4.64725,-0.7745416666666666,-0.3869083333333332,-0.3876333333333333,-0.7746,-0.3859249999999999,-0.388675,-0.771315,-0.384295,-0.38702,-0.77771,-0.390505,-0.387205,0.4855,0.0809166666666666,0.0405349999999999,0.0403816666666666,0.081155,0.040595,0.04056,0.08004,0.0400149999999999,0.040025,0.081555,0.040995,0.04056,0.0003663523130207,0.0082564957770725,5.244046748640226e-05,0.0187229660144181,-16.986159999999998,-2.8310266666666664,-1.4658033333333331,-1.3652233333333337,-2.8073550000000003,-1.463105,-1.34425,-2.88204,-1.4759799999999998,-1.40606,-2.803685,-1.458325,-1.34536,2.61633,0.436055,0.2202816666666666,0.2157733333333333,0.42615,0.216795,0.209355,0.456275,0.22746,0.228815,0.42574,0.21659,0.20915,0.0005281878761681,0.0276772384105649,0.0001148547956004,0.0700255701689006,-26.38,-5.87,-12.23
1010_CsCaHgCl,0.73,False,,,0.0,0.0,0.0,1.53,1.23,1.01,-0.7999999999999999,-0.02,True,-6.2187,-1.03645,-0.5182383333333334,-0.5182116666666666,-1.036475,-0.5182549999999999,-0.5182199999999999,-1.036425,-0.5182150000000001,-0.5182100000000001,-1.03645,-0.5182450000000001,-0.518205,0.6558299999999999,0.1093049999999999,0.0546533333333333,0.0546516666666666,0.1093049999999999,0.0546549999999999,0.05465,0.1093,0.05465,0.05465,0.1093099999999999,0.0546549999999999,0.054655,0.0001789944336723,4.8241593902364334e-05,7.804927403803278e-05,9.148712318737592e-05,-5.71608,-0.95268,-0.47634,-0.47634,-0.95268,-0.47634,-0.47634,-0.95268,-0.47634,-0.47634,-0.95268,-0.47634,-0.47634,0.9288,0.1548,0.0774,0.0774,0.1548,0.0774,0.0774,0.1548,0.0774,0.0774,0.1548,0.0774,0.0774,1.9148547627718797e-05,0.0,0.0,0.0,-40.02,-12.77,-11.61
1011_CsCaYbCl,1.05,True,0.0,0.0,0.0,0.0,0.0,1.5,1.45,1.02,-0.83,0.01,True,-6.14369,-1.0239483333333337,-0.5119783333333333,-0.5119699999999999,-1.022995,-0.511655,-0.5113399999999999,-1.025375,-0.5121249999999999,-0.51325,-1.023475,-0.5121549999999999,-0.51132,0.68084,0.1134733333333333,0.0567333333333333,0.0567399999999999,0.113405,0.056705,0.0567,0.113575,0.05677,0.0568049999999999,0.11344,0.056725,0.056715,0.0008171138723167,0.002324336026069,0.0001928586241772,0.0014981493449268,-7.12123,-1.1868716666666663,-0.5935266666666666,-0.593345,-1.1868150000000002,-0.5936,-0.593215,-1.187225,-0.59363,-0.5935950000000001,-1.186575,-0.59335,-0.593225,0.72458,0.1207633333333333,0.0603866666666666,0.0603766666666666,0.12076,0.0603999999999999,0.06036,0.12079,0.06039,0.0603999999999999,0.12074,0.06037,0.06037,0.0012044502973797,0.0005476581994964,0.0001837270591484,0.0004140329570233,-44.3,-12.73,-13.33
1012_CsNaPuCl,0.73,True,0.0,0.0,4.98,0.0,5.08,0.6,0.52,1.02,-0.5233333333333333,0.02,True,-5.11724,-0.8528733333333333,-0.425905,-0.4269683333333333,-0.85368,-0.427025,-0.426655,-0.85248,-0.42536,-0.42712,-0.85246,-0.42533,-0.42713,0.5783900000000001,0.0963983333333333,0.04815,0.0482483333333333,0.09675,0.0484249999999999,0.048325,0.096225,0.048015,0.04821,0.09622,0.04801,0.04821,0.0004759088019044,0.0014304586065926,5.241398522388485e-05,0.0054980203668805,-26.39192,-4.398653333333333,-2.200325,-2.198328333333333,-4.35315,-2.155575,-2.197575,-4.42077,-2.22188,-2.19889,-4.42204,-2.22352,-2.1985200000000003,3.84562,0.6409366666666667,0.3242066666666666,0.31673,0.62999,0.316295,0.313695,0.64625,0.328025,0.318225,0.64657,0.3283,0.31827,0.0014531205660282,0.0156616115841514,4.690407666242912e-05,0.0258683905326058,-16.1,-6.07,-5.99
1013_CsGeNdCl,0.92,True,0.0,0.0,3.99,0.14,3.85,0.54,1.59,1.02,-0.6916666666666665,0.02,True,-10.7364,-1.7894,-0.8694166666666666,-0.9199833333333332,-1.8181,-0.8962,-0.9219,-1.7873,-0.867245,-0.920055,-1.7628,-0.844805,-0.917995,1.94824,0.3247066666666667,0.1596183333333333,0.1650883333333333,0.33208,0.164845,0.167235,0.324215,0.159275,0.16494,0.317825,0.154735,0.16309,0.0001330830851619,0.0309042137029172,1.3123345139655138e-05,0.0439011620744876,-6.50162,-1.0836033333333333,-0.5388583333333333,-0.5447449999999999,-1.080055,-0.5361,-0.543955,-1.084375,-0.53879,-0.545585,-1.08638,-0.541685,-0.5446949999999999,0.6749499999999998,0.1124916666666666,0.0562766666666666,0.0562149999999999,0.1100849999999999,0.05447,0.055615,0.11296,0.05651,0.05645,0.11443,0.05785,0.05658,0.00521294699802,0.0058370067767724,0.0009862227468187,0.0386250833395067,-29.71,-7.0,-12.11
1014_CsCdDyCl,1.215,False,,,-4.01,0.73,-4.92,0.8,2.38,1.01,-0.87,-0.02,True,-1.98138,-0.3302299999999999,-0.0057716666666666,-0.3244583333333333,-0.3300099999999999,-0.00448,-0.32553,-0.330355,-0.006475,-0.32388,-0.330325,-0.00636,-0.323965,0.1921799999999999,0.0320299999999999,0.00167,0.0303599999999999,0.03183,0.00145,0.03038,0.03214,0.00179,0.03035,0.0321199999999999,0.00177,0.03035,5.270462303639579e-06,0.0010447264028102,0.0,0.0096784264751796,-7.1132800000000005,-1.1855466666666667,-0.6118583333333333,-0.5736883333333332,-1.1738300000000002,-0.59954,-0.57429,-1.19358,-0.62033,-0.57325,-1.18923,-0.615705,-0.5735250000000001,0.74009,0.1233483333333333,0.0652916666666666,0.0580566666666666,0.12164,0.0635449999999999,0.058095,0.1244,0.066365,0.058035,0.124005,0.065965,0.05804,3.4801042390875763e-05,0.0166589815106391,1.8027767097595587e-05,0.0223756570146873,-51.42,-8.86,-18.02
1015_CsCuNdCl,1.13,True,0.0006,0.0,3.01,0.0,3.01,0.45,2.31,1.03,-0.7999999999999999,0.02,True,-5.72741,-0.9545683333333334,-0.47148,-0.4830883333333334,-0.954305,-0.47133,-0.482975,-0.95438,-0.4712849999999999,-0.483095,-0.95502,-0.471825,-0.483195,0.7063499999999999,0.1177249999999999,0.0587166666666666,0.0590083333333333,0.1176349999999999,0.058665,0.0589699999999999,0.11765,0.05867,0.05898,0.11789,0.058815,0.059075,0.0003969495496995,0.0007490296661142,5.530211243279607e-05,0.0021660649819495,-7.03539,-1.172565,-0.578995,-0.59357,-1.17311,-0.579225,-0.593885,-1.17137,-0.578435,-0.592935,-1.173215,-0.579325,-0.59389,0.86805,0.144675,0.0733233333333333,0.0713516666666666,0.14479,0.07338,0.07141,0.144445,0.0732049999999999,0.07124,0.1447899999999999,0.073385,0.071405,6.264972468350273e-05,0.0015734735387802,3.726774266940195e-06,0.0023846552617937,-43.86,-8.83,-16.19
1016_CsNaNdCl,1.06,False,,,3.02,0.01,3.01,0.53,2.35,1.03,-0.82,0.02,True,-4.89724,-0.8162066666666666,-0.4027733333333333,-0.4134333333333334,-0.81592,-0.402755,-0.413165,-0.8164,-0.403005,-0.4133949999999999,-0.8163,-0.40256,-0.41374,0.58117,0.0968616666666666,0.0483466666666666,0.048515,0.096835,0.04836,0.048475,0.0968499999999999,0.04834,0.04851,0.0969,0.04834,0.04856,0.0004031682725023,0.0005880863506792,4.2849894986082514e-05,0.0006710601028958,-7.202999999999999,-1.2005,-0.596235,-0.6042649999999999,-1.200495,-0.596325,-0.60417,-1.20034,-0.596,-0.60434,-1.200665,-0.59638,-0.604285,0.90916,0.1515266666666666,0.07717,0.0743566666666666,0.15152,0.0771699999999999,0.07435,0.151535,0.077165,0.0743699999999999,0.151525,0.077175,0.07435,0.0003008963200643,0.0002707205331111,3.674228659587909e-05,9.899247657187954e-05,-45.83,-8.12,-16.73
1017_CsAgAuCl,0.65,True,0.0,0.0,-0.02,0.0,0.0,0.68,0.82,1.01,-0.59,-0.02,True,-7.45106,-1.2418433333333334,-0.6208116666666667,-0.6210316666666666,-1.24174,-0.619795,-0.621945,-1.242695,-0.6219250000000001,-0.62077,-1.241095,-0.6207149999999999,-0.6203799999999999,0.86918,0.1448633333333333,0.07242,0.0724433333333333,0.144755,0.07219,0.0725649999999999,0.144995,0.07262,0.072375,0.14484,0.07245,0.07239,2.0138435160968646e-05,0.0012884072870169,2.357025553974797e-06,0.0016567339331325,-9.36946,-1.5615766666666666,-0.7798766666666666,-0.7817,-1.56312,-0.73041,-0.8327100000000001,-1.56135,-0.8209949999999999,-0.740355,-1.56026,-0.788225,-0.772035,1.1861000000000002,0.1976833333333333,0.0987033333333333,0.09898,0.19808,0.09263,0.10545,0.1977,0.10386,0.09384,0.19727,0.09962,0.09765,4.714042022223601e-06,0.001831482283931,0.0,0.0040974622713093,-21.4,-7.39,-8.32
1018_CsKGaCl,0.6,True,0.4984,1.3889,0.0,0.0,0.0,0.65,0.3,1.03,-0.5,0.01,True,-4.29332,-0.7155533333333333,-0.3577599999999999,-0.3577933333333333,-0.715625,-0.3578949999999999,-0.35773,-0.715525,-0.357655,-0.35787,-0.71551,-0.35773,-0.35778,0.47639,0.0793983333333333,0.0396983333333333,0.0397,0.079405,0.039705,0.0397,0.079395,0.0396949999999999,0.0397,0.079395,0.039695,0.0397,0.0004123310132199,0.0001607147848284,5.988418224514958e-05,0.0001259472281115,-28.688650000000003,-4.781441666666667,-2.391928333333333,-2.3895133333333334,-4.781960000000001,-2.39366,-2.3883,-4.78185,-2.391245,-2.390605,-4.780515,-2.39088,-2.389635,3.44391,0.573985,0.2869949999999999,0.28699,0.57431,0.287415,0.286895,0.5735549999999999,0.2865299999999999,0.287025,0.57409,0.2870399999999999,0.28705,0.0005525519226709,0.0003022101074816,8.281501950747138e-05,0.0013153653841129,-14.4,-5.12,-6.29
1019_CsVAmCl,0.845,False,,,-4.03,2.93,-6.98,0.89,0.18,1.02,-0.52,-0.01,True,-13.125519999999998,-2.1875866666666663,-1.061991666666667,-1.125595,-2.187965,-1.062175,-1.1257899999999998,-2.18737,-1.061845,-1.125525,-2.187425,-1.061955,-1.12547,1.66532,0.2775533333333333,0.1364183333333333,0.141135,0.277555,0.13641,0.141145,0.2775649999999999,0.13643,0.141135,0.27754,0.136415,0.141125,0.0005908054537819,0.000271989224046,2.656233700469304e-05,9.007277880506476e-05,-21.19201,-3.5320016666666665,-1.7782966666666666,-1.753705,-3.533105,-1.779215,-1.7538900000000002,-3.53198,-1.77841,-1.75357,-3.53092,-1.777265,-1.753655,2.8561,0.4760166666666666,0.23709,0.2389266666666666,0.4759799999999999,0.237045,0.238935,0.476145,0.237205,0.2389399999999999,0.475925,0.23702,0.238905,0.0005583829008401,0.0006186293796576,0.0001192802101246,0.0004621686915724,-17.4,-8.66,-3.63
1020_CsPdEuCl,0.965,True,0.0023,0.0,-5.03,1.0,-6.39,0.56,1.95,1.02,-0.7599999999999999,-0.01,True,-7.195590000000001,-1.1992650000000002,-0.4575266666666667,-0.7417383333333333,-1.27112,-0.45436,-0.81676,-1.25229,-0.45519,-0.7970999999999999,-1.074385,-0.46303,-0.611355,0.89477,0.1491283333333333,0.0563916666666666,0.0927366666666666,0.16167,0.05633,0.10534,0.15862,0.056545,0.102075,0.127095,0.0563,0.070795,0.000567022822246,0.1640463116992492,0.0001105668925189,0.2318472903651217,-7.07863,-1.1797716666666669,-0.5846533333333332,-0.5951183333333333,-1.1555,-0.584365,-0.571135,-1.15935,-0.58491,-0.5744400000000001,-1.224465,-0.584685,-0.63978,0.7573,0.1262166666666666,0.05984,0.0663766666666666,0.11502,0.05824,0.05678,0.11605,0.0584849999999999,0.057565,0.14758,0.0627949999999999,0.084785,0.0003783044204468,0.0584562266992343,5.354132600226994e-05,0.2579691007526737,-38.13,-8.28,-14.57
1021_CsTiEuCl,0.965,True,0.0,0.0,9.01,2.02,6.95,0.84,1.47,1.03,-0.73,-0.01,True,-13.13526,-2.18921,-1.0485,-1.14071,-2.189985,-1.04948,-1.140505,-2.18909,-1.048295,-1.140795,-2.188555,-1.047725,-1.14083,1.73815,0.2896916666666666,0.14261,0.1470816666666666,0.289895,0.142755,0.14714,0.28966,0.142585,0.147075,0.28952,0.14249,0.14703,0.0005890992546631,0.0006532036670762,8.374884803018137e-05,0.0012944797629664,-6.680339999999999,-1.11339,-0.5467933333333334,-0.5665966666666666,-1.11323,-0.54627,-0.5669599999999999,-1.11227,-0.54598,-0.56629,-1.11467,-0.54813,-0.56654,0.64496,0.1074933333333333,0.0526366666666666,0.0548566666666666,0.107495,0.05261,0.054885,0.107405,0.05259,0.054815,0.10758,0.05271,0.05487,0.0004860382183359,0.0021555789076605,4.390644917439516e-05,0.0016280079384767,-33.19,-9.84,-11.78
1022_CsNaNpCl,0.725,False,,,3.99,0.0,4.11,0.6,0.75,1.02,-0.56,0.03,True,-5.14401,-0.857335,-0.428575,-0.42876,-0.857345,-0.42858,-0.4287649999999999,-0.85734,-0.4285799999999999,-0.42876,-0.85732,-0.428565,-0.428755,0.5784199999999999,0.0964033333333333,0.0481866666666666,0.0482166666666666,0.0964049999999999,0.04819,0.048215,0.0964049999999999,0.048185,0.04822,0.0963999999999999,0.048185,0.0482149999999999,8.852195727863504e-05,2.916012993760054e-05,1.312336806845424e-05,5.186542650674251e-05,-24.11596,-4.019326666666667,-2.041431666666667,-1.977895,-4.019485,-2.0414000000000003,-1.978085,-4.01943,-2.04154,-1.97789,-4.019065,-2.0413550000000003,-1.97771,3.60649,0.6010816666666666,0.30671,0.2943716666666667,0.6010899999999999,0.3067149999999999,0.294375,0.601085,0.30671,0.294375,0.60107,0.306705,0.294365,0.0006149478536703,0.0001044951144385,3.131381342992357e-05,3.327334887922991e-05,-18.49,-6.38,-7.34
1023_CsAgTmCl,1.105,False,,,1.98,0.0,1.96,0.53,2.36,1.02,-0.82,0.01,True,-5.23025,-0.8717083333333333,-0.4339716666666666,-0.4377366666666666,-0.87112,-0.433945,-0.437175,-0.87219,-0.433755,-0.438435,-0.871815,-0.434215,-0.4376,0.66621,0.111035,0.05547,0.055565,0.11071,0.05537,0.05534,0.11135,0.0555299999999999,0.05582,0.111045,0.05551,0.055535,0.0002097422675966,0.0012274747861001,2.544060653189136e-05,0.0057639483045886,-7.40723,-1.2345383333333333,-0.5986683333333332,-0.6358699999999999,-1.2416999999999998,-0.596765,-0.644935,-1.22655,-0.59998,-0.6265700000000001,-1.235365,-0.5992599999999999,-0.636105,0.7717,0.1286166666666666,0.0610816666666666,0.067535,0.12961,0.06102,0.06859,0.12749,0.06112,0.06637,0.12875,0.061105,0.067645,4.621816590549997e-05,0.0122717939094639,1.9436541568216828e-05,0.0164830892834003,-48.01,-8.01,-17.69
1024_CsZnNdCl,1.155,True,0.0001,0.0,3.97,0.67,3.12,0.83,2.22,1.02,-0.85,-0.01,True,-2.34673,-0.3911216666666666,-0.036135,-0.3549866666666667,-0.39113,-0.03614,-0.35499,-0.39112,-0.036135,-0.354985,-0.391115,-0.03613,-0.354985,0.24294,0.04049,0.0054,0.03509,0.04049,0.0054,0.03509,0.04049,0.0054,0.03509,0.04049,0.0054,0.03509,1.6666679103031583e-06,3.835123767977422e-05,0.0,0.0,-7.037419999999999,-1.1729033333333332,-0.5856433333333334,-0.58726,-1.173015,-0.5856699999999999,-0.587345,-1.17286,-0.585675,-0.587185,-1.172835,-0.585585,-0.58725,0.86233,0.1437216666666666,0.0755216666666666,0.0682,0.143725,0.07552,0.0682049999999999,0.143745,0.07554,0.0682049999999999,0.143695,0.0755049999999999,0.06819,0.0007583351616193,0.0001534653324654,8.411301884985345e-05,0.0003478946574976,-47.25,-9.86,-16.26
1025_CsNaCeCl,0.565,False,,,-1.01,0.0,-1.03,0.62,0.97,1.02,-0.6033333333333334,0.01,True,-5.31738,-0.88623,-0.4439816666666666,-0.4422483333333333,-0.88667,-0.444495,-0.442175,-0.88578,-0.443735,-0.442045,-0.88624,-0.4437149999999999,-0.442525,0.56448,0.09408,0.0470516666666666,0.0470283333333333,0.09409,0.047065,0.047025,0.09405,0.047045,0.047005,0.0940999999999999,0.047045,0.047055,0.0003410439252048,0.0010042539747017,3.901564084324203e-05,0.0005314625850339,-24.09018,-4.015029999999999,-1.997215,-2.017815,-4.01821,-1.99311,-2.0251,-4.003915,-1.985575,-2.01834,-4.022965,-2.01296,-2.010005,3.2601700000000005,0.5433616666666667,0.269725,0.2736366666666667,0.5434100000000001,0.26948,0.27393,0.54288,0.26961,0.27327,0.543795,0.270085,0.27371,0.0049869884565861,0.0047446718953532,0.000875132804727,0.0016839612658235,-21.24,-6.89,-8.37
