comp,lattice_a_primitive,lattice_a_conventional,distance_B1_X,distance_B1_A,size_Oh_B1,distance_B2_X,distance_B2_A,size_Oh_B2,calc_oct_mismatch
1015_CsCuNdCl,7.364519863754689,10.415003871687938,2.5014357122060806,4.509828966697519,5.002871424412163,2.7060662236378885,4.509828966697519,5.412132447275774,0.056528
1016_CsNaNdCl,7.656081800838905,10.82733471738421,2.7181419871224204,4.688373460265965,5.436283974244839,2.6955253715696843,4.688373460265965,5.3910507431393695,0.006248
1017_CsAgAuCl,7.177121801571213,10.149982990585633,2.557693158138976,4.3950715589135525,5.115386316277952,2.5172983371538398,4.3950715589135525,5.034596674307678,0.011159
1018_CsKGaCl,7.510860922755608,10.62196138205908,2.9456720792047504,4.599444197440215,5.8913441584095,2.3653086118247897,4.599444197440215,4.73061722364958,0.160321
1019_CsVAmCl,7.336972414280574,10.376045895032858,2.442013472329216,4.492959667965849,4.884026944658432,2.746009475187213,4.492959667965849,5.492018950374426,0.083977
1020_CsPdEuCl,7.413826844331574,10.484734472339436,2.593744365544942,4.540023202490192,5.187488731089884,2.648622870624777,4.540023202490192,5.297245741249553,0.01516
1021_CsTiEuCl,7.322876364205232,10.35611106984042,2.5119564898891653,4.4843276354475226,5.023912979778327,2.6660990450310447,4.4843276354475226,5.332198090062092,0.042581
1022_CsNaNpCl,7.625444557003345,10.784007111638228,2.7190644813405047,4.669612056635377,5.438128962681011,2.672939074478609,4.669612056635377,5.345878148957217,0.012742
1023_CsAgTmCl,7.428042540150698,10.504838502165413,2.6814341164313324,4.548728502764059,5.362868232862663,2.570985134651374,4.548728502764059,5.14197026930275,0.030511
1024_CsZnNdCl,7.637533931044039,10.80110406836718,2.69569247345213,4.677015256062715,5.391384946904263,2.7048595607314594,4.677015256062715,5.409719121462916,0.002532
1025_CsNaCeCl,7.715477720025407,10.911333231847374,2.7163983137252714,4.724745883968594,5.4327966274505455,2.7392683021984165,4.724745883968594,5.47853660439683,0.006318
1026_CsCaTmCl,7.470618435694493,10.565049911073627,2.6847568025121884,4.574800807620143,5.369513605024376,2.5977681530246253,4.574800807620143,5.195536306049252,0.02403
