CollectionCode	CcdcNo	HMS	StructuredFormula	StructureType	Title	Authors	Reference	CellParameter	ReducedCellParameter	StandardisedCellParameter	Temperature	Pressure	MineralName	PublicationYear	Quality	
91197		I 4/m m m	Cs2 K (Mn F6)	CsAuCl3	High-pressure phase transition in Cs2 K Mn F6	Xu, Y.; Soederberg, K.; Norrestam, R.	Journal of Solid State Chemistry (2000) 153,  p. 248-253	6.126(2) 6.126(2) 8.981(3) 90. 90. 90.	6.1260 6.1260 6.2393 119.401 119.401 90.000	6.1260 6.1260 8.9810 90.000 90.000 90.000	293.00	4400.0		2000	10	
93458		R -3 m H	Cs2 Na (Al F6)	Ba2NiTeO6	Structural and vibrational study of chromium doped elpasolite crystals Cs2 Na Al F6	Bordallo, H.N.; Henning, R.W.; Sosman, L.P.; da Fonseca, R.J.M.; Dias Tavares, A.jr.; Hanif, K.M.; Strouse, G.F.	Journal of Chemical Physics (2001) 115, (9) p. 4300-4305	6.1920(4) 6.1920(4) 29.839(4) 90 90 120	6.1920 6.1920 10.5693 72.967 72.967 60.000	6.1920 6.1920 29.8390 90.000 90.000 120.000	296.00	0.101325		2001	10	
93459		R -3 m H	Cs2 Na (Al F6)	Ba2NiTeO6	Structural and vibrational study of chromium doped elpasolite crystals Cs2 Na Al F6	Bordallo, H.N.; Henning, R.W.; Sosman, L.P.; da Fonseca, R.J.M.; Dias Tavares, A.jr.; Hanif, K.M.; Strouse, G.F.	Journal of Chemical Physics (2001) 115, (9) p. 4300-4305	6.1811(8) 6.1811(8) 29.845(6) 90 90 120	6.1810 6.1810 10.5690 72.998 72.998 60.000	6.1811 6.1811 29.8450 90.000 90.000 120.000	296.00	0.101325		2001	10	
148423		R -3 m H	Cs2 Na Ga F6	Ba2NiTeO6	Zero thermal quenching and suppressed concentration quenching in a highly efficient structure-confined fluoride near-infrared phosphor	Zuo, Jiaxing; Nie, Wendong; Li, Yan; Xie, Huangshi; Gao, Jiaju; Lai, Wenlong; Li, Xing; Peng, Jiaqing; Ye, Xinyu	Journal of Alloys and Compounds (2023) 968,   Article ID 171957	6.239920(9) 6.239920(9) 30.25045(6) 90. 90. 120.	6.2399 6.2399 10.7077 73.060 73.060 60.000	6.2399 6.2399 30.2505 90.000 90.000 120.000	293.00	0.101325		2023	10	
148425		R -3 m H	Cs2 Na Cr F6	Ba2NiTeO6	Zero thermal quenching and suppressed concentration quenching in a highly efficient structure-confined fluoride near-infrared phosphor	Zuo, Jiaxing; Nie, Wendong; Li, Yan; Xie, Huangshi; Gao, Jiaju; Lai, Wenlong; Li, Xing; Peng, Jiaqing; Ye, Xinyu	Journal of Alloys and Compounds (2023) 968,   Article ID 171957	6.226937(28) 6.226937(28) 30.24263(13) 90. 90. 120.	6.2269 6.2269 10.7028 73.088 73.088 60.000	6.2269 6.2269 30.2426 90.000 90.000 120.000	293.00	0.101325		2023	10	
155977		F m -3 m	Cs2 K Y F6	K2NaAlF6	Crystal structure, electronic structure and luminescence of Cs2 K Y F6: Pr(3+)	Schiffbauer, D.; Wickleder, C.; Meyer, G.; Kirm, M.; Stephan, M.; Schmidt, P.C.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (2005) 631,  p. 3046-3052	9.455(3) 9.455(3) 9.455(3) 90. 90. 90.	6.6857 6.6857 6.6857 60.000 60.000 60.000	9.4550 9.4550 9.4550 90.000 90.000 90.000	293.00	0.101325		2005	10	
174813	2302012	F m -3 m	Cs2 Na Eu F6	K2NaAlF6	Design rules, accurate enthalpy prediction, and synthesis of stoichiometric Eu\(^{3+}\) quantum memory candidates	Riedel, Zachary W.; Shoemaker, Daniel P.	Journal of the American Chemical Society (2024) 146, (3) p. 2113-2121	9.14303(15) 9.14303(15) 9.14303(15) 90 90 90	6.4651 6.4651 6.4651 60.000 60.000 60.000	9.1430 9.1430 9.1430 90.000 90.000 90.000	295.00	0.101325		2024	10	
4053		F m -3 m	Cs2 K Mo F6	K2NaAlF6	Cs2 M Mo F6, Rb2 M Mo F6, Tl2 M Mo F6 (M = K, Na) und  Cs2 Tl Mo F6)  mit einer Notiz ueber Mo F3	Hoppe, R.; Lehr, K.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1975) 416,  p. 240-250	9.21 9.21 9.21 90. 90. 90.	6.5125 6.5125 6.5125 60.000 60.000 60.000	9.2100 9.2100 9.2100 90.000 90.000 90.000	293.00	0.101325		1975	-1	
4056		F m -3 m	Cs2 K (Rh F6)	K2NaAlF6	Zur Kenntnis der Hexafluororhodate(III). Ueber Cs2 K (Rh F6), Rb2 K (Rh F6), K2 Na (Rh F6), Rb2 Na (Rh F6) und  Tl2 Na (Rh F6)	Wilhelm, V.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1975) 414,  p. 91-96	9.049 9.049 9.049 90. 90. 90.	6.3986 6.3986 6.3986 60.000 60.000 60.000	9.0490 9.0490 9.0490 90.000 90.000 90.000	293.00	0.101325		1975	-1	
6035		F m -3 m	Cs2 K (Ti F6)	K2NaAlF6	Ueber Hexafluorotitanate(III). Cs2 M Ti F6 und Rb2 M Ti F6 (M=K bzw Na); mit einer Bemerkung ueber Tl/2 Ti F6	Alter, E.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1974) 403,  p. 127-136	9.124 9.124 9.124 90. 90. 90.	6.4516 6.4516 6.4516 60.000 60.000 60.000	9.1240 9.1240 9.1240 90.000 90.000 90.000	293.00	0.101325		1974	-1	
6036		F m -3 m	Cs2 Tl (Fe F6)	K2NaAlF6	Ueber Hexafluoroferrate(III): Cs2 Tl Fe F6, Cs2 K Fe F6, Rb2 K Fe F6 und Cs2 Na Fe F6	Alter, E.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1974) 407,  p. 305-312	9.211 9.211 9.211 90. 90. 90.	6.5132 6.5132 6.5132 60.000 60.000 60.000	9.2110 9.2110 9.2110 90.000 90.000 90.000	293.00	0.101325		1974	-1	
6037		F m -3 m	Cs2 K (Co F6)	K2NaAlF6	Neue Elpasolithvertreter mit Co(III): Cs2 K Co F6, Rb2 K Co F6, Rb2 Na Co F6 mit einer Notiz ueber Cs2 Na Co F6	Alter, E.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1974) 407,  p. 313-318	8.979 8.979 8.979 90. 90. 90.	6.3491 6.3491 6.3491 60.000 60.000 60.000	8.9790 8.9790 8.9790 90.000 90.000 90.000	293.00	0.101325		1974	-1	
6039		F m -3 m	Cs2 K (Ni F6)	K2NaAlF6	Ueber Fluoroniccolate(III): Cs2 K Ni F6, Cs2 Na Ni F6, Rb2 K Ni F6, Rb2 Na Ni F6 und K2 Na Ni F6	Alter, E.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1974) 405,  p. 167-175	8.936 8.936 8.936 90. 90. 90.	6.3187 6.3187 6.3187 60.000 60.000 60.000	8.9360 8.9360 8.9360 90.000 90.000 90.000	293.00	0.101325		1974	-1	
9002		R -3 m H	Cs2 Na (Cr F6)	Ba2NiTeO6	Einkristall-Strukturdaten einiger Fluoride und Cyanide A2 B M X6 der Elpasolithfamilie	Haegele, R.; Verscharen, W.; Babel, D.	Zeitschrift fuer Naturforschung, Teil B: Anorganische Chemie, Organische Chemie, Biochemie, Biophysik, Biologie (1975) 30,  p. 462-464	6.243 6.243 30.32999 90. 90. 120.	6.2430 6.2430 10.7333 73.093 73.093 60.000	6.2430 6.2430 30.3300 90.000 90.000 120.000	293.00	0.101325		1975	-1	
9003		R -3 m H	Cs2 Na (Fe F6)	Ba2NiTeO6	Einkristall-Strukturdaten einiger Fluoride und Cyanide A2 B M X6 der Elpasolithfamilie	Haegele, R.; Verscharen, W.; Babel, D.	Zeitschrift fuer Naturforschung, Teil B: Anorganische Chemie, Organische Chemie, Biochemie, Biophysik, Biologie (1975) 30,  p. 462-464	6.267 6.267 30.48 90. 90. 120.	6.2670 6.2670 10.7851 73.110 73.110 60.000	6.2670 6.2670 30.4800 90.000 90.000 120.000	293.00	0.101325		1975	-1	
9004		P -3 m 1	Cs2 Li (Ga F6)		Einkristall-Strukturdaten einiger Fluoride und Cyanide A2 B M X6 der Elpasolithfamilie	Haegele, R.; Verscharen, W.; Babel, D.	Zeitschrift fuer Naturforschung, Teil B: Anorganische Chemie, Organische Chemie, Biochemie, Biophysik, Biologie (1975) 30,  p. 462-464	6.249 6.249 5.086 90. 90. 120.	5.0860 6.2490 6.2490 120.000 90.000 90.000	6.2490 6.2490 5.0860 90.000 90.000 120.000	293.00	0.101325		1975	-1	
9382		F m -3 m	Cs2 Na Bi F6	K2NaAlF6	Nouvelles Elpasolites fluorees de formule A2 B Bi F6 (A = Cs, Rb, B = Tl, Rb, K, Na)	Cousson, A.; Vedrine, A.; Cousseins, J.C.	Comptes Rendus des Seances de l'Academie des Sciences, Serie C: Sciences Chimiques (1972) 274,  p. 864-866	9.190(2) 9.190(2) 9.190(2) 90. 90. 90.	6.4983 6.4983 6.4983 60.000 60.000 60.000	9.1900 9.1900 9.1900 90.000 90.000 90.000	293.00	0.101325		1972	-1	
9383		F m -3 m	Cs2 K Bi F6	K2NaAlF6	Nouvelles Elpasolites fluorees de formule A2 B Bi F6 (A = Cs, Rb, B = Tl, Rb, K, Na)	Cousson, A.; Vedrine, A.; Cousseins, J.C.	Comptes Rendus des Seances de l'Academie des Sciences, Serie C: Sciences Chimiques (1972) 274,  p. 864-866	9.558(2) 9.558(2) 9.558(2) 90. 90. 90.	6.7585 6.7585 6.7585 60.000 60.000 60.000	9.5580 9.5580 9.5580 90.000 90.000 90.000	293.00	0.101325		1972	-1	
9384		F m -3 m	Cs2 Rb Bi F6	K2NaAlF6	Nouvelles Elpasolites fluorees de formule A2 B Bi F6 (A = Cs, Rb, B = Tl, Rb, K, Na)	Cousson, A.; Vedrine, A.; Cousseins, J.C.	Comptes Rendus des Seances de l'Academie des Sciences, Serie C: Sciences Chimiques (1972) 274,  p. 864-866	9.720(2) 9.720(2) 9.720(2) 90. 90. 90.	6.8731 6.8731 6.8731 60.000 60.000 60.000	9.7200 9.7200 9.7200 90.000 90.000 90.000	293.00	0.101325		1972	-1	
9385		F m -3 m	Cs2 Tl Bi F6	K2NaAlF6	Nouvelles Elpasolites fluorees de formule A2 B Bi F6 (A = Cs, Rb, B = Tl, Rb, K, Na)	Cousson, A.; Vedrine, A.; Cousseins, J.C.	Comptes Rendus des Seances de l'Academie des Sciences, Serie C: Sciences Chimiques (1972) 274,  p. 864-866	9.727(2) 9.727(2) 9.727(2) 90. 90. 90.	6.8780 6.8780 6.8780 60.000 60.000 60.000	9.7270 9.7270 9.7270 90.000 90.000 90.000	293.00	0.101325		1972	-1	
9705		F m -3 m	Cs2 K Cr F6	K2NaAlF6	Neue Fluorperowskite mit Cr(III) und Mn(III): A (B.5 Cr.5) F3 und A (B.5 Mn.5) F3; A, B = Alkalimetall	Siebert, G.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1972) 391,  p. 117-125	9.004 9.004 9.004 90. 90. 90.	6.3668 6.3668 6.3668 60.000 60.000 60.000	9.0040 9.0040 9.0040 90.000 90.000 90.000	293.00	0.101325		1972	-1	
15772		F m -3 m	Cs2 Tl Mo F6	K2NaAlF6	Cs2 M Mo F6, Rb2 M Mo F6, Tl2 M Mo F6 (M = K, Na) und  Cs2 Tl Mo F6)  mit einer Notiz ueber Mo F3	Hoppe, R.; Lehr, K.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1975) 416,  p. 240-250	9.393 9.393 9.393 90. 90. 90.	6.6419 6.6419 6.6419 60.000 60.000 60.000	9.3930 9.3930 9.3930 90.000 90.000 90.000	293.00	0.101325		1975	-1	
16255		R -3 m H	Cs2 Na (Fe F6)	Ba2NiTeO6	Ueber Hexafluoroferrate(III): Cs2 Tl Fe F6, Cs2 K Fe F6, Rb2 K Fe F6 und Cs2 Na Fe F6	Alter, E.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1974) 407,  p. 305-312	6.281 6.281 30.532 90. 90. 120.	6.2810 6.2810 10.8041 73.102 73.102 60.000	6.2810 6.2810 30.5320 90.000 90.000 120.000	293.00	0.101325		1974	-1	
16783		F m -3 m	Cs2 K (Ag F6)	K2NaAlF6	Zur Kenntnis des dreiwertigen Silbers: Cs2 K (Ag F6)	Hoppe, R.; Homann, R.	Naturwissenschaften (1966) 53,  p. 501-502	9.175 9.175 9.175 90. 90. 90.	6.4877 6.4877 6.4877 60.000 60.000 60.000	9.1750 9.1750 9.1750 90.000 90.000 90.000	293.00	0.101325		1966	-1	
22110		F 4/m m m	Cs2 K (Mn F6)	CsAuCl3	Ueber neue Verbindungen Cs2 Na M F6 und K2 Na M F6 sowie ueber Cs2 K Mn F6	Schneider, S.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1970) 376,  p. 268-276	8.933(5) 8.933(5) 9.265(5) 90. 90. 90.	6.3166 6.3166 6.4350 119.393 119.393 90.000	8.9330 8.9330 9.2650 90.000 90.000 90.000	293.00	0.101325		1970	-1	
22116		F m -3 m	Cs2 Na Sc F6	K2NaAlF6	Ueber neue Verbindungen Cs2 Na M F6 und K2 Na M F6 sowie ueber Cs2 K Mn F6	Schneider, S.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1970) 376,  p. 268-276	8.853(5) 8.853(5) 8.853(5) 90. 90. 90.	6.2600 6.2600 6.2600 60.000 60.000 60.000	8.8530 8.8530 8.8530 90.000 90.000 90.000	293.00	0.101325		1970	-1	
22118		F m -3 m	Cs2 Na Tl F6	K2NaAlF6	Ueber neue Verbindungen Cs2 Na M F6 und K2 Na M F6 sowie ueber Cs2 K Mn F6	Schneider, S.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1970) 376,  p. 268-276	8.995(5) 8.995(5) 8.995(5) 90. 90. 90.	6.3604 6.3604 6.3604 60.000 60.000 60.000	8.9950 8.9950 8.9950 90.000 90.000 90.000	293.00	0.101325		1970	-1	
24921		F m -3 m	Cs2 Na (In F6)	K2NaAlF6	Die Kristallstruktur von Cs2 Na In F6	Schneider, S.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1970) 376,  p. 277-281	8.905 8.905 8.905 90. 90. 90.	6.2968 6.2968 6.2968 60.000 60.000 60.000	8.9050 8.9050 8.9050 90.000 90.000 90.000	293.00	0.101325		1970	-1	
25366		F m -3 m	Cs2 Rb Y F6	K2NaAlF6	Fluorures triples de structure Perovskite, de sodium-potassium-rubidium ou cesium, de calcium et d'yttrium- lanthane ou gallium. Substitutions diverses entre ces elements	Vedrine, A.; Besse, J.P.; Baud, G.; Capestan, M.	Revue de Chimie Minerale (1970) 7,  p. 593-610	9.625(2) 9.625(2) 9.625(2) 90. 90. 90.	6.8059 6.8059 6.8059 60.000 60.000 60.000	9.6250 9.6250 9.6250 90.000 90.000 90.000	293.00	0.101325		1970	-1	
25367		F m -3 m	Cs2 K Y F6	K2NaAlF6	Fluorures triples de structure Perovskite, de sodium-potassium-rubidium ou cesium, de calcium et d'yttrium- lanthane ou gallium. Substitutions diverses entre ces elements	Vedrine, A.; Besse, J.P.; Baud, G.; Capestan, M.	Revue de Chimie Minerale (1970) 7,  p. 593-610	9.445(2) 9.445(2) 9.445(2) 90. 90. 90.	6.6786 6.6786 6.6786 60.000 60.000 60.000	9.4450 9.4450 9.4450 90.000 90.000 90.000	293.00	0.101325		1970	-1	
25368		F m -3 m	Cs2 Na Y F6	K2NaAlF6	Fluorures triples de structure Perovskite, de sodium-potassium-rubidium ou cesium, de calcium et d'yttrium- lanthane ou gallium. Substitutions diverses entre ces elements	Vedrine, A.; Besse, J.P.; Baud, G.; Capestan, M.	Revue de Chimie Minerale (1970) 7,  p. 593-610	9.075(2) 9.075(2) 9.075(2) 90. 90. 90.	6.4170 6.4170 6.4170 60.000 60.000 60.000	9.0750 9.0750 9.0750 90.000 90.000 90.000	293.00	0.101325		1970	-1	
27343		F m -3 m	Cs2 Tl V F6	K2NaAlF6	Cs2 M V F6 und Rb2 M V F6 (M = Tl, K und Na); mit einer Bemerkung ueber Na3 V F6	Alter, E.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1975) 412,  p. 110-120	9.234 9.234 9.234 90. 90. 90.	6.5294 6.5294 6.5294 60.000 60.000 60.000	9.2340 9.2340 9.2340 90.000 90.000 90.000	293.00	0.101325		1975	-1	
27344		F m -3 m	Cs2 K V F6	K2NaAlF6	Cs2 M V F6 und Rb2 M V F6 (M = Tl, K und Na); mit einer Bemerkung ueber Na3 V F6	Alter, E.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1975) 412,  p. 110-120	9.047 9.047 9.047 90. 90. 90.	6.3972 6.3972 6.3972 60.000 60.000 60.000	9.0470 9.0470 9.0470 90.000 90.000 90.000	293.00	0.101325		1975	-1	
33175		F m -3 m	Cs2 Na Sc F6	K2NaAlF6	Mn$^{4+}$ doped narrowband red phosphors with short fluorescence lifetime and high color stability for fast-response backlight display application	Wang, Yuanjing; Yu, Changkai; Zhou, Yayun; Song, Enhai; Ming, Hong; Zhang, Qinyuan	Journal of Alloys and Compounds (2021) 855,   Article ID 157347	8.5553 8.5553 8.5553 90. 90. 90.	6.0495 6.0495 6.0495 60.000 60.000 60.000	8.5553 8.5553 8.5553 90.000 90.000 90.000	293.00	0.101325		2021	-1	
33176		F m -3 m	Cs2 K Sc F6	K2NaAlF6	Mn$^{4+}$ doped narrowband red phosphors with short fluorescence lifetime and high color stability for fast-response backlight display application	Wang, Yuanjing; Yu, Changkai; Zhou, Yayun; Song, Enhai; Ming, Hong; Zhang, Qinyuan	Journal of Alloys and Compounds (2021) 855,   Article ID 157347	9.1689 9.1689 9.1689 90. 90. 90.	6.4834 6.4834 6.4834 60.000 60.000 60.000	9.1689 9.1689 9.1689 90.000 90.000 90.000	293.00	0.101325		2021	-1	
33177		F m -3 m	Cs2 Rb Sc F6	K2NaAlF6	Mn$^{4+}$ doped narrowband red phosphors with short fluorescence lifetime and high color stability for fast-response backlight display application	Wang, Yuanjing; Yu, Changkai; Zhou, Yayun; Song, Enhai; Ming, Hong; Zhang, Qinyuan	Journal of Alloys and Compounds (2021) 855,   Article ID 157347	9.3492 9.3492 9.3492 90. 90. 90.	6.6109 6.6109 6.6109 60.000 60.000 60.000	9.3492 9.3492 9.3492 90.000 90.000 90.000	293.00	0.101325		2021	-1	
37005		F m -3 m	Cs2 Na Mn F6	K2NaAlF6	Polymorphie von Cs2 Na Mn F6. Die Kristallstrukturen der Hochdruck- und der Hochtemperaturmodifikation	Massa, W.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1982) 491,  p. 208-216	8.762 8.762 8.762 90. 90. 90.	6.1957 6.1957 6.1957 60.000 60.000 60.000	8.7620 8.7620 8.7620 90.000 90.000 90.000	293.00	0.101325		1982	-1	
37056		F m -3 m	Cs2 K Ga F6	K2NaAlF6	Local structure and luminescent properties of Cs$_2$KGaF$_6$:Mn$^{4+}$ phosphor for backlight white LEDs	Li, Jing; Wang, Yuanjing; Zhe, Haifeng; Zhou, Yayun; Zhou, Qiang; Wang, Zhengliang	Journal of Alloys and Compounds (2021) 881,   Article ID 160624	8.98443 8.98443 8.98443 90. 90. 90.	6.3530 6.3530 6.3530 60.000 60.000 60.000	8.9844 8.9844 8.9844 90.000 90.000 90.000	293.00	0.101325		2021	-1	
38633		F m -3 m	Cs2 K (Al F6)	K2NaAlF6	Implementation of high color quality, high luminous warm WLED using efficient and thermally stable Rb$_3$AlF$_6$:Mn$^{4+}$ as red color converter	Deng, Tingting; Song, Enhai; Zhou, Yayun; Yuan, Jian	Journal of Alloys and Compounds (2019) 795,  p. 453-461	8.862(4) 8.862(4) 8.862(4) 90. 90. 90.	6.2664 6.2664 6.2664 60.000 60.000 60.000	8.8620 8.8620 8.8620 90.000 90.000 90.000	293.00	0.101325	Elpasolite	2019	-1	
38634		F m -3 m	Cs2 Rb (Al F6)	K2NaAlF6	Implementation of high color quality, high luminous warm WLED using efficient and thermally stable Rb$_3$AlF$_6$:Mn$^{4+}$ as red color converter	Deng, Tingting; Song, Enhai; Zhou, Yayun; Yuan, Jian	Journal of Alloys and Compounds (2019) 795,  p. 453-461	9.016(4) 9.016(4) 9.016(4) 90. 90. 90.	6.3753 6.3753 6.3753 60.000 60.000 60.000	9.0160 9.0160 9.0160 90.000 90.000 90.000	293.00	0.101325	Elpasolite	2019	-1	
41801		R -3 m H	Cs2 Na (Al F6)	Ba2NiTeO6	The crystal structure of sodium cesium fluoroaluminate Cs2 Na Al F6	Golovastikov, N.I.; Belov, N.V.	Kristallografiya (1978) 23,  p. 42-46	6.176 6.176 29.81999 90. 90. 120.	6.1760 6.1760 10.5602 72.997 72.997 60.000	6.1760 6.1760 29.8200 90.000 90.000 120.000	293.00	0.101325		1978	-1	
42144		F m -3 m	Cs2 K (Fe F6)	K2NaAlF6	Ueber Hexafluoroferrate(III): Cs2 Tl Fe F6, Cs2 K Fe F6, Rb2 K Fe F6 und Cs2 Na Fe F6	Alter, E.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1974) 407,  p. 305-312	9.041 9.041 9.041 90. 90. 90.	6.3930 6.3930 6.3930 60.000 60.000 60.000	9.0410 9.0410 9.0410 90.000 90.000 90.000	293.00	0.101325		1974	-1	
42152		R -3 m H	Cs2 Na (Ni F6)	Ba2NiTeO6	Ueber Fluoroniccolate(III): Cs2 K Ni F6, Cs2 Na Ni F6, Rb2 K Ni F6, Rb2 Na Ni F6 und K2 Na Ni F6	Alter, E.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1974) 405,  p. 167-175	6.2 6.2 30.03 90. 90. 120.	6.2000 6.2000 10.6308 73.046 73.046 60.000	6.2000 6.2000 30.0300 90.000 90.000 120.000	293.00	0.101325		1974	-1	
42153		R -3 m H	Cs2 Na (Ti F6)	Ba2NiTeO6	Ueber Hexafluorotitanate(III). Cs2 M Ti F6 und Rb2 M Ti F6 (M=K bzw Na); mit einer Bemerkung ueber Tl/2 Ti F6	Alter, E.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1974) 403,  p. 127-136	6.272 6.272 30.90999 90. 90. 120.	6.2720 6.2720 10.9211 73.313 73.313 60.000	6.2720 6.2720 30.9100 90.000 90.000 120.000	293.00	0.101325		1974	-1	
42157		R -3 m H	Cs2 Na (Co F6)	Ba2NiTeO6	Neue Elpasolithvertreter mit Co(III): Cs2 K Co F6, Rb2 K Co F6, Rb2 Na Co F6 mit einer Notiz ueber Cs2 Na Co F6	Alter, E.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1974) 407,  p. 313-318	6.23 6.23 30.31999 90. 90. 120.	6.2300 6.2300 10.7276 73.120 73.120 60.000	6.2300 6.2300 30.3200 90.000 90.000 120.000	293.00	0.101325		1974	-1	
100471		R -3 m H	Cs2 Mn (Ni F6)	Ba2NiTeO6	Reparation cationique et structure magnetique de Cs2 Mn Ni F6	Dance, J.M.; Grannec, J.; Tressaud, A.; Perrin, M.	Materials Research Bulletin (1977) 12,  p. 989-994	6.209 6.209 29.98999 90. 90. 120.	6.2090 6.2090 10.6200 73.003 73.003 60.000	6.2090 6.2090 29.9900 90.000 90.000 120.000	293.00	0.101325		1977	-1	
108910		R -3 m H	Cs2 Na (V F6)	Ba2NiTeO6	Cs2 M V F6 und Rb2 M V F6 (M = Tl, K und Na); mit einer Bemerkung ueber Na3 V F6	Alter, E.; Hoppe, R.	Zeitschrift fuer Anorganische und Allgemeine Chemie (1950) (DE) (1975) 412,  p. 110-120	6.24 6.24 30.48 90. 90. 120.	6.2400 6.2400 10.7798 73.176 73.176 60.000	6.2400 6.2400 30.4800 90.000 90.000 120.000	293.00	0.101325		1975	-1	
138556		F m -3 m	Cs2 K Ga F6	K2NaAlF6	High-throughput crystal structure solution using prototypes	Griesemer, Sean D.; Ward, Logan; Wolverton, Chris	Physical Review Materials (2021) 5, (10)  Article ID 105003	8.8480 8.8480 8.8480 90. 90. 90.	6.2565 6.2565 6.2565 60.000 60.000 60.000	8.8480 8.8480 8.8480 90.000 90.000 90.000	293.00	0.101325		2021	-1	
138681		F m -3 m	Cs2 K Al F6	K2NaAlF6	High-throughput crystal structure solution using prototypes	Griesemer, Sean D.; Ward, Logan; Wolverton, Chris	Physical Review Materials (2021) 5, (10)  Article ID 105003	8.7319 8.7319 8.7319 90.0000 90.0000 90.0000	6.1744 6.1744 6.1744 60.000 60.000 60.000	8.7319 8.7319 8.7319 90.000 90.000 90.000	293.00	0.101325		2021	-1	
138682		F m -3 m	Cs2 Rb Al F6	K2NaAlF6	High-throughput crystal structure solution using prototypes	Griesemer, Sean D.; Ward, Logan; Wolverton, Chris	Physical Review Materials (2021) 5, (10)  Article ID 105003	8.8356 8.8356 8.8356 90. 90. 90.	6.2477 6.2477 6.2477 60.000 60.000 60.000	8.8356 8.8356 8.8356 90.000 90.000 90.000	293.00	0.101325		2021	-1	
138683		F m -3 m	Cs2 Ag Al F6	K2NaAlF6	High-throughput crystal structure solution using prototypes	Griesemer, Sean D.; Ward, Logan; Wolverton, Chris	Physical Review Materials (2021) 5, (10)  Article ID 105003	8.5885 8.5885 8.5885 90.0000 90.0000 90.0000	6.0730 6.0730 6.0730 60.000 60.000 60.000	8.5885 8.5885 8.5885 90.000 90.000 90.000	293.00	0.101325		2021	-1	
138684		F m -3 m	Cs2 Ag In F6	K2NaAlF6	High-throughput crystal structure solution using prototypes	Griesemer, Sean D.; Ward, Logan; Wolverton, Chris	Physical Review Materials (2021) 5, (10)  Article ID 105003	8.9511 8.9511 8.9511 90.0000 90.0000 90.0000	6.3294 6.3294 6.3294 60.000 60.000 60.000	8.9511 8.9511 8.9511 90.000 90.000 90.000	293.00	0.101325		2021	-1	
138685		F m -3 m	Cs2 Tl In F6	K2NaAlF6	High-throughput crystal structure solution using prototypes	Griesemer, Sean D.; Ward, Logan; Wolverton, Chris	Physical Review Materials (2021) 5, (10)  Article ID 105003	9.3194 9.3194 9.3194 90.0000 90.0000 90.0000	6.5898 6.5898 6.5898 60.000 60.000 60.000	9.3194 9.3194 9.3194 90.000 90.000 90.000	293.00	0.101325		2021	-1	
138779		F m -3 m	Cs2 K Pr F6	K2NaAlF6	High-throughput crystal structure solution using prototypes	Griesemer, Sean D.; Ward, Logan; Wolverton, Chris	Physical Review Materials (2021) 5, (10)  Article ID 105003	9.4858 9.4858 9.4858 90.0000 90.0000 90.0000	6.7075 6.7075 6.7075 60.000 60.000 60.000	9.4858 9.4858 9.4858 90.000 90.000 90.000	293.00	0.101325		2021	-1	
138780		F m -3 m	Cs2 Rb Pr F6	K2NaAlF6	High-throughput crystal structure solution using prototypes	Griesemer, Sean D.; Ward, Logan; Wolverton, Chris	Physical Review Materials (2021) 5, (10)  Article ID 105003	9.6868 9.6868 9.6868 90.0000 90.0000 90.0000	6.8496 6.8496 6.8496 60.000 60.000 60.000	9.6868 9.6868 9.6868 90.000 90.000 90.000	293.00	0.101325		2021	-1	
