,chemsys,nsites,structure_dict
mp-1207330,F-Hg-Pt,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[-2.813153, -4.891734, 1.205043], [-4.040179, 5.858105, -0.804674], [2.191191, 2.252455, -13.97442]], 'pbc': (True, True, True), 'a': 5.770183702449515, 'b': 7.161559941056279, 'c': 14.323382486755913, 'alpha': 81.25978242663226, 'beta': 114.30857946021068, 'gamma': 116.22432857386488, 'volume': 483.5698480245343}, 'properties': {}, 'sites': [{'species': [{'element': 'Hg', 'occu': 1}], 'abc': [0.0, 5.551115123125783e-17, 0.5000000000000001], 'properties': {}, 'label': 'Hg', 'xyz': [1.0955955, 1.1262275000000004, -6.987210000000002]}, {'species': [{'element': 'Hg', 'occu': 1}], 'abc': [0.4999999999999999, 0.49999999999999994, 6.938893903907228e-18], 'properties': {}, 'label': 'Hg', 'xyz': [-3.426665999999999, 0.48318550000000027, 0.2001844999999999]}, {'species': [{'element': 'Hg', 'occu': 1}], 'abc': [1.0408340855860843e-17, 0.49999999999999994, 0.0], 'properties': {}, 'label': 'Hg', 'xyz': [-2.0200894999999996, 2.9290524999999996, -0.40233699999999994]}, {'species': [{'element': 'Pt', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Pt', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.10867900000000014, 0.19628300000000004, 0.8973240000000001], 'properties': {}, 'label': 'F', 'xyz': [0.8674591633399997, 2.639399594749, -12.566563410625001]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.8913199999999999, 0.8037169999999999, 0.10267600000000002], 'properties': {}, 'label': 'F', 'xyz': [-5.529597350186999, 0.5794312969850004, -1.0074887944180002]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.9090959999999999, 0.9724239999999998, 0.6204820000000001], 'properties': {}, 'label': 'F', 'xyz': [-5.126598589521999, 2.6471138673660004, -8.357860609088002]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.09090400000000004, 0.027576000000000024, 0.379518], 'properties': {}, 'label': 'F', 'xyz': [0.4644575895219998, 0.571712132634, -5.216190390912]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.64755, 0.797462, 0.9008620000000002], 'properties': {}, 'label': 'F', 'xyz': [-3.069585744206, 3.533124894020001, -12.450395292778003]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.35244999999999993, 0.20253799999999994, 0.099138], 'properties': {}, 'label': 'F', 'xyz': [-1.5925552557939997, -0.3142988940199999, -1.123655707222]}]}"
mp-1205972,F-Mn-Zn,10,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[-2.971036, -4.401015, 0.013301], [-4.476989, 5.469085, -0.078561], [0.354716, 0.377234, -11.215881]], 'pbc': (True, True, True), 'a': 5.310006107352608, 'b': 7.0682736982991115, 'c': 11.22782773013431, 'alpha': 89.02083217205028, 'beta': 92.75271404923811, 'gamma': 106.67433205296611, 'volume': 403.22129652968334}, 'properties': {}, 'sites': [{'species': [{'element': 'Mn', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Mn', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Zn', 'occu': 1}], 'abc': [-6.938893903907228e-18, 3.469446951953614e-18, 0.49999999999999994], 'properties': {}, 'label': 'Zn', 'xyz': [0.17735799999999996, 0.18861700000000003, -5.607940499999999]}, {'species': [{'element': 'Zn', 'occu': 1}], 'abc': [0.5, 0.49999999999999994, 0.0], 'properties': {}, 'label': 'Zn', 'xyz': [-3.7240124999999993, 0.5340349999999994, -0.03262999999999999]}, {'species': [{'element': 'Zn', 'occu': 1}], 'abc': [-1.4582519219930035e-17, 0.5, 0.0], 'properties': {}, 'label': 'Zn', 'xyz': [-2.2384945, 2.7345425, -0.0392805]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.905978, 0.247852, 0.922066], 'properties': {}, 'label': 'F', 'xyz': [-3.4742523675799992, -2.283864466806, -10.34920361774]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.09402200000000002, 0.752148, 0.07793399999999999], 'properties': {}, 'label': 'F', 'xyz': [-3.61905663242, 3.7291684668059997, -0.9319373822599999]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.9359909999999999, 0.9770699999999999, 0.651185], 'properties': {}, 'label': 'F', 'xyz': [-6.924208860445998, 1.4700175723749997, -7.3679234489639995]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.06400900000000001, 0.02293, 0.348815], 'properties': {}, 'label': 'F', 'xyz': [-0.169100139554, -0.024713572375000048, -3.9132175510359994]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.6837289999999999, 0.8019309999999997, 0.9320889999999998], 'properties': {}, 'label': 'F', 'xyz': [-5.290992857278998, 1.7283428800259988, -10.508105527270999]}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.316271, 0.19806899999999997, 0.067911], 'properties': {}, 'label': 'F', 'xyz': [-1.802316142721, -0.28303888002600025, -0.773035472729]}]}"
