comp,structure_dict
3255_CsCaCuBr,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.394133929270263, 5.394133929270263], [5.394133929270263, 0.0, 5.394133929270263], [5.394133929270263, 5.394133929270263, 0.0]], 'pbc': (True, True, True), 'a': 7.628457360030879, 'b': 7.628457360030879, 'c': 7.628457360030879, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 313.9027867708731}, 'properties': {}, 'sites': [{'species': [{'element': 'Ca', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Ca', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Cu', 'xyz': [5.394133929270263, 5.394133929270263, 5.394133929270263]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.6970669646351313, 2.6970669646351313, 2.6970669646351313]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.091200893905395, 8.091200893905395, 8.091200893905395]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7374639650550137, 0.2625360349449863, 0.2625360349449863], 'properties': {}, 'label': 'Br', 'xyz': [2.8323090675056677, 5.394133929270263, 5.394133929270263]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2625360349449863, 0.7374639650550137, 0.7374639650550137], 'properties': {}, 'label': 'Br', 'xyz': [7.955958791034857, 5.394133929270263, 5.394133929270263]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2625360349449863, 0.7374639650550137, 0.2625360349449863], 'properties': {}, 'label': 'Br', 'xyz': [5.394133929270263, 2.8323090675056677, 5.394133929270263]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7374639650550137, 0.2625360349449863, 0.7374639650550137], 'properties': {}, 'label': 'Br', 'xyz': [5.394133929270263, 7.955958791034857, 5.394133929270263]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2625360349449863, 0.2625360349449863, 0.7374639650550137], 'properties': {}, 'label': 'Br', 'xyz': [5.394133929270263, 5.394133929270263, 2.8323090675056677]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7374639650550137, 0.7374639650550137, 0.2625360349449863], 'properties': {}, 'label': 'Br', 'xyz': [5.394133929270263, 5.394133929270263, 7.955958791034857]}]}"
3256_CsLiPmBr,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.518673149326332, 5.518673149326332], [5.518673149326332, 0.0, 5.518673149326332], [5.518673149326332, 5.518673149326332, 0.0]], 'pbc': (True, True, True), 'a': 7.80458241408154, 'b': 7.80458241408154, 'c': 7.80458241408154, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 336.1506962795699}, 'properties': {}, 'sites': [{'species': [{'element': 'Li', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Li', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Pm', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Pm', 'xyz': [5.518673149326332, 5.518673149326332, 5.518673149326332]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.759336574663166, 2.759336574663166, 2.759336574663166]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.278009723989499, 8.278009723989499, 8.278009723989499]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7559249019574068, 0.2440750980425932, 0.2440750980425932], 'properties': {}, 'label': 'Br', 'xyz': [2.6939413799737024, 5.518673149326332, 5.518673149326332]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2440750980425932, 0.7559249019574068, 0.7559249019574068], 'properties': {}, 'label': 'Br', 'xyz': [8.343404918678962, 5.518673149326332, 5.518673149326332]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2440750980425932, 0.7559249019574068, 0.2440750980425932], 'properties': {}, 'label': 'Br', 'xyz': [5.518673149326332, 2.6939413799737024, 5.518673149326332]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7559249019574068, 0.2440750980425932, 0.7559249019574068], 'properties': {}, 'label': 'Br', 'xyz': [5.518673149326332, 8.343404918678962, 5.518673149326332]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2440750980425932, 0.2440750980425932, 0.7559249019574068], 'properties': {}, 'label': 'Br', 'xyz': [5.518673149326332, 5.518673149326332, 2.6939413799737024]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7559249019574068, 0.7559249019574068, 0.2440750980425932], 'properties': {}, 'label': 'Br', 'xyz': [5.518673149326332, 5.518673149326332, 8.343404918678962]}]}"
3257_CsCuSmBr,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.448363596985555, 5.448363596985555], [5.448363596985555, 0.0, 5.448363596985555], [5.448363596985555, 5.448363596985555, 0.0]], 'pbc': (True, True, True), 'a': 7.705149691596831, 'b': 7.705149691596831, 'c': 7.705149691596831, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 323.4657059925615}, 'properties': {}, 'sites': [{'species': [{'element': 'Cu', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Cu', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Sm', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Sm', 'xyz': [5.448363596985555, 5.448363596985555, 5.448363596985555]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.7241817984927774, 2.7241817984927774, 2.7241817984927774]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.172545395478332, 8.172545395478332, 8.172545395478332]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.758705689699056, 0.2412943103009439, 0.2412943103009439], 'properties': {}, 'label': 'Br', 'xyz': [2.6293182728067985, 5.448363596985555, 5.448363596985555]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2412943103009439, 0.758705689699056, 0.758705689699056], 'properties': {}, 'label': 'Br', 'xyz': [8.26740892116431, 5.448363596985555, 5.448363596985555]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2412943103009439, 0.758705689699056, 0.2412943103009439], 'properties': {}, 'label': 'Br', 'xyz': [5.448363596985555, 2.6293182728067985, 5.448363596985555]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.758705689699056, 0.2412943103009439, 0.758705689699056], 'properties': {}, 'label': 'Br', 'xyz': [5.448363596985555, 8.26740892116431, 5.448363596985555]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2412943103009439, 0.2412943103009439, 0.758705689699056], 'properties': {}, 'label': 'Br', 'xyz': [5.448363596985555, 5.448363596985555, 2.6293182728067985]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.758705689699056, 0.758705689699056, 0.2412943103009439], 'properties': {}, 'label': 'Br', 'xyz': [5.448363596985555, 5.448363596985555, 8.26740892116431]}]}"
3259_CsAuAmBr,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.5790225619368785, 5.5790225619368785], [5.5790225619368785, 0.0, 5.5790225619368785], [5.5790225619368785, 5.5790225619368785, 0.0]], 'pbc': (True, True, True), 'a': 7.889929371876624, 'b': 7.889929371876624, 'c': 7.889929371876624, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 347.2996525693763}, 'properties': {}, 'sites': [{'species': [{'element': 'Au', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Au', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Am', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Am', 'xyz': [5.5790225619368785, 5.5790225619368785, 5.5790225619368785]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.7895112809684393, 2.7895112809684393, 2.7895112809684393]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.368533842905318, 8.368533842905318, 8.368533842905318]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7521204894694549, 0.2478795105305451, 0.2478795105305451], 'properties': {}, 'label': 'Br', 'xyz': [2.7658507637835625, 5.5790225619368785, 5.5790225619368785]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2478795105305451, 0.7521204894694549, 0.7521204894694549], 'properties': {}, 'label': 'Br', 'xyz': [8.392194360090194, 5.5790225619368785, 5.5790225619368785]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2478795105305451, 0.7521204894694549, 0.2478795105305451], 'properties': {}, 'label': 'Br', 'xyz': [5.5790225619368785, 2.7658507637835625, 5.5790225619368785]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7521204894694549, 0.2478795105305451, 0.7521204894694549], 'properties': {}, 'label': 'Br', 'xyz': [5.5790225619368785, 8.392194360090194, 5.5790225619368785]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2478795105305451, 0.2478795105305451, 0.7521204894694549], 'properties': {}, 'label': 'Br', 'xyz': [5.5790225619368785, 5.5790225619368785, 2.7658507637835625]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7521204894694549, 0.7521204894694549, 0.2478795105305451], 'properties': {}, 'label': 'Br', 'xyz': [5.5790225619368785, 5.5790225619368785, 8.392194360090194]}]}"
3258_CsCoTmBr,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.320467443075333, 5.320467443075333], [5.320467443075333, 0.0, 5.320467443075333], [5.320467443075333, 5.320467443075333, 0.0]], 'pbc': (True, True, True), 'a': 7.5242772161616385, 'b': 7.5242772161616385, 'c': 7.5242772161616385, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 301.21692154019274}, 'properties': {}, 'sites': [{'species': [{'element': 'Co', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Co', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Tm', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Tm', 'xyz': [5.320467443075333, 5.320467443075333, 5.320467443075333]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.6602337215376664, 2.6602337215376664, 2.6602337215376664]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [7.980701164612999, 7.980701164612999, 7.980701164612999]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7567867306488125, 0.2432132693511875, 0.2432132693511875], 'properties': {}, 'label': 'Br', 'xyz': [2.5880165626138094, 5.320467443075333, 5.320467443075333]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2432132693511875, 0.7567867306488125, 0.7567867306488125], 'properties': {}, 'label': 'Br', 'xyz': [8.052918323536856, 5.320467443075333, 5.320467443075333]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2432132693511875, 0.7567867306488125, 0.2432132693511875], 'properties': {}, 'label': 'Br', 'xyz': [5.320467443075333, 2.5880165626138094, 5.320467443075333]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7567867306488125, 0.2432132693511875, 0.7567867306488125], 'properties': {}, 'label': 'Br', 'xyz': [5.320467443075333, 8.052918323536856, 5.320467443075333]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2432132693511875, 0.2432132693511875, 0.7567867306488125], 'properties': {}, 'label': 'Br', 'xyz': [5.320467443075333, 5.320467443075333, 2.5880165626138094]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7567867306488125, 0.7567867306488125, 0.2432132693511875], 'properties': {}, 'label': 'Br', 'xyz': [5.320467443075333, 5.320467443075333, 8.052918323536856]}]}"
3261_CsAlHgBr,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.453088593606696, 5.453088593606696], [5.453088593606696, 0.0, 5.453088593606696], [5.453088593606696, 5.453088593606696, 0.0]], 'pbc': (True, True, True), 'a': 7.711831845900617, 'b': 7.711831845900617, 'c': 7.711831845900617, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 324.3079957072664}, 'properties': {}, 'sites': [{'species': [{'element': 'Al', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Al', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Hg', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Hg', 'xyz': [5.453088593606696, 5.453088593606696, 5.453088593606696]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.726544296803348, 2.726544296803348, 2.726544296803348]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.179632890410044, 8.179632890410044, 8.179632890410044]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7685521163517848, 0.2314478836482152, 0.2314478836482152], 'properties': {}, 'label': 'Br', 'xyz': [2.524211628672984, 5.4530885936066955, 5.4530885936066955]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2314478836482152, 0.7685521163517848, 0.7685521163517848], 'properties': {}, 'label': 'Br', 'xyz': [8.381965558540408, 5.4530885936066955, 5.4530885936066955]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2314478836482152, 0.7685521163517848, 0.2314478836482152], 'properties': {}, 'label': 'Br', 'xyz': [5.4530885936066955, 2.524211628672984, 5.4530885936066955]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7685521163517848, 0.2314478836482152, 0.7685521163517848], 'properties': {}, 'label': 'Br', 'xyz': [5.4530885936066955, 8.381965558540408, 5.4530885936066955]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2314478836482152, 0.2314478836482152, 0.7685521163517848], 'properties': {}, 'label': 'Br', 'xyz': [5.4530885936066955, 5.4530885936066955, 2.524211628672984]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7685521163517848, 0.7685521163517848, 0.2314478836482152], 'properties': {}, 'label': 'Br', 'xyz': [5.4530885936066955, 5.4530885936066955, 8.381965558540408]}]}"
3262_CsCaBaBr,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.923396128371009, 5.923396128371009], [5.923396128371009, 0.0, 5.923396128371009], [5.923396128371009, 5.923396128371009, 0.0]], 'pbc': (True, True, True), 'a': 8.376947140050564, 'b': 8.376947140050564, 'c': 8.376947140050564, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 415.66391819498483}, 'properties': {}, 'sites': [{'species': [{'element': 'Ca', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Ca', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ba', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Ba', 'xyz': [5.923396128371009, 5.923396128371009, 5.923396128371009]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.9616980641855046, 2.9616980641855046, 2.9616980641855046]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.885094192556513, 8.885094192556513, 8.885094192556513]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7616840189049228, 0.2383159810950772, 0.2383159810950772], 'properties': {}, 'label': 'Br', 'xyz': [2.8232799194950378, 5.923396128371009, 5.923396128371009]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2383159810950772, 0.7616840189049228, 0.7616840189049228], 'properties': {}, 'label': 'Br', 'xyz': [9.02351233724698, 5.923396128371009, 5.923396128371009]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2383159810950772, 0.7616840189049228, 0.2383159810950772], 'properties': {}, 'label': 'Br', 'xyz': [5.923396128371009, 2.8232799194950378, 5.923396128371009]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7616840189049228, 0.2383159810950772, 0.7616840189049228], 'properties': {}, 'label': 'Br', 'xyz': [5.923396128371009, 9.02351233724698, 5.923396128371009]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2383159810950772, 0.2383159810950772, 0.7616840189049228], 'properties': {}, 'label': 'Br', 'xyz': [5.923396128371009, 5.923396128371009, 2.8232799194950378]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7616840189049228, 0.7616840189049228, 0.2383159810950772], 'properties': {}, 'label': 'Br', 'xyz': [5.923396128371009, 5.923396128371009, 9.02351233724698]}]}"
3263_CsKPmBr,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.896361387383054, 5.896361387383054], [5.896361387383054, 0.0, 5.896361387383054], [5.896361387383054, 5.896361387383054, 0.0]], 'pbc': (True, True, True), 'a': 8.338714242690154, 'b': 8.338714242690154, 'c': 8.338714242690154, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 409.9985079508408}, 'properties': {}, 'sites': [{'species': [{'element': 'K', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'K', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Pm', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Pm', 'xyz': [5.896361387383054, 5.896361387383054, 5.896361387383054]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.948180693691527, 2.948180693691527, 2.948180693691527]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.844542081074582, 8.844542081074582, 8.844542081074582]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7392618491185061, 0.2607381508814939, 0.2607381508814939], 'properties': {}, 'label': 'Br', 'xyz': [3.0748127301505948, 5.896361387383054, 5.896361387383054]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2607381508814939, 0.7392618491185061, 0.7392618491185061], 'properties': {}, 'label': 'Br', 'xyz': [8.717910044615513, 5.896361387383054, 5.896361387383054]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2607381508814939, 0.7392618491185061, 0.2607381508814939], 'properties': {}, 'label': 'Br', 'xyz': [5.896361387383054, 3.0748127301505948, 5.896361387383054]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7392618491185061, 0.2607381508814939, 0.7392618491185061], 'properties': {}, 'label': 'Br', 'xyz': [5.896361387383054, 8.717910044615513, 5.896361387383054]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2607381508814939, 0.2607381508814939, 0.7392618491185061], 'properties': {}, 'label': 'Br', 'xyz': [5.896361387383054, 5.896361387383054, 3.0748127301505948]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7392618491185061, 0.7392618491185061, 0.2607381508814939], 'properties': {}, 'label': 'Br', 'xyz': [5.896361387383054, 5.896361387383054, 8.717910044615513]}]}"
3264_CsKCmBr,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.876026805151568, 5.876026805151568], [5.876026805151568, 0.0, 5.876026805151568], [5.876026805151568, 5.876026805151568, 0.0]], 'pbc': (True, True, True), 'a': 8.309956800713195, 'b': 8.309956800713195, 'c': 8.309956800713195, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 405.77127584661355}, 'properties': {}, 'sites': [{'species': [{'element': 'K', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'K', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Cm', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Cm', 'xyz': [5.876026805151568, 5.876026805151568, 5.876026805151568]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.938013402575784, 2.938013402575784, 2.938013402575784]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.814040207727352, 8.814040207727352, 8.814040207727352]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7384647923817695, 0.2615352076182305, 0.2615352076182305], 'properties': {}, 'label': 'Br', 'xyz': [3.0735757809112063, 5.876026805151568, 5.876026805151568]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2615352076182305, 0.7384647923817695, 0.7384647923817695], 'properties': {}, 'label': 'Br', 'xyz': [8.67847782939193, 5.876026805151568, 5.876026805151568]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2615352076182305, 0.7384647923817695, 0.2615352076182305], 'properties': {}, 'label': 'Br', 'xyz': [5.876026805151568, 3.0735757809112063, 5.876026805151568]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7384647923817695, 0.2615352076182305, 0.7384647923817695], 'properties': {}, 'label': 'Br', 'xyz': [5.876026805151568, 8.67847782939193, 5.876026805151568]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2615352076182305, 0.2615352076182305, 0.7384647923817695], 'properties': {}, 'label': 'Br', 'xyz': [5.876026805151568, 5.876026805151568, 3.0735757809112063]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7384647923817695, 0.7384647923817695, 0.2615352076182305], 'properties': {}, 'label': 'Br', 'xyz': [5.876026805151568, 5.876026805151568, 8.67847782939193]}]}"
3265_CsSrEuBr,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.767263690106266, 5.767263690106266], [5.767263690106266, 0.0, 5.767263690106266], [5.767263690106266, 5.767263690106266, 0.0]], 'pbc': (True, True, True), 'a': 8.156142528330184, 'b': 8.156142528330184, 'c': 8.156142528330184, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 383.6537270225631}, 'properties': {}, 'sites': [{'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Sr', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Eu', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Eu', 'xyz': [5.767263690106266, 5.767263690106266, 5.767263690106266]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.883631845053133, 2.883631845053133, 2.883631845053133]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.6508955351594, 8.6508955351594, 8.6508955351594]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7446111146693042, 0.2553888853306958, 0.2553888853306958], 'properties': {}, 'label': 'Br', 'xyz': [2.9457900904488694, 5.767263690106265, 5.767263690106265]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2553888853306958, 0.7446111146693042, 0.7446111146693042], 'properties': {}, 'label': 'Br', 'xyz': [8.588737289763662, 5.767263690106265, 5.767263690106265]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2553888853306958, 0.7446111146693042, 0.2553888853306958], 'properties': {}, 'label': 'Br', 'xyz': [5.767263690106265, 2.9457900904488694, 5.767263690106265]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7446111146693042, 0.2553888853306958, 0.7446111146693042], 'properties': {}, 'label': 'Br', 'xyz': [5.767263690106265, 8.588737289763662, 5.767263690106265]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.2553888853306958, 0.2553888853306958, 0.7446111146693042], 'properties': {}, 'label': 'Br', 'xyz': [5.767263690106265, 5.767263690106265, 2.9457900904488694]}, {'species': [{'element': 'Br', 'occu': 1}], 'abc': [0.7446111146693042, 0.7446111146693042, 0.2553888853306958], 'properties': {}, 'label': 'Br', 'xyz': [5.767263690106265, 5.767263690106265, 8.588737289763662]}]}"
