comp,structure_dict
1326_CsAgRuCl,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.023497264326823, 5.023497264326823], [5.023497264326823, 0.0, 5.023497264326823], [5.023497264326823, 5.023497264326823, 0.0]], 'pbc': (True, True, True), 'a': 7.104297961755134, 'b': 7.104297961755134, 'c': 7.104297961755134, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 253.54117923863527}, 'properties': {}, 'sites': [{'species': [{'element': 'Ag', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Ag', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ru', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Ru', 'xyz': [5.023497264326823, 5.023497264326823, 5.023497264326823]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.5117486321634117, 2.5117486321634117, 2.5117486321634117]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [7.535245896490235, 7.535245896490235, 7.535245896490235]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7354256205309397, 0.2645743794690603, 0.2645743794690603], 'properties': {}, 'label': 'Cl', 'xyz': [2.6581773429475826, 5.023497264326823, 5.023497264326823]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2645743794690603, 0.7354256205309397, 0.7354256205309397], 'properties': {}, 'label': 'Cl', 'xyz': [7.388817185706064, 5.023497264326823, 5.023497264326823]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2645743794690603, 0.7354256205309397, 0.2645743794690603], 'properties': {}, 'label': 'Cl', 'xyz': [5.023497264326823, 2.6581773429475826, 5.023497264326823]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7354256205309397, 0.2645743794690603, 0.7354256205309397], 'properties': {}, 'label': 'Cl', 'xyz': [5.023497264326823, 7.388817185706064, 5.023497264326823]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2645743794690603, 0.2645743794690603, 0.7354256205309397], 'properties': {}, 'label': 'Cl', 'xyz': [5.023497264326823, 5.023497264326823, 2.6581773429475826]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7354256205309397, 0.7354256205309397, 0.2645743794690603], 'properties': {}, 'label': 'Cl', 'xyz': [5.023497264326823, 5.023497264326823, 7.388817185706064]}]}"
1328_CsRbIrCl,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.358647221602972, 5.358647221602972], [5.358647221602972, 0.0, 5.358647221602972], [5.358647221602972, 5.358647221602972, 0.0]], 'pbc': (True, True, True), 'a': 7.578271576763827, 'b': 7.578271576763827, 'c': 7.578271576763827, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 307.74818215473925}, 'properties': {}, 'sites': [{'species': [{'element': 'Rb', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Rb', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ir', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Ir', 'xyz': [5.358647221602972, 5.358647221602972, 5.358647221602972]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.679323610801486, 2.679323610801486, 2.679323610801486]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.037970832404458, 8.037970832404458, 8.037970832404458]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7177717344009054, 0.2822282655990946, 0.2822282655990946], 'properties': {}, 'label': 'Cl', 'xyz': [3.0247234226208275, 5.358647221602972, 5.358647221602972]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2822282655990946, 0.7177717344009054, 0.7177717344009054], 'properties': {}, 'label': 'Cl', 'xyz': [7.692571020585116, 5.358647221602972, 5.358647221602972]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2822282655990946, 0.7177717344009054, 0.2822282655990946], 'properties': {}, 'label': 'Cl', 'xyz': [5.358647221602972, 3.0247234226208275, 5.358647221602972]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7177717344009054, 0.2822282655990946, 0.7177717344009054], 'properties': {}, 'label': 'Cl', 'xyz': [5.358647221602972, 7.692571020585116, 5.358647221602972]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2822282655990946, 0.2822282655990946, 0.7177717344009054], 'properties': {}, 'label': 'Cl', 'xyz': [5.358647221602972, 5.358647221602972, 3.0247234226208275]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7177717344009054, 0.7177717344009054, 0.2822282655990946], 'properties': {}, 'label': 'Cl', 'xyz': [5.358647221602972, 5.358647221602972, 7.692571020585116]}]}"
1329_CsSrHgCl,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.441850485521678, 5.441850485521678], [5.441850485521678, 0.0, 5.441850485521678], [5.441850485521678, 5.441850485521678, 0.0]], 'pbc': (True, True, True), 'a': 7.6959387610313685, 'b': 7.6959387610313685, 'c': 7.6959387610313685, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 322.3070549517223}, 'properties': {}, 'sites': [{'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Sr', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Hg', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Hg', 'xyz': [5.441850485521678, 5.441850485521678, 5.441850485521678]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.720925242760839, 2.720925242760839, 2.720925242760839]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.162775728282517, 8.162775728282517, 8.162775728282517]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7425613139947913, 0.2574386860052087, 0.2574386860052087], 'properties': {}, 'label': 'Cl', 'xyz': [2.8018856768590155, 5.441850485521678, 5.441850485521678]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2574386860052087, 0.7425613139947913, 0.7425613139947913], 'properties': {}, 'label': 'Cl', 'xyz': [8.08181529418434, 5.441850485521678, 5.441850485521678]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2574386860052087, 0.7425613139947913, 0.2574386860052087], 'properties': {}, 'label': 'Cl', 'xyz': [5.441850485521678, 2.8018856768590155, 5.441850485521678]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7425613139947913, 0.2574386860052087, 0.7425613139947913], 'properties': {}, 'label': 'Cl', 'xyz': [5.441850485521678, 8.08181529418434, 5.441850485521678]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2574386860052087, 0.2574386860052087, 0.7425613139947913], 'properties': {}, 'label': 'Cl', 'xyz': [5.441850485521678, 5.441850485521678, 2.8018856768590155]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7425613139947913, 0.7425613139947913, 0.2574386860052087], 'properties': {}, 'label': 'Cl', 'xyz': [5.441850485521678, 5.441850485521678, 8.08181529418434]}]}"
1330_CsEuTmCl,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.27392311371336, 5.27392311371336], [5.27392311371336, 0.0, 5.27392311371336], [5.27392311371336, 5.27392311371336, 0.0]], 'pbc': (True, True, True), 'a': 7.458453594326377, 'b': 7.458453594326377, 'c': 7.458453594326377, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 293.3805902476252}, 'properties': {}, 'sites': [{'species': [{'element': 'Eu', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Eu', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Tm', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Tm', 'xyz': [5.27392311371336, 5.27392311371336, 5.27392311371336]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.63696155685668, 2.63696155685668, 2.63696155685668]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [7.910884670570041, 7.910884670570041, 7.910884670570041]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7451515186713493, 0.2548484813286507, 0.2548484813286507], 'properties': {}, 'label': 'Cl', 'xyz': [2.688102592347837, 5.27392311371336, 5.27392311371336]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2548484813286507, 0.7451515186713493, 0.7451515186713493], 'properties': {}, 'label': 'Cl', 'xyz': [7.859743635078884, 5.27392311371336, 5.27392311371336]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2548484813286507, 0.7451515186713493, 0.2548484813286507], 'properties': {}, 'label': 'Cl', 'xyz': [5.27392311371336, 2.688102592347837, 5.27392311371336]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7451515186713493, 0.2548484813286507, 0.7451515186713493], 'properties': {}, 'label': 'Cl', 'xyz': [5.27392311371336, 7.859743635078884, 5.27392311371336]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2548484813286507, 0.2548484813286507, 0.7451515186713493], 'properties': {}, 'label': 'Cl', 'xyz': [5.27392311371336, 5.27392311371336, 2.688102592347837]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7451515186713493, 0.7451515186713493, 0.2548484813286507], 'properties': {}, 'label': 'Cl', 'xyz': [5.27392311371336, 5.27392311371336, 7.859743635078884]}]}"
1331_CsRbRuCl,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.360330740115575, 5.360330740115575], [5.360330740115576, 0.0, 5.360330740115575], [5.360330740115576, 5.360330740115575, 0.0]], 'pbc': (True, True, True), 'a': 7.580652431476857, 'b': 7.5806524314768575, 'c': 7.5806524314768575, 'alpha': 59.99999999999999, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 308.03832770537}, 'properties': {}, 'sites': [{'species': [{'element': 'Rb', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Rb', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ru', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Ru', 'xyz': [5.360330740115576, 5.360330740115575, 5.360330740115575]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.680165370057788, 2.6801653700577877, 2.6801653700577877]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.040496110173365, 8.040496110173363, 8.040496110173363]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7179902040834989, 0.2820097959165011, 0.2820097959165011], 'properties': {}, 'label': 'Cl', 'xyz': [3.023331556129882, 5.360330740115575, 5.360330740115575]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2820097959165011, 0.7179902040834989, 0.7179902040834989], 'properties': {}, 'label': 'Cl', 'xyz': [7.69732992410127, 5.360330740115575, 5.360330740115575]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2820097959165011, 0.7179902040834989, 0.2820097959165011], 'properties': {}, 'label': 'Cl', 'xyz': [5.360330740115576, 3.0233315561298815, 5.360330740115575]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7179902040834989, 0.2820097959165011, 0.7179902040834989], 'properties': {}, 'label': 'Cl', 'xyz': [5.360330740115576, 7.697329924101269, 5.360330740115575]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2820097959165011, 0.2820097959165011, 0.7179902040834989], 'properties': {}, 'label': 'Cl', 'xyz': [5.360330740115576, 5.360330740115575, 3.0233315561298815]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7179902040834989, 0.7179902040834989, 0.2820097959165011], 'properties': {}, 'label': 'Cl', 'xyz': [5.360330740115576, 5.360330740115575, 7.697329924101269]}]}"
1332_CsHgCeCl,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.603753453109468, 5.603753453109468], [5.603753453109468, 0.0, 5.603753453109468], [5.603753453109468, 5.603753453109468, 0.0]], 'pbc': (True, True, True), 'a': 7.924904133582474, 'b': 7.924904133582474, 'c': 7.924904133582474, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 351.9387232134222}, 'properties': {}, 'sites': [{'species': [{'element': 'Hg', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Hg', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Ce', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Ce', 'xyz': [5.603753453109468, 5.603753453109468, 5.603753453109468]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.801876726554734, 2.801876726554734, 2.801876726554734]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.405630179664202, 8.405630179664202, 8.405630179664202]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7443217770806854, 0.2556782229193146, 0.2556782229193146], 'properties': {}, 'label': 'Cl', 'xyz': [2.865515449138003, 5.603753453109468, 5.603753453109468]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2556782229193146, 0.7443217770806854, 0.7443217770806854], 'properties': {}, 'label': 'Cl', 'xyz': [8.341991457080933, 5.603753453109468, 5.603753453109468]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2556782229193146, 0.7443217770806854, 0.2556782229193146], 'properties': {}, 'label': 'Cl', 'xyz': [5.603753453109468, 2.865515449138003, 5.603753453109468]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7443217770806854, 0.2556782229193146, 0.7443217770806854], 'properties': {}, 'label': 'Cl', 'xyz': [5.603753453109468, 8.341991457080933, 5.603753453109468]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2556782229193146, 0.2556782229193146, 0.7443217770806854], 'properties': {}, 'label': 'Cl', 'xyz': [5.603753453109468, 5.603753453109468, 2.865515449138003]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7443217770806854, 0.7443217770806854, 0.2556782229193146], 'properties': {}, 'label': 'Cl', 'xyz': [5.603753453109468, 5.603753453109468, 8.341991457080933]}]}"
1333_CsSrYbCl,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.396296237568438, 5.396296237568438], [5.396296237568438, 0.0, 5.396296237568438], [5.396296237568438, 5.396296237568438, 0.0]], 'pbc': (True, True, True), 'a': 7.631515325752191, 'b': 7.631515325752191, 'c': 7.631515325752191, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 314.28043408189785}, 'properties': {}, 'sites': [{'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Sr', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Yb', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Yb', 'xyz': [5.396296237568438, 5.396296237568438, 5.396296237568438]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.698148118784219, 2.698148118784219, 2.698148118784219]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [8.094444356352657, 8.094444356352657, 8.094444356352657]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7392750282294145, 0.2607249717705855, 0.2607249717705855], 'properties': {}, 'label': 'Cl', 'xyz': [2.8138983684114955, 5.396296237568438, 5.396296237568438]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2607249717705855, 0.7392750282294145, 0.7392750282294145], 'properties': {}, 'label': 'Cl', 'xyz': [7.9786941067253805, 5.396296237568438, 5.396296237568438]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2607249717705855, 0.7392750282294145, 0.2607249717705855], 'properties': {}, 'label': 'Cl', 'xyz': [5.396296237568438, 2.8138983684114955, 5.396296237568438]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7392750282294145, 0.2607249717705855, 0.7392750282294145], 'properties': {}, 'label': 'Cl', 'xyz': [5.396296237568438, 7.9786941067253805, 5.396296237568438]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2607249717705855, 0.2607249717705855, 0.7392750282294145], 'properties': {}, 'label': 'Cl', 'xyz': [5.396296237568438, 5.396296237568438, 2.8138983684114955]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7392750282294145, 0.7392750282294145, 0.2607249717705855], 'properties': {}, 'label': 'Cl', 'xyz': [5.396296237568438, 5.396296237568438, 7.9786941067253805]}]}"
1334_CsMnDyCl,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 4.9820098651038895, 4.9820098651038895], [4.9820098651038895, 0.0, 4.9820098651038895], [4.9820098651038895, 4.9820098651038895, 0.0]], 'pbc': (True, True, True), 'a': 7.045625919106475, 'b': 7.045625919106475, 'c': 7.045625919106475, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 247.31117746935809}, 'properties': {}, 'sites': [{'species': [{'element': 'Mn', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Mn', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Dy', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Dy', 'xyz': [4.9820098651038895, 4.9820098651038895, 4.9820098651038895]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.4910049325519448, 2.4910049325519448, 2.4910049325519448]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [7.473014797655834, 7.473014797655834, 7.473014797655834]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7630682394175352, 0.2369317605824648, 0.2369317605824648], 'properties': {}, 'label': 'Cl', 'xyz': [2.360792737156545, 4.9820098651038895, 4.9820098651038895]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2369317605824648, 0.7630682394175352, 0.7630682394175352], 'properties': {}, 'label': 'Cl', 'xyz': [7.603226993051234, 4.9820098651038895, 4.9820098651038895]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2369317605824648, 0.7630682394175352, 0.2369317605824648], 'properties': {}, 'label': 'Cl', 'xyz': [4.9820098651038895, 2.360792737156545, 4.9820098651038895]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7630682394175352, 0.2369317605824648, 0.7630682394175352], 'properties': {}, 'label': 'Cl', 'xyz': [4.9820098651038895, 7.603226993051234, 4.9820098651038895]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2369317605824648, 0.2369317605824648, 0.7630682394175352], 'properties': {}, 'label': 'Cl', 'xyz': [4.9820098651038895, 4.9820098651038895, 2.360792737156545]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7630682394175352, 0.7630682394175352, 0.2369317605824648], 'properties': {}, 'label': 'Cl', 'xyz': [4.9820098651038895, 4.9820098651038895, 7.603226993051234]}]}"
1335_CsVTmCl,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.129668626492485, 5.129668626492485], [5.129668626492485, 0.0, 5.129668626492485], [5.129668626492485, 5.129668626492485, 0.0]], 'pbc': (True, True, True), 'a': 7.254446942065439, 'b': 7.254446942065439, 'c': 7.254446942065439, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 269.95907303907035}, 'properties': {}, 'sites': [{'species': [{'element': 'V', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'V', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Tm', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Tm', 'xyz': [5.129668626492485, 5.129668626492485, 5.129668626492485]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.5648343132462426, 2.5648343132462426, 2.5648343132462426]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [7.694502939738728, 7.694502939738728, 7.694502939738728]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7526486418283227, 0.2473513581716773, 0.2473513581716773], 'properties': {}, 'label': 'Cl', 'xyz': [2.537661003467117, 5.129668626492485, 5.129668626492485]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2473513581716773, 0.7526486418283227, 0.7526486418283227], 'properties': {}, 'label': 'Cl', 'xyz': [7.721676249517853, 5.129668626492485, 5.129668626492485]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2473513581716773, 0.7526486418283227, 0.2473513581716773], 'properties': {}, 'label': 'Cl', 'xyz': [5.129668626492485, 2.537661003467117, 5.129668626492485]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7526486418283227, 0.2473513581716773, 0.7526486418283227], 'properties': {}, 'label': 'Cl', 'xyz': [5.129668626492485, 7.721676249517853, 5.129668626492485]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2473513581716773, 0.2473513581716773, 0.7526486418283227], 'properties': {}, 'label': 'Cl', 'xyz': [5.129668626492485, 5.129668626492485, 2.537661003467117]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7526486418283227, 0.7526486418283227, 0.2473513581716773], 'properties': {}, 'label': 'Cl', 'xyz': [5.129668626492485, 5.129668626492485, 7.721676249517853]}]}"
1336_CsMgNpCl,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': 0.0, 'lattice': {'matrix': [[0.0, 5.261701813255058, 5.261701813255058], [5.261701813255058, 0.0, 5.261701813255058], [5.261701813255058, 5.261701813255058, 0.0]], 'pbc': (True, True, True), 'a': 7.44117006546841, 'b': 7.44117006546841, 'c': 7.44117006546841, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 291.34575394342465}, 'properties': {}, 'sites': [{'species': [{'element': 'Mg', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'properties': {}, 'label': 'Mg', 'xyz': [0.0, 0.0, 0.0]}, {'species': [{'element': 'Np', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'properties': {}, 'label': 'Np', 'xyz': [5.261701813255058, 5.261701813255058, 5.261701813255058]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'properties': {}, 'label': 'Cs', 'xyz': [2.630850906627529, 2.630850906627529, 2.630850906627529]}, {'species': [{'element': 'Cs', 'occu': 1}], 'abc': [0.75, 0.75, 0.75], 'properties': {}, 'label': 'Cs', 'xyz': [7.8925527198825876, 7.8925527198825876, 7.8925527198825876]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7619332893633626, 0.2380667106366374, 0.2380667106366374], 'properties': {}, 'label': 'Cl', 'xyz': [2.5052720860649247, 5.261701813255058, 5.261701813255058]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2380667106366374, 0.7619332893633626, 0.7619332893633626], 'properties': {}, 'label': 'Cl', 'xyz': [8.018131540445191, 5.261701813255058, 5.261701813255058]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2380667106366374, 0.7619332893633626, 0.2380667106366374], 'properties': {}, 'label': 'Cl', 'xyz': [5.261701813255058, 2.5052720860649247, 5.261701813255058]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7619332893633626, 0.2380667106366374, 0.7619332893633626], 'properties': {}, 'label': 'Cl', 'xyz': [5.261701813255058, 8.018131540445191, 5.261701813255058]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.2380667106366374, 0.2380667106366374, 0.7619332893633626], 'properties': {}, 'label': 'Cl', 'xyz': [5.261701813255058, 5.261701813255058, 2.5052720860649247]}, {'species': [{'element': 'Cl', 'occu': 1}], 'abc': [0.7619332893633626, 0.7619332893633626, 0.2380667106366374], 'properties': {}, 'label': 'Cl', 'xyz': [5.261701813255058, 5.261701813255058, 8.018131540445191]}]}"
