,chemsys,nsites,E_MACE-MPA-0,E_MACE-MP-0b3,E_MatPES-r2SCAN,E_SevenNet
mp-1103421,Dy-Pt,12,-72.44383350993871,-72.27614755609729,-520.37451171875,-72.25703430175781
mp-1104664,Dy-Pt,14,-93.29837129888772,-93.43114760867518,-655.9932861328125,-93.41695404052734
mp-1105479,Dy-Pt,16,-90.84086145272967,-90.88400858526457,-672.2413940429688,-90.73930358886719
mp-1189839,Dy-Pt,16,-98.52114775244897,-98.5659027895096,-704.5604248046875,-98.45841979980469
mp-1202228,Dy-Pt,36,-231.03880072523953,-230.8393455798906,-1624.990234375,-231.20059204101562
mp-10207,Np,1,-12.515365790409609,-12.73329601594709,-82.8611068725586,-12.514537811279297
mp-7098,Np,4,-51.453930865201976,-51.43281543364759,-331.6410827636719,-51.39891052246094
mp-11534,Np,8,-103.14926576182341,-102.99082819590073,-663.2996215820312,-103.5798568725586
mp-1110954,I-K-Sb,10,-25.998079700281977,-25.959466056972687,-201.36061096191406,-25.973613739013672
mp-27214,Br-Cs-Sn,5,-15.969842411108223,-15.932244869219016,-96.21244812011719,-15.936760902404785
mp-641923,Br-Cs-Sn,9,-26.882586175290438,-26.920048561618266,-167.29638671875,-26.906238555908203
mp-23467,Br-Cs-Sn,16,-51.23519185126028,-51.25305582148112,-300.3040771484375,-51.17997741699219
mp-1247749,Br-Cs-Sn,20,-63.93216974547001,-63.82769804242721,-384.92828369140625,-63.86531448364258
mp-1186865,Rb-Rh,4,-7.702852028740317,-7.709053920587184,-63.10955810546875,-7.691133499145508
mp-1186871,Rb-Rh,4,-7.704695181470223,-7.706270363248349,-63.1070442199707,-7.687378883361816
mp-1191527,Au-Cs-Ga,24,-74.60996737848468,-74.59708246034921,-806.49365234375,-74.54407501220703
mp-1192476,Au-Cs-Ga,30,-96.45953532822574,-96.74621119776465,-768.8829345703125,-96.23162841796875
mp-1213698,Cs-Na-Tl,23,-44.54008529677127,-44.03729593052893,-859.68359375,-44.31513595581055
mp-21215,In-Pd,2,-8.916709344339212,-8.932803651679516,-46.587890625,-8.93430233001709
mp-31337,In-Pd,4,-20.02727131350423,-20.057688911960074,-93.2645263671875,-20.0731258392334
mp-1223699,In-Pd,4,-19.69175543762869,-19.667307660580377,-92.85073852539062,-19.642518997192383
mp-1184826,In-Pd,4,-13.681275097045535,-13.781557906301547,-91.13815307617188,-13.705547332763672
mp-510436,In-Pd,4,-20.024633612367836,-20.05181556409958,-93.26004028320312,-20.06816864013672
mp-1007664,In-Pd,4,-20.087828009501116,-20.128859175847108,-93.24100494384766,-20.06472396850586
mp-1223702,In-Pd,4,-18.890507075272378,-18.893188702388773,-92.0772476196289,-18.857942581176758
mp-510437,In-Pd,5,-20.91275767836301,-20.922125798733003,-116.06562805175781,-20.906570434570312
mp-1185043,In-Pd,8,-27.522278699765565,-27.669632447958005,-182.42117309570312,-27.85838508605957
mp-1078721,In-Pd,8,-40.12299219811709,-40.24472969171806,-186.4897003173828,-40.144569396972656
mp-22646,In-Pd,12,-58.61526769556294,-58.5567502494495,-280.29534912109375,-58.623756408691406
mp-22146,In-Pd,16,-76.7177144278389,-76.68390093638376,-373.68914794921875,-76.66812133789062
mp-568655,In-Pd,20,-76.74897807537637,-76.97109517940912,-461.14825439453125,-77.11774444580078
mp-1214801,Ba-Cl-Yb,40,-161.15903502253695,-160.29328913740414,-641.28173828125,-161.75051879882812
mp-8511,F-P,12,-60.385683010582014,-59.86481492582898,-82.14698791503906,-60.33068084716797
mp-11422,Gd-Hg,2,-15.388516637673115,-15.375798699541424,-91.52244567871094,-15.384549140930176
mp-1078842,Gd-Hg,8,-32.91975250093355,-32.94219603747301,-381.65081787109375,-32.89302062988281
mp-1184365,Au-Eu,4,-22.203229551066833,-22.22855253919962,-193.77432250976562,-22.218332290649414
mp-1184375,Au-Eu,4,-22.212549431382335,-22.227168025829652,-193.78427124023438,-22.208690643310547
mp-1071698,Au-Eu,6,-38.1349709367815,-38.131703055091556,-286.65399169921875,-38.12123107910156
mp-510098,Au-Eu,6,-29.20571426637657,-29.152148485506856,-295.37939453125,-29.260374069213867
mp-1078589,Au-Eu,8,-60.69011926581271,-60.62819781209214,-368.429931640625,-60.640235900878906
mp-1184419,Au-Eu,8,-44.595450148770595,-44.717465046270746,-387.96905517578125,-44.70353698730469
mp-1104457,Au-Eu,15,-122.60053415784893,-122.58042573319118,-672.6004028320312,-122.39057922363281
mp-1189094,Au-Eu,16,-143.805511867531,-143.7653232401052,-686.7967529296875,-143.76220703125
mp-1106137,Au-Eu,20,-174.39157449003204,-174.39178736291217,-871.2525634765625,-174.30990600585938
mp-974748,Rb-Tm,4,-4.888661174801154,-4.871928482164604,-75.672607421875,-4.788359642028809
mp-1186877,Rb-Tm,4,-4.878264350470607,-4.877491485441219,-75.61357116699219,-4.894591808319092
mp-974745,Rb-Tm,4,-4.896529098682482,-4.948893036180813,-75.62716674804688,-4.907148838043213
mp-1009134,Fe-Mn,2,-17.462657564579022,-17.42896753841552,-28.731822967529297,-17.426101684570312
mp-999542,Fe-Mn,4,-34.257248687881486,-34.264744054989414,-57.59736633300781,-34.214508056640625
mp-1221628,Fe-Mn,4,-34.3149096808115,-34.237217137810525,-57.33723449707031,-34.458492279052734
mp-999545,Fe-Mn,4,-35.69634872217964,-35.712272109847106,-58.05863952636719,-35.820560455322266
mp-1221635,Fe-Mn,5,-42.81560132829593,-42.61045909973723,-72.01199340820312,-42.742862701416016
mp-1221991,Fe-Mn,20,-178.04415770806634,-177.34766308326908,-290.4004211425781,-177.26644897460938
mp-1184402,Dy-Eu,8,-70.0684182477889,-70.1433118862481,-313.41162109375,-70.0721206665039
mp-1110886,Br-Ga-K,10,-29.14870856498405,-29.130526922826224,,-29.163196563720703
mp-28680,Br-Ga-K,36,-107.80284120110778,-107.81296765770048,-471.9856262207031,-107.78611755371094
mp-1402047,F-Fe-Mg,8,-38.801865873886314,-38.77565686383624,-59.69021987915039,-38.70946502685547
mp-1778883,F-Fe-Mg,12,-64.0344481470968,-63.80267072662254,-98.2735595703125,-63.873207092285156
mp-1045307,F-Fe-Mg,12,-64.07273892587202,-63.81652573470628,-98.30620574951172,-63.88664245605469
mp-1396458,F-Fe-Mg,12,-64.07001803977948,-63.80229600017302,-98.28536224365234,-63.8726806640625
mp-1444570,F-Fe-Mg,14,-73.5946150280941,-73.45451593277177,-111.11617279052734,-73.63638305664062
mp-1330329,F-Fe-Mg,28,-147.19471974289144,-146.67585463763638,-222.21170043945312,-146.9929656982422
mp-1187114,Cr-Sr,4,-12.7047739627222,-12.716834049931222,-58.84479904174805,-12.739356994628906
mp-980946,Cr-Sr,4,-12.762487748654024,-12.733232649850008,-58.81147766113281,-12.678336143493652
mp-30086,Cl-Ge,20,-66.53769815782255,-66.5554886417195,-174.01158142089844,-66.0576171875
mp-29688,Cl-Ge,44,-151.43250712429062,-150.70736172946053,-402.4506530761719,-150.49789428710938
mp-1206590,Au-Co,4,-16.019804716517918,-15.705701868283967,-164.3510284423828,-15.91870403289795
mp-1226077,Au-Co,5,-19.44030199259872,-19.214586097348178,-215.03146362304688,-19.228179931640625
mp-156,La,1,-4.917323383761881,-4.9051802706614165,-29.67508316040039,-4.918816089630127
mp-10023,La,1,-4.79842997892932,-4.892271461433808,-29.643327713012695,-4.891990661621094
mp-26,La,4,-19.64346732976546,-19.595202781051565,-118.7000503540039,-19.67388343811035
mp-998762,F-Mn-Tl,5,-27.20234193147107,-27.197936357564643,-89.8995361328125,-27.17898178100586
mp-1102938,F-Mn-Tl,12,-62.11830459506707,-62.14871308034301,-192.2016143798828,-62.178672790527344
mp-1111039,Cs-Ga-I-Rb,10,-24.7200485694064,-24.725164143302308,-222.77731323242188,-24.772449493408203
mp-11568,Sm-Tl,2,-7.846658799804052,-7.857756562823765,-90.6973648071289,-7.833258152008057
mp-11569,Sm-Tl,4,-13.003251416130421,-12.916958819594033,-197.44508361816406,-12.915460586547852
mp-2541,Sm-Tl,4,-15.688121730039963,-15.702207563049486,-181.40016174316406,-15.662971496582031
mp-319,Sm-Tl,6,-25.21589916835873,-25.277151454700643,-254.93077087402344,-25.267488479614258
mp-1188446,Sm-Tl,16,-66.1636877561865,-66.41575597648946,-691.8489379882812,-66.68646240234375
mp-1106334,Sm-Tl,16,-57.660175571969496,-57.34931836184629,-757.802001953125,-57.10438537597656
mp-1187526,B-Tl,4,-9.667428885413385,-9.792720572162185,-162.85140991210938,-9.767553329467773
mp-1187632,B-Tl,4,-9.729879603877245,-9.731254557685975,-162.86370849609375,-9.719144821166992
mp-1110798,Br-Ga-Na,10,-27.75926099187695,-27.673274481770044,-114.60249328613281,-27.74997901916504
mp-28679,Br-Ga-Na,24,-70.4671130143683,-70.55449194463856,-302.8571472167969,-70.55014038085938
mp-1113311,Au-Cl-Na,10,-27.91596627195789,-27.977741330416055,-109.8814697265625,-28.074642181396484
mp-570193,Au-Cl-Na,96,-270.28377096334424,-270.54641679941017,-1346.5892333984375,-269.7875671386719
mp-1112369,Cl-Cs-Er,10,-39.54058151696873,-39.543917444906924,-171.34165954589844,-39.53438949584961
mp-1214000,Cl-Cs-Er,32,-132.61135390050504,-132.51458971428556,-545.5174560546875,-132.81146240234375
mp-1213445,Cl-Cs-Er,40,-182.31726230284016,-182.32646595558998,-662.490478515625,-182.25741577148438
mp-1213797,Cl-Cs-Er,40,-159.94177002937639,-159.80990426921062,-688.2861328125,-160.0987548828125
mp-11421,Gd,1,-13.976875608223711,-14.029643913757134,-40.95655059814453,-14.009464263916016
mp-614502,Gd,1,-14.042525441289145,-14.046323734194477,-41.01581573486328,-14.055953979492188
mp-155,Gd,2,-28.144838832516285,-28.11600901154506,-82.03158569335938,-28.1104793548584
mp-570087,Gd,3,-42.18384558962127,-42.161728791020515,-123.04657745361328,-42.16697692871094
mp-19981,Gd,4,-56.22292091587134,-56.20570806035788,-164.0621795654297,-56.220680236816406
mp-2443,Dy-Hg,2,-5.866260151316026,-5.867431688606167,-88.39308166503906,-5.875669002532959
mp-11367,Dy-Hg,3,-6.355767287138941,-6.352722793339451,-138.09938049316406,-6.352116584777832
mp-1061855,Dy-Hg,3,-5.415093110473395,-5.4127170968178415,-138.09727478027344,-5.396973609924316
mp-1184059,Dy-Hg,4,-14.720237035438057,-14.739707507380299,-163.71212768554688,-14.74686050415039
mp-864994,Dy-Hg,8,-13.77230453845849,-13.786502318866203,-375.5486755371094,-13.791296005249023
mp-1225934,Cs-F-Mn-V,18,-105.38839242863766,-105.34102288139178,-201.49807739257812,-105.53759002685547
mp-541141,Cl-Ir-K,40,-148.36210944216137,-148.77074035841247,-489.5469970703125,-148.69964599609375
mp-28068,Cl-Dy-Li,16,-69.12638173400228,-69.23002603867499,-255.3365020751953,-69.1779556274414
mp-571405,Nd-Tl,2,-7.917168378625419,-7.917958198184571,-87.16051483154297,-7.903350830078125
mp-1533,Nd-Tl,4,-17.50714078992219,-17.3917114512498,-153.33555603027344,-17.466947555541992
mp-569352,Nd-Tl,4,-13.149008298623698,-13.095966486136701,-193.9569854736328,-13.05006217956543
mp-2816,Nd-Tl,6,-25.42837123810191,-25.413945547010933,-240.7427215576172,-25.492197036743164
mp-1105755,Nd-Tl,16,-66.74467536902114,-66.66161548607062,-656.3956298828125,-67.22496032714844
mp-1189917,Nd-Tl,16,-58.29637310979386,-58.038144091221454,-736.9158325195312,-57.74925994873047
mp-29562,Cl-Mo-Tl,9,-35.37735974516694,-35.15209940152434,-179.7431640625,-35.32168197631836
mp-571636,Cl-In,4,-12.451051550501912,-12.450038306012601,-61.09975814819336,-12.419937133789062
mp-571555,Cl-In,4,-12.448887264240327,-12.44900280197876,-61.07917404174805,-12.416529655456543
mp-1184519,Cl-In,8,-21.796707213030498,-21.864016525437865,-149.79718017578125,-22.016036987304688
mp-862983,Cl-In,8,-24.39223593488848,-24.429850381147805,-91.38823699951172,-24.498369216918945
mp-1212122,Cl-In,24,-75.67235678192088,-75.4920979283103,-306.7442321777344,-76.20570373535156
mp-28112,Cl-In,28,-87.80728971128735,-87.72477355490533,-368.75628662109375,-87.88975524902344
mp-23276,Cl-In,64,-198.84756194870187,-199.47159678146932,-977.2352294921875,-198.8302001953125
mp-28730,Cl-In,64,-200.65423806134731,-200.7837677900324,-920.3018188476562,-200.82894897460938
mp-667324,Cl-In,160,-503.68569257926106,-502.4160487092706,-2210.314453125,-503.5474548339844
mp-23176,Cl-Sb,12,-34.38086458506688,-34.533077760429954,-121.71073913574219,-34.45750045776367
mp-22872,Cl-Sb,16,-52.44204873824635,-52.15782235394909,-191.36541748046875,-52.26679229736328
mp-570796,Cl-Sb,48,-137.8289714663332,-138.41566224387654,,-137.7120361328125
mp-1025373,F-Tc,7,-35.17906290705248,-35.53846191853537,-59.512840270996094,-35.43120574951172
mp-867369,F-Tc,8,-44.641003244735096,-45.59073558065597,-85.15253448486328,-43.92572784423828
mp-1208328,F-Tc,28,-141.18421099332954,-142.58220846842787,-239.1708221435547,-141.43295288085938
mp-1203061,F-Tc,40,-221.4618211272226,-221.71082654660654,-395.2119140625,-220.24859619140625
mp-1062893,Pd-Y,3,-18.631253731518647,-18.63616657122474,-67.95099639892578,-18.628307342529297
mp-559,Pd-Y,4,-25.426891482215197,-25.417051111604486,-92.50346374511719,-25.480613708496094
mp-1066136,Pd-Y,4,-26.939647092459793,-26.905568826346617,-90.15478515625,-26.936996459960938
mp-1104019,Pd-Y,14,-93.1222903132461,-92.99214286423694,-318.36376953125,-93.20602416992188
mp-1104388,Pd-Y,15,-100.27769995436313,-100.31236759084591,-331.7304992675781,-100.3823013305664
mp-1207777,Pd-Y,16,-105.90234384344677,-105.80267246580637,-342.7728271484375,-105.98390197753906
mp-569117,Cl-Cs-Li,6,-21.39659667720814,-21.396499370771423,-60.78677749633789,-21.369918823242188
mp-606711,Cl-Cs-Li,8,-26.858964182970954,-26.858299308963726,-118.88922882080078,-26.908193588256836
mp-1120734,Cl-Cs-Li,8,-25.64811734435188,-25.73154277357691,-117.95556640625,-25.519651412963867
mp-23364,Cl-Cs-Li,8,-28.080186258776624,-28.08549604544732,-96.33675384521484,-28.052553176879883
mp-570756,Cl-Cs-Li,10,-34.55183680887849,-34.55432381831545,-131.77490234375,-34.519004821777344
mp-571390,Cl-Cs-Li,12,-41.144599292375815,-41.13243648963315,-167.2936248779297,-41.103485107421875
mp-1188344,Cl-Cs-Li,16,-56.321796986359324,-56.26927284312424,-192.66238403320312,-56.25197982788086
mp-571666,Cl-Cs-Li,16,-57.37387062802141,-57.38158473634507,-146.60716247558594,-57.37646484375
mp-1190687,Cl-Cs-Li,24,-85.91988238155156,-85.90307186195237,-243.15574645996094,-85.8571548461914
mp-30953,Br-Ga,16,-44.97384636723424,-45.12775041163806,-219.83692932128906,-44.99742126464844
mp-28384,Br-Ga,24,-68.96442394591409,-68.76405499445133,-324.13287353515625,-68.99159240722656
mp-650841,Br-Ga,36,-103.47127493928383,-103.12637183479004,-486.01739501953125,-103.45220184326172
mp-1183907,Cs-Si,8,-13.10578522503564,-14.267238294084207,-165.11676025390625,-13.620370864868164
mp-866482,Cs-Si,32,-102.219575031923,-102.47123231902364,-542.9368896484375,-102.1955795288086
mp-1370,Cs-Si,64,-205.59318955685723,-206.23400699916635,-1085.774658203125,-205.6912078857422
mp-571531,Cs-I-Mo,28,-98.36530433077351,-98.41048714110947,-723.2156982421875,-98.24601745605469
mp-1199497,Cs-I-Mo,44,-202.70115046453384,-202.46917076859035,-1125.359130859375,-203.09100341796875
mp-999145,Ni-Sm,4,-22.44843594282186,-22.406630582629504,-97.77059173583984,-22.441692352294922
mp-1075,Ni-Sm,6,-35.42886880153822,-35.43080918712631,-97.44068145751953,-35.41544723510742
mp-1402,Ni-Sm,6,-34.74992775601717,-34.80753157655713,-122.26008605957031,-34.718570709228516
mp-1095619,Ni-Sm,12,-70.45449617696015,-70.49317615263455,-219.79879760742188,-70.42909240722656
mp-1105945,Ni-Sm,16,-82.83919388972356,-82.78293772204378,-488.81500244140625,-82.90071105957031
mp-1188478,Ni-Sm,18,-105.95996846136256,-105.98269977171758,-317.2455749511719,-105.93135070800781
mp-1200995,Ni-Sm,36,-211.93281442750396,-211.98641234240378,-634.50341796875,-211.87258911132812
mp-1203310,Ni-Sm,38,-222.2960245561884,-222.3638370210327,-556.478515625,-222.12887573242188
mp-28496,Cl-K-U,32,-150.34020965698784,-150.46856177522653,-562.0435791015625,-149.9996337890625
mp-1186120,Co-Np,4,-34.38266773417827,-34.197032122543305,-122.4314956665039,-34.256683349609375
mp-310,Co-Np,6,-54.82302245113646,-54.60834268313542,-219.4057159423828,-54.444374084472656
mp-1186362,Co-Np,8,-68.5044468577127,-68.38320971268219,-244.66619873046875,-68.6907730102539
mp-1195194,Co-Np,38,-293.9821415274996,-289.2235071223183,-782.1792602539062,-290.54583740234375
mp-974066,Nd-Sm,4,-18.97801545288245,-18.955249686929577,-135.4949951171875,-18.94986343383789
mp-1186323,Nd-Sm,4,-18.875128702481646,-18.824365638695554,-142.73634338378906,-18.84488296508789
mp-1186333,Nd-Sm,8,-37.63365233548255,-37.55028175659294,-285.48419189453125,-37.683189392089844
mp-1186281,Nd-Sm,8,-37.81921985814359,-37.77852712366807,-270.9937744140625,-37.89283752441406
mp-974810,Rb-Ru,4,-7.8082429640873805,-7.770700952078297,-62.90357208251953,-7.758625507354736
mp-1111397,Co-Cs-F-Rb,10,-43.533265757754634,-43.945954537886095,-111.7744140625,-43.60907745361328
mp-34260,F-Zr,5,-33.68588389542729,-33.47270600035109,-54.3410758972168,-33.74286651611328
mp-1105223,F-Zr,20,-137.3480076386366,-137.3924007700411,-221.48912048339844,-137.36700439453125
mp-1194272,F-Zr,30,-205.97280976680713,-205.9924213922048,-332.27685546875,-206.1021728515625
mp-561384,F-Zr,40,-275.03987830165033,-274.9483564542122,-443.26513671875,-274.79052734375
mp-1184443,Eu-Tm,8,-69.75585194347404,-69.88339502440625,-308.6977233886719,-69.77021789550781
mp-1111779,Br-Cs-In-Rb,10,-28.954512485083765,-28.955222952607514,-170.44293212890625,-28.887361526489258
mp-1110876,Cl-K-Tm,10,-39.54564652444917,-39.48848709602375,-112.2564926147461,-39.534095764160156
mp-1211949,Cl-K-Tm,40,-160.60253461644908,-160.49867669715746,-452.60296630859375,-160.64749145507812
mp-1211484,Cl-K-Tm,40,-181.09486446971505,-180.93057870454976,-573.0250854492188,-180.94647216796875
mp-1183900,Co-Pb,4,-15.895497772112677,-15.830385454749475,-180.0172576904297,-15.974590301513672
mp-1184465,Co-Pb,8,-33.70129759834404,-33.78757225286063,-361.1044006347656,-33.308197021484375
mp-21380,Pb-Pt,4,-19.441114204771583,-19.420766742966702,-215.59234619140625,-19.415531158447266
mp-1066274,Pb-Pt,4,-20.500715791133718,-20.468507180266023,-216.71617126464844,-20.542943954467773
mp-20828,Pb-Pt,4,-22.1683917100052,-22.233259515113392,-211.12741088867188,-22.26546287536621
mp-21318,Pb-Pt,6,-27.8643522950819,-27.904554669775713,-329.15679931640625,-27.729820251464844
mp-1186846,Pb-Pt,8,-34.42727463461708,-34.69694118904709,-441.100341796875,-34.55451202392578
mp-21296,Pb-Pt,10,-43.10527567583981,-43.0114219240044,-554.8185424804688,-43.17259979248047
mp-309,Ag-Th,3,-13.600457026783085,-13.569455709865471,-116.51180267333984,-13.472046852111816
mp-2233,Ag-Th,6,-35.69857863308626,-35.72812282800371,-336.5252990722656,-35.75586700439453
mp-1187413,Ag-Th,8,-32.292259290759176,-32.50695653954547,-275.4433288574219,-32.34566879272461
mp-1217575,Ag-Th,65,-257.7514406188233,-256.93661368457276,-2123.338623046875,-256.8117370605469
mp-1169,Cu-Sc,2,-10.989530231853848,-10.977865875151878,-22.7293643951416,-11.00588607788086
mp-1018149,Cu-Sc,3,-15.299079388273297,-15.222090416064406,-33.572261810302734,-15.267016410827637
mp-973092,Cu-Sc,4,-19.30715786387974,-19.341581906169267,-44.445106506347656,-19.36235809326172
mp-973100,Cu-Sc,4,-19.281354048768872,-19.292256261183166,-44.501197814941406,-19.33078384399414
mp-623,Hg-Pt,2,-6.251089509660293,-6.2130230625258465,-100.78788757324219,-6.260095119476318
mp-11470,Hg-Pt,3,-6.85264412329514,-6.853262321682594,-150.4322509765625,-6.829059600830078
mp-1007690,Hg-Pt,4,-18.20114869819487,-18.316993151025184,-203.72122192382812,-18.372541427612305
mp-1184608,Hg-Pt,4,-6.241579558078546,-6.276857326914038,-199.0326690673828,-6.244405269622803
mp-1224016,Hg-Pt,4,-18.24427077341579,-18.243383627680462,-203.6376953125,-18.348413467407227
mp-1184551,Hg-Pt,4,-6.205278975015084,-6.3062482027439035,-199.0561065673828,-6.20766544342041
mp-1066522,Hg-Pt,4,-18.27668798431827,-18.319439672575854,-203.6576385498047,-18.315710067749023
mp-936,Hg-Pt,5,-7.704861799516505,-7.69086994649928,-249.236083984375,-7.771531581878662
